tconst,averagerating,numvotes
tt0480520,7.0,29
tt0480521,5.9,10
tt0480523,7.4,12
tt0480524,6.9,54
tt0480525,7.2,15
tt0480527,6.8,7
tt0480528,5.0,21
tt0480529,7.1,74
tt0480531,6.4,28
tt0480532,6.0,65
tt0480533,7.5,16
tt0480534,8.0,14
tt0480536,8.1,13
tt0480537,7.9,11
tt0480539,8.4,25
tt0480540,3.9,237
tt0480541,6.4,6
tt0480542,6.5,10
tt0480543,6.5,22
tt0480550,7.8,11
tt0480551,4.1,7
tt0480553,6.8,58
tt0480554,7.6,67
tt0480556,6.7,1029
tt0480557,6.9,18
tt0480558,6.8,718
tt0480559,5.9,73
tt0480562,8.7,27
tt0480564,3.3,68
tt0480565,6.1,23
tt0480566,5.7,32
tt0480572,6.8,3201
tt0480574,4.6,7
tt0480576,5.8,12
tt0480577,7.9,12
tt0480583,8.0,8
tt0480585,7.5,21
tt0480586,6.3,251
tt0480587,7.2,16
tt0480588,8.3,6
tt0480590,7.9,10
tt0480592,6.6,14
tt0480594,4.4,10
tt0480596,6.3,18
tt0480597,4.6,12
tt0480599,8.4,11
tt0480600,5.8,11
tt0480601,5.4,30
tt0480604,7.5,7
tt0480605,7.8,21
tt0480623,6.1,107
tt0480628,6.3,25
tt0480629,5.9,63
tt0480631,7.7,26
tt0480636,4.3,9
tt0480638,5.1,13
tt0480642,5.3,35
tt0480657,6.2,16
tt0480663,4.9,10
tt0480667,4.8,72
tt0480669,7.1,66825
tt0480670,7.5,43
tt0480671,5.8,27
tt0480672,6.5,8
tt0480673,7.4,16
tt0480676,6.9,8
tt0480680,6.7,464
tt0480685,5.7,140
tt0480686,7.0,7
tt0480687,5.9,129045
tt0480688,7.3,6
tt0480690,6.7,68
tt0480691,5.8,127
tt0480697,7.0,10
tt0480698,5.9,12
tt0480702,7.8,963
tt0480705,6.5,236
tt0480706,6.5,12
tt0480708,6.6,23
tt0480710,6.4,32
tt0480712,6.1,176
tt0480716,6.0,11
tt0480719,4.0,8
tt0480720,4.5,32
tt0480722,5.9,39
tt0480730,7.2,95
tt0480731,6.2,10
tt0480732,8.6,2335
tt0480743,3.0,32
tt0480747,5.8,12
tt0480748,7.4,20
tt0480749,6.8,100
tt0480750,6.7,105
tt0480751,7.0,318
tt0480752,5.8,30
tt0480753,8.4,268
tt0480754,6.8,12
tt0480756,8.3,12
tt0480757,7.0,10
tt0480760,4.3,194
tt0480762,4.0,23
tt0480763,7.5,61
tt0480764,4.0,136
tt0480765,7.5,41
tt0480766,6.9,11
tt0480768,8.1,17
tt0480769,6.8,11
tt0480770,5.7,32
tt0480771,7.3,38
tt0480772,5.7,121
tt0480773,6.7,221
tt0480774,7.3,13
tt0480775,7.3,24
tt0480776,6.0,9
tt0480777,2.6,338
tt0480779,7.4,161
tt0480780,7.9,43
tt0480781,2.8,37
tt0480783,6.8,46
tt0480785,8.1,11
tt0480792,7.3,27
tt0480793,7.6,15
tt0480794,6.5,14
tt0480798,6.6,11
tt0480799,7.2,16
tt0480801,8.2,7
tt0480802,5.8,7
tt0480804,7.3,15
tt0480805,8.5,12
tt0480806,8.9,20
tt0480807,6.1,8
tt0480808,5.8,16
tt0480809,4.0,7
tt0480810,7.0,27
tt0480811,7.2,6
tt0480812,5.4,28
tt0480813,3.6,159
tt0480816,8.0,352
tt0480817,5.1,13
tt0480820,7.2,82
tt0480821,5.0,183
tt0480822,7.3,22
tt0480827,9.0,1980
tt0480828,5.8,21
tt0480832,8.1,44
tt0480834,4.3,9
tt0480839,5.8,12
tt0480840,7.3,20
tt0480841,7.6,15
tt0480843,5.2,13
tt0480844,6.3,917
tt0480846,8.5,8
tt0480849,5.1,32
tt0480850,7.0,15
tt0480852,7.1,12
tt0480853,8.0,12
tt0480854,5.9,863
tt0480856,5.7,13
tt0480861,6.9,39
tt0480862,7.1,92
tt0480864,3.4,44
tt0480866,4.6,36
tt0480874,7.6,55
tt0480875,6.1,12
tt0480876,3.6,55
tt0480890,7.7,9
tt0480892,7.1,174
tt0480894,7.1,12
tt0480897,8.8,20
tt0480903,6.8,41
tt0480904,5.6,19
tt0480912,6.4,9
tt0480914,9.3,10
tt0480915,5.5,100
tt0480916,7.9,58
tt0480918,4.0,5
tt0480919,5.2,5996
tt0480921,7.6,16
tt0480922,4.1,1751
tt0480924,5.8,13
tt0480925,8.2,6
tt0480927,8.1,53
tt0480931,7.1,8
tt0480932,3.1,27
tt0480933,4.0,9
tt0480934,6.0,23
tt0480936,2.8,17
tt0480939,6.2,191
tt0480940,6.8,148
tt0480941,7.2,79
tt0480942,5.9,32
tt0480943,6.8,14
tt0480944,5.8,34
tt0480946,7.6,11
tt0480948,8.1,21
tt0480949,4.6,55
tt0480950,6.8,6
tt0480953,4.3,13
tt0480954,5.7,24
tt0480957,4.9,8
tt0480958,8.2,13
tt0480959,6.0,64
tt0480962,6.7,19
tt0480967,7.3,17
tt0480968,7.8,25
tt0480970,8.3,16
tt0480971,5.2,12
tt0480973,6.7,22
tt0480974,6.4,11
tt0480980,8.4,9
tt0480983,7.5,7
tt0480984,7.5,17
tt0480985,4.2,11
tt0480986,8.8,15
tt0480990,6.9,88
tt0480995,5.5,20
tt0480996,6.4,5
tt0480998,7.1,177
tt0480999,7.4,8
tt0481001,7.6,11
tt0481004,7.4,30
tt0481008,7.6,41
tt0481009,4.3,81
tt0481016,8.2,19
tt0481018,8.7,39
tt0481024,6.8,9
tt0481025,8.0,28
tt0481028,5.5,278
tt0481029,8.9,121
tt0481033,6.4,1062
tt0481035,8.0,1180
tt0481037,6.8,27
tt0481038,7.9,10
tt0481041,6.6,7
tt0481042,8.4,361
tt0481044,6.0,26
tt0481046,7.6,2404
tt0481050,7.6,76
tt0481052,6.4,48
tt0481053,3.3,72
tt0481056,8.4,9
tt0481059,4.5,18
tt0481069,8.1,82
tt0481077,6.0,8
tt0481086,5.6,19
tt0481091,8.0,6
tt0481093,5.5,23
tt0481095,6.4,17
tt0481097,7.8,7
tt0481098,6.6,14
tt0481102,4.6,22
tt0481106,8.0,51
tt0481107,4.5,47
tt0481111,8.8,6
tt0481112,6.8,42
tt0481113,5.3,155
tt0481114,5.2,35
tt0481118,3.6,16
tt0481119,6.5,72
tt0481120,4.1,19
tt0481121,4.3,21
tt0481129,6.6,280
tt0481132,2.8,7
tt0481135,3.8,9
tt0481141,6.3,77154
tt0481144,6.6,5
tt0481146,4.1,8
tt0481151,8.7,14
tt0481154,5.3,13
tt0481157,5.4,18
tt0481158,5.3,12
tt0481169,4.8,13
tt0481188,5.0,12
tt0481189,4.9,12
tt0481205,5.2,6
tt0481208,6.6,8
tt0481215,5.7,43
tt0481216,6.3,31
tt0481222,7.1,559
tt0481226,8.0,58
tt0481227,5.5,10
tt0481235,4.0,11
tt0481236,5.7,24
tt0481239,7.7,73
tt0481240,6.1,25
tt0481241,5.2,89
tt0481245,6.4,8
tt0481249,3.6,117
tt0481251,7.1,16
tt0481253,5.9,17
tt0481254,6.9,1029
tt0481256,8.8,8431
tt0481257,4.5,203
tt0481258,7.7,43
tt0481259,7.7,7
tt0481260,8.7,90
tt0481261,3.4,16
tt0481263,5.2,18
tt0481264,7.5,12
tt0481265,6.8,110
tt0481267,4.1,31
tt0481268,6.6,9
tt0481269,7.8,69
tt0481270,7.7,23
tt0481273,6.5,3136
tt0481274,3.3,92
tt0481275,8.9,62
tt0481276,6.4,21
tt0481278,5.8,49
tt0481279,7.0,33
tt0481280,3.5,1629
tt0481281,9.0,7
tt0481284,8.4,11
tt0481285,4.6,416
tt0481286,6.8,15
tt0481287,7.6,200
tt0481292,5.3,18
tt0481293,8.3,8
tt0481294,8.3,15
tt0481295,6.6,21
tt0481296,7.7,62
tt0481297,2.9,1056
tt0481299,7.0,8
tt0481301,7.4,29
tt0481303,8.1,887
tt0481304,7.8,30
tt0481305,7.9,32
tt0481307,6.8,18
tt0481309,5.4,51
tt0481310,8.3,11
tt0481311,9.0,11
tt0481313,7.6,21
tt0481315,6.0,38
tt0481319,7.3,7
tt0481320,6.9,831
tt0481321,8.0,26
tt0481323,7.7,34
tt0481325,8.9,26
tt0481326,8.4,28
tt0481327,8.1,35
tt0481330,7.8,12
tt0481332,6.9,30
tt0481333,6.8,6
tt0481335,6.7,24
tt0481336,7.2,24
tt0481343,9.0,14
tt0481348,6.5,331
tt0481349,5.7,419
tt0481350,7.3,23
tt0481353,7.6,11
tt0481354,4.9,1050
tt0481356,6.9,60
tt0481362,6.3,9
tt0481367,6.4,32
tt0481369,6.4,208703
tt0481370,6.5,239
tt0481376,6.0,75
tt0481377,6.8,6
tt0481379,4.3,13
tt0481382,8.5,15
tt0481384,6.7,31
tt0481385,6.0,28
tt0481386,6.8,291
tt0481388,8.8,19
tt0481390,6.1,3137
tt0481393,5.5,204
tt0481398,6.3,68
tt0481399,8.5,20
tt0481400,7.3,84
tt0481402,6.4,20
tt0481403,8.1,10
tt0481404,8.8,251
tt0481406,4.4,7
tt0481407,6.7,8
tt0481408,6.3,7
tt0481412,5.2,143
tt0481413,4.9,13
tt0481415,7.0,16
tt0481417,7.1,242
tt0481418,4.9,212
tt0481419,6.1,37
tt0481421,8.2,15
tt0481422,7.1,112
tt0481424,7.1,16
tt0481426,8.7,9
tt0481428,7.2,14
tt0481429,6.7,135
tt0481430,6.5,415
tt0481432,6.1,19
tt0481433,5.4,12
tt0481434,7.2,65
tt0481435,7.8,528
tt0481436,7.7,34
tt0481438,7.6,30
tt0481439,7.2,23
tt0481440,5.2,389
tt0481441,5.7,19
tt0481442,8.0,58
tt0481443,3.5,30
tt0481444,7.0,21
tt0481446,6.8,9
tt0481447,7.0,11
tt0481448,8.7,400
tt0481449,6.6,2328
tt0481452,6.8,5378
tt0481453,7.6,32
tt0481456,5.3,156
tt0481457,6.7,18
tt0481458,5.6,16
tt0481459,7.4,3195
tt0481460,4.9,139
tt0481462,5.2,33
tt0481464,5.2,24
tt0481465,6.5,17
tt0481466,8.4,9
tt0481467,6.0,10
tt0481469,6.2,5
tt0481470,6.0,27
tt0481474,8.5,53
tt0481475,7.4,26
tt0481476,7.2,78
tt0481477,7.0,15
tt0481479,8.3,143
tt0481480,7.6,59
tt0481482,7.6,51
tt0481484,7.6,71
tt0481485,8.8,13
tt0481488,8.5,11
tt0481489,7.8,19
tt0481490,8.6,13
tt0481493,6.5,44
tt0481494,3.0,245
tt0481495,3.6,169
tt0481496,7.2,19
tt0481497,4.2,148
tt0481498,8.6,17
tt0481499,7.2,225367
tt0481500,7.8,9
tt0481502,8.0,105
tt0481503,7.0,203
tt0481504,2.2,140
tt0481505,7.3,72
tt0481507,6.8,925
tt0481509,2.7,798
tt0481510,3.7,1187
tt0481511,6.5,88
tt0481512,8.3,39
tt0481513,4.0,7307
tt0481514,7.4,57
tt0481515,7.8,22
tt0481516,7.6,32
tt0481517,4.9,172
tt0481519,5.0,373
tt0481520,7.6,12
tt0481521,7.3,51
tt0481522,6.3,9752
tt0481523,7.1,11
tt0481524,7.1,15
tt0481525,7.4,11
tt0481526,4.0,7
tt0481528,7.0,81
tt0481529,7.7,21
tt0481530,6.4,16
tt0481532,6.6,106
tt0481533,5.3,21
tt0481535,7.2,13
tt0481536,6.5,140230
tt0481540,7.6,13
tt0481541,7.5,60
tt0481543,3.4,228
tt0481544,4.2,593
tt0481545,3.4,221
tt0481546,8.0,13
tt0481548,7.4,11
tt0481550,7.6,19
tt0481553,7.0,110
tt0481554,6.0,9
tt0481555,7.5,44
tt0481556,7.9,361
tt0481561,3.8,223
tt0481562,5.7,12
tt0481563,8.7,12
tt0481564,5.5,39
tt0481567,8.5,17
tt0481569,7.2,15
tt0481571,8.8,12
tt0481572,1.8,407
tt0481573,8.3,24
tt0481574,5.8,139
tt0481575,7.9,71
tt0481577,7.7,151
tt0481578,6.5,96
tt0481580,7.7,751
tt0481581,6.4,769
tt0481582,7.9,82
tt0481583,6.0,662
tt0481584,7.8,10
tt0481586,7.2,63
tt0481587,7.6,22
tt0481588,6.1,157
tt0481589,7.8,55
tt0481590,8.0,525
tt0481592,2.8,177
tt0481595,8.0,56
tt0481598,5.3,248
tt0481600,8.8,24
tt0481601,5.8,45
tt0481603,7.8,80
tt0481604,8.4,8
tt0481605,3.1,83
tt0481606,4.7,14
tt0481607,5.8,31
tt0481608,9.6,8
tt0481609,5.5,36
tt0481610,3.0,993
tt0481611,9.2,9
tt0481613,5.0,8
tt0481615,7.3,12
tt0481617,8.3,26
tt0481618,7.8,27
tt0481620,7.3,11
tt0481625,8.3,38
tt0481626,7.3,7
tt0481627,6.2,30
tt0481628,6.6,85
tt0481629,7.8,19
tt0481630,5.6,335
tt0481632,8.5,25
tt0481634,7.5,65
tt0481635,6.6,83
tt0481637,6.6,9
tt0481638,3.5,9
tt0481640,6.8,38
tt0481642,5.9,12
tt0481645,7.3,58
tt0481646,7.8,60
tt0481647,7.9,63
tt0481648,6.9,31
tt0481651,7.0,134
tt0481653,7.2,73
tt0481654,7.9,21
tt0481656,7.3,43
tt0481657,6.7,57
tt0481658,6.9,66
tt0481660,6.0,9
tt0481661,7.9,49
tt0481662,8.3,26
tt0481663,7.7,27
tt0481669,7.6,21
tt0481670,8.2,20
tt0481673,6.2,6
tt0481674,5.8,16
tt0481689,7.9,15
tt0481697,7.0,16
tt0481709,5.0,7
tt0481727,5.4,11
tt0481730,4.8,11
tt0481739,3.6,25
tt0481740,5.2,48
tt0481743,7.2,12
tt0481753,4.9,13
tt0481761,6.4,6
tt0481768,6.0,8
tt0481781,2.8,7
tt0481782,5.2,21
tt0481786,7.8,6
tt0481787,5.2,994
tt0481796,5.4,8
tt0481797,6.1,13907
tt0481801,7.2,9
tt0481802,9.3,16
tt0481805,5.2,7
tt0481808,4.5,41
tt0481810,7.1,19
tt0481811,6.6,34
tt0481815,5.4,161
tt0481818,7.7,12
tt0481821,7.1,203
tt0481824,8.7,9
tt0481828,3.1,56
tt0481830,6.9,21
tt0481831,5.3,16
tt0481835,5.3,51
tt0481836,6.1,31
tt0481843,7.7,12
tt0481845,7.7,37
tt0481848,6.7,20
tt0481851,6.5,34
tt0481855,5.9,24
tt0481856,7.6,13
tt0481864,8.7,18
tt0481870,6.9,28
tt0481871,5.4,21
tt0481875,7.0,13
tt0481876,3.6,9
tt0481878,6.6,93
tt0481880,5.3,27
tt0481881,9.5,16
tt0481883,6.9,10
tt0481897,4.9,65
tt0481905,5.9,13
tt0481909,6.5,11
tt0481910,7.2,162
tt0481914,7.8,10
tt0481917,9.8,20
tt0481921,5.9,12
tt0481922,1.5,16
tt0481925,8.5,35
tt0481926,6.5,33
tt0481927,5.3,19
tt0481932,4.4,182
tt0481934,6.1,38
tt0481936,7.0,14
tt0481937,4.7,1676
tt0481938,3.2,64
tt0481940,3.1,45
tt0481943,8.3,57
tt0481945,7.5,15
tt0481947,7.9,21
tt0481949,5.4,59
tt0481952,7.3,35
tt0481953,7.9,64
tt0481955,7.5,148
tt0481959,6.7,209
tt0481960,6.9,935
tt0481961,8.7,51
tt0481963,6.9,17
tt0481964,7.1,150
tt0481965,6.9,33
tt0481966,7.5,224
tt0481970,6.9,12
tt0481972,6.4,42
tt0481973,8.3,26
tt0481976,6.2,206
tt0481977,4.1,133
tt0481979,4.6,46
tt0481980,5.0,416
tt0481981,4.6,23
tt0481982,6.6,44
tt0481983,5.0,330
tt0481984,5.8,41
tt0481985,7.6,30
tt0481986,7.7,13
tt0481987,4.8,21
tt0481988,7.4,15
tt0481989,7.6,16
tt0481990,7.6,70
tt0481991,5.5,15
tt0481994,5.2,16
tt0481995,5.7,1235
tt0481997,7.2,20
tt0481998,5.8,27
tt0482001,6.9,9
tt0482002,6.6,17
tt0482003,8.2,19
tt0482004,5.8,7
tt0482005,8.0,32
tt0482006,6.3,28
tt0482007,8.5,24
tt0482009,6.8,18
tt0482010,8.7,94
tt0482013,9.0,9
tt0482014,9.0,9
tt0482018,3.2,127
tt0482019,8.8,42
tt0482022,7.8,493
tt0482023,7.2,21
tt0482024,7.7,34
tt0482025,2.2,161
tt0482028,3.1,23
tt0482029,6.9,14
tt0482030,5.9,24
tt0482031,7.4,69
tt0482034,5.5,38
tt0482036,6.9,16
tt0482037,4.1,29
tt0482039,5.6,20
tt0482041,6.9,18
tt0482044,5.2,41
tt0482045,3.0,13
tt0482050,7.8,25
tt0482051,6.3,178
tt0482053,6.2,228
tt0482054,7.3,18
tt0482055,8.2,6
tt0482056,6.6,8
tt0482063,3.8,9
tt0482066,6.2,11
tt0482067,8.0,16
tt0482073,6.8,5
tt0482074,3.8,297
tt0482076,5.3,556
tt0482077,5.7,12
tt0482079,9.1,14
tt0482081,8.3,12
tt0482083,7.8,22
tt0482085,8.0,20
tt0482086,6.5,13
tt0482087,5.5,14
tt0482088,7.0,32838
tt0482091,8.0,8
tt0482092,7.8,21
tt0482093,8.6,398
tt0482099,5.8,8
tt0482100,8.8,10
tt0482102,8.2,70
tt0482104,7.6,18
tt0482107,7.5,366
tt0482109,7.0,29
tt0482111,6.9,11
tt0482113,6.2,182
tt0482116,6.2,21
tt0482118,4.0,71
tt0482119,9.7,29
tt0482121,4.4,265
tt0482122,6.1,173
tt0482124,6.7,115
tt0482125,8.7,29
tt0482128,6.6,40
tt0482129,8.6,27
tt0482130,6.8,98
tt0482134,6.4,10
tt0482135,7.0,7
tt0482138,8.5,830
tt0482140,6.5,50
tt0482143,8.0,102
tt0482147,5.7,31
tt0482149,8.0,29
tt0482150,8.9,75
tt0482151,6.6,89
tt0482154,9.1,83
tt0482157,5.7,147
tt0482159,5.0,88
tt0482163,3.1,995
tt0482164,6.2,133
tt0482165,6.9,14
tt0482166,6.6,22
tt0482173,8.9,49
tt0482178,5.9,390
tt0482179,6.5,12
tt0482192,6.8,5
tt0482194,7.8,8
tt0482198,7.1,12
tt0482200,6.1,17
tt0482201,4.2,305
tt0482202,7.0,8
tt0482205,8.4,17
tt0482206,7.2,8
tt0482211,6.1,40
tt0482212,4.8,7
tt0482213,6.6,7
tt0482218,6.8,25
tt0482219,5.2,16
tt0482220,7.8,17
tt0482221,7.4,19
tt0482222,2.6,16
tt0482225,8.2,25
tt0482226,9.1,57
tt0482232,6.4,5
tt0482235,5.2,17
tt0482236,7.9,8
tt0482237,7.9,9
tt0482238,8.6,21
tt0482239,9.1,63
tt0482240,5.4,16
tt0482241,9.4,72
tt0482243,5.5,16
tt0482244,4.8,6
tt0482245,6.3,208
tt0482246,4.3,13
tt0482247,7.9,17
tt0482248,6.8,82
tt0482249,5.7,28
tt0482252,7.0,19
tt0482255,8.0,17
tt0482259,7.7,14
tt0482260,7.5,33
tt0482261,7.7,7
tt0482262,7.6,17
tt0482263,2.5,41
tt0482267,5.7,109
tt0482268,8.4,60
tt0482269,8.1,12
tt0482270,6.2,64
tt0482271,7.1,101
tt0482272,6.4,57
tt0482273,6.5,60
tt0482274,6.5,69
tt0482275,6.6,59
tt0482276,6.4,65
tt0482277,8.5,49
tt0482279,8.3,10
tt0482280,9.3,109
tt0482281,7.6,9
tt0482284,3.8,11
tt0482290,8.8,7
tt0482295,7.0,340
tt0482296,3.7,9
tt0482305,4.0,11
tt0482346,3.5,215
tt0482347,5.5,28
tt0482351,2.5,277
tt0482352,6.2,53
tt0482354,5.6,11
tt0482356,7.9,166
tt0482357,6.1,13
tt0482358,6.2,731
tt0482359,6.6,232
tt0482360,6.2,21
tt0482361,7.8,70
tt0482362,7.4,23
tt0482364,6.9,173
tt0482366,6.5,214
tt0482367,8.1,33
tt0482370,6.0,11
tt0482371,9.2,15
tt0482372,8.5,15
tt0482374,5.4,4328
tt0482375,8.6,151
tt0482377,2.6,17
tt0482378,6.6,19
tt0482379,7.3,24
tt0482381,8.3,28
tt0482384,4.8,22
tt0482386,6.0,76
tt0482389,7.8,2588
tt0482391,4.0,15
tt0482394,7.0,10
tt0482395,8.9,9
tt0482402,7.8,8
tt0482403,7.6,66
tt0482406,6.5,12
tt0482409,5.2,62
tt0482412,8.1,25
tt0482413,2.0,35
tt0482414,7.0,550
tt0482418,8.8,43
tt0482419,7.0,13
tt0482420,8.3,22
tt0482421,8.4,96
tt0482423,8.3,42
tt0482424,7.6,4321
tt0482426,5.1,11
tt0482428,7.8,139
tt0482430,3.1,96
tt0482431,8.0,101
tt0482432,3.2,10
tt0482433,7.6,14
tt0482434,6.5,18
tt0482436,5.0,442
tt0482439,6.7,803
tt0482440,6.5,24
tt0482444,8.3,84
tt0482445,6.9,25
tt0482447,6.3,51
tt0482448,8.5,11
tt0482449,6.6,16
tt0482451,8.6,108
tt0482452,3.8,35
tt0482453,8.2,6
tt0482454,7.2,39
tt0482455,7.9,25
tt0482456,2.6,724
tt0482457,6.8,84
tt0482459,6.6,465
tt0482460,7.7,74
tt0482461,5.8,4438
tt0482462,5.8,427
tt0482463,7.1,10902
tt0482464,5.4,32
tt0482465,6.8,17
tt0482466,6.6,35
tt0482467,7.1,54
tt0482468,5.3,218
tt0482469,6.2,24
tt0482470,7.7,60
tt0482472,4.9,12
tt0482473,6.1,1614
tt0482478,5.5,72
tt0482481,7.4,31
tt0482484,7.6,11
tt0482487,5.8,18
tt0482488,7.0,133
tt0482489,8.3,43
tt0482491,6.2,597
tt0482493,4.9,21
tt0482494,5.3,7
tt0482495,4.0,905
tt0482496,7.5,28
tt0482497,3.7,83
tt0482499,6.6,671
tt0482501,5.2,8
tt0482507,4.2,6
tt0482509,5.2,37
tt0482510,6.5,16
tt0482512,8.5,116
tt0482513,7.1,15
tt0482517,4.8,499
tt0482518,8.3,2463
tt0482520,7.1,20
tt0482521,8.8,10
tt0482522,4.7,115
tt0482523,7.8,12
tt0482525,5.8,290
tt0482527,6.2,42271
tt0482528,5.7,369
tt0482531,3.8,64
tt0482533,8.2,34
tt0482535,7.3,31
tt0482537,3.0,144
tt0482539,8.2,41
tt0482541,4.8,211
tt0482542,3.0,13
tt0482543,7.1,81
tt0482544,7.5,110
tt0482545,7.5,30
tt0482546,7.0,31079
tt0482549,6.2,413
tt0482552,7.3,1858
tt0482554,6.4,39
tt0482557,2.0,18
tt0482558,7.3,12
tt0482561,5.7,144
tt0482562,8.9,11
tt0482565,8.2,6
tt0482567,6.5,251
tt0482569,7.1,416
tt0482570,6.5,13
tt0482571,8.5,1391392
tt0482572,6.6,62383
tt0482574,7.8,25
tt0482575,7.5,47
tt0482576,6.7,20
tt0482577,2.9,345
tt0482579,5.9,538
tt0482580,6.4,17
tt0482582,4.4,157
tt0482583,6.4,23
tt0482584,3.8,7
tt0482585,7.6,76
tt0482590,8.4,15
tt0482592,8.0,113
tt0482593,6.9,25
tt0482595,6.2,43
tt0482596,5.7,25
tt0482599,5.2,36607
tt0482600,3.6,129
tt0482602,3.9,461
tt0482603,4.5,12218
tt0482604,5.2,23
tt0482605,10.0,10
tt0482606,6.1,137621
tt0482607,8.4,120
tt0482608,7.7,82
tt0482609,6.4,101
tt0482610,7.3,113
tt0482611,8.5,14
tt0482613,4.9,318
tt0482614,7.6,27
tt0482615,7.2,11
tt0482617,3.0,39
tt0482619,8.0,21
tt0482621,5.0,26
tt0482623,6.8,60
tt0482624,7.4,63
tt0482625,7.1,58
tt0482626,6.9,55
tt0482627,7.5,58
tt0482628,7.6,59
tt0482629,7.3,19851
tt0482632,4.0,58
tt0482633,7.1,940
tt0482634,7.0,7
tt0482635,7.0,34
tt0482637,6.5,9
tt0482639,9.1,11
tt0482640,5.0,38
tt0482641,7.9,94
tt0482642,4.8,7
tt0482643,7.7,28
tt0482644,8.2,28
tt0482645,6.7,30
tt0482646,5.8,116
tt0482647,7.7,44
tt0482648,7.4,120
tt0482651,7.5,259
tt0482652,6.7,13
tt0482653,5.2,440
tt0482659,8.9,47
tt0482661,6.3,13
tt0482669,3.2,18
tt0482670,6.0,6
tt0482671,4.6,10
tt0482672,5.4,28
tt0482673,5.7,21
tt0482677,7.8,66
tt0482688,7.4,78
tt0482699,7.4,11
tt0482703,7.6,16
tt0482713,6.9,57
tt0482718,7.9,18
tt0482719,6.0,6
tt0482724,6.6,557
tt0482779,5.5,25
tt0482786,6.8,13
tt0482789,6.5,53
tt0482795,5.0,6
tt0482800,7.1,41
tt0482818,5.8,15
tt0482827,2.9,29
tt0482828,7.6,124
tt0482835,5.6,16
tt0482847,6.3,24
tt0482852,7.8,10
tt0482854,7.6,277
tt0482855,7.6,4739
tt0482856,6.3,156
tt0482857,7.7,6561
tt0482858,7.7,40
tt0482859,7.3,56
tt0482862,7.8,12
tt0482863,4.7,6
tt0482864,7.5,44
tt0482869,7.9,21
tt0482870,5.8,2511
tt0482879,6.2,18
tt0482880,4.8,181
tt0482881,5.7,8
tt0482882,4.5,27
tt0482883,5.7,49
tt0482884,7.4,24
tt0482886,6.7,31
tt0482887,4.9,56
tt0482888,6.5,74
tt0482889,6.9,26
tt0482890,5.8,6
tt0482891,5.2,10
tt0482895,5.3,22
tt0482896,6.6,18
tt0482899,5.7,223
tt0482900,6.2,303
tt0482901,7.2,2838
tt0482907,4.9,301
tt0482909,6.8,10
tt0482910,4.2,100
tt0482911,4.6,50
tt0482912,7.0,27
tt0482913,4.0,305
tt0482914,4.9,55
tt0482916,7.0,5
tt0482921,6.7,36
