tconst,averagerating,numvotes
tt0179248,7.3,114
tt0179249,5.6,23
tt0179250,7.4,46
tt0179251,5.4,9
tt0179252,8.4,12
tt0179254,5.6,18
tt0179271,5.8,92
tt0179272,7.5,7
tt0179274,5.5,76
tt0179275,5.6,72
tt0179276,6.5,21
tt0179279,6.0,99
tt0179280,5.5,99
tt0179281,5.3,27
tt0179282,6.6,52
tt0179283,5.9,114
tt0179285,5.0,16
tt0179286,5.8,15
tt0179288,7.4,141
tt0179289,7.4,148
tt0179290,7.9,44
tt0179291,7.0,132
tt0179292,5.7,14
tt0179294,5.3,17
tt0179295,7.7,9
tt0179297,4.1,18
tt0179298,7.2,11
tt0179302,6.0,14
tt0179303,5.0,12
tt0179304,5.9,14
tt0179307,5.4,79
tt0179308,5.0,17
tt0179309,5.3,24
tt0179312,4.1,18
tt0179318,6.7,9
tt0179319,6.5,21
tt0179323,4.6,14
tt0179325,5.4,21
tt0179327,5.3,10
tt0179328,6.5,23
tt0179329,3.7,121
tt0179330,5.7,111
tt0179334,3.8,382
tt0179335,4.8,15
tt0179338,5.7,121
tt0179344,2.6,219
tt0179345,3.8,20
tt0179346,6.0,13
tt0179347,6.5,108
tt0179348,7.0,109
tt0179350,5.7,45
tt0179354,6.3,110
tt0179358,5.8,132
tt0179359,5.5,374
tt0179360,5.6,134
tt0179363,6.1,101
tt0179364,6.4,27
tt0179365,6.3,9
tt0179369,5.7,9
tt0179371,5.9,14
tt0179376,7.4,23
tt0179378,6.0,46
tt0179381,6.1,104
tt0179382,5.3,16
tt0179383,8.1,25
tt0179384,6.2,252
tt0179385,5.5,17
tt0179389,7.4,1340
tt0179390,5.9,101
tt0179392,7.3,148
tt0179393,7.3,130
tt0179396,5.0,132
tt0179398,6.4,137
tt0179400,5.8,77
tt0179405,4.0,29
tt0179407,8.0,102
tt0179408,5.4,35
tt0179409,6.2,74
tt0179410,7.4,143
tt0179411,2.5,8
tt0179412,5.2,103
tt0179417,4.7,29
tt0179418,7.0,116
tt0179421,5.9,35
tt0179422,7.0,26
tt0179423,7.6,23
tt0179424,7.0,99
tt0179426,3.0,8
tt0179427,8.2,106
tt0179428,6.7,29
tt0179429,6.5,17
tt0179431,5.0,14
tt0179433,7.0,100
tt0179434,4.8,22
tt0179435,5.3,751
tt0179436,5.0,27
tt0179443,3.5,1100
tt0179444,5.0,15
tt0179445,6.6,21
tt0179446,5.6,26
tt0179452,3.6,101
tt0179453,6.7,39
tt0179455,5.9,33
tt0179458,2.1,758
tt0179460,6.8,44
tt0179461,6.6,43
tt0179462,5.8,23
tt0179463,6.4,70
tt0179464,7.0,126
tt0179466,5.1,19
tt0179468,4.4,52
tt0179471,5.0,610
tt0179473,4.1,1570
tt0179475,6.0,153
tt0179476,3.7,56
tt0179477,4.1,1622
tt0179479,6.4,20
tt0179482,5.9,40
tt0179483,5.7,35
tt0179484,6.8,13
tt0179487,7.3,11
tt0179489,6.7,204
tt0179490,7.0,24
tt0179491,8.4,112
tt0179492,6.5,515
tt0179493,7.2,112
tt0179494,7.3,44
tt0179495,6.2,152
tt0179496,7.8,278
tt0179498,7.1,13
tt0179500,8.5,6
tt0179501,8.4,9
tt0179503,6.1,12
tt0179504,6.9,27
tt0179505,6.9,45
tt0179506,6.6,10
tt0179508,6.9,16
tt0179509,3.6,26
tt0179510,4.3,72
tt0179522,6.4,16
tt0179524,7.4,101
tt0179526,5.7,321
tt0179533,6.4,107
tt0179535,8.0,14
tt0179543,6.7,13
tt0179544,6.5,222
tt0179545,6.8,20
tt0179546,7.7,179
tt0179547,7.8,145
tt0179548,6.9,18
tt0179551,8.9,252
tt0179552,8.3,18719
tt0179553,3.9,172
tt0179555,8.0,18
tt0179556,7.6,78
tt0179558,7.4,2087
tt0179560,5.8,11
tt0179561,6.7,31
tt0179562,6.3,9
tt0179563,6.3,23
tt0179565,7.5,31
tt0179566,7.0,86
tt0179569,4.9,152
tt0179572,3.9,253
tt0179573,6.4,25
tt0179574,6.6,614
tt0179575,4.9,25
tt0179576,8.2,16
tt0179577,6.5,316
tt0179578,6.6,12
tt0179579,7.7,12
tt0179580,7.2,299
tt0179581,5.2,95
tt0179582,7.1,11
tt0179584,7.1,587
tt0179585,7.4,426
tt0179588,8.0,9
tt0179589,7.2,7
tt0179590,7.9,38
tt0179592,6.1,1380
tt0179596,7.5,249
tt0179597,7.6,140
tt0179598,7.0,15
tt0179599,5.5,75
tt0179604,7.5,100
tt0179609,7.1,30
tt0179610,7.6,114
tt0179614,7.8,37
tt0179615,8.8,9
tt0179617,7.9,10
tt0179618,7.4,486
tt0179620,7.8,241
tt0179621,7.0,35
tt0179622,8.1,18
tt0179623,7.2,79
tt0179624,8.0,714
tt0179626,6.1,51312
tt0179630,7.7,67
tt0179631,5.9,20
tt0179632,6.9,12
tt0179634,6.4,1927
tt0179635,6.0,13
tt0179637,7.3,95
tt0179638,6.4,13
tt0179641,6.2,586
tt0179646,6.5,33
tt0179647,5.8,40
tt0179649,7.6,30
tt0179651,8.2,56
tt0179653,7.1,74
tt0179657,5.5,60
tt0179658,7.4,68
tt0179659,6.0,45
tt0179661,5.6,223
tt0179662,8.3,27
tt0179664,7.5,118
tt0179665,6.9,59
tt0179666,5.8,41
tt0179667,7.6,42
tt0179668,6.8,395
tt0179669,6.1,211
tt0179670,6.7,35
tt0179672,8.0,13
tt0179673,6.2,60
tt0179675,5.8,26
tt0179676,5.2,17
tt0179677,5.1,72
tt0179679,5.9,19
tt0179681,8.7,12
tt0179682,7.5,95
tt0179684,7.6,433
tt0179685,6.5,43
tt0179686,6.4,25
tt0179687,4.7,135
tt0179689,4.7,23
tt0179694,5.3,17
tt0179696,6.8,36
tt0179699,8.3,16
tt0179700,6.7,9
tt0179701,7.2,84
tt0179702,7.6,74
tt0179705,6.1,21
tt0179707,6.4,21
tt0179708,6.3,578
tt0179710,6.0,12
tt0179712,5.0,11
tt0179715,6.7,30
tt0179719,5.2,19
tt0179721,6.9,27
tt0179722,7.5,34
tt0179723,5.8,110
tt0179724,6.7,16
tt0179726,6.9,41
tt0179728,6.5,185
tt0179729,6.6,9
tt0179731,6.6,52
tt0179732,6.3,18
tt0179735,5.6,60
tt0179736,6.9,10
tt0179737,7.0,46
tt0179739,4.6,11
tt0179740,5.6,109
tt0179741,7.4,234
tt0179742,5.7,26
tt0179743,4.8,124
tt0179744,5.6,10
tt0179747,5.8,42
tt0179748,6.5,26
tt0179751,6.9,20
tt0179753,8.2,31
tt0179754,7.3,40
tt0179755,7.4,63
tt0179757,4.4,281
tt0179758,4.1,128
tt0179759,5.4,17
tt0179760,6.9,64
tt0179761,3.6,552
tt0179763,6.7,19
tt0179764,6.9,13
tt0179765,7.0,55
tt0179766,5.4,10
tt0179767,8.9,12
tt0179768,7.3,53
tt0179769,6.3,394
tt0179770,7.1,36
tt0179772,7.5,69
tt0179773,6.0,11
tt0179774,6.4,995
tt0179775,7.1,71
tt0179776,5.2,7
tt0179777,7.0,8
tt0179779,7.6,35
tt0179780,7.3,12
tt0179783,6.1,153
tt0179784,5.4,7
tt0179787,6.8,20
tt0179788,7.3,91
tt0179789,6.7,34
tt0179790,5.1,240
tt0179794,7.2,19
tt0179795,6.5,38
tt0179797,7.2,19
tt0179799,5.6,18
tt0179800,6.7,15
tt0179802,7.6,8
tt0179803,5.0,157
tt0179804,6.5,1053
tt0179808,5.2,12
tt0179809,6.6,55
tt0179810,5.2,64
tt0179813,7.0,1004
tt0179814,6.9,27
tt0179817,6.3,406
tt0179818,7.8,72
tt0179819,8.8,9
tt0179821,6.8,9
tt0179822,7.3,23
tt0179823,6.1,136
tt0179824,6.0,31
tt0179827,7.1,30
tt0179828,7.0,24
tt0179829,7.0,76
tt0179833,7.8,166
tt0179834,7.3,21
tt0179835,6.6,674
tt0179836,6.4,66
tt0179838,6.1,24
tt0179839,6.9,149
tt0179841,6.1,3018
tt0179842,5.8,15
tt0179843,4.8,85
tt0179844,6.0,18
tt0179846,8.7,384
tt0179848,6.8,58
tt0179850,6.8,176
tt0179851,6.8,41
tt0179853,5.8,94
tt0179854,7.8,51
tt0179860,6.9,16
tt0179861,3.5,1261
tt0179862,7.3,16
tt0179864,5.2,70
tt0179867,6.8,47
tt0179868,5.8,307
tt0179871,5.5,95
tt0179872,6.6,17
tt0179875,6.8,56
tt0179876,6.3,32
tt0179877,7.2,6
tt0179878,7.6,62
tt0179880,5.5,15
tt0179881,4.4,15
tt0179882,6.4,8
tt0179884,5.7,28
tt0179886,5.7,9
tt0179887,5.6,9
tt0179888,5.7,23
tt0179889,6.1,34
tt0179890,5.7,1077
tt0179893,6.8,30
tt0179895,5.8,8
tt0179897,7.2,418
tt0179898,6.3,38
tt0179900,5.3,162
tt0179901,6.6,566
tt0179905,4.0,136
tt0179906,5.6,6
tt0179910,6.6,31
tt0179911,5.4,21
tt0179913,5.8,105
tt0179914,5.8,83
tt0179915,3.8,46
tt0179918,8.0,1208
tt0179919,6.6,86
tt0179920,5.3,115
tt0179922,7.4,21
tt0179923,7.4,45
tt0179924,7.4,72
tt0179925,6.3,217
tt0179926,5.1,25
tt0179927,6.9,198
tt0179932,7.4,39
tt0179938,4.9,15
tt0179939,4.4,34
tt0179940,6.7,1094
tt0179941,8.7,10
tt0179944,4.0,41
tt0179945,7.4,340
tt0179946,5.8,49
tt0179948,6.1,23
tt0179950,6.6,128
tt0179951,6.4,11
tt0179952,5.3,483
tt0179953,7.2,18
tt0179954,6.8,128
tt0179955,8.3,10415
tt0179956,5.2,158
tt0179957,7.9,153
tt0179961,6.3,16
tt0179963,5.0,136
tt0179964,6.8,165
tt0179965,5.0,482
tt0179966,6.0,34
tt0179967,7.7,36
tt0179970,5.7,107
tt0179972,6.0,8
tt0179973,6.1,8
tt0179974,7.2,32
tt0179975,7.0,18
tt0179976,5.8,683
tt0179978,7.0,14
tt0179980,3.3,39
tt0179981,7.3,30
tt0179982,5.3,47
tt0179983,6.8,26
tt0179984,6.1,19
tt0179985,7.0,137
tt0179986,5.3,10
tt0179987,6.2,78
tt0179988,6.5,20
tt0179990,7.9,34
tt0179992,5.8,22
tt0179995,7.2,41
tt0179996,6.8,24
tt0179998,7.3,46
tt0180000,8.0,9
tt0180003,7.5,22
tt0180004,7.9,176
tt0180005,7.2,131
tt0180011,7.0,341
tt0180012,8.4,29
tt0180013,6.0,38
tt0180015,6.9,16
tt0180016,8.7,7
tt0180018,6.6,9
tt0180019,7.6,8
tt0180020,6.4,340
tt0180022,7.0,40
tt0180024,6.3,18
tt0180025,5.9,47
tt0180026,5.5,123
tt0180027,6.9,42
tt0180028,7.4,11
tt0180029,7.5,66
tt0180030,7.2,74
tt0180031,7.1,32
tt0180032,5.9,128
tt0180033,8.4,1032
tt0180034,7.3,27
tt0180036,7.6,44
tt0180037,6.4,2277
tt0180038,7.2,16
tt0180039,6.0,23
tt0180040,6.0,44
tt0180042,7.0,23
tt0180043,7.7,47
tt0180044,4.9,10
tt0180045,6.8,133
tt0180047,6.7,19
tt0180050,7.2,58
tt0180051,7.4,71
tt0180052,3.9,26571
tt0180053,6.7,25
tt0180054,6.0,36
tt0180055,7.5,28
tt0180056,7.8,76
tt0180057,6.1,35
tt0180058,5.7,34
tt0180059,7.1,369
tt0180061,7.6,60
tt0180065,6.7,21
tt0180066,7.1,39
tt0180069,5.8,45
tt0180072,5.9,102
tt0180073,7.2,55746
tt0180074,6.3,33
tt0180076,7.4,34
tt0180077,6.6,46
tt0180078,7.7,88
tt0180081,6.6,28
tt0180083,4.6,104
tt0180084,7.8,19
tt0180086,6.5,18
tt0180087,8.3,62
tt0180088,5.8,9
tt0180091,6.8,11
tt0180093,8.3,870303
tt0180095,6.3,162
tt0180096,8.8,195
tt0180098,5.7,35
tt0180099,3.4,101
tt0180101,5.6,38
tt0180102,5.1,52
tt0180104,8.3,119
tt0180105,6.4,31
tt0180107,4.8,7
tt0180108,7.4,55
tt0180111,6.5,33
tt0180112,7.0,78
tt0180113,7.4,24
tt0180115,5.9,57
tt0180116,4.8,7
tt0180117,7.0,17
tt0180119,5.8,18
tt0180120,7.1,19
tt0180123,6.7,102
tt0180124,7.5,86
tt0180132,6.4,7
tt0180133,7.2,99
tt0180134,6.7,25
tt0180136,7.0,43
tt0180139,7.9,711
tt0180142,4.4,21
tt0180143,5.7,48
tt0180144,6.5,52
tt0180146,6.4,18
tt0180147,5.8,112
tt0180148,7.3,13
tt0180149,4.9,105
tt0180154,6.3,182
tt0180157,7.0,135
tt0180159,6.7,16
tt0180160,5.8,7
tt0180161,7.4,19
tt0180162,5.8,15
tt0180164,7.3,119
tt0180165,2.7,29
tt0180166,7.0,31
tt0180167,6.1,156
tt0180170,6.4,15
tt0180171,6.3,18
tt0180174,5.0,7
tt0180175,4.8,176
tt0180176,6.6,108
tt0180177,5.8,231
tt0180178,7.1,177
tt0180179,6.4,9
tt0180180,6.1,38
tt0180181,6.6,564
tt0180182,6.1,37
tt0180183,6.2,27
tt0180184,6.9,100
tt0180188,6.6,138
tt0180189,5.8,130
tt0180190,5.3,13
tt0180192,7.3,194
tt0180193,5.8,142
tt0180194,6.7,24
tt0180196,4.0,12
tt0180198,7.3,30
tt0180200,7.0,10
tt0180206,8.4,20
tt0180207,5.3,413
tt0180212,3.6,109
tt0180215,6.7,18
tt0180216,7.4,31
tt0180217,7.9,83
tt0180218,5.3,103
tt0180220,7.3,38
tt0180221,6.4,75
tt0180224,7.4,54
tt0180225,5.8,13
tt0180229,5.1,64
tt0180231,7.7,105
tt0180232,7.4,108
tt0180233,5.9,20
tt0180238,4.6,25
tt0180240,7.0,19
tt0180241,8.1,3828
tt0180242,6.3,784
tt0180243,6.0,28
tt0180246,6.7,11
tt0180250,6.1,141
tt0180253,7.3,17
tt0180254,6.3,374
tt0180255,8.0,43
tt0180256,7.1,11
tt0180257,5.6,18
tt0180258,7.1,87
tt0180260,5.7,345
tt0180261,7.5,124
tt0180264,8.3,10
tt0180269,5.2,13
tt0180270,6.1,12
tt0180273,6.7,266
tt0180274,4.9,1911
tt0180275,5.7,69
tt0180279,6.6,24
tt0180280,7.0,26
tt0180281,5.5,98
tt0180282,6.9,45
tt0180283,7.8,173
tt0180285,6.5,37
tt0180286,7.3,21
tt0180287,6.9,218
tt0180290,2.1,11
tt0180292,6.2,7
tt0180293,7.4,117
tt0180294,6.4,17
tt0180295,6.9,21
tt0180300,5.8,33
tt0180301,6.3,323
tt0180303,5.5,643
tt0180306,5.9,49
tt0180309,5.2,21
tt0180313,7.4,31
tt0180316,6.0,804
tt0180317,6.0,6
tt0180318,7.9,535
tt0180320,6.6,226
tt0180322,7.3,33
tt0180323,7.0,29
tt0180324,6.1,14
tt0180326,6.5,356
tt0180328,6.6,32
tt0180329,6.5,26
tt0180330,5.5,11
tt0180331,5.4,19
tt0180332,7.6,32
tt0180333,7.0,58
tt0180336,7.7,42
tt0180337,6.4,8
tt0180339,6.2,331
tt0180341,8.8,84
tt0180342,7.1,113
tt0180343,6.2,307
tt0180344,7.0,20
tt0180345,7.4,57
tt0180346,7.4,345
tt0180347,8.3,168
tt0180348,7.6,39
tt0180350,6.7,53
tt0180351,7.1,83
tt0180352,7.8,182
tt0180353,7.3,113
tt0180354,5.0,8
tt0180355,7.6,34
tt0180357,7.3,32
tt0180358,7.4,149
tt0180359,8.4,40
tt0180360,8.9,9
tt0180363,7.9,54
tt0180364,8.2,6
tt0180365,6.6,15
tt0180367,8.0,44
tt0180368,6.8,10
tt0180369,7.6,177
tt0180370,7.8,25
tt0180371,7.6,31
tt0180372,7.8,36
tt0180373,6.8,119
tt0180374,7.4,43
tt0180375,7.4,7
tt0180378,5.8,9
tt0180381,7.5,47
tt0180384,7.4,945
tt0180385,8.3,53
tt0180386,7.7,46
tt0180390,5.3,19
tt0180392,6.4,124
tt0180393,8.5,20
tt0180394,6.8,33
tt0180395,8.3,17
tt0180396,6.5,1685
tt0180398,5.8,7
tt0180399,4.5,17
tt0180401,5.1,26
tt0180403,6.1,31
tt0180405,7.8,99
tt0180406,5.8,23
tt0180407,4.1,23
tt0180409,8.1,12
tt0180410,5.7,21
tt0180411,6.6,101
tt0180412,6.0,15
tt0180413,6.5,41
tt0180415,6.0,51
tt0180416,7.1,16
tt0180418,4.8,53
tt0180420,6.9,31
tt0180421,6.2,8
tt0180426,5.3,8
tt0180427,7.1,19
tt0180428,8.1,17
tt0180429,6.7,15
tt0180432,8.1,14
tt0180434,6.6,120
tt0180435,6.8,117
tt0180436,6.0,115
tt0180438,6.0,9
tt0180439,6.5,19
tt0180442,5.5,56
tt0180443,7.9,106
tt0180444,4.8,22
tt0180445,4.3,19
tt0180446,6.4,133
tt0180447,6.4,123
tt0180449,5.1,29
tt0180451,7.6,12
tt0180452,4.8,111
tt0180453,5.6,8
tt0180454,4.5,24
tt0180455,5.8,107
tt0180458,5.1,20
tt0180460,7.9,246
tt0180461,6.4,7
tt0180463,6.2,15
tt0180464,6.2,48
tt0180465,4.6,8
tt0180466,6.4,13
tt0180467,6.5,15
tt0180472,6.4,162
tt0180473,5.5,26
tt0180474,5.0,111
tt0180475,6.0,146
tt0180476,6.6,21
tt0180477,7.2,103
tt0180478,7.7,10
tt0180479,3.8,13
tt0180482,4.6,413
tt0180483,4.7,8
tt0180484,7.5,113
tt0180485,7.8,208
tt0180486,8.1,27
tt0180487,5.5,106
tt0180488,6.5,169
tt0180490,5.8,103
tt0180492,5.9,106
tt0180493,6.8,107
tt0180494,5.7,106
tt0180499,6.5,131
tt0180500,7.0,113
tt0180502,5.5,118
tt0180503,6.8,17
tt0180504,5.7,103
tt0180505,5.9,14
tt0180508,7.3,17
tt0180509,8.6,68
tt0180511,3.8,9
tt0180512,7.2,110
tt0180513,6.3,87
tt0180514,6.1,118
tt0180515,5.6,10
tt0180516,5.1,9
tt0180518,7.9,15
tt0180519,5.9,139
tt0180521,7.3,17
tt0180523,6.5,9
tt0180524,5.5,202
tt0180525,4.8,7
tt0180526,6.8,98
tt0180527,6.2,14
tt0180531,6.3,98
tt0180532,4.1,23
tt0180533,7.6,14
tt0180535,8.7,16
tt0180536,6.0,38
tt0180537,5.8,65
tt0180538,5.2,10
tt0180541,6.1,10
tt0180545,6.5,93
tt0180547,5.2,109
tt0180548,5.6,103
tt0180550,6.2,108
tt0180551,6.2,14
tt0180553,6.1,13
tt0180555,6.2,230
tt0180556,6.1,139
tt0180560,6.6,21
tt0180561,8.2,535
tt0180563,6.3,207
tt0180564,6.1,105
tt0180565,7.2,266
tt0180566,8.5,71
tt0180568,5.7,324
tt0180570,5.2,14
tt0180571,6.0,114
tt0180572,7.1,13
tt0180573,5.9,148
tt0180574,7.0,8
tt0180579,2.6,19
tt0180580,6.4,105
tt0180581,7.4,104
tt0180585,7.4,58
tt0180587,6.7,137
tt0180588,5.9,65
tt0180589,6.7,8
tt0180590,3.8,346
tt0180592,7.1,56
tt0180593,7.0,52
tt0180595,6.0,6
tt0180596,5.6,22
tt0180598,9.2,8
tt0180600,6.8,120
tt0180601,3.5,117
tt0180603,8.3,18
tt0180607,3.4,249
tt0180608,6.8,32
tt0180609,7.5,46
tt0180611,6.6,35
tt0180614,6.8,19
tt0180615,7.0,10
tt0180616,6.6,75
tt0180620,6.4,12
tt0180621,7.2,291
tt0180622,7.5,13
tt0180623,4.5,50
tt0180626,6.2,104
tt0180627,6.6,28
tt0180628,6.9,45
tt0180629,6.0,15
tt0180631,3.9,121
tt0180633,7.8,1580
tt0180634,7.4,26
tt0180637,7.0,35
tt0180640,6.1,18
tt0180641,7.0,98
tt0180642,6.3,34
tt0180643,6.8,7
tt0180644,7.2,84
tt0180645,6.8,42
tt0180652,8.8,28
tt0180654,5.5,181
tt0180657,7.2,287
tt0180658,7.3,18
tt0180659,7.4,1819
tt0180660,7.0,128
tt0180661,5.2,140
tt0180663,4.0,8
tt0180667,5.8,179
tt0180668,5.8,1055
tt0180669,4.0,362
tt0180671,7.8,17
tt0180674,4.6,141
tt0180675,5.8,12
tt0180676,6.5,183
tt0180677,6.3,18
tt0180678,5.7,59
tt0180679,6.2,1942
tt0180683,6.1,144
tt0180684,5.2,8
tt0180685,6.1,206
tt0180687,7.3,9
tt0180691,7.5,2235
tt0180693,7.8,7
tt0180694,5.9,11
tt0180696,7.7,36
tt0180697,7.6,514
tt0180698,8.3,26
tt0180700,5.6,59
tt0180701,5.2,7
tt0180703,4.4,28
tt0180704,7.0,106
tt0180708,7.5,624
tt0180710,7.8,17
tt0180713,9.8,9
tt0180717,6.2,814
tt0180719,7.2,115
tt0180720,6.4,140
tt0180721,7.7,13
tt0180723,7.0,42
tt0180724,6.7,28
tt0180725,6.4,59
tt0180726,8.0,25
tt0180727,6.1,27
tt0180728,5.1,806
tt0180729,7.4,79
tt0180730,7.4,17
tt0180732,7.6,13
tt0180734,6.4,32693
tt0180735,7.3,1440
tt0180737,8.5,8
tt0180740,2.8,179
tt0180742,4.9,51
tt0180745,8.6,12
tt0180746,5.7,67
tt0180747,5.9,83
tt0180748,7.3,22535
tt0180749,7.8,1996
tt0180750,6.8,35
tt0180752,5.8,647
tt0180754,3.9,174
tt0180755,5.0,9
tt0180756,6.5,38
tt0180758,8.6,82
tt0180759,5.0,50
tt0180763,5.8,107
tt0180764,7.1,30
tt0180765,7.4,33
tt0180766,6.8,106
tt0180767,5.7,12
tt0180768,4.9,186
tt0180770,7.2,24
tt0180771,6.2,25
tt0180776,7.2,59
tt0180777,7.4,10
tt0180778,4.5,57
tt0180779,6.7,378
tt0180780,7.1,471
tt0180781,4.5,226
tt0180782,7.8,1420
tt0180783,3.6,12
tt0180784,5.2,25
tt0180785,5.4,280
tt0180786,5.4,400
tt0180787,6.3,143
tt0180788,6.4,163
tt0180789,7.2,134
tt0180790,6.9,108
tt0180793,6.0,937
tt0180796,6.5,36
tt0180797,7.2,191
tt0180798,4.5,79
tt0180800,5.8,393
tt0180801,7.6,79
tt0180802,7.3,1069
tt0180804,6.9,69
tt0180808,5.9,10
