tconst,averagerating,numvotes
tt0310462,5.7,7
tt0310463,7.4,27
tt0310465,5.8,16
tt0310466,2.3,196
tt0310471,7.7,52
tt0310473,6.4,217
tt0310475,8.1,17
tt0310477,6.2,11
tt0310481,8.2,164
tt0310482,8.1,3825
tt0310483,5.4,54
tt0310487,6.8,1022
tt0310488,7.5,73
tt0310489,8.5,19
tt0310490,7.2,21
tt0310492,4.1,18
tt0310497,7.3,29
tt0310500,7.6,919
tt0310502,7.8,23
tt0310503,6.5,62
tt0310504,5.8,5
tt0310505,6.6,59
tt0310506,7.2,14
tt0310508,6.0,7
tt0310509,9.4,25
tt0310511,5.4,46
tt0310512,7.8,17
tt0310516,5.0,140
tt0310519,3.7,13
tt0310520,7.7,14
tt0310521,4.5,35
tt0310523,8.2,59
tt0310525,8.8,244
tt0310526,6.9,19
tt0310530,6.7,19
tt0310533,7.5,15
tt0310534,7.9,63
tt0310536,7.6,16
tt0310537,7.2,15
tt0310539,8.1,31
tt0310542,7.2,87
tt0310543,6.6,70
tt0310544,7.4,36
tt0310546,6.9,20
tt0310547,6.2,49
tt0310548,6.3,74
tt0310549,6.5,80
tt0310550,6.3,65
tt0310551,6.1,39
tt0310552,6.7,42
tt0310553,7.4,48
tt0310554,7.8,92
tt0310558,8.4,46
tt0310559,4.2,34
tt0310564,6.4,18
tt0310565,5.8,6
tt0310566,8.3,10
tt0310567,4.7,952
tt0310568,6.1,102
tt0310569,5.2,18
tt0310570,4.9,52
tt0310574,5.6,19
tt0310575,4.8,6
tt0310578,3.2,14
tt0310582,5.2,12
tt0310594,5.9,18
tt0310595,1.3,86
tt0310596,4.7,167
tt0310597,6.8,82
tt0310599,6.2,67
tt0310600,5.6,28
tt0310601,7.8,21
tt0310602,7.4,111
tt0310603,4.7,30
tt0310605,9.1,10
tt0310606,6.7,58
tt0310608,8.7,302
tt0310609,8.3,15
tt0310610,6.1,45
tt0310612,8.3,88
tt0310617,5.2,18
tt0310622,6.3,432
tt0310623,8.3,12
tt0310629,5.8,17
tt0310630,5.1,10
tt0310632,7.3,249
tt0310637,7.1,47
tt0310638,7.4,29
tt0310641,7.2,14
tt0310643,5.6,147
tt0310645,3.8,8
tt0310646,5.7,16
tt0310649,7.6,18
tt0310651,6.9,12
tt0310655,6.5,31
tt0310656,7.0,24
tt0310657,7.2,45
tt0310659,5.8,35
tt0310660,6.0,38
tt0310661,5.9,20
tt0310662,5.4,11
tt0310666,8.2,26
tt0310671,5.4,18
tt0310673,7.3,114
tt0310674,7.2,15
tt0310676,6.6,7
tt0310683,6.9,71
tt0310685,7.0,13
tt0310686,3.4,15
tt0310687,5.2,23
tt0310690,6.5,12
tt0310692,6.4,203
tt0310693,6.5,27
tt0310697,5.7,13
tt0310700,6.5,24
tt0310702,8.0,76
tt0310703,3.3,8
tt0310704,4.1,15
tt0310708,6.9,24
tt0310711,6.4,18
tt0310712,8.1,285
tt0310714,8.1,29
tt0310715,5.9,33
tt0310717,6.1,102
tt0310718,6.7,43
tt0310719,6.8,30
tt0310720,5.9,15
tt0310721,5.0,10
tt0310722,4.6,24
tt0310727,7.4,15
tt0310729,4.2,11
tt0310730,5.9,20
tt0310733,7.1,680
tt0310736,7.4,518
tt0310741,5.6,154
tt0310742,6.9,10
tt0310745,5.3,28
tt0310747,7.8,19
tt0310750,4.2,24
tt0310761,7.2,8
tt0310767,8.2,68
tt0310775,7.5,72775
tt0310776,8.9,10
tt0310777,6.9,182
tt0310778,6.7,4989
tt0310779,8.6,71
tt0310787,6.8,10
tt0310790,5.0,638
tt0310792,7.0,10
tt0310793,8.0,146975
tt0310794,8.9,22
tt0310795,2.7,12
tt0310798,3.4,7
tt0310803,5.9,105
tt0310805,2.3,538
tt0310811,5.7,64
tt0310812,6.1,69
tt0310813,6.2,28
tt0310814,5.5,29
tt0310815,5.3,27
tt0310816,6.6,20
tt0310817,7.2,45
tt0310824,3.9,89
tt0310825,6.5,12
tt0310826,6.1,181
tt0310827,6.5,10
tt0310833,6.4,11
tt0310834,5.9,101
tt0310837,3.3,338
tt0310840,5.4,17
tt0310844,5.9,74
tt0310847,6.4,29
tt0310849,6.2,200
tt0310850,6.7,9
tt0310851,6.0,993
tt0310853,5.6,1447
tt0310854,6.3,26
tt0310855,5.5,80
tt0310858,6.0,10
tt0310859,6.9,93
tt0310861,6.5,33
tt0310863,5.4,14
tt0310865,8.6,93
tt0310866,6.0,12
tt0310867,5.9,9
tt0310870,6.9,73
tt0310875,7.1,11
tt0310880,4.0,18
tt0310887,7.2,13
tt0310890,4.3,19
tt0310891,6.5,67
tt0310893,6.8,13
tt0310894,9.2,14
tt0310895,5.5,13
tt0310896,3.5,8
tt0310898,5.8,18
tt0310900,6.5,18
tt0310904,5.5,71
tt0310906,6.5,133
tt0310907,4.2,477
tt0310909,6.9,15
tt0310910,6.6,34991
tt0310911,8.8,32
tt0310916,6.9,35
tt0310917,6.6,64
tt0310923,5.6,56
tt0310924,6.4,5589
tt0310932,5.0,7
tt0310933,3.1,237
tt0310934,5.6,7
tt0310937,6.4,18
tt0310938,7.4,10
tt0310940,1.5,22
tt0310943,5.6,18
tt0310945,7.3,15
tt0310946,4.9,8
tt0310951,7.5,479
tt0310952,5.1,2598
tt0310953,8.2,20
tt0310956,8.1,45
tt0310960,5.8,7
tt0310962,6.6,33
tt0310967,5.4,17
tt0310970,7.9,126
tt0310973,7.4,19
tt0310975,3.6,141
tt0310979,6.8,67
tt0310980,6.0,104
tt0310981,7.3,17
tt0310985,6.5,20
tt0310986,5.8,15
tt0310988,6.9,153
tt0310991,3.0,1058
tt0310992,7.7,112
tt0310993,7.8,25
tt0310994,6.4,12
tt0310995,6.0,82
tt0310998,6.8,7
tt0310999,6.3,33
tt0311004,5.9,18
tt0311005,7.2,56
tt0311008,5.5,148
tt0311010,5.8,14
tt0311011,4.5,43
tt0311016,5.9,28
tt0311018,5.3,1550
tt0311021,5.2,21
tt0311022,7.9,13
tt0311024,4.1,25
tt0311025,6.6,25
tt0311026,6.3,52
tt0311027,7.2,15
tt0311029,3.8,7
tt0311030,5.9,14
tt0311032,6.3,22
tt0311035,8.1,107
tt0311041,7.3,1142
tt0311046,3.4,6
tt0311047,4.6,16
tt0311048,6.0,271
tt0311049,5.5,84
tt0311050,5.1,8
tt0311051,5.1,29
tt0311052,7.3,13
tt0311053,8.0,12
tt0311054,4.6,11
tt0311055,6.4,13
tt0311060,6.1,65
tt0311062,4.5,8
tt0311064,8.6,18
tt0311065,6.1,14
tt0311066,8.7,139
tt0311067,6.7,22
tt0311069,6.0,28
tt0311070,8.4,6
tt0311072,7.1,2049
tt0311075,7.2,11
tt0311077,3.3,21
tt0311079,6.7,7
tt0311080,7.8,13
tt0311081,6.4,383
tt0311086,5.2,35
tt0311087,8.8,26
tt0311088,8.0,15
tt0311089,8.9,9
tt0311090,5.8,7
tt0311093,5.5,17
tt0311095,9.2,6
tt0311096,6.8,24
tt0311098,7.0,116
tt0311101,3.5,65
tt0311108,6.3,285
tt0311109,7.6,15
tt0311110,5.5,5147
tt0311112,5.9,13
tt0311113,7.5,230863
tt0311114,8.3,98
tt0311118,6.7,41
tt0311120,3.0,10
tt0311124,6.7,45
tt0311127,4.0,6
tt0311129,6.2,36
tt0311137,7.2,26
tt0311138,4.8,11
tt0311140,4.4,111
tt0311141,6.2,1297
tt0311143,8.3,16
tt0311144,5.2,30
tt0311146,7.3,4239
tt0311149,5.4,25
tt0311154,6.8,43
tt0311155,7.6,28
tt0311157,8.5,12
tt0311159,4.8,17
tt0311161,5.7,18
tt0311163,8.0,7
tt0311164,6.0,15
tt0311170,6.4,241
tt0311172,7.8,11
tt0311173,8.7,8
tt0311174,8.3,28
tt0311175,6.4,14
tt0311183,8.2,12
tt0311184,7.8,10
tt0311186,7.3,41
tt0311193,6.4,7
tt0311205,4.8,25
tt0311206,5.9,52
tt0311207,6.2,5
tt0311210,6.8,1299
tt0311212,7.4,59
tt0311213,4.1,15
tt0311214,9.7,12
tt0311218,5.8,60
tt0311228,6.3,36
tt0311231,3.7,1180
tt0311233,6.8,267
tt0311234,6.8,13
tt0311237,3.3,24
tt0311238,8.7,38
tt0311239,6.4,45
tt0311240,5.9,15
tt0311241,5.4,16
tt0311265,7.2,16
tt0311270,5.6,14
tt0311272,6.5,78
tt0311273,5.8,15
tt0311278,8.0,47
tt0311279,7.1,10
tt0311281,3.5,24
tt0311282,7.3,31
tt0311284,4.5,293
tt0311286,4.8,15
tt0311289,7.0,95806
tt0311292,6.0,70
tt0311294,6.7,11
tt0311298,7.6,23
tt0311300,5.2,35
tt0311301,8.3,10
tt0311302,7.5,67
tt0311305,7.1,20
tt0311310,7.8,35
tt0311312,6.0,14
tt0311314,6.8,43
tt0311317,7.3,294
tt0311318,4.9,51
tt0311319,5.8,7
tt0311320,7.3,1781
tt0311321,4.9,25
tt0311326,5.1,11
tt0311328,7.5,16
tt0311331,5.6,14
tt0311332,7.5,75
tt0311333,6.0,13
tt0311335,6.3,52
tt0311336,7.0,18
tt0311337,3.3,15
tt0311338,6.0,79
tt0311339,5.6,101
tt0311340,5.6,266
tt0311344,7.5,32
tt0311346,5.6,31
tt0311348,9.0,12
tt0311349,7.2,19
tt0311350,7.6,9
tt0311351,6.9,29
tt0311354,6.1,17
tt0311356,8.0,145
tt0311361,4.9,4511
tt0311363,5.7,769
tt0311364,5.2,308
tt0311369,5.7,17
tt0311370,6.0,9
tt0311372,6.2,23
tt0311373,5.4,123
tt0311375,3.8,14
tt0311376,4.3,281
tt0311377,6.0,14
tt0311380,7.3,17
tt0311381,8.2,8
tt0311383,8.1,120
tt0311384,6.5,107
tt0311386,5.0,6
tt0311388,7.8,28
tt0311389,6.0,12
tt0311390,8.4,11
tt0311393,8.3,66
tt0311395,6.0,13
tt0311396,5.1,127
tt0311397,4.1,18
tt0311401,8.0,153
tt0311402,9.5,8
tt0311403,6.5,284
tt0311405,7.1,10
tt0311409,6.1,24
tt0311410,7.7,237
tt0311411,3.9,436
tt0311412,8.0,38
tt0311413,4.5,277
tt0311415,7.8,11
tt0311416,6.9,18
tt0311417,5.5,28
tt0311421,5.5,28
tt0311422,1.7,261
tt0311423,6.4,8
tt0311429,5.8,180906
tt0311430,8.7,26
tt0311431,7.8,74
tt0311432,7.1,150
tt0311433,7.7,10
tt0311435,6.6,16
tt0311439,5.2,14
tt0311440,5.7,31
tt0311441,5.1,8
tt0311442,6.5,9
tt0311443,6.4,20
tt0311446,5.1,93
tt0311450,6.0,25
tt0311453,6.7,81
tt0311454,6.0,9
tt0311455,6.7,625
tt0311456,7.0,52
tt0311458,5.0,11
tt0311461,7.2,209
tt0311462,5.4,69
tt0311463,4.4,10
tt0311467,8.1,15
tt0311473,8.7,31
tt0311478,4.3,10
tt0311484,5.2,17
tt0311489,6.5,56
tt0311490,6.1,12
tt0311491,7.4,11
tt0311492,6.8,9
tt0311493,4.5,57
tt0311494,8.6,12
tt0311495,7.4,45
tt0311496,6.0,13
tt0311497,7.1,11
tt0311498,6.5,9
tt0311501,8.7,31
tt0311502,6.0,7
tt0311503,8.5,16
tt0311504,6.4,13
tt0311505,6.8,36
tt0311506,6.8,12
tt0311507,7.9,41
tt0311510,5.6,47
tt0311517,8.8,15
tt0311519,7.6,24267
tt0311525,5.8,9
tt0311527,4.4,19
tt0311530,6.0,139
tt0311531,8.5,15
tt0311532,4.6,17
tt0311538,5.6,12
tt0311539,6.7,167
tt0311540,7.1,15
tt0311541,6.7,269
tt0311543,5.8,46
tt0311551,4.5,47
tt0311552,7.4,39
tt0311553,6.2,22
tt0311554,6.0,26
tt0311556,7.7,8
tt0311557,7.2,22
tt0311560,7.0,136
tt0311563,6.9,19
tt0311565,8.1,26
tt0311568,5.2,7
tt0311570,6.4,9
tt0311571,6.6,30
tt0311573,7.5,51
tt0311574,8.4,49
tt0311575,7.6,17
tt0311582,8.0,31
tt0311583,7.1,239
tt0311584,3.9,292
tt0311585,7.9,73
tt0311588,4.8,18
tt0311589,7.8,7
tt0311591,5.2,47
tt0311592,5.6,172
tt0311594,8.8,5166
tt0311595,7.7,13
tt0311596,8.0,12
tt0311597,7.2,57
tt0311599,8.0,118
tt0311605,6.6,16
tt0311607,7.5,40
tt0311611,7.2,10
tt0311612,5.4,14
tt0311614,4.5,116
tt0311615,5.3,24
tt0311616,7.4,9
tt0311618,6.5,523
tt0311620,7.2,30
tt0311623,4.4,12
tt0311625,5.5,15
tt0311629,8.0,138
tt0311633,6.9,10
tt0311636,4.7,21
tt0311638,5.4,14
tt0311639,7.4,9
tt0311640,4.9,93
tt0311641,6.1,158
tt0311645,8.6,33
tt0311646,7.8,13
tt0311648,7.0,21722
tt0311650,8.2,8
tt0311653,6.3,236
tt0311654,7.0,171
tt0311655,7.5,93
tt0311658,7.2,49
tt0311659,5.3,7
tt0311661,6.6,41
tt0311662,5.2,13
tt0311664,6.0,42
tt0311666,7.1,86
tt0311669,5.7,89
tt0311673,6.1,17
tt0311674,6.6,65
tt0311675,4.4,14
tt0311676,6.3,115
tt0311677,7.7,12
tt0311678,7.0,15
tt0311679,5.4,21
tt0311681,6.1,119
tt0311684,4.2,45
tt0311689,5.8,11
tt0311690,6.3,14
tt0311692,6.2,21
tt0311695,4.9,11
tt0311697,7.6,19
tt0311698,7.7,38
tt0311701,7.8,58
tt0311703,7.2,11
tt0311706,6.2,48
tt0311707,6.0,21
tt0311708,6.2,16
tt0311710,7.1,38
tt0311714,6.6,15
tt0311715,6.7,24
tt0311716,5.7,25
tt0311717,7.4,14
tt0311718,6.1,102
tt0311720,7.7,33
tt0311722,6.9,26
tt0311728,8.2,14
tt0311730,6.3,1711
tt0311732,6.4,9
tt0311736,8.7,20
tt0311738,7.0,10
tt0311739,8.0,96
tt0311740,4.2,272
tt0311742,1.7,46
tt0311745,6.7,70
tt0311746,5.7,8
tt0311747,6.9,13
tt0311749,7.5,19
tt0311750,6.9,194
tt0311752,7.6,13
tt0311757,3.8,13
tt0311760,6.0,10
tt0311761,7.6,19
tt0311764,5.8,59
tt0311765,4.6,38
tt0311766,6.1,9
tt0311768,4.8,21
tt0311770,8.8,18
tt0311773,7.1,192
tt0311774,7.1,12
tt0311777,6.7,7
tt0311779,6.6,15
tt0311781,4.0,6
tt0311782,5.2,9
tt0311787,6.7,18
tt0311792,5.1,181
tt0311797,6.4,29
tt0311808,7.3,24
tt0311818,7.5,16
tt0311821,6.9,274
tt0311822,7.0,29
tt0311825,6.2,11
tt0311828,7.7,9
tt0311830,8.1,62
tt0311831,7.2,104
tt0311833,6.9,56
tt0311839,7.5,18
tt0311841,5.7,285
tt0311842,3.8,12
tt0311843,8.7,12
tt0311844,8.4,42
tt0311846,6.1,54
tt0311848,8.6,25
tt0311849,5.7,25
tt0311850,6.4,129
tt0311851,6.5,83
tt0311854,7.1,17
tt0311855,7.6,20
tt0311857,8.5,74
tt0311858,8.3,30
tt0311862,5.8,110
tt0311863,5.6,774
tt0311864,6.6,172
tt0311866,4.7,751
tt0311869,6.5,50
tt0311870,8.5,16
tt0311872,8.6,22
tt0311873,6.5,17
tt0311874,6.5,30
tt0311875,5.8,92
tt0311876,7.3,101
tt0311877,8.8,41
tt0311879,7.0,35
tt0311881,6.5,33
tt0311882,7.8,72
tt0311886,4.6,30
tt0311887,8.7,17
tt0311890,6.4,15
tt0311895,7.1,87
tt0311896,7.6,91
tt0311899,8.4,12
tt0311901,8.4,11
tt0311903,6.8,10
tt0311907,8.2,7
tt0311909,7.3,261
tt0311911,6.5,60
tt0311913,7.0,2527
tt0311914,8.2,5
tt0311915,6.3,52
tt0311916,1.7,23
tt0311920,9.1,10
tt0311921,7.1,10
tt0311922,5.9,84
tt0311923,6.8,114
tt0311924,4.5,54
tt0311925,6.6,20
tt0311926,7.8,5449
tt0311927,7.3,685
tt0311928,8.3,26
tt0311929,7.8,671
tt0311931,6.9,18
tt0311933,6.9,23
tt0311934,4.4,14
tt0311935,6.5,20
tt0311936,7.7,21
tt0311938,7.4,20
tt0311939,3.9,39
tt0311941,6.0,6167
tt0311943,6.9,2099
tt0311949,6.7,23
tt0311952,8.6,8
tt0311954,7.4,16
tt0311955,6.4,19
tt0311958,6.5,10
tt0311963,5.3,27
tt0311964,6.3,6
tt0311966,6.6,59
tt0311969,5.7,41
tt0311970,4.6,21
tt0311972,5.8,444
tt0311977,7.9,49
tt0311978,4.8,16
tt0311979,4.7,15
tt0311984,2.1,146
tt0311986,8.0,160
tt0311988,6.0,43
tt0311990,7.7,214
tt0311991,7.1,60
tt0311992,5.9,32
tt0311993,6.2,190
tt0311994,5.8,160
tt0311996,8.1,456
tt0311997,6.4,288
tt0311998,6.4,181
tt0311999,5.9,147
tt0312000,6.2,183
tt0312001,6.3,51
tt0312003,6.1,57
tt0312004,7.5,141695
tt0312006,9.3,13
tt0312007,6.6,30
tt0312009,9.1,43
tt0312011,5.3,28
tt0312012,6.0,49
tt0312013,7.8,12
tt0312014,6.6,339
tt0312016,5.1,19
tt0312017,5.8,1093
tt0312019,6.2,20
tt0312020,8.2,6
tt0312022,3.6,76
tt0312023,6.9,26
tt0312026,5.0,9
tt0312028,6.1,15
tt0312032,3.7,155
tt0312034,5.0,7
tt0312035,6.3,42
tt0312036,8.2,21
tt0312038,7.8,14
tt0312039,7.0,11
tt0312043,1.8,527
tt0312044,4.9,8
tt0312045,6.1,12
tt0312048,7.9,81
tt0312049,7.2,83
tt0312056,6.6,57
tt0312058,6.0,44
tt0312062,6.1,9
tt0312063,5.7,275
tt0312065,4.4,11
tt0312066,8.0,8
tt0312067,7.1,63
tt0312068,5.8,32
tt0312070,6.2,45
tt0312072,6.8,13
tt0312074,7.0,26
tt0312077,6.6,10
tt0312078,5.8,110
tt0312079,5.8,15
tt0312080,7.0,27
tt0312081,7.0,26441
tt0312082,8.4,102
tt0312083,8.3,45
tt0312084,7.5,44
tt0312085,6.7,34
tt0312089,6.7,207
tt0312091,7.1,58
tt0312093,6.2,112
tt0312095,2.5,23
tt0312097,7.3,826
tt0312098,6.4,5402
tt0312100,6.7,8
tt0312101,7.2,112
tt0312103,4.2,262
tt0312105,8.3,36
tt0312106,7.5,13
tt0312108,2.1,14
tt0312109,7.2,21837
tt0312114,7.5,21
tt0312119,8.6,16
tt0312122,5.6,11
tt0312123,7.3,29
tt0312125,7.6,85
tt0312127,7.6,11
tt0312129,6.9,18
tt0312132,4.0,13
tt0312133,7.0,17
tt0312135,7.4,8
tt0312139,8.7,44
tt0312141,5.8,7
tt0312142,8.1,643
tt0312143,3.5,22
tt0312144,6.9,19
tt0312147,7.8,9
tt0312148,7.8,16
tt0312149,6.2,90
tt0312151,5.9,165
tt0312155,8.0,35
tt0312158,4.4,12
tt0312159,3.0,10
tt0312162,8.0,53
tt0312163,5.1,19
tt0312164,6.8,8
tt0312168,5.6,12
tt0312172,8.0,79823
tt0312176,9.0,22
tt0312177,6.6,9
tt0312178,7.6,9
tt0312180,7.1,130
tt0312184,6.8,6
tt0312185,6.7,13
tt0312187,7.7,35
tt0312188,8.0,9
tt0312189,6.4,2919
tt0312190,7.5,7
tt0312192,5.8,115
tt0312193,8.7,22
tt0312194,8.1,92
tt0312197,8.5,117
tt0312198,6.1,35
tt0312199,6.9,22
tt0312201,6.9,20
tt0312202,5.9,103
tt0312207,7.4,37
tt0312208,6.6,9
tt0312209,7.5,416
tt0312210,7.1,81
tt0312211,7.0,9
tt0312212,6.0,353
tt0312216,7.8,56
tt0312217,4.4,22
tt0312219,8.0,29
tt0312220,6.1,18
tt0312229,7.5,9
tt0312231,8.0,29
tt0312233,7.5,10
tt0312234,8.5,10
tt0312236,5.7,8
tt0312239,7.6,36
tt0312240,8.2,59
tt0312243,6.6,87
tt0312248,8.9,23
tt0312249,7.2,11
tt0312250,7.6,228
tt0312251,6.2,13
tt0312253,5.7,240
tt0312255,6.4,734
tt0312256,7.3,17
tt0312258,7.5,1800
tt0312261,6.3,12
tt0312262,6.3,15
tt0312263,3.0,200
tt0312267,5.4,6
tt0312268,8.1,21
tt0312269,7.6,401
tt0312270,5.9,18
tt0312271,8.1,306
tt0312273,8.7,29
tt0312274,3.8,10
tt0312276,7.6,10
tt0312277,8.4,17
tt0312278,7.1,1028
tt0312280,8.3,15
tt0312281,6.7,503
tt0312283,7.3,52
tt0312284,8.5,11
tt0312285,7.9,69
tt0312286,7.8,13
tt0312287,7.3,20
tt0312288,8.0,14
tt0312289,8.3,33
tt0312291,3.5,12
tt0312292,5.9,48
tt0312293,6.6,177
tt0312294,4.6,8
tt0312295,7.4,7
tt0312296,7.5,401
tt0312297,4.9,309
tt0312299,7.9,69
tt0312300,7.3,8
tt0312302,4.6,124
tt0312303,6.2,13
tt0312304,5.3,83
tt0312305,5.1,434
tt0312306,2.1,212
tt0312307,5.3,26
tt0312308,7.1,261
tt0312309,5.3,15
tt0312310,5.6,110
tt0312311,6.2,75
tt0312313,5.8,73
tt0312314,6.4,380
tt0312315,7.7,18
tt0312316,7.0,71
tt0312317,4.8,242
tt0312318,8.5,8472
tt0312319,7.4,115
tt0312320,5.5,155
tt0312321,6.6,15
tt0312322,7.8,21
tt0312324,8.4,431
tt0312326,5.8,20
tt0312327,4.1,19
tt0312328,8.3,14
tt0312329,5.3,7343
tt0312333,7.6,75
tt0312334,1.9,11
tt0312335,5.1,12
tt0312336,6.7,76
tt0312337,4.3,40
tt0312338,7.7,46
tt0312339,5.4,122
tt0312341,6.7,57
tt0312342,6.2,13
tt0312343,5.8,21
tt0312345,6.7,35
tt0312346,6.7,71
tt0312347,6.7,34
tt0312350,6.0,33
tt0312351,7.6,14
tt0312354,6.4,34
tt0312357,7.4,16
tt0312358,5.0,3869
tt0312359,7.2,13
tt0312360,7.9,19
tt0312362,7.6,10
tt0312363,7.7,96
tt0312364,5.1,33
tt0312366,6.2,23
tt0312367,5.5,23
tt0312370,7.6,26
tt0312371,7.4,13
tt0312373,6.0,15
tt0312374,7.4,45
tt0312375,4.7,44
tt0312377,6.3,8
tt0312378,4.9,31
tt0312380,5.2,17
tt0312381,6.1,45
tt0312383,5.9,19
tt0312384,4.7,15
tt0312385,2.6,13
tt0312388,7.6,15
tt0312389,7.3,16
tt0312392,6.4,21
tt0312395,4.0,10
tt0312399,6.2,29
tt0312400,6.6,22
tt0312401,2.7,14
tt0312403,6.3,775
tt0312406,7.9,41
tt0312407,5.4,19
tt0312408,5.9,74
tt0312409,6.2,1759
tt0312412,6.5,285
tt0312413,6.8,9
tt0312414,6.4,19
tt0312415,7.3,7
tt0312416,6.1,12
tt0312419,5.1,61
tt0312421,5.7,81
tt0312423,8.2,43
tt0312424,6.6,88
tt0312428,6.2,24
tt0312431,6.6,11
tt0312432,6.5,14
tt0312433,5.8,17
tt0312437,7.9,14
tt0312438,8.8,14
tt0312439,3.8,9
tt0312440,6.8,19
tt0312444,6.2,37
tt0312445,3.7,33
tt0312450,2.9,882
tt0312451,6.6,12
tt0312454,5.8,31
tt0312456,6.7,20
tt0312457,7.7,19
tt0312459,5.6,17
tt0312460,6.3,45
tt0312461,5.6,24
tt0312462,5.0,9
