tconst,averagerating,numvotes
tt0021737,6.4,7
tt0231173,5.8,8
tt0232049,7.0,6
tt0242461,6.8,6
tt0312353,7.6,7
tt0330854,7.0,9
tt0334788,4.4,7
tt0432419,6.8,6
tt0451996,4.0,9
tt0502004,7.0,59
tt0502005,6.6,63
tt0502006,7.9,116
tt0502007,7.8,105
tt0502008,8.2,121
tt0502009,8.1,113
tt0502010,7.1,166
tt0502011,7.8,208
tt0502012,7.7,141
tt0502013,7.4,227
tt0502014,8.1,154
tt0502015,7.0,176
tt0502016,7.7,101
tt0502018,8.0,136
tt0502019,8.4,219
tt0502020,7.9,104
tt0502021,7.5,79
tt0502022,7.6,67
tt0502023,7.0,109
tt0502024,7.2,106
tt0502025,7.2,74
tt0502026,7.1,99
tt0502027,7.4,124
tt0502028,7.4,59
tt0502029,7.8,79
tt0502030,7.0,141
tt0502031,7.9,102
tt0502032,8.3,176
tt0502033,8.0,107
tt0502034,7.6,125
tt0502035,7.3,107
tt0502036,7.2,60
tt0502037,6.4,70
tt0502038,6.9,209
tt0502039,7.3,98
tt0502040,7.0,61
tt0502041,7.1,74
tt0502042,7.0,154
tt0502043,7.0,58
tt0502044,7.4,77
tt0502045,6.2,55
tt0502046,7.4,101
tt0502047,7.8,106
tt0502048,7.4,110
tt0502049,7.9,118
tt0502050,7.8,138
tt0502054,7.3,21
tt0502055,8.3,20
tt0502056,7.9,20
tt0502057,7.3,21
tt0502058,7.0,32
tt0502059,7.1,22
tt0502060,7.0,23
tt0502061,5.8,22
tt0502062,6.8,22
tt0502063,7.3,27
tt0502064,7.7,24
tt0502065,8.1,24
tt0502066,7.8,18
tt0502067,7.7,24
tt0502068,7.2,23
tt0502069,6.9,25
tt0502070,8.0,25
tt0502071,7.6,25
tt0502072,7.5,30
tt0502073,8.9,22
tt0502074,8.4,17
tt0502075,6.4,36
tt0502076,7.5,30
tt0502077,6.7,20
tt0502078,7.2,32
tt0502079,6.3,18
tt0502080,6.9,33
tt0502081,6.9,24
tt0502082,7.2,21
tt0502083,7.4,16
tt0502084,7.2,26
tt0502085,7.7,20
tt0502086,7.6,25
tt0502087,7.1,25
tt0502088,7.9,62
tt0502089,6.8,23
tt0502090,7.5,21
tt0502091,7.4,18
tt0502092,7.6,20
tt0502093,7.2,18
tt0502094,7.0,31
tt0502095,7.4,49
tt0502096,7.0,31
tt0502097,6.9,18
tt0502098,7.4,24
tt0502099,6.8,26
tt0502100,7.6,23
tt0502101,7.2,16
tt0502102,8.1,17
tt0502103,7.3,19
tt0502104,7.9,29
tt0502105,7.6,26
tt0502106,7.9,51
tt0502107,7.6,37
tt0502108,6.8,17
tt0502109,6.9,18
tt0502110,6.3,23
tt0502111,7.2,31
tt0502112,6.5,17
tt0502113,7.7,33
tt0502114,7.6,22
tt0502115,7.2,21
tt0502116,8.0,36
tt0502117,7.3,24
tt0502118,7.5,20
tt0502119,6.8,20
tt0502120,7.7,22
tt0502121,7.7,20
tt0502122,7.3,30
tt0502123,6.7,20
tt0502124,7.1,23
tt0502125,7.0,28
tt0502126,7.6,25
tt0502127,8.3,32
tt0502128,7.2,35
tt0502129,7.5,23
tt0502130,7.0,17
tt0502131,8.2,19
tt0502132,7.8,25
tt0502133,6.9,19
tt0502134,7.6,29
tt0502135,6.4,24
tt0502136,7.3,27
tt0502137,6.5,25
tt0502138,6.8,23
tt0502139,6.6,24
tt0502140,7.6,17
tt0502141,7.4,21
tt0502142,7.1,21
tt0502143,7.5,44
tt0502144,8.3,31
tt0502145,7.5,36
tt0502146,7.5,28
tt0502147,7.3,25
tt0502148,6.9,32
tt0502149,7.8,23
tt0502150,7.2,22
tt0502151,6.1,14
tt0502152,7.3,28
tt0502153,8.1,42
tt0502154,6.5,22
tt0502155,7.1,19
tt0502156,6.7,15
tt0502157,8.6,44
tt0502158,7.9,36
tt0502159,6.8,19
tt0502160,7.2,18
tt0502161,8.4,1808
tt0502162,8.8,1789
tt0502163,8.6,1823
tt0502164,9.3,2490
tt0502165,8.2,3094
tt0502166,8.4,1775
tt0502167,8.2,2314
tt0502168,8.0,1725
tt0502169,8.1,2149
tt0502170,8.1,1737
tt0502171,8.1,2031
tt0502172,7.9,1727
tt0502173,8.1,1936
tt0502174,8.1,1704
tt0502175,8.4,1963
tt0502176,8.0,1662
tt0502177,8.5,1946
tt0502178,8.2,1683
tt0502179,8.6,1909
tt0502180,8.5,1688
tt0502181,8.3,1844
tt0502182,8.2,1647
tt0502183,8.1,1939
tt0502184,8.2,1647
tt0502185,8.6,1553
tt0502186,9.1,1840
tt0502187,8.5,1509
tt0502188,8.3,1428
tt0502189,8.0,1399
tt0502190,8.1,1477
tt0502191,8.5,1421
tt0502192,8.3,1469
tt0502193,8.3,1436
tt0502194,8.5,1487
tt0502195,8.5,1439
tt0502196,8.3,1455
tt0502197,8.6,1431
tt0502198,8.7,1490
tt0502199,8.6,1406
tt0502200,8.7,1469
tt0502201,8.6,1430
tt0502202,8.3,1442
tt0502203,9.0,1715
tt0502204,8.7,1476
tt0502205,8.2,1763
tt0502206,8.4,1435
tt0502207,8.0,1551
tt0502208,8.4,1434
tt0502209,8.8,1307
tt0502210,8.3,1281
tt0502211,8.7,1295
tt0502212,8.2,1265
tt0502213,8.5,1280
tt0502214,8.9,1447
tt0502215,8.5,1280
tt0502216,8.0,1544
tt0502217,8.7,1335
tt0502218,7.9,1353
tt0502219,8.4,1273
tt0502220,8.3,1339
tt0502221,8.7,1295
tt0502222,8.3,1340
tt0502223,8.6,1284
tt0502224,8.4,1320
tt0502225,9.1,1609
tt0502226,8.2,1312
tt0502227,8.4,1267
tt0502228,8.6,1334
tt0502229,8.4,1237
tt0502230,8.3,1291
tt0502231,8.4,1261
tt0502232,8.1,1282
tt0502233,8.1,1243
tt0502234,8.7,1233
tt0502235,8.1,1229
tt0502236,8.4,1203
tt0502237,8.1,1176
tt0502238,8.6,1240
tt0502239,8.6,1229
tt0502240,8.4,1202
tt0502241,8.8,1283
tt0502242,8.4,1206
tt0502243,8.3,1179
tt0502244,8.3,1174
tt0502245,8.4,1202
tt0502246,8.0,1178
tt0502247,8.8,1263
tt0502248,8.4,1186
tt0502249,9.0,1393
tt0502250,8.2,1190
tt0502251,8.3,1413
tt0502252,8.3,1184
tt0502253,8.0,1273
tt0502254,8.1,1186
tt0502255,8.0,1233
tt0502256,8.0,1174
tt0502257,8.6,1275
tt0502258,8.6,1246
tt0502259,8.6,1252
tt0502260,8.1,1232
tt0502261,8.4,1216
tt0502262,8.2,1212
tt0502263,8.7,1221
tt0502264,8.4,1226
tt0502265,9.1,1426
tt0502266,9.1,1689
tt0502267,8.8,1341
tt0502268,8.7,1307
tt0502269,8.3,1214
tt0502270,8.6,1264
tt0502271,9.6,6
tt0502273,8.5,10
tt0502276,7.0,7
tt0502278,9.2,11
tt0502281,9.2,6
tt0502283,9.2,6
tt0502284,8.0,9
tt0502285,9.2,9
tt0502287,3.9,11
tt0502288,1.5,51
tt0502291,5.8,9
tt0502313,6.5,19
tt0502320,5.9,17
tt0502331,5.6,18
tt0502332,7.2,9
tt0502340,5.9,12
tt0502358,6.8,15
tt0502359,6.5,15
tt0502366,6.4,33
tt0502367,6.2,13
tt0502371,6.7,20
tt0502372,6.5,15
tt0502373,7.2,13
tt0502376,6.3,25
tt0502379,5.8,5
tt0502388,5.3,8
tt0502389,5.4,8
tt0502390,5.7,8
tt0502391,6.6,10
tt0502392,4.9,8
tt0502393,5.5,9
tt0502394,6.2,10
tt0502396,6.1,8
tt0502397,5.9,9
tt0502398,5.7,11
tt0502399,4.9,11
tt0502400,5.6,9
tt0502401,6.2,10
tt0502402,7.9,15
tt0502403,7.6,25
tt0502404,7.9,26
tt0502405,7.4,25
tt0502406,7.7,24
tt0502407,6.6,22
tt0502408,8.3,22
tt0502409,7.5,32
tt0502410,7.4,17
tt0502411,8.3,17
tt0502412,7.3,26
tt0502413,8.3,23
tt0502414,8.5,26
tt0502415,7.8,25
tt0502416,8.5,30
tt0502417,7.3,43
tt0502418,7.8,35
tt0502419,7.0,17
tt0502420,7.5,21
tt0502421,8.1,25
tt0502422,8.6,22
tt0502423,7.8,35
tt0502424,7.6,25
tt0502425,8.2,19
tt0502426,8.5,28
tt0502427,8.1,15
tt0502428,8.2,20
tt0502429,8.6,21
tt0502430,6.8,19
tt0502431,7.7,19
tt0502432,8.4,26
tt0502433,7.9,29
tt0502434,7.8,24
tt0502435,7.9,18
tt0502436,7.9,20
tt0502437,8.0,23
tt0502438,8.2,18
tt0502439,7.4,33
tt0502440,7.8,26
tt0502441,8.2,27
tt0502442,8.2,25
tt0502443,7.8,27
tt0502495,7.6,6
tt0502496,7.2,7
tt0502497,7.3,8
tt0502498,7.8,146
tt0502499,7.6,85
tt0502566,5.8,15
tt0502567,6.6,10
tt0502568,5.9,10
tt0502569,5.4,13
tt0502570,5.1,8
tt0502571,6.1,9
tt0502572,6.0,10
tt0502573,5.6,10
tt0502574,7.0,14
tt0502575,5.5,11
tt0502576,5.6,14
tt0502577,5.8,13
tt0502578,6.0,14
tt0502579,5.4,8
tt0502580,5.3,10
tt0502581,6.3,9
tt0502582,5.9,10
tt0502583,5.0,9
tt0502584,6.1,16
tt0502585,5.7,9
tt0502586,5.1,9
tt0502587,5.9,16
tt0502588,5.0,11
tt0502589,5.8,9
tt0502590,7.1,20
tt0502591,5.2,10
tt0502592,5.7,11
tt0502593,5.2,12
tt0502594,5.8,16
tt0502595,5.8,14
tt0502613,7.7,337
tt0502614,7.6,329
tt0502615,7.4,248
tt0502616,7.5,343
tt0502617,7.8,331
tt0502618,7.6,387
tt0502620,7.5,445
tt0502621,7.8,301
tt0502622,7.7,422
tt0502623,7.7,404
tt0502624,7.9,311
tt0502625,7.6,251
tt0502626,7.5,373
tt0502627,8.0,485
tt0502628,7.9,700
tt0502629,7.7,268
