tconst,averagerating,numvotes
tt0089608,6.0,63
tt0089609,6.4,43
tt0089610,5.6,121
tt0089611,4.1,69
tt0089612,6.9,117
tt0089613,4.1,152
tt0089614,5.4,18
tt0089616,7.8,216
tt0089618,5.2,215
tt0089619,7.5,2405
tt0089620,4.2,28
tt0089621,4.5,29
tt0089622,4.5,2087
tt0089623,7.2,15
tt0089624,7.2,113
tt0089625,9.4,605
tt0089628,4.2,572
tt0089629,5.7,4218
tt0089630,5.2,254
tt0089631,5.8,86
tt0089633,6.4,183
tt0089634,4.4,33
tt0089635,6.6,19
tt0089636,6.8,25
tt0089637,6.1,113
tt0089638,6.6,13
tt0089639,5.5,134
tt0089640,6.3,1558
tt0089641,4.6,245
tt0089642,6.3,146
tt0089643,7.0,6639
tt0089644,6.3,15
tt0089645,6.3,436
tt0089646,7.8,492
tt0089647,6.3,667
tt0089648,6.4,58
tt0089649,5.1,169
tt0089650,5.8,7
tt0089651,6.5,81
tt0089652,5.9,6244
tt0089653,6.4,280
tt0089656,6.7,1298
tt0089657,7.4,13
tt0089659,8.5,45
tt0089661,6.4,18
tt0089662,7.0,121
tt0089663,7.0,169
tt0089664,8.0,15
tt0089665,3.7,1873
tt0089666,7.7,39
tt0089667,6.6,35
tt0089670,6.2,69514
tt0089671,6.8,214
tt0089672,5.9,80
tt0089673,5.8,15
tt0089675,5.8,10
tt0089676,3.4,26
tt0089677,5.7,149
tt0089678,7.9,204
tt0089679,6.1,3725
tt0089680,6.4,692
tt0089682,6.8,14
tt0089683,6.1,135
tt0089685,6.4,50
tt0089686,5.4,73832
tt0089687,7.4,810
tt0089688,6.6,22
tt0089689,3.9,1545
tt0089690,4.2,127
tt0089691,5.7,590
tt0089692,6.5,168
tt0089693,6.6,205
tt0089695,5.6,18109
tt0089696,6.9,18
tt0089697,7.0,371
tt0089699,5.7,108
tt0089700,6.3,322
tt0089701,7.3,68
tt0089702,7.3,51
tt0089703,7.7,7
tt0089704,4.3,7
tt0089705,5.8,232
tt0089706,5.7,38
tt0089707,5.8,212
tt0089708,6.5,141
tt0089710,5.3,78
tt0089712,6.5,12
tt0089713,8.2,13
tt0089714,7.2,1489
tt0089715,5.2,1412
tt0089716,7.4,3224
tt0089717,5.8,88
tt0089718,5.9,361
tt0089719,5.5,10
tt0089720,6.6,36
tt0089721,5.3,240
tt0089722,5.2,43
tt0089723,5.6,9
tt0089724,5.8,24
tt0089726,6.1,712
tt0089727,3.6,293
tt0089728,6.8,7
tt0089729,5.6,67
tt0089730,5.5,15827
tt0089731,6.4,4128
tt0089733,6.4,633
tt0089734,6.4,45
tt0089735,4.1,733
tt0089736,3.6,11
tt0089737,7.5,27
tt0089738,8.2,15
tt0089739,6.8,436
tt0089740,6.8,2132
tt0089741,7.6,233
tt0089742,7.0,429
tt0089744,6.6,127
tt0089745,4.2,71
tt0089746,7.2,1708
tt0089747,6.5,14
tt0089748,7.7,9838
tt0089749,7.1,625
tt0089750,5.8,131
tt0089751,6.4,71
tt0089752,6.2,205
tt0089753,6.4,4488
tt0089754,6.9,8
tt0089755,7.1,83779
tt0089756,4.3,486
tt0089757,6.1,460
tt0089758,4.2,65
tt0089759,2.3,2564
tt0089760,6.9,28
tt0089761,6.2,13
tt0089762,5.5,919
tt0089763,3.6,261
tt0089764,5.8,98
tt0089765,6.6,160
tt0089766,4.9,85
tt0089767,7.3,62503
tt0089770,8.0,50
tt0089771,5.2,18
tt0089772,6.4,78
tt0089774,6.8,56
tt0089775,4.7,309
tt0089776,5.6,1198
tt0089777,6.9,79
tt0089778,7.6,259
tt0089781,6.5,25
tt0089783,5.8,18
tt0089784,8.3,19
tt0089785,4.6,10
tt0089786,6.2,46
tt0089787,7.6,71
tt0089788,7.3,36
tt0089789,6.0,2553
tt0089790,4.8,204
tt0089791,7.0,56145
tt0089792,2.9,58
tt0089793,5.7,482
tt0089794,7.0,466
tt0089795,7.8,78
tt0089796,6.9,46
tt0089797,5.5,11
tt0089798,4.6,5697
tt0089799,7.1,155
tt0089800,7.6,1290
tt0089801,7.2,938
tt0089802,7.2,88
tt0089803,5.8,172
tt0089804,7.7,845
tt0089805,7.2,96
tt0089806,4.8,30
tt0089807,4.7,219
tt0089808,5.6,320
tt0089809,6.8,42
tt0089810,5.0,70
tt0089811,7.6,70
tt0089812,6.5,76
tt0089813,6.7,389
tt0089814,3.1,121
tt0089815,6.6,67
tt0089816,6.0,3286
tt0089817,4.6,12
tt0089818,7.1,206
tt0089820,6.0,1471
tt0089821,6.5,2879
tt0089822,5.7,57576
tt0089823,4.8,330
tt0089824,6.5,150
tt0089825,4.5,57
tt0089826,4.8,9004
tt0089827,5.1,27
tt0089828,7.7,99
tt0089829,5.4,33
tt0089830,6.0,13
tt0089831,7.3,297
tt0089832,6.5,2148
tt0089834,6.2,71
tt0089835,5.7,2107
tt0089836,2.8,19
tt0089837,5.0,35
tt0089838,6.5,3064
tt0089839,5.2,8929
tt0089840,5.3,70
tt0089841,6.7,25647
tt0089843,6.5,81
tt0089844,7.6,76
tt0089845,5.1,337
tt0089846,6.4,17
tt0089847,5.7,5003
tt0089848,6.2,19
tt0089849,7.6,21
tt0089850,3.8,119
tt0089851,5.2,1252
tt0089852,5.9,429
tt0089853,7.7,53393
tt0089854,5.8,16
tt0089855,7.8,107
tt0089856,3.9,12
tt0089857,6.0,46
tt0089860,6.9,1580
tt0089861,5.3,324
tt0089862,4.8,26
tt0089863,6.0,29
tt0089864,7.5,129
tt0089865,6.6,341
tt0089866,7.6,3507
tt0089867,6.0,198
tt0089869,6.7,26942
tt0089870,6.5,328
tt0089871,4.3,114
tt0089873,6.7,90
tt0089874,6.0,22
tt0089875,5.7,22
tt0089876,4.7,41
tt0089877,6.7,1333
tt0089878,7.8,232
tt0089879,6.0,46
tt0089880,6.5,176758
tt0089881,8.2,130846
tt0089882,6.6,512
tt0089883,4.3,578
tt0089884,7.4,8
tt0089885,7.2,68558
tt0089886,6.9,36485
tt0089887,5.7,59
tt0089888,4.6,418
tt0089889,5.5,82
tt0089890,4.4,78
tt0089891,5.9,29
tt0089892,4.8,859
tt0089893,5.1,43714
tt0089894,1.7,191
tt0089895,6.1,8
tt0089896,5.4,78
tt0089897,6.0,45
tt0089899,5.8,16
tt0089900,5.8,35
tt0089901,6.4,13282
tt0089902,6.5,2892
tt0089903,7.5,88
tt0089904,6.8,1900
tt0089905,4.9,103
tt0089907,7.3,65270
tt0089908,6.7,29176
tt0089909,6.8,247
tt0089910,6.6,431
tt0089911,2.5,232
tt0089912,3.3,147
tt0089913,5.3,7342
tt0089914,6.5,6
tt0089915,5.8,12
tt0089916,8.5,75
tt0089917,6.2,290
tt0089918,6.4,1138
tt0089919,6.2,392
tt0089920,7.0,259
tt0089921,6.7,9
tt0089922,3.8,398
tt0089923,5.2,11
tt0089924,5.4,20
tt0089925,6.3,227
tt0089927,6.9,218934
tt0089928,7.3,51
tt0089929,5.0,701
tt0089930,3.2,542
tt0089931,6.8,6
tt0089932,6.2,388
tt0089933,6.7,27
tt0089934,7.3,14
tt0089935,6.3,255
tt0089936,5.9,17
tt0089937,6.4,733
tt0089938,6.5,31
tt0089939,5.8,25
tt0089940,6.6,180
tt0089941,7.2,31258
tt0089942,4.3,30
tt0089943,6.1,870
tt0089944,7.6,12
tt0089945,6.4,2464
tt0089946,6.7,103
tt0089947,5.6,9
tt0089948,6.6,134
tt0089949,7.3,338
tt0089950,5.3,292
tt0089951,8.2,10
tt0089952,7.2,547
tt0089954,5.3,27
tt0089955,6.1,22
tt0089957,7.4,2058
tt0089958,6.5,38
tt0089959,7.0,107
tt0089960,7.7,12659
tt0089961,6.2,14690
tt0089963,5.2,764
tt0089964,3.3,783
tt0089966,5.3,228
tt0089967,4.4,175
tt0089969,6.1,62
tt0089972,6.5,86
tt0089973,4.1,42
tt0089974,4.2,1123
tt0089975,7.0,52
tt0089976,7.9,11
tt0089977,5.5,925
tt0089980,5.7,171
tt0089981,6.5,7698
tt0089983,5.3,281
tt0089984,7.2,3149
tt0089986,5.5,121
tt0089987,6.6,101
tt0089988,5.6,25
tt0089989,3.9,226
tt0089990,5.8,44
tt0089991,6.7,986
tt0089992,5.0,55
tt0089993,4.9,82
tt0089994,6.7,5488
tt0089995,7.1,9
tt0089996,6.9,46
tt0089997,5.9,1898
tt0089998,6.9,218
tt0089999,6.7,62
tt0090001,5.9,49
tt0090002,2.8,121
tt0090003,4.7,183
tt0090004,6.7,55
tt0090005,7.6,568
tt0090006,5.5,295
tt0090007,5.8,77
tt0090008,5.6,154
tt0090009,4.8,1908
tt0090010,4.8,5
tt0090011,6.4,92
tt0090012,6.5,77
tt0090013,5.6,85
tt0090015,8.7,9998
tt0090016,7.4,49
tt0090018,4.9,577
tt0090019,7.3,680
tt0090020,6.2,295
tt0090021,6.4,29860
tt0090022,7.2,46768
tt0090023,7.6,16
tt0090024,5.9,24
tt0090025,6.0,67
tt0090026,6.3,663
tt0090027,7.6,145
tt0090028,7.8,97
tt0090029,7.8,38
tt0090030,7.2,15
tt0090031,5.2,21
tt0090032,6.9,143
tt0090033,5.2,16
tt0090034,6.8,169
tt0090036,4.4,1232
tt0090037,6.5,3177
tt0090038,4.7,257
tt0090040,7.7,67
tt0090043,7.7,89
tt0090046,5.2,41
tt0090047,6.1,20
tt0090049,5.4,400
tt0090050,5.5,159
tt0090051,5.6,29
tt0090052,6.9,185
tt0090053,4.3,268
tt0090054,3.7,365
tt0090055,6.6,762
tt0090056,6.4,51659
tt0090057,4.9,3893
tt0090058,5.1,134
tt0090060,6.4,44719
tt0090062,5.2,430
tt0090063,5.4,48
tt0090064,6.9,63
tt0090065,6.4,2385
tt0090066,5.3,590
tt0090067,5.6,79
tt0090068,3.3,360
tt0090069,6.7,713
tt0090070,5.8,634
tt0090072,8.3,296
tt0090073,5.6,2230
tt0090075,5.5,15
tt0090076,5.2,10
tt0090077,7.6,221
tt0090079,4.2,371
tt0090080,7.4,571
tt0090081,3.6,189
tt0090083,7.5,122
tt0090084,5.3,75
tt0090085,6.2,27
tt0090086,6.2,82
tt0090087,5.9,236
tt0090088,7.0,36
tt0090089,5.7,57
tt0090090,5.3,55
tt0090091,5.7,93
tt0090092,5.7,431
tt0090093,5.6,920
tt0090094,5.9,17542
tt0090095,6.5,15850
tt0090096,4.7,173
tt0090097,6.4,37
tt0090098,6.2,17638
tt0090099,6.9,163
tt0090101,6.4,2151
tt0090102,6.3,670
tt0090103,7.0,21621
tt0090105,5.7,18
tt0090106,7.4,695
tt0090107,4.0,63
tt0090108,4.5,232
tt0090109,8.5,913
tt0090110,7.0,5125
tt0090112,6.2,484
tt0090113,6.8,57
tt0090114,7.0,288
tt0090115,6.6,6942
tt0090116,6.1,407
tt0090118,5.8,57
tt0090120,6.1,152
tt0090121,4.6,117
tt0090122,7.6,770
tt0090123,5.0,307
tt0090124,7.5,216
tt0090125,7.2,672
tt0090126,5.2,40
tt0090127,6.6,21
tt0090128,6.2,124
tt0090130,5.9,4740
tt0090131,6.7,53
tt0090132,6.5,161
tt0090133,5.7,37
tt0090134,6.0,136
tt0090135,6.1,22
tt0090136,6.0,38
tt0090137,6.4,417
tt0090138,6.6,122
tt0090140,5.1,13
tt0090141,8.4,48
tt0090142,6.1,57355
tt0090143,6.0,50
tt0090144,8.1,232
tt0090145,5.5,944
tt0090146,5.4,81
tt0090147,7.8,15
tt0090148,5.3,329
tt0090149,3.7,200
tt0090150,5.0,384
tt0090151,6.1,2580
tt0090152,7.1,1131
tt0090153,7.9,27
tt0090156,6.2,2543
tt0090157,6.7,139
tt0090158,5.2,28
tt0090159,6.0,25
tt0090161,4.7,28
tt0090163,8.0,18020
tt0090164,7.6,278
tt0090165,8.3,44
tt0090166,3.5,444
tt0090167,6.0,334
tt0090168,6.1,449
tt0090169,5.0,378
tt0090170,4.8,273
tt0090171,6.9,441
tt0090172,6.1,17
tt0090173,6.7,199
tt0090175,6.6,14
tt0090176,7.4,111
tt0090177,6.5,159
tt0090178,7.7,183
tt0090179,5.3,148
tt0090180,7.3,36183
tt0090181,5.9,191
tt0090182,7.3,3072
tt0090183,3.4,714
tt0090184,4.7,1695
tt0090185,7.6,3314
tt0090186,5.1,773
tt0090187,7.3,16
tt0090189,5.8,142
tt0090190,6.2,30355
tt0090191,6.0,64
tt0090192,6.0,7167
tt0090193,4.6,205
tt0090194,6.0,28
tt0090196,4.9,8130
tt0090197,6.7,4856
tt0090198,7.0,10
tt0090199,6.2,246
tt0090200,4.6,882
tt0090201,3.7,261
tt0090202,7.1,293
tt0090203,7.4,5082
tt0090204,5.9,65
tt0090205,5.5,93
tt0090206,6.6,3814
tt0090208,7.2,95
tt0090209,6.4,2329
tt0090210,7.2,20
tt0090212,8.9,10
tt0090213,6.0,5620
tt0090214,6.1,56
tt0090215,7.4,2942
tt0090216,6.1,24
tt0090217,5.9,4024
tt0090218,7.1,51
tt0090219,6.8,813
tt0090220,6.6,489
tt0090221,6.7,24
tt0090222,6.3,248
tt0090223,6.4,1371
tt0090224,5.9,36
tt0090225,6.7,14
tt0090226,5.2,66
tt0090227,7.2,23
tt0090228,5.9,534
tt0090231,6.9,164
tt0090232,6.5,63
tt0090233,3.8,1136
tt0090234,7.1,131
tt0090235,5.0,420
tt0090236,6.3,26
tt0090237,5.3,13
tt0090238,7.4,38
tt0090239,4.1,221
tt0090240,6.4,26
tt0090241,7.2,159
tt0090242,5.1,111
tt0090244,6.6,387
tt0090245,6.1,1664
tt0090246,7.4,2839
tt0090247,5.6,803
tt0090248,7.0,16737
tt0090249,6.9,1416
tt0090250,7.5,2003
tt0090251,6.0,1075
tt0090252,5.1,211
tt0090253,6.6,93
tt0090254,6.5,62
tt0090256,5.8,17
tt0090257,7.8,4684
tt0090258,5.3,66
tt0090259,7.5,1793
tt0090260,6.5,30
tt0090261,8.6,101
tt0090262,6.6,14
tt0090263,5.8,61
tt0090264,6.3,101886
tt0090265,5.3,52
tt0090266,5.7,147
tt0090267,6.6,25
tt0090268,6.2,95
tt0090270,6.6,9648
tt0090271,6.3,614
tt0090272,6.0,54
tt0090273,6.3,25
tt0090274,5.5,10156
tt0090275,7.2,1434
tt0090277,7.0,88
tt0090278,6.3,37
tt0090279,5.1,28
tt0090280,6.7,22
tt0090282,6.7,187
tt0090283,5.0,13
tt0090284,6.3,35
tt0090285,7.3,414
tt0090286,6.3,105
tt0090287,8.9,181
tt0090288,5.4,896
tt0090289,6.3,9
tt0090290,4.9,65
tt0090291,6.8,91
tt0090292,4.2,153
tt0090293,6.1,2820
tt0090295,6.2,258
tt0090296,3.9,251
tt0090297,6.0,2568
tt0090298,4.0,7
tt0090299,8.3,84
tt0090300,7.4,15
tt0090301,7.2,130
tt0090302,6.1,398
tt0090303,6.4,112
tt0090304,5.8,126
tt0090305,6.6,94046
tt0090306,7.1,44
tt0090309,6.6,421
tt0090310,6.5,1686
tt0090311,5.0,140
tt0090312,7.0,360
tt0090313,5.2,96
tt0090314,4.6,344
tt0090315,7.7,11955
tt0090316,7.5,18
tt0090317,7.6,56
tt0090318,4.1,95
tt0090319,6.6,7882
tt0090322,5.5,1127
tt0090323,4.8,1490
tt0090324,5.8,147
tt0090325,6.4,556
tt0090326,4.6,250
tt0090327,5.7,7827
tt0090328,6.3,826
tt0090329,7.4,100710
tt0090330,6.1,63
tt0090331,5.7,111
tt0090332,5.7,45
tt0090333,2.9,1864
tt0090334,2.1,1192
tt0090335,7.5,108
tt0090336,7.4,181
tt0090337,5.8,134
tt0090338,4.1,43
tt0090340,8.1,326
tt0090341,6.8,52
tt0090342,6.2,4280
tt0090343,5.7,36
tt0090344,7.2,22
tt0090345,6.5,43
tt0090346,3.4,15
tt0090349,6.7,271
tt0090350,6.8,16950
tt0090351,7.8,36
tt0090352,6.9,240
tt0090353,4.4,65
tt0090354,5.3,427
tt0090355,3.6,43
tt0090356,4.3,1209
tt0090357,6.8,22688
tt0090358,6.2,216
tt0090359,6.7,143
tt0090360,7.1,211
tt0090361,5.9,29
tt0090362,7.0,47
tt0090363,5.2,22
tt0090364,4.8,81
tt0090365,7.1,69
tt0090366,7.2,7284
tt0090367,8.0,8
tt0090368,7.9,3832
tt0090369,7.2,17
tt0090370,7.3,764
tt0090371,6.8,348
tt0090372,6.7,120
tt0090374,7.8,580
tt0090375,6.0,105
tt0090376,5.0,229
tt0090377,6.6,926
tt0090378,6.2,22
tt0090381,6.1,617
tt0090382,4.3,111
tt0090383,6.0,642
tt0090384,6.1,13
tt0090385,5.7,197
tt0090386,6.8,86
tt0090387,7.0,53
tt0090390,7.4,37518
tt0090391,7.8,278
tt0090393,7.9,67
tt0090394,7.0,20
tt0090395,6.8,2194
tt0090396,7.4,25
tt0090397,5.9,15
tt0090398,7.3,132
tt0090399,8.4,2105
tt0090400,6.4,958
tt0090401,7.8,133
tt0090402,6.2,1459
tt0090404,6.6,937
tt0090405,7.8,3396
tt0090406,7.7,51
tt0090407,8.0,195
tt0090409,7.9,181
tt0090410,8.3,3186
tt0090411,6.6,272
tt0090412,4.6,106
tt0090413,8.3,91
tt0090414,7.3,13
tt0090415,6.3,18
tt0090416,7.6,527
tt0090417,8.1,3052
tt0090418,7.2,6589
tt0090419,6.6,47
tt0090420,7.6,65
tt0090422,6.7,120
tt0090423,6.9,91
tt0090424,8.3,4048
tt0090425,7.7,64
tt0090426,7.3,154
tt0090428,6.6,18
tt0090429,5.6,194
tt0090430,7.2,25
tt0090431,8.3,99
tt0090432,7.4,337
tt0090433,6.2,59
tt0090434,7.8,316
tt0090435,7.8,421
tt0090436,7.6,1356
tt0090437,7.7,190
tt0090439,8.0,174
tt0090440,6.2,363
tt0090441,6.0,76
tt0090442,7.7,570
tt0090443,7.4,20
tt0090444,6.6,3176
tt0090445,7.4,78
tt0090446,7.1,83
tt0090447,6.2,59
tt0090449,7.3,8
tt0090452,6.2,228
tt0090453,7.7,115
tt0090454,6.9,34
tt0090455,7.7,1902
tt0090456,6.2,7
tt0090457,7.4,448
tt0090458,8.6,260
tt0090459,7.7,1685
tt0090460,7.3,58
tt0090461,7.4,2923
tt0090462,7.0,17
tt0090464,7.4,23
tt0090465,8.2,733
tt0090466,7.1,5931
tt0090467,7.4,236
tt0090469,6.9,54
tt0090470,6.2,15
tt0090471,6.2,18
tt0090472,7.2,195
tt0090473,5.6,394
tt0090474,8.4,736
tt0090475,7.4,198
tt0090476,7.5,342
tt0090477,7.8,3678
tt0090478,7.4,1347
tt0090479,8.2,1180
tt0090480,6.5,42
tt0090481,7.1,8687
tt0090482,6.8,16
tt0090483,7.1,16
tt0090484,7.9,116
tt0090485,5.8,27
tt0090486,6.9,31
tt0090487,7.0,508
tt0090488,6.5,947
tt0090489,5.6,18
tt0090490,8.0,5981
tt0090491,6.4,342
tt0090492,7.1,15
tt0090493,5.1,5334
tt0090494,6.9,43
tt0090496,7.2,864
tt0090497,9.2,69
tt0090498,7.3,156
tt0090499,8.0,136
tt0090500,8.1,5019
tt0090501,7.2,10659
tt0090502,7.8,788
tt0090503,6.4,1283
tt0090504,5.9,13
tt0090505,8.2,164
tt0090506,7.6,10540
tt0090507,7.6,135
tt0090509,8.7,12865
tt0090511,7.7,14
tt0090513,6.7,31
tt0090514,7.3,23
tt0090515,7.6,107
tt0090516,7.8,9
tt0090518,7.1,20
tt0090519,7.2,366
tt0090520,7.3,3292
tt0090521,8.6,4606
tt0090522,7.2,365
tt0090523,8.6,2219
tt0090524,8.8,908
tt0090525,8.1,7166
tt0090526,6.2,22
tt0090527,6.7,918
tt0090528,7.5,866
tt0090529,7.2,32
tt0090530,7.3,251
tt0090531,7.0,80
tt0090532,8.7,99
tt0090533,6.8,172
tt0090534,6.9,49
tt0090535,6.2,18
tt0090536,6.3,35
tt0090537,7.1,57
tt0090538,6.5,190
tt0090540,6.6,1879
tt0090541,8.5,532
tt0090543,6.6,50
tt0090544,6.5,9
tt0090545,6.3,112
tt0090547,7.8,381
tt0090548,7.3,103
tt0090549,8.6,234
tt0090550,6.1,124
tt0090552,7.9,140
tt0090553,8.1,580
tt0090554,6.3,178
tt0090555,6.6,111215
tt0090556,7.6,2472
tt0090557,7.4,5634
tt0090558,7.8,309
tt0090559,7.7,288
tt0090561,6.3,930
tt0090562,6.0,28
tt0090563,7.3,22611
tt0090564,5.6,776
tt0090565,7.5,3308
tt0090566,7.1,326
tt0090567,6.4,6600
tt0090568,5.7,5640
tt0090570,7.4,10725
tt0090571,7.3,27
tt0090572,7.6,33
tt0090573,6.6,14
tt0090574,7.2,18
tt0090575,7.0,1540
tt0090576,7.2,3341
tt0090577,5.6,62
tt0090578,5.1,312
tt0090579,7.4,2478
tt0090580,6.9,17
tt0090581,5.3,140
tt0090582,4.3,678
tt0090583,6.3,16836
tt0090585,5.6,3627
tt0090586,5.9,148
tt0090587,6.5,14
tt0090588,6.0,781
tt0090589,7.0,228
tt0090590,4.0,19
tt0090591,4.8,88
tt0090592,7.2,76
tt0090593,7.4,66
tt0090594,7.0,402
tt0090595,6.9,44
tt0090596,7.0,15
tt0090597,6.0,11
tt0090599,4.5,109
tt0090600,7.1,56
tt0090601,5.3,3456
tt0090602,8.2,237
tt0090604,6.6,85
tt0090605,8.4,739115
tt0090606,4.5,37
tt0090607,7.4,184
tt0090608,7.9,241
tt0090610,6.7,2301
tt0090611,5.2,175
tt0090615,4.8,77
tt0090616,5.5,125
tt0090617,6.3,15
tt0090619,6.1,12
tt0090620,5.5,18
tt0090622,7.2,8
tt0090623,5.9,44
tt0090624,4.8,215
tt0090625,5.7,15
tt0090627,4.3,1127
tt0090628,5.4,17
tt0090629,4.4,193
tt0090630,4.2,1495
tt0090631,4.8,1728
tt0090632,6.6,57
tt0090633,6.9,56234
tt0090634,7.3,209
tt0090636,7.0,940
tt0090637,5.8,216
tt0090638,6.6,1221
tt0090639,4.9,50
tt0090640,4.9,11
tt0090641,5.7,25
tt0090642,3.8,317
tt0090643,7.0,8
tt0090644,6.7,4124
tt0090645,5.3,20
tt0090646,5.6,144
tt0090647,6.8,436
tt0090648,7.2,294
tt0090649,5.1,425
tt0090650,6.8,28
tt0090652,4.7,214
tt0090653,5.6,343
tt0090655,6.1,17732
tt0090656,7.8,14
tt0090657,7.9,13
tt0090658,6.4,419
tt0090659,5.0,746
tt0090660,5.7,12397
tt0090661,5.1,20
tt0090662,6.6,149
tt0090663,6.0,844
tt0090665,6.7,1865
tt0090666,4.8,374
tt0090667,7.1,12152
tt0090668,5.7,29
tt0090669,7.5,2015
tt0090670,6.9,17034
tt0090671,6.3,362
tt0090674,7.9,32
tt0090675,4.3,324
tt0090676,8.2,13
tt0090677,7.6,414
tt0090678,5.8,3147
tt0090679,6.8,1101
tt0090680,6.6,444
tt0090681,5.2,68
tt0090683,5.2,3804
tt0090684,6.6,545
tt0090685,6.6,34700
tt0090686,5.9,177
tt0090687,6.8,43
tt0090688,4.4,148
tt0090689,6.3,224
tt0090690,5.0,91
tt0090691,5.1,105
tt0090692,5.2,10
tt0090693,6.1,3120
tt0090694,5.1,44
tt0090696,5.1,50
tt0090697,6.8,115
tt0090698,7.4,74
tt0090699,5.3,65
tt0090700,6.2,414
tt0090701,6.5,221
tt0090702,7.5,227
tt0090703,5.3,9
tt0090704,6.8,23
tt0090706,7.6,75
tt0090708,4.8,56
tt0090709,5.6,97
tt0090710,6.5,485
tt0090712,5.7,130
tt0090713,6.0,7844
tt0090714,6.1,28
tt0090715,6.1,26
tt0090716,5.8,96
tt0090717,6.8,243
tt0090718,4.9,85
tt0090719,5.4,396
tt0090721,5.1,14
tt0090722,6.0,137
tt0090724,4.4,11
