tconst,averagerating,numvotes
tt0108505,5.4,791
tt0108506,4.9,108
tt0108508,3.4,42
tt0108509,6.9,413
tt0108510,3.0,38
tt0108511,6.8,17
tt0108512,5.3,22
tt0108513,7.3,24
tt0108514,7.1,419
tt0108515,7.4,4351
tt0108516,7.4,37
tt0108517,5.4,6559
tt0108518,7.0,100
tt0108519,5.0,30
tt0108520,7.8,6
tt0108521,6.2,633
tt0108525,6.2,86061
tt0108526,6.0,15659
tt0108527,8.6,30
tt0108528,5.3,214
tt0108529,5.7,186
tt0108530,5.6,170
tt0108538,5.0,271
tt0108539,4.8,14139
tt0108540,8.8,16
tt0108541,7.6,49
tt0108542,5.6,282
tt0108544,5.5,78
tt0108545,6.4,9
tt0108546,6.6,15
tt0108548,5.7,10
tt0108549,7.7,33
tt0108550,7.7,246171
tt0108551,7.3,23690
tt0108553,7.5,327
tt0108554,5.9,286
tt0108555,5.9,1969
tt0108556,6.1,3834
tt0108557,6.6,542
tt0108558,5.3,182
tt0108559,5.7,493
tt0108560,5.3,8747
tt0108561,5.4,24
tt0108562,6.2,107
tt0108565,5.6,2156
tt0108566,9.0,10
tt0108568,4.5,343
tt0108569,5.4,1777
tt0108570,6.5,1406
tt0108571,6.4,19
tt0108572,8.5,22
tt0108574,7.4,1299
tt0108575,7.0,8
tt0108576,3.8,252
tt0108577,5.0,1825
tt0108578,3.1,397
tt0108579,6.2,97
tt0108580,4.4,216
tt0108581,6.0,184
tt0108583,6.9,2826
tt0108585,5.7,101
tt0108587,4.6,173
tt0108588,4.1,663
tt0108589,6.6,64
tt0108590,6.1,168
tt0108591,4.7,148
tt0108592,6.7,7434
tt0108593,6.6,3496
tt0108596,7.0,3248
tt0108597,5.9,779
tt0108598,8.3,55839
tt0108599,6.5,30
tt0108600,6.7,639
tt0108601,5.8,296
tt0108602,8.2,343
tt0108603,6.4,8
tt0108605,6.2,45
tt0108606,5.8,1374
tt0108607,6.3,387
tt0108608,7.3,384
tt0108609,5.5,582
tt0108610,5.5,208
tt0108611,7.0,455
tt0108612,7.8,45
tt0108613,6.1,202
tt0108614,5.9,1254
tt0108615,6.4,15
tt0108616,8.0,10
tt0108617,5.3,30
tt0108618,4.2,22
tt0108619,6.7,14
tt0108620,5.4,130
tt0108621,5.5,38
tt0108622,6.7,446
tt0108623,5.0,17
tt0108624,6.3,3900
tt0108625,4.6,68
tt0108626,5.8,88
tt0108627,5.6,43
tt0108628,5.2,138
tt0108629,7.3,7
tt0108630,6.4,382
tt0108631,7.0,22
tt0108632,5.9,15
tt0108633,5.7,2710
tt0108634,5.3,43
tt0108635,7.4,438
tt0108636,5.0,619
tt0108637,5.0,14
tt0108638,7.1,43
tt0108639,6.2,6
tt0108640,6.0,217
tt0108643,7.9,47
tt0108644,7.0,12
tt0108645,4.3,25
tt0108647,5.3,66
tt0108648,5.7,141
tt0108649,6.2,731
tt0108650,6.4,1017
tt0108651,7.0,172
tt0108652,6.8,124
tt0108653,5.6,77
tt0108654,5.8,365
tt0108655,6.9,86
tt0108656,6.7,7158
tt0108657,5.0,14
tt0108658,6.4,311
tt0108659,6.6,65
tt0108660,6.9,187
tt0108661,5.9,69
tt0108662,7.2,131
tt0108663,3.2,22
tt0108664,5.4,11
tt0108668,8.3,62
tt0108670,6.0,1000
tt0108671,3.3,6
tt0108672,6.6,89
tt0108673,5.0,29
tt0108674,6.5,38
tt0108675,4.8,10
tt0108677,7.9,1059
tt0108678,5.2,10
tt0108681,5.8,20
tt0108682,4.9,100
tt0108683,7.7,136
tt0108684,7.2,12176
tt0108685,7.2,134
tt0108686,7.1,120
tt0108687,6.4,28
tt0108689,7.9,83
tt0108690,7.5,81
tt0108692,8.1,148
tt0108693,6.8,513
tt0108695,7.8,270
tt0108696,7.6,43
tt0108697,5.1,12
tt0108698,3.2,46
tt0108700,9.2,4540
tt0108702,6.0,29
tt0108703,7.2,1328
tt0108704,8.0,90
tt0108705,6.7,34
tt0108706,7.0,27
tt0108707,3.8,11
tt0108708,7.0,53
tt0108709,7.0,1562
tt0108710,7.0,24
tt0108711,8.0,318
tt0108712,6.4,55
tt0108713,7.4,55
tt0108714,9.1,77
tt0108715,6.5,408
tt0108716,7.8,217
tt0108717,8.1,2925
tt0108718,6.3,6
tt0108719,8.1,181
tt0108720,7.0,144
tt0108721,6.4,70
tt0108722,6.3,22
tt0108723,8.1,1484
tt0108724,6.8,4509
tt0108725,7.7,1346
tt0108726,6.6,480
tt0108727,7.8,118
tt0108729,8.0,257
tt0108730,6.3,53
tt0108731,8.2,181
tt0108733,4.7,288
tt0108734,7.9,8807
tt0108735,7.1,282
tt0108736,6.5,364
tt0108737,6.6,46
tt0108739,7.2,48
tt0108740,8.6,5436
tt0108741,7.4,189
tt0108742,6.4,429
tt0108743,7.6,25
tt0108744,8.5,6
tt0108745,6.7,554
tt0108746,7.2,11
tt0108747,7.6,455
tt0108748,6.2,64
tt0108749,5.5,58
tt0108750,5.5,15
tt0108753,7.9,64
tt0108754,8.3,8
tt0108755,7.8,6470
tt0108756,8.1,7300
tt0108757,7.9,64772
tt0108758,6.9,5367
tt0108759,6.4,10
tt0108761,6.1,6115
tt0108762,6.0,16
tt0108763,5.9,346
tt0108764,7.2,100
tt0108765,6.2,8
tt0108766,3.9,13
tt0108767,5.1,314
tt0108768,6.5,966
tt0108769,8.2,161
tt0108770,8.4,102
tt0108771,8.2,5027
tt0108772,7.8,30
tt0108773,7.5,47
tt0108774,7.4,80
tt0108775,7.6,197
tt0108776,7.7,100
tt0108777,3.6,30
tt0108778,8.9,1038901
tt0108779,7.5,26
tt0108780,8.7,1307
tt0108781,6.9,13
tt0108782,6.2,18
tt0108783,8.0,17759
tt0108784,7.1,22
tt0108785,7.6,494
tt0108786,5.8,8
tt0108787,7.9,2700
tt0108788,7.6,50
tt0108790,7.4,73
tt0108791,8.3,25
tt0108792,7.0,134
tt0108793,4.4,57
tt0108794,8.8,149
tt0108795,5.9,77
tt0108796,7.5,3365
tt0108797,7.6,20
tt0108798,7.9,479
tt0108799,7.0,1308
tt0108800,7.8,3415
tt0108801,7.6,75
tt0108802,5.8,9
tt0108803,8.1,456
tt0108804,6.4,248
tt0108807,6.0,83
tt0108809,7.0,37
tt0108810,6.3,82
tt0108812,7.9,44
tt0108814,3.8,20
tt0108817,5.4,9
tt0108818,7.1,56
tt0108819,8.6,104
tt0108820,5.6,12
tt0108821,3.6,429
tt0108822,7.7,77
tt0108823,6.1,2753
tt0108825,7.6,1505
tt0108826,7.7,1004
tt0108827,5.8,301
tt0108828,8.2,6735
tt0108829,7.1,5949
tt0108830,5.9,131
tt0108832,6.0,17
tt0108833,6.7,46
tt0108834,8.0,33
tt0108835,4.9,153
tt0108836,7.8,18
tt0108838,7.2,196
tt0108839,7.3,753
tt0108840,7.3,187
tt0108842,6.1,55
tt0108843,6.1,787
tt0108844,8.5,47
tt0108845,7.0,153
tt0108846,6.2,39
tt0108847,7.8,10655
tt0108849,5.7,10
tt0108850,7.1,496
tt0108851,6.5,36
tt0108852,8.1,14
tt0108853,7.8,76
tt0108854,8.1,80
tt0108855,8.6,8175
tt0108856,7.9,58
tt0108858,7.5,2633
tt0108859,6.8,325
tt0108860,6.0,148
tt0108861,5.3,61
tt0108862,6.3,1231
tt0108863,4.4,55
tt0108864,6.5,21
tt0108865,8.8,168
tt0108866,7.8,49
tt0108867,7.2,161
tt0108868,7.2,63
tt0108869,6.2,71
tt0108870,5.7,50
tt0108871,8.2,951
tt0108872,8.4,21425
tt0108873,6.3,517
tt0108874,7.2,50
tt0108875,8.1,40
tt0108876,7.8,2803
tt0108877,8.5,45
tt0108878,8.6,8
tt0108879,5.4,6
tt0108880,7.7,208
tt0108881,6.0,219
tt0108883,8.0,8
tt0108884,7.4,45
tt0108885,7.3,1953
tt0108886,7.1,299
tt0108888,6.4,281
tt0108889,6.8,326
tt0108890,5.8,126
tt0108891,7.7,241
tt0108893,7.7,32
tt0108894,6.8,10884
tt0108895,6.8,1600
tt0108896,7.0,9
tt0108897,6.7,1376
tt0108898,4.8,7
tt0108899,6.6,18
tt0108900,7.7,212
tt0108901,7.2,626
tt0108902,6.5,149
tt0108903,7.9,5655
tt0108904,6.3,582
tt0108905,6.6,17
tt0108906,8.2,19823
tt0108907,8.2,32
tt0108908,6.6,62
tt0108909,5.5,2732
tt0108910,8.6,64
tt0108912,8.2,35
tt0108913,6.7,340
tt0108914,8.6,961
tt0108915,6.4,3263
tt0108916,5.9,23
tt0108917,7.8,133
tt0108919,8.6,51
tt0108920,8.1,70
tt0108921,7.5,5447
tt0108922,6.2,218
tt0108923,7.0,28
tt0108924,8.1,48
tt0108925,6.0,31
tt0108927,6.3,13307
tt0108928,7.0,360
tt0108929,7.8,84
tt0108931,7.7,117
tt0108933,7.4,20
tt0108934,6.9,112
tt0108936,7.8,267
tt0108937,7.9,7515
tt0108938,6.4,965
tt0108939,6.2,273
tt0108940,5.3,8
tt0108941,7.1,37330
tt0108942,8.1,40
tt0108943,7.3,31
tt0108944,7.0,614
tt0108945,4.4,12
tt0108946,5.0,21
tt0108947,6.7,1683
tt0108948,7.0,75
tt0108949,5.8,1893
tt0108950,6.7,889
tt0108951,6.6,633
tt0108952,6.4,9
tt0108953,6.4,695
tt0108954,8.0,432
tt0108956,6.6,606
tt0108957,6.3,133
tt0108958,5.3,2180
tt0108959,7.1,49
tt0108960,7.0,46
tt0108961,8.5,1674
tt0108962,8.3,4377
tt0108964,6.8,301
tt0108965,4.4,60
tt0108966,6.7,138
tt0108967,7.9,8308
tt0108968,6.0,7642
tt0108969,8.6,20
tt0108970,5.7,708
tt0108971,6.8,83
tt0108972,8.2,95
tt0108973,7.4,66
tt0108974,7.6,107
tt0108975,6.4,167
tt0108976,7.2,8
tt0108977,2.8,350
tt0108978,5.6,1087
tt0108979,5.2,675
tt0108980,7.3,93
tt0108981,8.0,14796
tt0108982,7.4,18
tt0108983,5.8,1898
tt0108984,6.3,179
tt0108985,5.9,80
tt0108987,8.1,88
tt0108988,6.8,3886
tt0108989,5.8,21
tt0108990,6.9,23
tt0108991,7.5,32
tt0108992,7.2,982
tt0108993,7.6,456
tt0108996,4.0,6
tt0108997,5.8,209
tt0108999,6.6,162
tt0109000,6.9,2647
tt0109001,6.2,645
tt0109003,6.2,370
tt0109004,4.0,31
tt0109005,6.2,83
tt0109006,5.4,47
tt0109008,6.8,82
tt0109009,4.4,7
tt0109010,7.2,3547
tt0109011,7.1,14
tt0109012,4.1,87
tt0109013,7.7,31
tt0109014,7.1,235
tt0109015,4.5,9639
tt0109016,6.1,66
tt0109018,5.4,9
tt0109019,8.5,6
tt0109020,7.2,8385
tt0109021,6.6,5545
tt0109022,7.0,25
tt0109023,6.9,261
tt0109026,6.3,25
tt0109027,5.8,13
tt0109028,7.0,1863
tt0109030,5.9,112
tt0109031,5.0,47
tt0109032,6.1,26
tt0109033,3.5,188
tt0109034,6.7,2046
tt0109035,6.6,16602
tt0109036,7.0,1762
tt0109037,7.6,17
tt0109039,4.5,174
tt0109040,6.9,314951
tt0109042,4.8,305
tt0109043,6.8,39
tt0109044,7.5,13
tt0109045,7.5,52829
tt0109047,7.9,478
tt0109048,5.1,75
tt0109049,7.3,688
tt0109050,5.3,10
tt0109051,6.8,532
tt0109052,5.6,205
tt0109053,6.7,3149
tt0109054,7.8,10
tt0109055,6.6,239
tt0109056,6.4,9
tt0109057,5.9,178
tt0109059,6.2,530
tt0109061,6.8,6
tt0109063,6.5,8
tt0109064,7.9,41
tt0109065,8.8,10
tt0109066,7.4,4498
tt0109067,5.6,9330
tt0109068,6.2,54350
tt0109069,3.9,27
tt0109070,8.6,5
tt0109071,7.0,1581
tt0109074,6.6,9
tt0109075,5.6,368
tt0109077,3.5,7
tt0109078,6.5,1504
tt0109079,6.0,86
tt0109080,7.4,80
tt0109082,4.3,6
tt0109083,4.6,52
tt0109084,7.2,207
tt0109085,6.4,149
tt0109086,4.5,522
tt0109087,4.7,100
tt0109091,4.1,609
tt0109092,6.0,11
tt0109093,6.8,6789
tt0109094,6.2,81
tt0109095,7.4,67
tt0109096,5.9,431
tt0109097,6.2,45
tt0109098,4.3,1565
tt0109099,5.6,2770
tt0109100,5.0,108
tt0109101,6.1,228
tt0109102,5.6,128
tt0109103,7.0,23
tt0109104,7.3,39
tt0109105,6.2,134
tt0109106,5.9,132
tt0109107,6.8,47
tt0109108,5.9,22
tt0109109,7.3,42
tt0109110,6.4,142
tt0109111,6.8,11
tt0109112,6.8,92
tt0109113,6.0,119
tt0109114,4.0,74
tt0109115,6.5,259
tt0109116,4.5,484
tt0109117,8.0,54426
tt0109118,7.2,52
tt0109120,5.7,7074
tt0109121,6.2,34
tt0109123,5.8,520
tt0109125,5.3,390
tt0109127,6.2,33465
tt0109128,7.2,29
tt0109129,5.4,2301
tt0109131,4.7,713
tt0109132,6.7,26
tt0109133,5.5,102
tt0109134,6.6,6936
tt0109135,5.8,26
tt0109136,4.8,320
tt0109137,6.1,223
tt0109138,4.8,253
tt0109139,6.0,489
tt0109140,7.0,157
tt0109142,7.0,8
tt0109143,6.3,113
tt0109144,4.3,1171
tt0109146,7.0,6
tt0109148,7.4,14
tt0109149,6.0,84
tt0109150,5.7,209
tt0109151,6.7,1885
tt0109152,8.2,55
tt0109153,5.5,31
tt0109154,4.5,17
tt0109155,6.9,46
tt0109156,5.6,481
tt0109157,5.7,204
tt0109159,6.7,22
tt0109160,5.4,10
tt0109161,6.2,558
tt0109162,5.9,8100
tt0109163,6.2,13
tt0109164,6.3,41
tt0109165,5.2,51
tt0109167,4.4,458
tt0109168,8.1,8
tt0109169,8.0,28
tt0109171,6.4,41
tt0109172,6.7,80
tt0109173,7.8,29
tt0109174,7.2,14
tt0109175,7.7,110
tt0109177,7.1,42
tt0109178,5.2,838
tt0109179,5.8,76
tt0109180,4.6,647
tt0109181,7.0,51
tt0109183,7.0,8
tt0109184,8.1,187
tt0109185,6.6,216
tt0109186,5.2,162
tt0109187,5.4,144
tt0109188,4.0,10
tt0109189,6.5,7
tt0109190,6.2,53751
tt0109191,5.5,164
tt0109192,6.2,24
tt0109193,5.4,280
tt0109194,8.0,6
tt0109195,5.4,733
tt0109196,4.4,353
tt0109198,5.2,13191
tt0109200,7.4,21
tt0109201,6.3,392
tt0109202,6.4,19
tt0109203,6.7,25
tt0109205,4.4,282
tt0109206,7.5,5148
tt0109207,4.9,255
tt0109209,5.0,198
tt0109210,4.8,210
tt0109213,5.3,45
tt0109214,6.3,91
tt0109215,5.8,37
tt0109217,5.0,591
tt0109218,3.5,34
tt0109219,7.0,6461
tt0109220,6.8,126
tt0109221,6.6,76
tt0109222,7.2,47
tt0109223,5.5,26
tt0109225,5.4,18
tt0109226,5.3,404
tt0109227,4.8,403
tt0109228,8.0,789
tt0109229,5.6,92
tt0109230,7.3,10
tt0109232,5.2,101
tt0109234,4.5,266
tt0109235,8.1,656
tt0109236,6.5,337
tt0109237,6.3,239
tt0109239,7.2,43
tt0109241,7.4,12
tt0109242,6.8,10
tt0109243,6.2,7
tt0109244,5.1,73
tt0109245,7.7,118
tt0109246,4.0,58
tt0109247,5.8,18
tt0109249,5.6,147
tt0109250,5.0,205
tt0109252,7.6,25
tt0109253,7.8,48
tt0109254,5.5,84701
tt0109255,6.5,6323
tt0109256,5.5,171
tt0109257,5.9,19
tt0109258,4.8,145
tt0109259,5.1,115
tt0109260,9.0,9
tt0109261,5.6,50
tt0109262,6.0,143
tt0109263,6.1,162
tt0109264,7.1,13
tt0109265,7.0,178
tt0109266,6.2,542
tt0109269,6.8,27
tt0109270,6.0,381
tt0109271,4.0,341
tt0109273,6.5,355
tt0109274,6.2,664
tt0109275,3.2,1813
tt0109277,7.7,2144
tt0109278,5.4,251
tt0109279,6.6,10374
tt0109280,4.0,105
tt0109281,6.3,32
tt0109282,6.2,422
tt0109283,6.4,1065
tt0109284,5.1,13
tt0109285,7.7,386
tt0109286,8.0,9
tt0109287,5.3,21475
tt0109288,5.0,10198
tt0109291,6.2,34
tt0109293,6.1,53
tt0109294,5.7,957
tt0109295,4.6,81
tt0109296,4.3,715
tt0109297,6.2,8856
tt0109298,7.5,50
tt0109299,4.1,254
tt0109300,4.6,396
tt0109301,4.4,467
tt0109302,5.6,1950
tt0109303,6.2,32781
tt0109304,6.0,172
tt0109305,6.3,14603
tt0109306,6.4,7927
tt0109307,5.4,832
tt0109308,6.0,16
tt0109309,4.5,14
tt0109310,6.4,41
tt0109311,6.9,25
tt0109312,5.6,263
tt0109313,3.5,64
tt0109314,3.8,128
tt0109315,7.5,16
tt0109318,4.7,118
tt0109319,2.9,931
tt0109321,6.0,4352
tt0109322,6.7,6928
tt0109323,5.1,636
tt0109324,4.9,726
tt0109325,5.3,55
tt0109327,6.0,12307
tt0109328,5.3,17
tt0109329,6.9,17
tt0109330,4.6,231
tt0109331,7.1,264
tt0109332,4.9,277
tt0109333,7.2,54
tt0109334,7.2,74
tt0109335,6.5,415
tt0109336,4.4,149
tt0109337,6.4,63
tt0109338,5.3,283
tt0109339,7.4,102
tt0109340,7.2,3499
tt0109343,4.5,38
tt0109345,4.8,228
tt0109346,5.9,69
tt0109347,3.5,19
tt0109348,7.4,40543
tt0109349,5.7,27
tt0109350,6.8,226
tt0109351,7.1,735
tt0109352,5.5,485
tt0109353,6.4,155
tt0109354,5.7,488
tt0109355,5.7,47
tt0109356,6.2,273
tt0109357,6.1,3250
tt0109358,7.7,22
tt0109359,6.0,135
tt0109360,3.7,565
tt0109361,5.3,8962
tt0109362,6.5,121
tt0109363,7.2,31
tt0109364,3.6,437
tt0109365,6.9,242
tt0109366,6.8,421
tt0109368,6.0,1024
tt0109369,6.0,10306
tt0109370,5.9,17592
tt0109372,6.3,876
tt0109373,4.8,418
tt0109374,6.2,2450
tt0109376,2.5,4508
tt0109378,6.7,620
tt0109379,6.1,46
tt0109380,6.7,1387
tt0109381,7.6,306
tt0109382,7.2,8595
tt0109383,4.9,344
tt0109384,6.9,1062
tt0109385,6.3,171
tt0109386,5.3,570
tt0109387,5.0,20
tt0109388,6.9,63
tt0109390,6.4,339
tt0109391,3.9,749
tt0109392,6.4,93
tt0109393,5.7,50
tt0109394,8.2,80
tt0109396,5.6,559
tt0109397,6.2,65
tt0109398,6.0,52
tt0109399,6.9,410
tt0109400,4.7,343
tt0109401,5.3,153
tt0109402,5.8,21746
tt0109403,5.1,6952
tt0109405,5.2,166
tt0109407,4.8,55
tt0109408,6.4,511
tt0109409,5.6,13
tt0109410,6.8,368
tt0109411,8.6,12
tt0109412,5.9,2588
tt0109413,6.2,262
tt0109415,4.2,7974
tt0109416,6.2,211
tt0109417,6.3,7345
tt0109418,6.9,11
tt0109419,8.8,68
tt0109420,5.2,7
tt0109421,6.0,395
tt0109422,7.4,481
tt0109423,5.9,14
tt0109424,8.0,89576
tt0109425,6.1,851
tt0109426,7.9,432
tt0109427,5.1,86
tt0109428,6.7,273
tt0109430,6.4,263
tt0109431,7.8,24
tt0109433,6.6,200
tt0109434,6.8,22
tt0109436,7.3,27
tt0109437,5.7,325
tt0109438,6.6,55
tt0109439,5.6,20366
tt0109440,7.5,10032
tt0109441,3.8,126
tt0109442,4.3,1697
tt0109443,5.7,4064
tt0109444,6.9,104725
tt0109445,7.7,228309
tt0109446,6.7,70809
tt0109447,5.4,8159
tt0109448,6.7,142
tt0109449,4.4,548
tt0109450,6.4,7937
tt0109451,6.6,17
tt0109452,6.1,7
tt0109454,6.9,2039
tt0109455,6.1,89
tt0109456,5.2,25162
tt0109457,6.8,20
tt0109458,7.2,1753
tt0109459,7.0,8
tt0109460,4.3,260
tt0109461,6.5,230
tt0109462,7.5,178
tt0109463,7.3,59
tt0109464,5.5,277
tt0109465,7.3,122
tt0109466,5.7,157
tt0109468,8.2,21
tt0109469,5.4,122
tt0109470,5.1,239
tt0109471,6.7,86
tt0109473,6.0,78
tt0109474,6.7,545
tt0109477,6.0,6
tt0109478,4.7,1319
tt0109479,4.0,904
tt0109480,5.2,7254
tt0109481,5.9,172
tt0109482,7.3,23
tt0109483,5.7,118
tt0109484,6.6,13876
tt0109485,7.5,100
tt0109486,4.7,165
tt0109487,6.2,274
tt0109489,6.3,83
tt0109490,6.2,735
tt0109491,6.7,809
tt0109493,5.9,8772
tt0109494,4.6,839
tt0109495,6.5,60
tt0109496,6.5,7
tt0109497,5.9,60
tt0109498,4.0,664
tt0109499,6.2,71
tt0109500,6.1,580
tt0109501,6.5,297
tt0109502,5.3,46
tt0109503,4.7,480
tt0109504,7.0,11010
tt0109505,5.4,7
tt0109506,7.5,191802
tt0109507,9.2,12
tt0109508,8.0,21044
tt0109509,7.1,7
tt0109510,6.4,108
tt0109511,5.3,62
tt0109512,8.6,17
tt0109513,7.2,41
tt0109514,5.6,2507
tt0109515,3.7,1416
tt0109516,4.3,38
tt0109517,4.2,1288
tt0109518,3.6,941
tt0109519,8.2,80
tt0109520,6.1,41981
tt0109521,6.9,140
tt0109524,6.3,280
tt0109525,5.4,14
tt0109526,5.1,168
tt0109527,6.8,70
tt0109528,6.2,28
tt0109529,7.1,1282
tt0109530,3.8,128
tt0109531,4.8,157
tt0109532,4.7,253
tt0109534,4.3,726
tt0109535,4.4,30
tt0109536,4.0,387
tt0109537,6.3,523
tt0109538,6.9,65
tt0109539,7.0,22
tt0109540,5.1,351
tt0109541,7.4,360
tt0109542,5.8,1234
tt0109543,4.7,14
tt0109544,4.4,15
tt0109545,2.4,282
tt0109546,4.1,384
tt0109547,5.3,202
tt0109548,4.9,114
tt0109549,5.6,12
tt0109550,6.0,2849
tt0109551,4.7,925
tt0109552,5.0,5690
tt0109553,5.3,557
tt0109555,7.6,24655
tt0109556,7.5,17
tt0109557,6.2,361
tt0109558,5.6,37
tt0109559,5.9,136
tt0109560,6.0,39
tt0109561,5.1,117
tt0109562,5.1,231
tt0109563,5.3,240
tt0109564,4.1,103
tt0109566,4.9,312
tt0109567,5.2,68
tt0109568,5.2,248
tt0109569,4.6,313
tt0109570,5.0,109
tt0109571,3.3,31
tt0109572,6.6,32
tt0109573,5.0,325
tt0109574,5.9,361
tt0109575,5.6,4648
tt0109576,4.5,279
tt0109577,4.2,44
tt0109578,4.9,8354
tt0109579,7.2,25984
tt0109580,8.0,207
tt0109581,4.7,121
tt0109582,4.4,115
tt0109584,8.2,98
tt0109585,4.7,126
tt0109586,7.5,105
tt0109587,6.8,113
tt0109588,4.5,188
tt0109589,4.8,787
tt0109590,5.8,10
tt0109591,8.1,11
tt0109592,7.1,22325
tt0109593,4.7,2288
tt0109594,7.2,6
tt0109595,3.6,203
tt0109596,2.1,454
tt0109597,5.3,25
tt0109598,5.2,7
tt0109599,7.0,15
tt0109600,5.8,31
tt0109601,6.8,106
tt0109602,6.7,19
tt0109603,8.2,31
tt0109605,5.9,62
