nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm1851419,Jeffrey M. Schwartz,\N,\N,miscellaneous,"tt0338751,tt0115147,tt1091617,tt11426598"
nm1851424,Cary Joseph,\N,\N,actor,"tt1027762,tt3756652,tt3569780,tt1056080"
nm1851427,Grady Justice,1982,\N,"producer,actor,writer","tt8801086,tt6100884,tt21351638,tt4766002"
nm1851433,Kevin Kate,\N,\N,"actor,producer","tt1213636,tt5105880,tt0840001,tt0450285"
nm1851443,Keith Knudsen,1948,2005,,"tt1980954,tt2896024,tt0449912"
nm1851450,George La Torre,\N,\N,,tt0443652
nm1851451,Roger La Torre,\N,\N,,tt0443652
nm1851464,Andy Lehmann,\N,\N,actor,tt0446738
nm1851467,Dennis Lemoine,1981,\N,actor,"tt0758754,tt1058017,tt0496444,tt0450285"
nm1851479,Matt Lorenz,\N,\N,"actor,casting_director",tt0450975
nm1851502,Wes McBride,\N,\N,,tt0435646
nm1851503,Ian McCoy,\N,\N,actor,tt0451275
nm1851509,Jordan Meadows,\N,\N,actor,"tt0260596,tt0132914,tt1723713,tt0449567"
nm1851510,Raúl Mena,\N,\N,"actor,art_department","tt0903627,tt0468833,tt0449590"
nm1851520,Matthew Moses,\N,\N,actor,tt0450045
nm1851521,Paul Mosley,\N,\N,"actor,writer","tt0457620,tt6180378,tt0459576,tt3923188"
nm1851531,Min-Jan Ni,1946,2005,"actor,script_department,miscellaneous","tt4370910,tt1575675,tt0099812,tt2091923"
nm1851543,Cindy Merrill,\N,\N,"actress,producer,writer","tt1280537,tt2991576,tt0496343,tt2386291"
nm1851549,Foss Patterson,\N,\N,composer,"tt6463276,tt0372047,tt0451022,tt9156022"
nm1851550,Benjamin Patterson,1975,\N,"actor,producer","tt4971144,tt3210984,tt0478079,tt0413573"
nm1851556,Melanie Perkins,\N,\N,actress,tt0450082
nm1851574,Jesse Reid,\N,\N,"actor,camera_department","tt0831387,tt1596350,tt0409459,tt1318514"
nm1851577,Reece Richards,\N,\N,actor,"tt0451642,tt0448759,tt1045034,tt0451646"
nm1851585,Morten Rose,1975,\N,actor,"tt5473806,tt3981388,tt1322385,tt4951982"
nm1851598,Sean San Jose,\N,\N,"actor,producer","tt2336618,tt14933256,tt5056120,tt0451172"
nm1851607,Rod Sellers,\N,\N,actor,tt0451073
nm1851610,John Shanahan,\N,\N,actor,"tt1221132,tt0449905"
nm1851619,J.C. Skinner,\N,\N,actor,"tt0438535,tt1114269"
nm1851633,Alan Summers,\N,\N,actor,tt0297626
nm1851640,JT Alexander,\N,\N,"actor,producer,miscellaneous","tt2134170,tt2268467,tt2942016,tt5345006"
nm1851641,Magnus Thomassen,\N,\N,"producer,miscellaneous,actor","tt4028464,tt9737876,tt12753120,tt26423715"
nm1851665,Hunter Weeks,\N,\N,"producer,director,camera_department","tt3044688,tt2107865,tt0446083,tt1530991"
nm1851672,James Wirth,\N,\N,"actor,camera_department,producer","tt1530881,tt0446742,tt1641645"
nm1851687,Ivan de Sá,\N,\N,"actor,production_designer",tt0422998
nm1851692,Henriette Agnes,\N,\N,actress,"tt0449351,tt0844670"
nm1851693,Marta Aguiar,\N,\N,actress,"tt0422998,tt1705128"
nm1851694,Kelli Allen,\N,\N,,tt0443624
nm1851709,Wendy Baron,\N,\N,actress,"tt0396857,tt0275140,tt0450167,tt3833682"
nm1851713,Candice Bayer,\N,\N,"producer,sound_department","tt0083452,tt0445955,tt0864972"
nm1851733,Beverly Bryant,\N,\N,actress,"tt1323534,tt1065079,tt0915471,tt0449543"
nm1851734,Mira Burke,\N,\N,actress,"tt0449614,tt1527754,tt8031716"
nm1851738,Ethel Calvert,\N,\N,actress,tt0447086
nm1851739,Raquel Cameron,\N,\N,actress,tt0451086
nm1851742,Bettina Carlos,1987,\N,actress,"tt1691237,tt0498516,tt0441936,tt5807954"
nm1851753,Kelly Choi,1976,\N,"producer,writer,director","tt0466625,tt3260212,tt0831045,tt0445900"
nm1851755,Luisa Clare,\N,\N,"producer,actress","tt0449634,tt1754912,tt1975302"
nm1851771,Adrian Currie,\N,\N,"actor,costume_department","tt1975141,tt5556870,tt0813713,tt5348060"
nm1851776,Sidney Dark,\N,\N,actress,"tt24218098,tt9896636,tt1661240,tt1676930"
nm1851787,Anna Domingo,\N,\N,,tt0445097
nm1851789,Shannon Downs,\N,\N,actress,"tt0451031,tt0138942"
nm1851792,Felicity Duncan Smith,\N,\N,actress,tt0449497
nm1851793,Kathleen Early,1973,\N,actress,"tt0413573,tt0449660,tt1406662,tt0445922"
nm1851854,Janet Hodge,\N,\N,actress,"tt0449616,tt1226256"
nm1851883,Susan Kitchen,\N,\N,actress,"tt2083531,tt0451137,tt0481369,tt6170156"
nm1851886,Kathleen Koch,\N,\N,,"tt0423612,tt0475911,tt0470977,tt0382449"
nm1851893,Maya Lawson,\N,\N,actress,"tt0823659,tt2042588,tt0443455,tt1779065"
nm1851903,Laura Lobo,1980,\N,actress,"tt9204142,tt5159898,tt4550086,tt2258833"
nm1851920,Shauna McLean,\N,\N,actress,"tt0446771,tt0455275,tt0903747,tt0368530"
nm1851924,Katie Mead,\N,\N,,tt0450384
nm1851931,Ginette Mohr,\N,\N,actress,"tt0450214,tt1427963,tt0274293"
nm1851964,Vanessa Parent,\N,\N,actress,"tt0450384,tt2443340"
nm1851978,Kathleen Rafferty,\N,\N,actress,tt0451036
nm1851981,Melissa Rauch,1980,\N,"actress,soundtrack,producer","tt3859304,tt3416828,tt6556890,tt0898266"
nm1852009,Vivian Schmitt,1978,\N,actress,"tt1508698,tt1688644,tt1610368,tt0489365"
nm1852012,Leslie Seiler,1978,\N,"actress,miscellaneous","tt2525290,tt0466201,tt1017465,tt3900614"
nm1852023,Ursula Steiner,\N,\N,actress,"tt9071348,tt0445204"
nm1852025,Sabrina Stern,\N,\N,actress,tt0446959
nm1852050,Gannon Weeks,\N,\N,miscellaneous,"tt0960707,tt0446083"
nm1852052,Rainey Welch,\N,\N,actress,"tt0487154,tt0451148"
nm1852055,Cindy Wenzel,\N,\N,actress,tt0443071
nm1852058,Alice Whitley,\N,\N,"talent_agent,actress","tt0450975,tt1320080"
nm1852065,Tricia Yates,\N,\N,actress,tt0451275
nm1852072,Genevieve Bailey,\N,\N,"camera_department,director,editor","tt1893213,tt1832370,tt6993596,tt0449983"
nm1852076,Trevor Chan,\N,\N,"producer,miscellaneous,director","tt1173465,tt0445987,tt0457209,tt15204206"
nm1852077,Will Clegg,1980,\N,"director,writer,producer","tt1450688,tt1462504,tt0449638,tt7207112"
nm1852078,Rick Clemens,\N,\N,"producer,writer,director","tt6452546,tt0450150,tt6937394,tt4468742"
nm1852080,Erik Courtney,\N,\N,"visual_effects,director,writer","tt0472043,tt1152821,tt1013743,tt0362227"
nm1852090,Cheng Ding Jiang,\N,\N,director,tt0445853
nm1852093,Curtis Lim,\N,\N,"director,writer,casting_director",tt0446085
nm1852094,Max Lincoln,\N,\N,"director,producer,miscellaneous","tt0489262,tt0984080,tt0448759,tt6843798"
nm1852098,Torben Meier,\N,\N,"art_department,animation_department,production_manager","tt0442514,tt4467774,tt1942683,tt0464076"
nm1852100,Maya Miller,\N,\N,"director,writer,producer",tt0449896
nm1852101,Todd Norwood,\N,\N,"writer,director,producer","tt2378445,tt1268294,tt0450285,tt5585240"
nm1852103,Donald Rice,1977,\N,"director,writer,miscellaneous","tt0450337,tt1063331,tt1159922,tt0376541"
nm1852112,Carmel Travers,\N,\N,"producer,director,writer","tt0449661,tt0910740,tt0243689,tt0818794"
nm1852113,Tatiana Tuttle,\N,\N,"director,producer",tt0450502
nm1852117,Jason Wise,\N,\N,"producer,director,camera_department","tt5710688,tt5161502,tt2204371,tt12981068"
nm1852123,Adam Blackwell,\N,\N,writer,tt0446571
nm1852136,Mitch Hooper,\N,\N,writer,tt0445606
nm1852142,Roger Manley,\N,\N,"writer,director","tt0467468,tt0406541"
nm1852149,Paul Paulson,\N,\N,writer,tt0450472
nm1852150,Joe Pia,\N,\N,"producer,miscellaneous,writer","tt2040578,tt1545102,tt1447793,tt1594917"
nm1852155,Ken Saba,\N,\N,"editor,editorial_department,actor","tt1784662,tt1267536,tt0446060,tt1019442"
nm1852160,Marie Stubbs,\N,\N,writer,tt0421570
nm1852161,Justin Torres,\N,\N,"miscellaneous,actor,assistant_director","tt0445942,tt0331312,tt0960835,tt0958824"
nm1852163,Bill Tucker,\N,\N,"writer,camera_department",tt0450400
nm1852170,Kelly Abbott,\N,\N,"producer,director,writer","tt0466810,tt0472570,tt0446742,tt2007364"
nm1852178,Siobhan Barnett,\N,\N,"casting_department,miscellaneous,producer","tt0372784,tt0455275,tt0398017,tt0489664"
nm1852179,Chip Bartlett,\N,\N,"miscellaneous,editorial_department,producer","tt0446757,tt0158983,tt0487252,tt0096579"
nm1852185,Frank Carney,\N,\N,producer,tt0451073
nm1852189,Kimberly de Barros Connolly,\N,\N,producer,tt0425558
nm1852190,Ricardo Connolly,\N,\N,producer,tt0425558
nm1852193,Trent Dempsey,1979,\N,"producer,miscellaneous,assistant_director","tt2446042,tt1111918,tt0102034,tt0942384"
nm1852224,Sheena M. Joyce,\N,\N,"director,producer,writer","tt2088919,tt7689424,tt6067832,tt15444546"
nm1852241,Sandra Ramsey,\N,\N,"actress,writer,producer","tt0183620,tt0451126"
nm1852244,Victoria Parks,\N,\N,"actress,producer","tt2358858,tt0369359,tt0822033,tt0450504"
nm1852255,Lin Ridley,\N,\N,producer,tt0450167
nm1852261,Ragnar Santos,\N,\N,"producer,cinematographer,production_manager","tt0880458,tt0470671,tt3196174,tt0449843"
nm1852265,Nick Soares,\N,\N,"producer,camera_department,writer","tt0445948,tt2288105,tt0976095,tt2606220"
nm1852268,Peggy Stern,\N,\N,"producer,director,writer","tt6997010,tt0449619,tt0097790,tt3571126"
nm1852279,Sy Walters,\N,\N,producer,tt0451108
nm1852282,Paco Wong,\N,\N,"producer,miscellaneous,writer","tt7223050,tt1236370,tt0478024,tt0813549"
nm1852284,Scott Worthington,\N,\N,producer,"tt1141251,tt0420118"
nm1852288,Sam Bourne,\N,\N,"editor,visual_effects,editorial_department","tt0848228,tt1392214,tt0800369,tt1843866"
nm1852289,Gary Brice,\N,\N,"cinematographer,actor,camera_department","tt2000414,tt3835096,tt1942895,tt10669906"
nm1852290,Nelson Carlson,\N,\N,cinematographer,tt0451073
nm1852293,Luke Chambers,1980,\N,cinematographer,"tt0479867,tt0465468,tt0449983"
nm1852299,Cathy Lazar,\N,\N,cinematographer,tt0448078
nm1852303,Albert Ramírez,\N,\N,cinematographer,tt0449590
nm1852306,Kun Shin,\N,\N,"assistant_director,camera_department,director","tt2756216,tt3103100,tt3414866,tt16162400"
nm1852311,Ira W. Weiss,\N,\N,cinematographer,tt0451242
nm1852316,Simon Anson,\N,\N,composer,"tt0470701,tt1674693,tt1266632,tt0465468"
nm1852323,Liza Figueroa Kravinsky,\N,\N,"composer,actress,producer","tt1337451,tt2179292,tt2172109,tt3496526"
nm1852327,Stewart Jackson,\N,\N,"composer,soundtrack",tt0445955
nm1852331,Pete Keen,\N,\N,"composer,sound_department","tt0449998,tt2059291"
nm1852337,Katy Mae,\N,\N,composer,tt0449801
nm1852338,Tito Medina,\N,\N,composer,tt0444918
nm1852341,Lothar Palmer,\N,\N,composer,tt0446713
nm1852346,Mitch Renault,\N,\N,composer,tt0450172
nm1852351,Nebula Black,\N,\N,"soundtrack,composer","tt0451126,tt0951259,tt23131842,tt1242787"
nm1852357,Sophia Caldwell,\N,\N,production_designer,tt0450483
nm1852364,Randi Barros,\N,\N,"editor,director","tt10262784,tt5528880,tt1605658,tt14458174"
nm1852379,Bernardo Moll,\N,2023,"editor,assistant_director,director","tt5783124,tt1482901,tt1167818,tt11963052"
nm1852383,Jesús Ponce,1971,\N,"director,writer,editor","tt4294604,tt8094444,tt18205024,tt0450951"
nm1852384,Andrés Prieto,\N,\N,"editor,editorial_department",tt0449590
nm1852390,Leighton Spence,\N,\N,"editor,producer,visual_effects","tt0261489,tt5972004,tt26343412,tt1600693"
nm1852391,Lesley Townsend,\N,\N,editor,tt0452685
nm1852393,Maggie Ward,\N,\N,"editor,editorial_department","tt0756255,tt8370780,tt3202890,tt1692640"
nm1852394,Justin Whyte,\N,\N,"camera_department,cinematographer,editor","tt1478325,tt8959028,tt0463990,tt0449634"
nm1852395,Jennie Wright,\N,\N,"editor,editorial_department","tt0450437,tt1468773,tt6417190,tt1779222"
nm1852396,Mark Zuckerman,\N,\N,editor,tt0450436
nm1852420,Wing Gee,\N,\N,"camera_department,director,cinematographer","tt0443455,tt0808153,tt1297930,tt1531949"
nm1852675,Sarah Blackman,\N,\N,"actress,costume_department,production_designer","tt3967222,tt7520332,tt0451038,tt0329028"
nm1852767,Anthony Barcelo,\N,\N,"visual_effects,camera_department,assistant_director","tt10872600,tt1825683,tt2395427,tt2488496"
nm1852926,Donald Ogden,\N,\N,"director,actor,writer","tt0441791,tt0462514,tt0452663"
nm1853071,Janine Carrington,\N,\N,actress,"tt0241383,tt0449103,tt0184122,tt0485301"
nm1853079,Joe Collier,1932,\N,,"tt0065323,tt1136193,tt0407423,tt0407424"
nm1853109,Wendy Haines,\N,\N,"actress,producer,director","tt0108757,tt0413573,tt0399201,tt3395608"
nm1853113,Pamela Heath,\N,\N,writer,"tt1967680,tt1774352,tt1526818,tt0407379"
nm1853124,Alfie Joey,\N,\N,actor,"tt21600628,tt7531012,tt2263720,tt0417332"
nm1853178,Fanny Sidney,1987,\N,"actress,director,writer","tt2070776,tt5144970,tt1379191,tt0411272"
nm1853214,Benjamin Arthur,\N,\N,"actor,writer,executive","tt1517268,tt1605630,tt3489108,tt1159996"
nm1853215,Herman Atkins,\N,\N,,"tt27739591,tt0446562"
nm1853221,Bryan Barnett-Woods,\N,\N,"actor,producer","tt1537477,tt0446645"
nm1853229,Marc Brière,1929,\N,,"tt27169978,tt0444955,tt0431577"
nm1853230,Michael W. Brown,\N,\N,"producer,director,actor","tt10268200,tt0442740"
nm1853233,Andrew Bulkin,\N,\N,actor,tt0452635
nm1853236,Marc-André Bédard,1935,2020,,"tt26445086,tt0152121,tt0444955,tt17600070"
nm1853238,Ceza,1976,\N,"soundtrack,music_department,actor","tt0826606,tt7535994,tt0425333,tt1244668"
nm1853247,Christopher Cosco,\N,\N,actor,tt0450399
nm1853253,Stefan Daniel,\N,\N,actor,tt0446603
nm1853270,Mary T. Farrell,\N,\N,actor,"tt0482125,tt0450082"
nm1853292,Sean Hannaway,\N,\N,actor,"tt1889424,tt0451241,tt2245227"
nm1853308,Peter Jan,\N,\N,actor,tt0451646
nm1853316,Dave Keyes,\N,\N,"soundtrack,actor,music_department","tt0443361,tt0369945,tt0395669"
nm1853333,Daniel Leger,\N,\N,actor,"tt0445735,tt0856164,tt1977821,tt2858094"
nm1853348,Brian J. Martin,1982,\N,"actor,director,writer","tt0450975,tt0770819"
nm1853358,Matthew Mark Meyer,\N,\N,"actor,producer","tt3668318,tt1532545,tt0446001,tt5576336"
nm1853361,Juan Carlos Moya,\N,\N,"actor,producer","tt0302447,tt2799116,tt0472642"
nm1853365,Timo Nieminen,\N,\N,actor,"tt5603140,tt11646562,tt3465448,tt5657280"
nm1853378,Edward Preston,\N,\N,"actor,art_department","tt0451211,tt1934472"
nm1853380,Federico Pérez Rey,1976,\N,"actor,writer,miscellaneous","tt13970148,tt16025362,tt7534342,tt0369702"
nm1853384,Dave Reichert,\N,\N,writer,"tt6884080,tt1100911,tt8756098"
nm1853385,Robert Rieker,\N,\N,"actor,art_department","tt0443703,tt0339727"
nm1853390,David Lee Romano,\N,\N,actor,tt0436057
nm1853402,Adam Lucas Smith,\N,\N,actor,"tt0446017,tt0477807,tt0496224"
nm1853418,Antonio Vladimir,\N,\N,actor,"tt20757838,tt0449590,tt0354284,tt0457063"
nm1853419,James David Walley,1956,\N,"producer,director,writer","tt0472570,tt0446742,tt0466810"
nm1853422,Jaron Whitfill,1986,\N,"camera_department,writer,producer","tt8105234,tt15398776,tt11685912,tt17505010"
nm1853437,Claudia Castro,\N,\N,actress,"tt0444805,tt0257971"
nm1853455,Angie Gregory,1975,\N,"actress,director,writer","tt7996520,tt4197508,tt0247082,tt0493405"
nm1853456,Kate Griffiths-Jones,\N,\N,actress,tt0450404
nm1853459,Jennifer Halloran,\N,\N,actress,"tt0437277,tt0450002"
nm1853477,Leslie Lello,\N,\N,"actress,director,camera_department","tt0823630,tt3950670,tt1104052,tt0451137"
nm1853482,Lysa,1983,\N,actress,"tt0469529,tt0453709,tt0445404,tt4121570"
nm1853483,Madi Diaz,\N,\N,"soundtrack,composer","tt2245277,tt3217994,tt5345490,tt3061830"
nm1853486,Ana Marques,\N,\N,"actress,writer","tt0490760,tt0137316,tt14875792,tt0487887"
nm1853494,Kate Mines,\N,\N,"actress,producer,writer","tt5348176,tt0413573,tt0887912,tt2788432"
nm1853497,Monalisa,1982,\N,actress,"tt10092776,tt5177986,tt7316896,tt8706902"
nm1853502,Meera Chopra,1983,\N,actress,"tt4401884,tt8144834,tt4401890,tt4830788"
nm1853505,Evelina Letton,\N,\N,actress,"tt0969769,tt1059300,tt0470443,tt1133602"
nm1853507,Adriana Perez,\N,\N,actress,tt0446258
nm1853520,Juana Sanchez,\N,\N,,tt0449576
nm1853521,Monica Sanchez,\N,\N,"actress,producer,manager","tt0773262,tt1394227,tt0159876,tt3553442"
nm1853525,Bethany Simpson,\N,\N,,tt0441784
nm1853526,Mary Alice Skalko,\N,\N,actress,tt0423781
nm1853540,Christopher Bedford,\N,\N,"director,actor,writer","tt3651112,tt1084172,tt0450061"
nm1853544,Pierre Coffin,1967,\N,"director,writer,actor","tt3469046,tt2293640,tt1323594,tt1690953"
nm1853549,Manuel Iglesias Nanin,\N,\N,"director,producer,miscellaneous","tt0213068,tt0445525"
nm1853554,Maria Pia Mascaro,\N,\N,"director,writer,miscellaneous","tt2811444,tt0444875"
nm1853555,José Luis Montesinos,1978,\N,"writer,director,editor","tt4319778,tt0422243,tt1552202,tt6117824"
nm1853558,Mike Sack,\N,\N,director,tt0452635
nm1853560,Julia Kim Smith,\N,\N,"director,writer,producer","tt1344394,tt0448078,tt1529256,tt1730205"
nm1853563,Christine Sullivan,\N,\N,"director,producer,writer","tt0472155,tt0472182,tt0826611,tt0439781"
nm1853570,M. Akhtar,\N,\N,writer,tt0405852
nm1853627,Adam Agardy,\N,\N,"miscellaneous,cinematographer,producer","tt0892782,tt0389790,tt0441773,tt0479952"
nm1853629,Carrie M. Brown,\N,\N,cinematographer,tt0451242
nm1853643,Roze,\N,\N,"producer,writer,director","tt1285217,tt0775529,tt5723732,tt2503358"
nm1853645,Susan Salamy,\N,\N,cinematographer,tt0450958
nm1853647,Patrick B. Stewart,\N,\N,"director,cinematographer",tt0451156
nm1853648,Akasha,\N,\N,"soundtrack,composer","tt4003046,tt4614786,tt1570366,tt0438173"
nm1853649,Paul Alvarado,\N,\N,composer,"tt13936818,tt0444918"
nm1853653,Albert Fernández Garcés,\N,\N,"composer,soundtrack",tt0448138
nm1853655,Julio Felipe Batz Gutierrez,\N,\N,composer,tt0444945
nm1853656,Susan Hoover,\N,\N,"producer,composer,soundtrack","tt4887126,tt0489667,tt4887148,tt0451022"
nm1853676,Philip Prowse,\N,\N,"art_department,costume_designer,production_designer","tt0446512,tt5158386"
nm1853679,John A. Barnes,\N,\N,editor,tt0451241
nm1853681,Joseph A. Burns III,1968,\N,"editorial_department,editor,actor","tt0274495,tt0140055,tt0151396,tt0289499"
nm1853687,Scott Mary,\N,\N,editor,"tt0852985,tt0450512,tt0296242"
nm1853691,Libby Thomas,\N,\N,"editor,editorial_department,actress","tt5952656,tt3317256,tt1559672,tt0445922"
nm1853755,Andrew Atkin,\N,\N,"manager,talent_agent,visual_effects","tt1536534,tt0439603,tt0451241,tt1553371"
nm1853949,Ronald M. Sparks,\N,\N,,tt0444987
nm1853977,Sara Allison,\N,\N,producer,"tt0437443,tt1039922,tt0447756"
nm1853983,Leah Churchill-Brown,\N,\N,producer,"tt10923116,tt0450506,tt8689644,tt1209377"
nm1853987,Jodi Davis,1966,\N,"producer,costume_department,script_department","tt2474982,tt0445933,tt2056545,tt2315355"
nm1853996,Krzysztof Karbowski,\N,\N,"actor,producer","tt1072695,tt0446774"
nm1854063,Guillermo Galván,\N,\N,writer,tt0445817
nm1854069,Bryan Lee O'Malley,1979,\N,"writer,soundtrack,actor","tt19869334,tt1628764,tt1104806,tt0446029"
nm1854073,Paul S. Williams,\N,\N,writer,tt0450485
nm1854075,Marc Dube,1974,\N,"producer,director,actor","tt1843275,tt1354720,tt3598594,tt1355635"
nm1854077,Jordan Anderson,\N,\N,actor,tt0443687
nm1854082,Stephen Bowman,\N,\N,"make_up_department,actor","tt7338054,tt2349212,tt2082400,tt8111080"
nm1854097,Edwin,\N,\N,,tt0430278
nm1854114,Derek Lee,\N,\N,"director,writer,actor","tt2309961,tt0972404,tt1512793,tt16914912"
nm1854127,Ken Mood,\N,\N,actor,"tt1468313,tt1595006,tt0483802,tt0443535"
nm1854128,Claudio Morales,\N,\N,actor,"tt0420728,tt1043470,tt0211169,tt0400274"
nm1854146,Alex Vitale,\N,\N,,"tt11958920,tt2183739,tt26547114,tt6133034"
nm1854181,Kevin Elam,\N,\N,"director,writer,visual_effects","tt0455744,tt0437360"
nm1854194,John Martin,1956,2006,producer,tt0450975
nm1854195,Eric Moyer,\N,\N,"writer,director,producer","tt0451073,tt13464288,tt13464374,tt2187526"
nm1854202,Jon Stahl,\N,\N,"producer,director,writer","tt18328038,tt1993407,tt9314934,tt0451103"
nm1854203,Peter Taylor,\N,\N,producer,"tt1357385,tt0447635,tt0764636"
nm1854204,Edward Wheeler,\N,\N,"stunts,actor,assistant_director","tt1490593,tt1793974,tt4474990,tt0465553"
nm1854213,George Brook,\N,\N,"actor,writer",tt0452715
nm1854214,Robert Butler,\N,\N,actor,tt0451259
nm1854217,Andy Crowley,\N,\N,actor,tt0451075
nm1854228,Mike Hickey,\N,\N,actor,"tt0452893,tt8880424"
nm1854236,Michael Lewis,\N,\N,"director,assistant_director,producer","tt0163963,tt0442736,tt0799875,tt2272620"
nm1854238,Jimmy MacKenzie,\N,\N,,tt0450952
nm1854240,Bob May,\N,\N,"actor,miscellaneous",tt0453463
nm1854260,Hannah Clark,\N,\N,actress,tt0451259
nm1854272,Kathryn Reese,\N,\N,actress,"tt0451264,tt0386175"
nm1854277,Eric Coleman,\N,\N,"cinematographer,producer,camera_department","tt1725842,tt0479872,tt1587707,tt1725841"
nm1854278,Robert Flanagan,\N,\N,"director,cinematographer,producer","tt16496708,tt0450992,tt4007284,tt16068914"
nm1854284,Dave Allen,\N,\N,composer,"tt0451091,tt0264270"
nm1854285,Brian Berg,\N,\N,"composer,music_department","tt0452784,tt2756282,tt1692865"
nm1854286,Matt Ford,\N,\N,composer,tt0451036
nm1854287,Justin,\N,\N,composer,tt0452065
nm1854288,Chris Nash,\N,\N,"special_effects,director,writer","tt7188978,tt2104065,tt2926810,tt4255304"
nm1854289,Mark Schroeder,\N,\N,composer,tt0452852
nm1854290,Donald Whalen,1986,\N,"composer,music_department","tt6368478,tt1671743,tt5646604,tt0452016"
nm1854295,Duk-hwan Oh,\N,\N,"director,writer",tt0452065
nm1854296,Mark Page,\N,\N,director,tt0452848
nm1854300,John Swanson,\N,\N,"director,actor,writer","tt0452062,tt2419178"
nm1854303,Patrick Burns,\N,\N,editor,"tt0461976,tt0452806"
nm1854305,Jamie Edwards,\N,\N,"editor,sound_department,editorial_department","tt3074530,tt0402701,tt2766052,tt0495225"
nm1854306,Todd Gilbert,\N,\N,editor,tt0452893
nm1854309,Tim Hardy,\N,\N,"editor,editorial_department,producer","tt1336611,tt0451227,tt5072356,tt12127936"
nm1854310,Steve Harris,\N,\N,editor,tt0452797
nm1854336,Patrick Egan,\N,\N,"camera_department,actor,producer","tt1426320,tt0367027,tt0453482,tt1540976"
nm1854337,Elena Gutiérrez,\N,\N,"writer,producer",tt0452127
nm1854345,Drew Smith,\N,\N,"producer,production_manager",tt0451997
