nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0621843,John G. Nasht,1924,1983,"producer,director","tt1839646,tt0053234,tt3391758,tt0053018"
nm0621905,Abdelhalim Nasr,\N,\N,"cinematographer,producer","tt0355674,tt0373080,tt0318821,tt0308879"
nm0622001,William Nassour,1903,1987,"producer,miscellaneous","tt0048992,tt0041098,tt0047771,tt1459037"
nm0622099,Roberto Natale,1921,2012,"writer,director,assistant_director","tt0061337,tt0187292,tt0131526,tt0074160"
nm0622192,Norberto Nath,\N,\N,"writer,assistant_director,production_designer","tt0211561,tt0049275,tt0053713"
nm0622214,Daniel A. Nathan,1916,1971,"production_manager,editor,producer","tt0042389,tt0057784,tt0057779,tt0047745"
nm0622381,Gilbert Natot,\N,\N,"editor,editorial_department,miscellaneous","tt0185379,tt0055308,tt0053459,tt0057207"
nm0622399,Gerd Natschinski,1928,2015,"composer,soundtrack,music_department","tt0055137,tt0143011,tt0056411,tt0068999"
nm0622612,Horst Naumann,1925,\N,"actor,miscellaneous,soundtrack","tt0054894,tt0063705,tt0207932,tt0242242"
nm0622643,Vladimir Naumov,1927,2021,"director,writer,actor","tt0086951,tt0081609,tt0065457,tt0055181"
nm0622807,Antonio Navarro Linares,\N,\N,"writer,assistant_director,cinematographer","tt0052215,tt0057142,tt0049741,tt0062052"
nm0622810,Francisco Navarro Villoslada,\N,\N,writer,tt0044347
nm0622812,Agustín Navarro,1926,2001,"director,writer,assistant_director","tt0058494,tt0065699,tt0052685,tt0052107"
nm0622956,Mario Navarro,1949,\N,actor,"tt0048992,tt0050197,tt0054047,tt0225201"
nm0623034,Óscar Navarro,\N,\N,"actor,writer,composer","tt2263460,tt0226919,tt0045286,tt0829251"
nm0623083,Eduardo Naveda,\N,\N,actor,"tt0045362,tt0243052,tt0379619,tt0070959"
nm0623154,Arnost Navrátil,1926,1984,actor,"tt0053407,tt0171563,tt0171847,tt11268784"
nm0623178,Raja Nawathe,1924,2005,"director,assistant_director,editor","tt0048987,tt0247502,tt0176012,tt0247394"
nm0623190,Halina Nawrocka,\N,\N,"editor,editorial_department","tt0052080,tt0078763,tt0070429,tt0052980"
nm0623434,Salah Nazmi,1918,1991,actor,"tt0057357,tt0289970,tt0331829,tt0316102"
nm0623672,Sally Neal,\N,\N,actress,"tt0476980,tt0070239,tt0051443"
nm0623872,Harold Nebenzal,1922,2019,"producer,writer,miscellaneous","tt0073901,tt0068327,tt0097670,tt0047240"
nm0623971,Milos Nedbal,1906,1982,"actor,soundtrack","tt0058275,tt0183561,tt0023328,tt0129326"
nm0623978,Stuart Nedd,1915,1971,actor,"tt0048199,tt0051307,tt0047739,tt0048885"
nm0624102,Hal Needham,1931,2013,"stunts,actor,director","tt0084316,tt0086379,tt0076729,tt0087032"
nm0624109,Leo Needham,1915,1995,actor,"tt0047739,tt0051307,tt0051311,tt0047767"
nm0624145,James Needs,1919,2003,"editorial_department,editor,sound_department","tt0050280,tt0056350,tt0062168,tt0329247"
nm0624150,Wilhelm Neef,1916,1990,composer,"tt0056933,tt0052955,tt0230742,tt0057519"
nm0624253,Preben Neergaard,1920,1990,"actor,director,writer","tt0337376,tt1768666,tt0049348,tt0050664"
nm0624346,Jun Negami,1923,2005,actor,"tt0184152,tt0078659,tt0140307,tt0044745"
nm0624372,Akemi Negishi,1934,2008,"actress,soundtrack","tt0056142,tt0123188,tt0070085,tt0058888"
nm0624380,Shinsuke Negishi,\N,\N,writer,"tt0051799,tt0052332"
nm0624539,Olive Negus-Fancey,1914,\N,"producer,production_manager","tt0044932,tt0056372,tt0051105,tt0215805"
nm0624567,Hermann Nehlsen,1920,\N,actor,"tt4455700,tt0041682,tt0059215,tt0050715"
nm0624710,Marshall Neilan Jr.,1915,1988,"editor,writer","tt0054033,tt0064110,tt0043120,tt0054435"
nm0624776,Helen Nielsen,1918,2002,writer,"tt0047708,tt0050034,tt0075592,tt0046792"
nm0624809,James Neilson,1909,1979,"director,actor,writer","tt0046612,tt0051312,tt0050763,tt0045395"
nm0624838,Charles Neilson Gattey,\N,\N,writer,tt0046013
nm0625064,Nelli,\N,\N,writer,tt0048617
nm0625069,Francesco Nelli,\N,\N,writer,"tt0048617,tt0048383,tt0047598"
nm0625071,Piero Nelli,1926,2014,"director,writer,assistant_director","tt0208251,tt0161416,tt0055028,tt0045286"
nm0625171,Bek Nelson,1927,2015,actress,"tt0056745,tt0051290,tt0050039,tt0051406"
nm0625180,Billy Nelson,1903,1979,actor,"tt0044231,tt0042733,tt0036845,tt0036161"
nm0625241,Christine Nelson,1926,1988,"actress,soundtrack","tt0058571,tt0075359,tt0045455,tt0051247"
nm0625287,David Nelson,1936,2011,"actor,producer,director","tt0044230,tt0085823,tt0078446,tt0099329"
nm0625316,Don Nelson,1927,2013,"writer,miscellaneous,producer","tt0065326,tt0044230,tt0068053,tt0076137"
nm0625343,Ed Nelson,1928,2014,"actor,special_effects,producer","tt0127357,tt0075142,tt0091777,tt0057779"
nm0625383,Gene Nelson,1920,1996,"director,actor,soundtrack","tt0046878,tt0048445,tt0057227,tt0043030"
nm0625555,Lloyd Nelson,1927,2007,"script_department,miscellaneous,actor","tt0077523,tt0083943,tt0100514,tt0079116"
nm0625562,Lori Nelson,1933,2020,"actress,soundtrack","tt0051282,tt0048554,tt0049335,tt0044862"
nm0625680,Ralph Nelson,1916,1987,"director,producer,actor","tt0057251,tt0059540,tt0048893,tt0062794"
nm0625699,Ricky Nelson,1940,1985,"actor,soundtrack,music_department","tt0044230,tt0171580,tt0110912,tt0053221"
nm0625744,Sidney Nelson,\N,\N,"writer,actor","tt0048821,tt0205872,tt0124344,tt1682581"
nm0625949,Sheldon Nemeyer,\N,\N,"editor,production_manager","tt0046416,tt0371617,tt0126223,tt0185797"
nm0625973,Nemo,\N,\N,actor,"tt0026274,tt0048613,tt0049378,tt0271635"
nm0626085,Helmut Nentwig,1916,2007,"production_designer,art_director,set_decorator","tt0053906,tt0055429,tt0053153,tt0052295"
nm0626177,Sangrid Nerf,1931,1972,actress,"tt0047504,tt0051829,tt0050200,tt0049382"
nm0626206,Giulio Neri,1909,1958,"actor,music_department,soundtrack","tt0045483,tt0048068,tt0038882,tt0046833"
nm0626220,Rosalina Neri,1927,\N,actress,"tt0141608,tt0050342,tt0138332,tt0094530"
nm0626301,Nathalie Nerval,1926,2012,"actress,miscellaneous","tt1600097,tt0169422,tt0830940,tt1470880"
nm0626322,Jean Nery,1913,1985,writer,tt0052301
nm0626352,Derren Nesbitt,1935,\N,"actor,writer,director","tt0068204,tt0060177,tt0065207,tt0075259"
nm0626375,Robert Nesbitt,1906,1995,"miscellaneous,director,writer","tt0048294,tt13574504,tt0031596,tt4693430"
nm0626438,Robert de Nesle,1906,1978,"producer,writer,composer","tt0149700,tt0061516,tt0365253,tt0061646"
nm0626728,Lois Nettleton,1927,2008,"actress,soundtrack","tt0053510,tt0076993,tt0094484,tt0312351"
nm0626810,Wolf Neuber,1924,1999,"actor,director,writer","tt12257894,tt1172629,tt0260585,tt0051199"
nm0626838,Heinz Neubrand,1921,1998,"composer,soundtrack,music_department","tt0129451,tt0056697,tt0076338,tt0057477"
nm0626938,Margret Neuhaus,1930,\N,actress,"tt0045567,tt0317305,tt0793361,tt0044006"
nm0627053,Götz Neumann,\N,\N,"cinematographer,camera_department","tt0328731,tt0047571,tt4455700,tt0139168"
nm0627086,Klaus Günter Neumann,1920,1995,"composer,actor,writer","tt0048015,tt0053397,tt0044877,tt4227084"
nm0627109,Ole Neumann,1947,\N,"actor,soundtrack,cinematographer","tt0046967,tt0049200,tt0051603,tt0045750"
nm0627183,Helga Neuner,1940,\N,actress,"tt0054333,tt0051556,tt0181920,tt0047656"
nm0627219,Wolfgang Neuss,1923,1989,"actor,writer,soundtrack","tt0054479,tt0051200,tt0048169,tt0049293"
nm0627284,Esko Nevalainen,1925,2008,"cinematographer,camera_department,actor","tt0125730,tt0138810,tt0137897,tt0062681"
nm0627285,Juha Nevalainen,1921,1988,"writer,music_department,actor","tt0133245,tt0133202,tt0045948,tt0048752"
nm0627546,Edoardo Nevola,1948,\N,"actor,miscellaneous","tt0299352,tt0051142,tt0049207,tt0051045"
nm0627561,Valentin Nevzorov,1918,1961,director,"tt0049149,tt3493842"
nm0627779,Bernard Newman,\N,\N,writer,"tt1888526,tt0051402,tt0398575"
nm0627846,Igor Newerly,1903,1987,writer,"tt15289722,tt0047357,tt0051830,tt0046841"
nm0627900,Edward Newhouse,1911,2002,writer,"tt0045449,tt0043664,tt0044027"
nm0627945,Paul Newlan,1903,1973,actor,"tt0039339,tt0052520,tt0050035,tt0034676"
nm0627963,Anthony Newlands,1925,1995,actor,"tt0060865,tt0164253,tt0416438,tt0051310"
nm0627969,Anthony Newley,1931,1999,"soundtrack,actor,writer","tt0064123,tt0093072,tt0067992,tt0061584"
nm0628233,Phyllis Newman,1933,2019,"actress,soundtrack,writer","tt0308383,tt0062595,tt0118691,tt0093493"
nm0628242,Robert Newman,1958,\N,actor,"tt1872181,tt0364845,tt0044265,tt3674986"
nm0628285,Sydney Newman,1917,1997,"writer,producer,director","tt11261996,tt0054518,tt0045439,tt0118661"
nm0628305,Walter Newman,1916,1993,writer,"tt0043338,tt0048347,tt0059017,tt0078878"
nm0628540,Joel Newton,\N,\N,director,tt0045931
nm0628541,John Newton,1925,2012,"actor,producer,production_manager","tt0052520,tt0080928,tt0098844,tt0086349"
nm0628657,Hristo Neykov,1929,1999,"production_designer,miscellaneous","tt0176006,tt0051972"
nm0628660,Anne Neyland,1934,2019,actress,"tt0051329,tt0050506,tt0050556,tt0050728"
nm0629241,Alfred Niblo,\N,\N,writer,"tt0047418,tt0176756,tt0045050,tt0045692"
nm0629428,Denis Norden,1922,2018,"writer,actor,script_department","tt0065709,tt0166059,tt0062767,tt0059985"
nm0629447,Don Nicholl,1925,1980,"writer,producer,script_department","tt0072519,tt0073986,tt0066626,tt0075596"
nm0629448,Gee Nicholl,1922,2009,"actress,writer","tt0051671,tt1610003,tt2165583"
nm0629539,Barbara Nichols,1928,1976,"actress,soundtrack","tt0054469,tt0051036,tt0054918,tt0050815"
nm0629563,Dandy Nichols,1907,1986,"actress,soundtrack","tt0068188,tt0052365,tt0047978,tt0040338"
nm0629711,Robert Nichols,1924,2013,actor,"tt0049261,tt0047577,tt0108174,tt0044121"
nm0629754,Wade Nichols,1946,1985,actor,"tt0195031,tt0078939,tt0124083,tt0078359"
nm0629782,Bobby Nicholson,\N,1997,"actor,producer,director","tt0165594,tt0050057,tt0415438,tt0050022"
nm0629804,David Nicholson,\N,\N,"editor,editorial_department,sound_department","tt0094794,tt0073762,tt0096677,tt0299705"
nm0629839,James H. Nicholson,1916,1972,"producer,miscellaneous,writer","tt0059124,tt0059792,tt0061014,tt0056331"
nm0629885,Meredith M. Nicholson,1913,2005,"cinematographer,camera_department","tt0051631,tt0056757,tt0058805,tt0053072"
nm0630063,Hans Nicklisch,1911,2001,writer,"tt0055376,tt0051153,tt0054797,tt0138461"
nm0630077,John M. Nickolaus Jr.,1913,1985,"cinematographer,camera_department,actor","tt0055731,tt0056777,tt0057582,tt0052003"
nm0630132,Alex Nicol,1916,2001,"actor,director,producer","tt0052169,tt0046784,tt0048342,tt0067594"
nm0630220,H. Nicolaide,\N,\N,"actor,writer","tt0432713,tt0121033,tt0165717,tt0175289"
nm0630393,Louis Nicoletti,1906,1969,"assistant_director,actor","tt0055686,tt0052522,tt0043208,tt0062570"
nm0630466,Roberto Nicolosi,1914,1989,"composer,soundtrack,actor","tt0057443,tt0052667,tt0054067,tt0055022"
nm0630519,Claude Nicot,1925,2003,"actor,miscellaneous","tt0167585,tt0275822,tt0475106,tt0356456"
nm0630664,Janina Niedzwiecka,1922,2004,editor,"tt0081298,tt0055642,tt0079729,tt0047627"
nm0630674,Ruth Niehaus,1928,1994,actress,"tt0948554,tt0048565,tt0043622,tt0048670"
nm0630786,Edith Nisted Nielsen,1919,2001,"editor,script_department","tt0053636,tt0051107,tt0056405,tt0049421"
nm0630787,Egon C. Nielsen,1904,\N,"writer,producer,production_manager","tt0050506,tt7806900,tt0050364"
nm0630847,Jakob Nielsen,1900,1979,"actor,writer","tt0125978,tt0045864,tt0329581,tt0125941"
nm0631102,Leon Niemczyk,1923,2006,actor,"tt0180385,tt0056291,tt0460829,tt0484063"
nm0631147,Masa Niemi,1914,1960,"actor,soundtrack","tt0050831,tt0049607,tt0050833,tt0046172"
nm0631182,Senni Nieminen,1905,1970,actress,"tt0044994,tt0059294,tt0891383,tt0125730"
nm0631204,Horst Niendorf,1926,1999,"actor,miscellaneous,director","tt0062919,tt0429361,tt0045046,tt0064012"
nm0631254,Charly Niessen,1923,1990,"composer,soundtrack,music_department","tt0053731,tt1126590,tt0059475,tt0051837"
nm0631259,Ernest Stefan Nießner,\N,\N,"writer,director,soundtrack","tt0162175,tt0049720,tt0211222"
nm0631260,Theo Niesten,\N,\N,actor,tt0048629
nm0631351,Annet Nieuwenhuyzen,1930,2016,actress,"tt0097725,tt1270765,tt0276435,tt0144726"
nm0631394,Józef Nieweglowski,1910,2002,"actor,stunts","tt0044911,tt0067295,tt0441074"
nm0631396,Bogdan Niewinowski,1923,1996,actor,"tt0053784,tt0173563,tt0095468,tt0049789"
nm0631411,Rufina Nifontova,1931,1994,actress,"tt0168162,tt0048796,tt0313961,tt0481287"
nm0631428,Josefina Niggli,1910,1983,writer,"tt0048861,tt5531570,tt0046344,tt0267223"
nm0631472,Michael Nightingale,1922,1999,actor,"tt0072081,tt0071281,tt0989125,tt0054518"
nm0631549,John Nihlén,\N,\N,writer,"tt13316466,tt0047270"
nm0631553,Hiroshi Nihon'yanagi,1917,1970,"actor,soundtrack","tt0066473,tt0445473,tt0043801,tt1446089"
nm0631769,Walter Niklaus,1925,2021,"actor,director,writer","tt0051919,tt0180385,tt0230742,tt2396700"
nm0631844,Vladimir Nikolayev,1909,1995,"cinematographer,camera_department","tt0031802,tt0194369,tt0052600,tt0033522"
nm0631851,Galina Nikolaeva,1911,1965,writer,"tt0166101,tt0045301,tt0347816,tt0328601"
nm0631857,N. Nikolayeva,\N,\N,editor,"tt0054003,tt10690804,tt0047938,tt0235004"
nm0631897,Mira Nikolic,1935,2005,actress,"tt0050768,tt0179941,tt0051693,tt0053960"
nm0632014,D'Arcy Niland,1917,1967,writer,"tt10369818,tt0381746,tt0050961,tt0969924"
nm0632255,Leif Nilsson,1943,2014,actor,"tt0048122,tt0051038,tt0050740,tt0049614"
nm0632288,Norma Jean Nilsson,1938,\N,"actress,soundtrack","tt0045471,tt0046665,tt0050457,tt0042123"
nm0632320,Tommy Nilson,1935,2010,"actor,soundtrack","tt0044801,tt0062217,tt0103523,tt0065955"
nm0632357,Roger Nimier,1925,1962,writer,"tt0055651,tt0051378,tt0054605,tt0045294"
nm0632366,Bill Nimmo,1917,2011,actor,"tt0189280,tt0409563,tt0043231,tt0048857"
nm0632375,Phil Nimmons,1923,\N,"music_department,composer","tt0341777,tt0051517,tt1467375,tt0299705"
nm0632422,Alessandro Ninchi,1935,2005,"actor,director,writer","tt0054678,tt1370716,tt0131511,tt0204133"
nm0632590,Nicola Nisasi,\N,\N,writer,tt0045224
nm0632618,Theo Nischwitz,1913,1994,"special_effects,visual_effects,cinematographer","tt0097910,tt0075675,tt0082096,tt0086391"
nm0632638,Nishi Kohli,\N,\N,"actress,miscellaneous","tt0357875,tt0176313,tt0231519,tt0052065"
nm0632668,Rokurô Nishigaki,\N,\N,"cinematographer,camera_department","tt0073811,tt0071923,tt0080962,tt0062232"
nm0632688,Dai Nishijima,\N,2010,"writer,soundtrack","tt0154752,tt2470080,tt2470070,tt2521152"
nm0632757,Kô Nishimura,1923,1997,actor,"tt0057565,tt0055630,tt0054460,tt0082722"
nm0632758,Koichi Nishimura,\N,\N,actor,tt0045146
nm0632865,Giuseppe Nisoli,\N,\N,cinematographer,"tt0187836,tt0051372"
nm0632967,Hideaki Nitani,1930,2012,"actor,director,producer","tt0161195,tt0070447,tt0439119,tt0352150"
nm0632995,Maximilián Nitra,1922,2008,"writer,script_department","tt0239994,tt0244076,tt0243213,tt0138788"
nm0633011,Manfred Nitschke,\N,\N,composer,"tt0323904,tt1278154,tt11134440,tt0049679"
nm0633202,Agnes Nixon,1922,2016,"writer,producer,actress","tt0062595,tt0085049,tt0044265,tt0065272"
nm0633315,Edmund Niziurski,1925,2013,writer,"tt0063797,tt0049823,tt0057234"
nm0633372,Lewis Nkosi,1926,2010,writer,"tt0212208,tt0212241,tt15195948,tt0049087"
nm0633432,Barbara Noack,1924,2022,writer,"tt0051788,tt0053004,tt0069558,tt0207932"
nm0633446,John Noakes,1934,2017,actor,"tt0271280,tt0499367,tt6302090,tt0058843"
nm0633519,Guido Nobili,\N,\N,writer,"tt0044345,tt10805832"
nm0633591,Hollister Noble,\N,\N,writer,"tt0044936,tt0043482,tt0044884"
nm0633654,Peter Noble,1917,1997,"miscellaneous,actor,producer","tt0049241,tt0259734,tt0048315,tt0036184"
nm0633906,Sterling Noel,1903,1984,writer,"tt0049339,tt0048730"
nm0634128,Anis Nohra,\N,\N,"producer,production_manager,assistant_director","tt0051065,tt0067946,tt0062677,tt0057831"
nm0634130,Anders Nohrborg,1942,\N,actor,tt0046373
nm0634159,Philippe Noiret,1930,2006,"actor,soundtrack,miscellaneous","tt0082206,tt0095765,tt0110877,tt0065112"
nm0634251,Danni Sue Nolan,1923,2002,actress,"tt0044231,tt0045159,tt0127163,tt0061265"
nm0634303,Kathleen Nolan,1933,\N,"actress,soundtrack","tt0368479,tt0080240,tt0057738,tt0050053"
nm0634456,Dieter Noll,1927,2008,writer,"tt1094646,tt0057816,tt0048941"
nm0634488,Claude Nollier,1919,2009,actress,"tt0211369,tt0048616,tt0050854,tt0044926"
nm0634511,Charles Nolte,1923,2010,actor,"tt0043228,tt0043238,tt0047731,tt0204079"
nm0634545,Hiroshi Noma,\N,\N,writer,"tt0109586,tt0045146"
nm0634568,Anthony Numkena,1942,\N,actor,"tt0048044,tt0046692,tt0047716,tt0048665"
nm0634593,Kôzô Nomura,1931,\N,actor,"tt0059205,tt0056709,tt0058544,tt0058851"
nm0634659,Kiyoshi Nonomura,1914,2003,actor,"tt1308949,tt2123987,tt0054845,tt0156214"
nm0634893,Lourdes Norberto,1935,\N,actress,"tt1033005,tt7921684,tt1230417,tt0179320"
nm0634999,Eric Norden,\N,\N,"writer,actor","tt0050131,tt0066845,tt0060951,tt0050901"
nm0635069,Bernhard Nordh,1900,1972,writer,"tt0045913,tt0044069,tt0040359"
nm0635073,Theo Nordhaus,\N,\N,"composer,music_department,soundtrack","tt0044020,tt0047095,tt0040371,tt0042645"
nm0635132,Stephanie Nordli,\N,\N,writer,"tt0043514,tt0043692,tt0044755"
nm0635241,Yngve Nordwall,1908,1994,"actor,director,writer","tt0262456,tt4762710,tt0043019,tt0050986"
nm0635445,B.G. Norman,1940,2015,actor,"tt0040850,tt0042111,tt0047775,tt0040160"
nm0635560,Loulie Jean Norman,1913,2005,"soundtrack,actress,miscellaneous","tt0084060,tt1382663,tt0060028,tt0053182"
nm0635564,Maidie Norman,1912,1998,"actress,miscellaneous","tt0075648,tt0056687,tt0085636,tt0071034"
nm0635640,Véra Norman,1924,2023,actress,"tt0157764,tt0045295,tt0161037,tt0149732"
nm0635931,John Norrman,1894,1966,"actor,soundtrack","tt0036116,tt0047527,tt0040529,tt0037141"
nm0636020,Jay North,1951,\N,"actor,soundtrack","tt0052461,tt0061278,tt0060681,tt0054172"
nm0636065,Sheree North,1932,2005,"actress,soundtrack,miscellaneous","tt0072737,tt0099286,tt0069865,tt0067333"
nm0636183,Cliff Norton,1918,2003,"actor,soundtrack","tt0060034,tt0071598,tt0057193,tt0058265"
nm0636369,Natalie Norwick,1923,2007,actress,"tt0054510,tt0050506,tt0060028,tt0048919"
nm0636444,Nana Noschese,\N,\N,actress,"tt0050102,tt0164191,tt0049581"
nm0636478,Nikolai Nosov,1908,1976,"writer,soundtrack,director","tt0219207,tt0165282,tt0048026,tt0058491"
nm0636481,Tamara Nosova,1927,2007,actress,"tt0045084,tt0062757,tt0048615,tt0086407"
nm0636498,Bram Nossen,1896,1983,actor,"tt0176358,tt0264291,tt0024545,tt0041040"
nm0636592,Setsuo Noto,1908,2001,producer,"tt0204003,tt0064530,tt0058430,tt0048443"
nm0636759,Eva Nova,1916,1996,"actress,soundtrack","tt0043463,tt0045022,tt0041319,tt0037925"
nm0636952,Rados Novakovic,1915,1979,"director,writer,editor","tt0179759,tt0179670,tt0180180,tt0180026"
nm0637016,Adriana Novelli,\N,\N,"editor,editorial_department,sound_department","tt0052216,tt0058335,tt0054749,tt0059578"
nm0637116,Anatoliy Novikov,1896,1984,"composer,soundtrack,music_department","tt0048408,tt0181530,tt4817256,tt4678560"
nm0637122,Boris Novikov,1925,1997,actor,"tt0086407,tt0312732,tt3592058,tt0128915"
nm0637171,Mark Novitsky,1920,1986,actor,"tt5093972,tt0062097,tt0048774,tt5939484"
nm0637241,J.A. Novotný,1918,2005,"writer,script_department","tt0047930,tt1399060,tt0173378,tt0170785"
nm0637273,Vladimír Novotný,1914,1997,"cinematographer,special_effects,actor","tt0309032,tt0056265,tt0058275,tt0138572"
nm0637299,Ivo Novák,1918,2004,"director,writer,assistant_director","tt0329503,tt1263710,tt1262120,tt0304452"
nm0637300,Jan Novák,1918,1983,"cinematographer,camera_department,assistant_director","tt0204760,tt0378051,tt0051010,tt0171460"
nm0637320,Oldrich Nový,1899,1983,"actor,soundtrack,director","tt0152111,tt0231405,tt0167242,tt0166168"
nm0637322,Charles Nowa,\N,\N,"composer,music_department","tt0050639,tt1482157,tt0048777,tt0048051"
nm0637356,Filip Nowak,1923,1974,"composer,music_department",tt0052080
nm0637365,Józef Nowak,1925,1984,actor,"tt0055176,tt0441074,tt0055933,tt0063043"
nm0637438,Marek Nowicki,1935,\N,"cinematographer,director,writer","tt0092000,tt0088399,tt0349822,tt0115061"
nm0637486,Rita-Maria Nowotny,1925,2000,"actress,director,producer","tt0242860,tt0047843,tt0046996,tt0389031"
nm0637526,Alfred Noyes,1880,1958,"writer,actor,miscellaneous","tt0043638,tt0043722,tt1537937,tt1507364"
nm0637587,Matsunosuke Nozawa,\N,\N,composer,tt0051980
nm0637603,Hitomi Nozoe,1937,1995,actress,"tt3463322,tt1954577,tt2912918,tt0050290"
nm0637625,Annie Noël,1926,2009,actress,"tt0044351,tt0041800,tt0216477,tt0309448"
nm0637649,Magali Noël,1931,2015,"actress,soundtrack","tt0053779,tt0065234,tt0048021,tt0071129"
nm0637659,Yves Noël,1948,\N,actor,"tt0156493,tt0050125,tt0050389"
nm0637661,Jacqueline Noëlle,1926,2020,actress,"tt0149655,tt0047817,tt0141641,tt0083580"
nm0637727,Hinko Nucic,1883,1970,"actor,director","tt0301368,tt0181535,tt0293693,tt0051540"
nm0637894,Yôichi Numata,1924,2006,actor,"tt0167320,tt0814407,tt0218553,tt0178868"
nm0637962,José María Nunes,1930,2010,"writer,director,assistant_director","tt0060757,tt0061406,tt0291017,tt0055237"
