nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm0765568,Greg Sarris,\N,\N,"writer,producer","tt26594061,tt0116443,tt0831375"
nm0765659,Giancarlo Sartoretto,\N,\N,writer,tt0111395
nm0765671,Stefania Sartori,\N,\N,actress,"tt0207390,tt4911734,tt0298118,tt0125294"
nm0765678,Margrit Sartorius,1974,\N,actress,"tt0274279,tt0115088,tt13729548,tt1063745"
nm0765876,Bernard Sasia,\N,\N,"editor,assistant_director,director","tt0259440,tt1852006,tt0119620,tt0136289"
nm0765921,Nicole Sassaman,\N,\N,"actress,music_department,producer","tt0185510,tt0111245,tt0166108,tt0104629"
nm0765940,Heribert Sasse,1945,2016,"actor,director,writer","tt0478959,tt4077570,tt1086344,tt0896679"
nm0766005,Will Sasso,1975,\N,"actor,writer,producer","tt0405336,tt0157503,tt0383010,tt0116483"
nm0766027,Elan Sassoon,\N,\N,producer,"tt0113319,tt0117053,tt0112611,tt0118782"
nm0766102,Hidemi Satani,\N,\N,"producer,stunts","tt0117876,tt0929860,tt0331834,tt0384819"
nm0766146,Shivaji Satam,1950,\N,"actor,music_department","tt0383875,tt0220832,tt0273884,tt0401916"
nm0766175,Dennis Satin,1968,\N,"director,writer,editor","tt0117215,tt3892646,tt0874685,tt0175714"
nm0766250,Naoki Satô,\N,\N,"producer,executive,miscellaneous","tt0453396,tt2451110,tt1010055,tt0116390"
nm0766265,Shoetsu Sato,\N,\N,"actor,producer","tt0113834,tt0287630,tt6685190,tt0085933"
nm0766272,Takuya Satô,\N,\N,"director,writer,art_department","tt7456468,tt13033818,tt11343974,tt13067534"
nm0766421,Ingrid Sattes,1964,\N,actress,"tt0806910,tt7845932,tt0272647,tt0117145"
nm0766457,Vehnee Saturno,\N,\N,"music_department,soundtrack,composer","tt0113082,tt0335150,tt0390341,tt0291702"
nm0766502,Tamao Satô,1973,\N,actress,"tt0312843,tt0154968,tt0111919,tt1806294"
nm0766609,Robert Sauer-Ernst,\N,\N,"writer,producer,actor","tt0115595,tt1740988,tt0388858,tt0265665"
nm0766649,Anno Saul,1963,\N,"director,writer,actor","tt5337806,tt0177882,tt1223934,tt0208190"
nm0766766,Cynthia Saunders,\N,\N,"writer,producer,miscellaneous","tt0115322,tt0090466,tt0092492,tt0098789"
nm0766921,Norman Saunders,1907,1989,writer,tt0116996
nm0766942,Robert Saunders,\N,\N,actor,tt0116452
nm0766953,Scott Saunders,\N,\N,"director,writer,editor","tt0328515,tt0119264,tt0110385,tt11650462"
nm0766980,Tobias Saunders,\N,\N,actor,"tt0324723,tt0094525,tt0113249,tt0119843"
nm0766983,Tony Saunders,\N,\N,"composer,soundtrack,actor","tt0091738,tt0467145,tt2825188,tt0113031"
nm0767020,Antonio Saura,1960,\N,"producer,writer,miscellaneous","tt1847584,tt1647666,tt5456104,tt0112922"
nm0767080,Jay Saussey,\N,\N,"actress,miscellaneous,casting_department","tt0095709,tt5660604,tt0112557,tt0295249"
nm0767155,Pierre Sauvageot,\N,\N,composer,"tt7000188,tt0201634,tt0113233,tt0258537"
nm0767159,Jean-Pierre Sauvaire,\N,\N,"cinematographer,camera_department","tt0164961,tt0108500,tt0151137,tt0152930"
nm0767205,Ron Sauvé,\N,2009,"actor,miscellaneous","tt0184858,tt0115404,tt0115351,tt0163596"
nm0767213,Anne-Marie Sauzeau,\N,2014,"actress,writer",tt0113909
nm0767214,Marie Sauzeau,\N,\N,writer,tt0113909
nm0767285,Deborah Savage,\N,\N,writer,"tt18347404,tt0113088"
nm0767295,Frank Savage,\N,\N,"actor,music_department","tt0173664,tt0110379,tt0091832,tt0088582"
nm0767396,Tyrone Savage,1985,\N,"actor,miscellaneous,director","tt2039338,tt0200369,tt0241527,tt0115420"
nm0767495,Erika Savastani,\N,\N,actress,"tt0113049,tt0111573,tt0267261,tt0295539"
nm0767605,John Saviano,\N,\N,"producer,miscellaneous,production_manager","tt1247692,tt0828158,tt0119527,tt0353324"
nm0767632,Zarko Savic,1949,\N,actor,"tt3166496,tt1441128,tt0099554,tt0377222"
nm0767657,Rees A. Savidis,\N,\N,"miscellaneous,actor,director","tt1858775,tt0482491,tt0115636,tt0116783"
nm0767658,Vaughan Savidge,\N,\N,"miscellaneous,actor,writer","tt0165734,tt0069800,tt0121978,tt0121517"
nm0767672,Nadine Savikovsky,\N,\N,"actress,cinematographer,costume_designer",tt0117637
nm0767753,Joe Savino,\N,\N,actor,"tt0112573,tt0116833,tt0104036,tt2105470"
nm0767817,Jill Savitt,\N,\N,"editor,editorial_department","tt0427470,tt0365907,tt1547234,tt3045616"
nm0767823,Jill H. Savitz-Pryor,\N,\N,actress,tt0111688
nm0767964,Andrew Saw,\N,\N,"producer,writer,director","tt11316222,tt0096572,tt0113592,tt0847545"
nm0767994,Coralie Sawade,\N,\N,actress,tt0113932
nm0768015,Asami Sawaki,\N,\N,actress,"tt0114426,tt0311922,tt0313950,tt0184168"
nm0768024,Yôko Sawami,1965,\N,actress,"tt0112940,tt0195542,tt0251439,tt0386917"
nm0768058,Andrea Sawatzki,1963,\N,"actress,writer","tt0806910,tt1737108,tt0250258,tt0979907"
nm0768160,Fern Sawyer,\N,\N,,"tt1680031,tt2865818,tt0113505"
nm0768205,Raymond Sawyer,\N,\N,actor,"tt0094525,tt0436992,tt1349084,tt0498701"
nm0768207,Richard J. Sawyer,\N,\N,"producer,writer","tt0088101,tt0112439,tt0089629"
nm0768217,Stephanie Sawyer,\N,\N,actress,"tt0120794,tt0110997,tt0128591,tt0120855"
nm0768220,Suzanne Sawyer,\N,\N,,"tt0112959,tt0125676,tt0117677,tt0111614"
nm0768394,Aleksandr Sayadants,\N,\N,production_designer,tt0108645
nm0768400,Sayago Ayuso,\N,\N,"actor,director,writer","tt13066182,tt0297174,tt3307762,tt1381020"
nm0768403,Abbas Sayah,\N,\N,actor,"tt0997074,tt0116384"
nm0768434,Malik Hassan Sayeed,1969,\N,"cinematographer,director,camera_department","tt0120663,tt0124718,tt0305711"
nm0768614,Leonardo Sbaraglia,1970,\N,"actor,soundtrack","tt8291806,tt0220580,tt3011894,tt5125930"
nm0768703,Carolina Scaglione,\N,\N,"writer,editor,miscellaneous","tt1772337,tt0109485,tt1736558,tt0378784"
nm0768740,André Scala,\N,\N,writer,"tt0416403,tt0109601"
nm0768759,Valea Katharina Scalabrino,1990,\N,actress,"tt0108977,tt0806910,tt0907694,tt0207932"
nm0768769,Franco Scaldati,1943,2013,"actor,writer","tt0087537,tt0114808,tt0161114,tt0162779"
nm0768817,Pietro Scalia,1960,\N,"editor,editorial_department,producer","tt0172495,tt0102138,tt0265086,tt3659388"
nm0768904,Cédric Scandella,\N,\N,actor,tt0112742
nm0768912,Rick Scandlin,\N,\N,actor,"tt0110040,tt0106359,tt0113315"
nm0769083,Adrian Scarborough,1968,\N,"actor,soundtrack","tt0383694,tt0301199,tt0464049,tt0280707"
nm0769107,Victoria Scarborough,1967,\N,"actress,director,writer","tt0118327,tt10638844,tt0207919,tt0245046"
nm0769117,Giancarlo Scarchilli,\N,\N,"writer,assistant_director,director","tt0887169,tt0117031,tt0180700,tt1720287"
nm0769131,David Scardina,\N,\N,"cinematographer,camera_department","tt0237706,tt2032572,tt0153031,tt10888878"
nm0769136,Hal Scardino,1984,\N,"actor,producer","tt7746496,tt0108065,tt0116999,tt0113419"
nm0769149,Véronique Sacrez,\N,\N,"production_designer,art_director,set_decorator","tt2370034,tt1266037,tt3564574,tt5609734"
nm0769157,Jonathan Scarfe,1975,\N,"actor,producer,director","tt3766354,tt0409572,tt5197820,tt1699748"
nm0769241,Phil Scarpaci,\N,\N,"director,producer,writer","tt0110714,tt5663382,tt1419453,tt3120992"
nm0769282,Judith Scarpone,\N,\N,"actress,director","tt13499832,tt0790657,tt0098844,tt0111018"
nm0769320,Edoardo Scatà,\N,\N,actor,"tt0112674,tt0116413"
nm0769455,Frank Schaap,\N,\N,"composer,music_department","tt0114122,tt0775438,tt0108518,tt0115653"
nm0769458,Nico Schaap,1946,2009,"actor,soundtrack","tt0495568,tt0486956,tt0229933,tt0096597"
nm0769596,Carol Schaefer,1946,\N,writer,tt0114058
nm0769631,Joshua Schaefer,\N,\N,"actor,miscellaneous","tt0110676,tt0108451,tt0108902,tt0119054"
nm0769783,John Clayton Schafer,\N,\N,"actor,writer,producer","tt0107417,tt0109758,tt0162402,tt0221847"
nm0769953,Hannes Michael Schalle,1963,\N,"composer,producer,writer","tt15027042,tt5686776,tt3679002,tt3159770"
nm0770018,Angela Schanelec,1962,\N,"director,actress,writer","tt7760890,tt5025550,tt0113183,tt0360779"
nm0770039,Heidi Schanz,1971,\N,actress,"tt0120382,tt0176269,tt0114857,tt0114369"
nm0770074,Steen Schapiro,1967,\N,"editor,editorial_department,director","tt0264551,tt0105263,tt0193763,tt0420680"
nm0770077,John Schappert,\N,\N,"sound_department,director,cinematographer","tt2156855,tt3681484,tt0112845,tt0290070"
nm0770083,David Schrader,\N,\N,"writer,director,producer","tt0113993,tt4429928,tt12629540,tt0488967"
nm0770087,Puk Scharbau,1969,\N,actress,"tt1733785,tt0113581,tt0826760,tt0128007"
nm0770096,Georg Scharegg,1960,\N,actor,"tt0806910,tt6193454,tt0459116,tt0449959"
nm0770144,Thomas Scharff,1970,\N,actor,"tt2427220,tt0108830,tt1428538,tt0940902"
nm0770148,Bernhard Schärfl,1952,2014,"writer,actor","tt0111086,tt0108829,tt0295620,tt0924175"
nm0770155,Fred Scharkey,\N,\N,writer,tt0112492
nm0770171,Kim Scharnberg,\N,\N,"music_department,producer,composer","tt0279887,tt0110932,tt2982336,tt11280264"
nm0770228,Robert E. Schatz,\N,\N,"director,writer,actor","tt0110447,tt0128428"
nm0770335,David Schaye,\N,\N,"writer,producer","tt3543006,tt0114664,tt25602608,tt0413615"
nm0770349,Michael Schech,1960,\N,"actor,production_manager","tt0203297,tt0088181,tt0084897,tt0108315"
nm0770353,Alan Schechter,1965,2005,"producer,miscellaneous,writer","tt0106761,tt0102266,tt0126253,tt0113010"
nm0770360,Jeff Schechter,\N,\N,"writer,producer,script_department","tt0337539,tt5476508,tt0906712,tt3868848"
nm0770425,Horst D. Scheel,1950,\N,"casting_director,actor,casting_department","tt0251114,tt0088554,tt0093336,tt0103556"
nm0770444,Johan Scheepers,\N,\N,"camera_department,cinematographer,editorial_department","tt4846200,tt0101226,tt1438524,tt0094607"
nm0770488,David Scheffel,\N,\N,"miscellaneous,writer,art_department","tt0223830,tt0113381,tt0197531"
nm0770496,Frank Scheffer,1956,\N,"director,producer,writer","tt5467228,tt5927588,tt0113286,tt1417053"
nm0770519,Dorthe Scheffmann,\N,\N,"producer,production_manager,director","tt6689006,tt0112468,tt0481401,tt8740870"
nm0770593,Michael Scheidl,1954,\N,actor,"tt0108482,tt0110104,tt0276423,tt1597528"
nm0770604,Arne Scheie,1944,\N,actor,"tt4354988,tt0374308,tt0276675,tt3138102"
nm0770649,Adam Scheinman,\N,\N,"writer,producer,script_department","tt0211938,tt0318283,tt0110363,tt0130121"
nm0770735,Orville Schell,\N,\N,"editorial_department,producer,actor","tt5278930,tt0064482,tt0133302,tt1101646"
nm0770757,Walter Schellemann,1931,2008,"editor,actor,editorial_department","tt0806910,tt0108211,tt0076980,tt0111959"
nm0770788,Mary Kate Schellhardt,1978,\N,"actress,writer","tt0113114,tt0112384,tt0972412,tt0108550"
nm0770842,Dorothea Schenck,1971,\N,actress,"tt0853076,tt0090440,tt2555456,tt0920549"
nm0770854,Liz Schenck,\N,\N,"editorial_department,editor","tt0114673,tt0114478,tt0112541"
nm0770863,Thomas Schendel,1956,\N,"actor,director","tt14536284,tt0258760,tt0115088,tt0469758"
nm0770920,Hansueli Schenkel,\N,\N,"cinematographer,actor,camera_department","tt0081223,tt0113652,tt0119958,tt0208188"
nm0770922,Martin Schenkel,1968,2003,"actor,soundtrack","tt0111548,tt0108770,tt0209187,tt0166604"
nm0771022,John Scherer,1960,2021,"production_manager,producer,assistant_director","tt0112112,tt1196946,tt0104692,tt0093605"
nm0771032,Norbert Scherer,1943,2020,"production_designer,art_director,actor","tt0079095,tt0080121,tt0089416,tt0119389"
nm0771055,Nikolaj Scherfig,1961,\N,"writer,script_department,miscellaneous","tt0120565,tt0418455,tt1733785,tt0117407"
nm0771147,Anna Scheschonk,\N,\N,actress,tt0109945
nm0771149,Sherril Schlesinger,\N,\N,"editor,editorial_department,production_manager","tt0480239,tt0256155,tt2755518,tt3113448"
nm0771226,Hanna Scheuring,1965,\N,actress,"tt0294997,tt0806910,tt0171723,tt0108770"
nm0771243,Kai Scheve,1966,\N,actor,"tt0115088,tt5680698,tt4077584,tt0361238"
nm0771299,Francesca Schiavo,1970,\N,actress,"tt1830459,tt0253521,tt0178132,tt1092277"
nm0771350,David Schickele,1937,1999,"actor,editor,director","tt0093165,tt4470378,tt0212016,tt4469560"
nm0771403,Robert Schielecke,\N,\N,actor,"tt0215828,tt0116753,tt0829111"
nm0771425,Salvatore Schiera,\N,\N,actor,"tt0388239,tt3165448,tt0115059,tt0144646"
nm0771522,Carrie Schiffler,\N,\N,"actress,casting_department,stunts","tt0108983,tt0117748,tt0870204,tt0147857"
nm0771530,Karl Schiffman,\N,\N,"writer,director,cinematographer","tt0109195,tt0111185,tt0157515,tt2336321"
nm0771541,Aron Schifman,\N,\N,"producer,director,writer","tt0115747,tt0428897,tt0113075,tt0389073"
nm0771624,Anja Schiller,1963,\N,actress,"tt0112180,tt0106854,tt0168308,tt0110246"
nm0771630,Christoph Schiller,\N,\N,actor,tt0114010
nm0771689,Andreas Schilling,\N,\N,"composer,music_department","tt0328039,tt0322590,tt0473040,tt1163573"
nm0771754,Delphine Schiltz,\N,\N,actress,"tt0120537,tt0117359,tt0118834"
nm0771755,Mark R. Schilz,\N,\N,"production_manager,producer,assistant_director","tt0364845,tt0106179,tt0080240,tt0112022"
nm0771774,Stefanie Schimanski,1977,\N,actress,"tt0329103,tt0115088,tt0108979,tt0800243"
nm0771834,Deborah Schindler,\N,\N,"producer,miscellaneous","tt0252076,tt0457433,tt0304415,tt0088680"
nm0771849,Klaus Schindler,1953,\N,actor,"tt0238380,tt10404600,tt0108810,tt1285241"
nm0771930,Ton Schippers,1948,2004,"producer,miscellaneous","tt0365289,tt0116729,tt0155810,tt0202337"
nm0771933,Bernhard Schir,1963,\N,actor,"tt4352342,tt0312097,tt0806910,tt0115300"
nm0771975,Jeff Schiro,\N,\N,"editor,editorial_department,director","tt0112558,tt0086814,tt0368473,tt2028526"
nm0772067,Phyllis Schlafly,1924,2016,,"tt1930523,tt0476012,tt4260618,tt1329367"
nm0772080,Robin Schlaht,\N,\N,"producer,director,cinematographer","tt0281206,tt0117085,tt2265152,tt0111241"
nm0772082,Frieder Schlaich,1961,\N,"producer,director,writer","tt0114103,tt0204527,tt2419972,tt6763252"
nm0772115,Beat Schlatter,1961,\N,"actor,writer,producer","tt0434935,tt0116751,tt1667888,tt0238355"
nm0772120,Maria S. Schlatter,1962,\N,"producer,editor,writer","tt15441582,tt10627548,tt0114453,tt0340329"
nm0772122,Craig Schlattman,1949,2014,"director,actor,writer","tt0140579,tt0391060,tt0109164,tt0122246"
nm0772144,Heidrun Schleef,1962,\N,"writer,miscellaneous,script_department","tt0323807,tt0130179,tt11152422,tt0208990"
nm0772199,Robert Schleinig,\N,\N,"art_department,miscellaneous,set_decorator","tt10975574,tt10366460,tt5290382,tt1748122"
nm0772208,Dieter Schleip,1962,\N,"composer,music_department","tt0968279,tt0265188,tt0267427,tt1298604"
nm0772221,Claudia Schlenger,1947,\N,"actress,writer","tt0114019,tt0157990,tt0108802,tt1570517"
nm0772271,Peter Schlesinger,1934,2009,actor,"tt0144822,tt0073174,tt0080121,tt0336444"
nm0772299,Eban Schletter,\N,\N,"composer,soundtrack,music_department","tt0112084,tt1560747,tt0206512,tt3513498"
nm0772325,Mark Schlichter,1962,\N,"director,writer,actor","tt0112994,tt0318267,tt0115595,tt0388858"
nm0772415,Matthias Schloo,1977,\N,actor,"tt0282288,tt0312097,tt0092389,tt0940902"
nm0772432,Katie Schlossberg,\N,\N,actress,"tt0115338,tt0117108"
nm0772460,Dieter Schlotterbeck,\N,\N,"director,assistant_director,actor","tt0256554,tt0806910,tt0479846,tt0274473"
nm0772472,Stephen Schlueter,\N,\N,"cinematographer,camera_department,producer","tt0119830,tt0308320,tt1735862,tt1841204"
nm0772514,Cyrill Schläpfer,\N,\N,"sound_department,director,writer",tt0108459
nm0772518,Claudia Schlögel,\N,\N,"production_designer,art_department","tt0103532,tt0095104,tt10270420,tt0213225"
nm0772562,Loren Schmalle,\N,\N,actor,"tt0193953,tt0149439,tt0114958"
nm0772582,Bernhard Schmatz,\N,\N,"production_manager,location_management,producer","tt0108333,tt9018960,tt0271029,tt0112471"
nm0772623,Britta Schmeling,1965,\N,actress,"tt0108810,tt0090545,tt0207932,tt0112013"
nm0772640,Thomas Schmelzer,\N,\N,"actor,director,writer","tt3550522,tt1981935,tt0115273,tt0103487"
nm0772649,Katrin Schmersahl,\N,\N,director,tt0108483
nm0772667,Andreas Schmid,\N,\N,actor,"tt0108793,tt0109945,tt0106297"
nm0772675,Belinda Schmid,\N,\N,"script_department,director,producer","tt0433613,tt0114842,tt4861636,tt0120889"
nm0772686,Erich Schmid,\N,\N,"director,writer,producer","tt0112977,tt1404020,tt16370122,tt15413986"
nm0772691,Hans-Christian Schmid,1965,\N,"writer,director,producer","tt5974142,tt0126765,tt0351238,tt0768239"
nm0772698,Izel Schmid,\N,\N,,tt0110335
nm0772722,Otmar Schmid,\N,\N,"cinematographer,camera_department,writer","tt28326033,tt0082095,tt9303964,tt0378318"
nm0772744,Walter Schmid,\N,\N,,tt0110335
nm0772816,Anja Schmidt,\N,\N,"director,writer,assistant_director","tt2076911,tt0114842,tt0218375,tt0116685"
nm0772819,Anna Schmidt,\N,\N,actress,"tt3371538,tt0119161,tt0110621,tt0185923"
nm0772988,Holger Karsten Schmidt,1965,\N,"writer,actor,special_effects","tt1510812,tt2374308,tt5760392,tt5686992"
nm0773101,Mark Schmidt,\N,\N,"camera_department,cinematographer","tt1321510,tt8746478,tt11198810"
nm0773108,Martin Schmidt,1961,\N,"director,actor,assistant_director","tt0249643,tt0157295,tt0400201,tt0220261"
nm0773133,Nathalie Schmidt,\N,\N,"actress,producer,director","tt8854136,tt0099776,tt0102136,tt0321265"
nm0773165,Renate Schmidt,1942,\N,actress,"tt19512536,tt0075318,tt0068940,tt0056428"
nm0773199,Stefan Schmidt,\N,\N,actor,"tt0070064,tt0168855,tt0078051,tt0112720"
nm0773312,Olga Schmidtová,1926,2021,actress,"tt0221928,tt0115853,tt0113027,tt0267336"
nm0773321,Hellena Taylor,1969,\N,"actress,miscellaneous","tt1579932,tt0374455,tt0253867,tt2613468"
nm0773414,Donald R. Schmitt,\N,\N,"miscellaneous,writer,producer","tt0111021,tt2726682,tt0259545,tt0344279"
nm0773428,Jeffrey Schmitt,\N,\N,"composer,music_department","tt0112440,tt0454749"
nm0773439,Markus Schmitt,\N,\N,composer,tt0109671
nm0773556,Rando Schmook,\N,\N,"production_designer,producer,art_director","tt0104952,tt0120324,tt0120903,tt0248667"
nm0773603,Julian Schnabel,1951,\N,"director,writer,music_department","tt0115632,tt0247196,tt0401383,tt6938828"
nm0773634,Eva Schnare,1958,\N,"editor,editorial_department,sound_department","tt0173171,tt14025588,tt8693108,tt0128975"
nm0773665,Katharina Schneebeli,\N,\N,actress,tt0113652
nm0773666,Sabina Schneebeli,1963,\N,actress,"tt0115088,tt1306976,tt0806910,tt0280732"
nm0773681,Hermann Schneeweisz,\N,\N,,tt0110335
nm0773682,Teresita Schneeweisz,\N,\N,,tt0110335
nm0773696,Andreja Schneider,1964,\N,"actress,soundtrack","tt0119510,tt3241870,tt0107876,tt0362893"
nm0773697,Andrew Schneider,\N,\N,"producer,writer,miscellaneous","tt0080240,tt0085055,tt0098878,tt0141842"
nm0773720,Bernice Schneider,\N,\N,"editor,editorial_department","tt1607144,tt2174089,tt27607454,tt12502906"
nm0773736,Carol Schneider,\N,\N,actress,"tt0093010,tt0094291,tt0099160,tt0099871"
nm0773768,David Schneider,1963,\N,"actor,writer,director","tt4686844,tt0120053,tt0117060,tt0289043"
nm0773790,Elia K. Schneider,1952,2020,"producer,casting_director,director","tt5211596,tt0379463,tt1611827,tt0229414"
nm0773796,Eric Schneider,\N,\N,actor,"tt0107665,tt1483803,tt0159172,tt0118480"
nm0773801,Eva Schneider,\N,\N,"editorial_department,editor","tt0085773,tt0109994,tt0109668,tt0087668"
nm0773844,Helen Schneider,1952,\N,"actress,soundtrack","tt0806910,tt0085475,tt15434994,tt0246349"
nm0773846,Helmi Schneider,\N,\N,actress,"tt1364155,tt0108830,tt0443812,tt0806910"
nm0773913,Kim Schneider,\N,\N,"editorial_department,editor,producer","tt0407362,tt2125542,tt8778064,tt0404225"
nm0773916,Laura Schneider,1979,\N,"actress,soundtrack","tt0780374,tt0217709,tt0309567,tt0284345"
nm0773958,Mitchell Schneider,\N,\N,"script_department,writer,miscellaneous","tt0106168,tt0094484,tt0138956"
nm0774001,Robert Schneider,1961,\N,"writer,actor","tt9195152,tt0379408,tt11416260,tt0114354"
nm0774008,Rolf-René Schneider,\N,\N,writer,"tt0115233,tt2138979,tt1325270,tt6552354"
nm0774027,Sophie Schneider,\N,\N,actress,"tt1219693,tt0246158,tt0111622"
nm0774101,Diane Schneier,\N,\N,"miscellaneous,producer,camera_department","tt0099160,tt0089927,tt0089901,tt0090329"
nm0774147,Andreas Schneppe,1961,\N,"producer,actor,writer","tt1741640,tt0173171,tt10520822,tt0375911"
nm0774160,Jobst Schnibbe,\N,\N,actor,"tt1092019,tt2253780,tt0389557,tt0920448"
nm0774280,Christoph Schobesberger,1954,\N,actor,"tt0111974,tt0090472,tt0806910,tt0479846"
nm0774290,Erez Schocher,\N,\N,production_designer,tt0109613
nm0774368,Hartmut Schoen,1951,\N,"director,writer,producer","tt0211742,tt0498687,tt0253912,tt0350371"
nm0774411,Dirk Schoenbohm,\N,\N,actor,"tt0111287,tt0283599"
nm0774427,Joachim Schöneberger,\N,\N,producer,"tt6240158,tt9015970,tt0806910,tt0109104"
nm0774476,Annemarie Schoenle,\N,\N,writer,"tt0136677,tt0108883,tt1743698,tt0119287"
nm0774546,Ruth Schofield,\N,\N,"producer,director","tt1385978,tt0114209"
nm0774580,Robin Scholes,\N,\N,"producer,director,miscellaneous","tt1485749,tt8540882,tt0110729,tt0487022"
nm0774606,Oliver Scholl,\N,\N,"art_department,production_designer","tt20600980,tt1631867,tt2250912,tt1638355"
nm0774633,Tom Scholte,\N,\N,"actor,producer,director","tt0298814,tt3106898,tt0351977,tt1816642"
nm0774645,Marleen Scholten,1978,\N,actress,"tt0808491,tt1870949,tt0847502,tt0920448"
nm0774696,Jonas Scholz,1961,\N,"cinematographer,camera_department","tt0475044,tt0092824,tt0311582,tt0098824"
nm0774714,Theresa Scholze,1980,\N,actress,"tt1281305,tt0157232,tt0115088,tt0115266"
nm0774792,Bob Schooley,1961,\N,"producer,writer,sound_department","tt0405325,tt5515212,tt0278866,tt0892700"
nm0774886,Jürgen Schornagel,1939,\N,actor,"tt0249542,tt0893548,tt0108749,tt0120999"
nm0774950,Uwe Schott,1966,\N,"producer,production_manager,executive","tt2980210,tt1895315,tt1602620,tt1371111"
nm0774990,Sophie Schoukens,\N,\N,"producer,writer,director","tt1756616,tt0482886,tt0271761,tt0110021"
nm0775215,Bill Schreiber,\N,\N,"writer,soundtrack,director","tt3915654,tt1104684,tt0112627"
nm0775256,Martin Schreiber,1958,\N,"production_designer,art_department,art_director","tt0099776,tt0116150,tt0299825,tt0833574"
nm0775396,Ralf Schirg,1966,\N,"actor,producer","tt0114687,tt6938712"
nm0775438,Erik Schrody,1969,\N,"soundtrack,composer,actor","tt1259528,tt0452623,tt0146675,tt0113277"
nm0775450,Beth Miller,\N,\N,"producer,miscellaneous","tt0094512,tt4144890,tt15253376,tt0119379"
nm0775457,Carolyn Schroeder,\N,\N,producer,tt0109906
nm0775535,Steffen Schroeder,1974,\N,actor,"tt0960790,tt3312024,tt0365675,tt0274279"
nm0775540,Todd Schroeder,\N,\N,"music_department,composer,soundtrack","tt5482496,tt5028340,tt9052336,tt10060772"
nm0775710,Schrödinger Music Group,\N,\N,composer,tt0112282
nm0775742,Kamir Elizabeth,1967,\N,"writer,editor,director","tt0158571,tt7196230,tt5943710,tt0113715"
nm0775812,Katharina Schubert,1963,\N,"actress,soundtrack","tt1410265,tt1037349,tt1232060,tt0118281"
nm0775831,Stefan Schubert,1955,\N,"producer,production_manager,miscellaneous","tt0347048,tt1740726,tt0920458,tt0424992"
nm0775863,Monika Schuchard,\N,\N,"editor,editorial_department,sound_department","tt0102394,tt0102282,tt0097861,tt0096476"
nm0775867,Georg Schuchter,1952,2001,actor,"tt0099283,tt1478875,tt0252121,tt0806910"
nm0775886,Sam Schueler,\N,\N,actor,tt0113778
nm0775894,Joana Schümer,1969,\N,actress,"tt0498883,tt0092389,tt0115088,tt0111889"
