nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm1423720,Joachim Wohlgemuth,1932,1996,writer,"tt0326025,tt0058052,tt0370045"
nm1423815,Sean O'Callaghan,\N,\N,writer,tt0059683
nm1424545,Peter Chen Hou,1929,1970,"actor,music_department,soundtrack","tt0387695,tt0198850,tt1189061,tt1326913"
nm1424848,Manfred Fritzsche,1928,2003,"miscellaneous,writer,script_department","tt0230192,tt0234557,tt0059349,tt0171373"
nm1425182,Robert Bob Kelly,\N,\N,actor,tt0057701
nm1425557,Mircea Mohor,\N,\N,"producer,writer,production_manager","tt0173704,tt0173490,tt0076490,tt0077120"
nm1425811,Raymond Poulidor,1936,2019,actor,"tt12453118,tt12453284,tt13751076,tt19768464"
nm1425855,Jay Ramsey,\N,\N,"soundtrack,actor","tt3316948,tt2312718,tt3532216,tt2920808"
nm1426139,Suzan Sturtridge,\N,\N,actress,"tt0057545,tt0044230"
nm1428059,Paul Anghel,\N,\N,writer,"tt0076602,tt0420536,tt0053605,tt0172218"
nm1429296,Frédéric G. Ploumepeux,\N,\N,composer,tt0054424
nm1429331,Yu Qiao,1927,2022,"music_department,writer","tt8595136,tt13866600,tt6477182,tt0054034"
nm1429765,Teizo Yamamoto,\N,\N,writer,tt0054247
nm1429766,Julie Yeh Feng,1937,\N,"actress,music_department,soundtrack","tt0059030,tt0060348,tt0445392,tt0211658"
nm1431309,Janusz Chudzynski,\N,\N,writer,"tt0057281,tt0055642"
nm1431693,Kenichi Horie,\N,\N,writer,"tt0057553,tt0060578"
nm1431954,Pyotr Lubenskiy,1907,2003,writer,"tt0057232,tt0053163"
nm1432552,Horst Söhnlein,1943,\N,actor,tt0059361
nm1433520,Tora Yoshida,\N,\N,writer,tt0060578
nm1433716,Michel Lagrange,\N,\N,actor,tt0057194
nm1436103,Janina Kondziola,\N,\N,"editorial_department,editor","tt0089817,tt0063398,tt0067538,tt0056971"
nm1436264,Guy Leblond,\N,\N,"camera_department,cinematographer","tt3787546,tt0062446,tt0057194,tt0492513"
nm1436444,Andrzej Mandalian,1926,2011,writer,"tt0059939,tt0057432,tt0172292,tt0468417"
nm1436913,Edward Pallasz,1936,2019,"composer,soundtrack,music_department","tt0057606,tt0441074,tt0059939"
nm1441346,Franz Fehringer,1910,1988,actor,"tt0476280,tt0046391,tt1381126,tt3036498"
nm14444788,Nina Koss,\N,\N,actress,\N
nm14446347,Kellen Awift,\N,\N,actor,\N
nm1445732,David Kropveld,\N,\N,actor,tt0055792
nm1446139,Nándor Pálfalvi,1931,\N,"writer,script_department","tt0060198,tt7115472,tt0361092,tt11056106"
nm14465346,John Anderson,\N,\N,"writer,producer",tt0060477
nm14465347,Joel Harrison,\N,\N,writer,tt0060477
nm1446588,Ilse Zweers,\N,\N,actress,tt0055792
nm14476130,G. Feltrinelli,\N,\N,writer,tt0061036
nm1449362,János Borbély,\N,\N,"cinematographer,camera_department,actor","tt0292331,tt0134802,tt4694182,tt9680256"
nm1451511,Francesco Torti,\N,\N,writer,"tt0058321,tt0172815"
nm1451932,Herb Duncan,\N,\N,"actor,miscellaneous","tt0048860,tt0072559,tt0058826,tt0044265"
nm14525643,T.P. Sundaram,\N,\N,"director,producer","tt0053625,tt0259430"
nm14530715,Václav Blumentál,\N,\N,,tt0057230
nm1453564,Thomas M. Patchett,\N,\N,"sound_department,editor,editorial_department","tt0087290,tt0066049,tt0071054,tt0075432"
nm1454225,John J. Coyle,\N,\N,"composer,music_department","tt0061026,tt25367528"
nm1455263,Gianfranco Monaldi,\N,\N,"composer,music_department,soundtrack","tt0060746,tt0313361,tt0064592,tt0060823"
nm1455833,Debu Sen,\N,\N,director,"tt0060317,tt0428701"
nm1458448,Mister Ed,1949,1968,,"tt0055660,tt0054557"
nm14585499,Joe Donato,\N,\N,,tt0053519
nm14585500,Bill Lillard,\N,\N,,tt0053519
nm14599406,Mohammad Jafar Dastgheib Beheshti,\N,\N,actor,"tt0058790,tt0053502,tt0058826"
nm1463873,Taiko Hirabayashi,\N,\N,writer,"tt3238990,tt0383510,tt2706810,tt0057219"
nm1464135,Janina Kaluska-Szydlowska,1920,2010,actress,"tt0441074,tt0046841,tt0059595,tt0058748"
nm1464865,Charles Maître,\N,\N,writer,"tt1085814,tt0214343,tt0166909,tt0167585"
nm14673497,Alan White,\N,\N,cinematographer,tt0055185
nm14673508,Hannah Russell,\N,\N,composer,tt0055185
nm14692323,Victoria Kocher,\N,\N,,tt0058795
nm1471044,Kate Brown,\N,\N,actress,"tt0166055,tt0047728,tt0063909,tt7572122"
nm1471852,The Beverley Sisters,\N,\N,"soundtrack,actress","tt0262947,tt4538916,tt0048346,tt0086826"
nm1472721,Wolfgang Felsing,\N,\N,writer,tt0056685
nm1473709,Alexander Koval,\N,\N,writer,"tt0055482,tt1456846,tt1394335,tt0300564"
nm1474286,Alojzy Mol,1924,2007,"editor,composer,sound_department","tt7506236,tt0076922,tt0090760,tt0468821"
nm1475492,Susumu Sugii,\N,\N,"producer,production_designer","tt9446148,tt0057231,tt6317888,tt9795552"
nm1476595,Chiharu Inayoshi,\N,\N,actor,"tt0060038,tt0060786,tt0060658,tt0294694"
nm14779756,Jacques Daubigny,\N,\N,producer,tt0058306
nm14779757,Jacques Maître,\N,\N,producer,tt0058306
nm1478094,Rudy Dolan,\N,\N,actor,"tt0055675,tt0056757,tt0055666,tt0052463"
nm1478739,The Osmonds,\N,\N,"soundtrack,music_department,actor","tt0067610,tt2115325,tt1196204,tt0074014"
nm1484741,Sally Allen,\N,\N,actress,tt0058874
nm14847627,Rafael Barón,\N,\N,writer,tt0053590
nm1484771,Gordon Weisenborn,1923,1987,"director,producer","tt0054206,tt0367224,tt2355783,tt7260562"
nm14855476,Fudaji Miwa,\N,\N,producer,tt0055442
nm14855477,Moriyuki Mido,\N,\N,writer,tt0055442
nm1486178,Rahul Chitra,\N,\N,producer,tt0055385
nm1487097,Keith Kent,\N,\N,actor,tt0212698
nm1487458,Dean Marton,\N,\N,writer,tt0060081
nm1487785,Pachhi,\N,\N,"actor,producer,director","tt2693662,tt0430232,tt2613668,tt0061366"
nm1488591,Tonicha,1946,\N,"soundtrack,actress","tt11974070,tt0496210,tt7776934,tt0060940"
nm1488894,Mario Zama,\N,\N,"production_manager,producer","tt0052538,tt0035373,tt0034803"
nm1489303,Terry Leigh,\N,\N,"actor,stunts","tt1740299,tt0163492,tt0162114,tt0162119"
nm1489436,Red Price,1933,1984,,"tt0052498,tt0393008,tt1510171,tt2078406"
nm1490482,Ken Strange,\N,\N,actor,"tt0054545,tt0051307,tt0053534,tt0059991"
nm1491124,Vittorio Orano,\N,\N,writer,"tt0061338,tt0183384"
nm1491260,Susan Benjamin,1959,\N,actress,"tt0061229,tt0059982,tt5024226"
nm14929863,Pedro Costa,\N,\N,editor,tt0060722
nm14930203,Dan Ionescu,\N,\N,composer,\N
nm1493417,Yun Ling,1941,\N,"actor,director","tt0198635,tt0387695,tt12884396,tt26315001"
nm1494754,Rayo de Plata,\N,\N,actor,"tt0321578,tt0058629"
nm14969117,Timothy P. Peterson,\N,\N,,\N
nm1498469,The Bachelors,\N,\N,soundtrack,"tt0060314,tt8634332,tt0196648,tt0460681"
nm14986936,The Sylvings,\N,\N,,tt0054549
nm1499576,Karel Kneulman,\N,\N,,tt0060917
nm15004439,Neville Murray,\N,\N,,tt0054549
nm1502336,Chuck Horne,\N,\N,actor,"tt0309152,tt0055710,tt0061259,tt0057743"
nm1502342,Bonnie Hughes,1941,\N,actress,"tt0063927,tt0063874,tt0061281,tt0058855"
nm1503327,Walter C. Brown,\N,\N,writer,"tt0052907,tt0043228,tt0041037,tt0041061"
nm1503580,John Patrick,\N,\N,producer,tt0056212
nm15057738,Rike Schropp,\N,\N,,tt0054549
nm1506453,Antoni Marianowicz,1924,2003,writer,"tt0441074,tt0052928"
nm1507131,Rochus Spiecker,1921,1968,"writer,miscellaneous","tt5205422,tt1392179,tt15387856,tt0058655"
nm1507828,Werner Fullerer,\N,\N,actor,tt0054277
nm1508371,Petri Tanner,\N,\N,actor,tt0053194
nm1508493,Junko Asano,\N,\N,actress,"tt0060586,tt2440436,tt0199580,tt0058269"
nm1509369,Rudolf Maluck,\N,\N,"composer,soundtrack","tt0313348,tt0056013"
nm1511463,Paul Terpe,\N,\N,writer,tt0058245
nm1511533,Santiago Martínez,1900,\N,actor,"tt0059154,tt0447779"
nm1511626,Anonymous,\N,\N,writer,"tt0016012,tt9230946,tt0244624,tt0052995"
nm1512277,Jennifer West,1939,\N,actress,"tt0050064,tt0051908,tt14900836,tt0054392"
nm1512919,Edward Field,1924,\N,"writer,actor","tt10956898,tt0059814,tt10860362,tt3952626"
nm1516417,Hans Arno Simon,1919,1989,"composer,actor","tt1265112,tt0896961,tt0052822,tt1446077"
nm1516619,Zygmunt Szeliga,\N,\N,writer,tt0055942
nm1519725,Gerald Trump,1937,2014,actor,"tt0055671,tt0055666,tt0052516,tt0055705"
nm1520512,Ganga Chitra,\N,\N,producer,tt0059023
nm1520544,Mort Green,\N,\N,"writer,producer,director","tt0054537,tt0061254,tt0198174,tt0040048"
nm1520871,Dieter Bochow,\N,\N,writer,"tt0324890,tt0295106,tt0068115,tt0053058"
nm1521217,Wayne Morse,\N,\N,miscellaneous,"tt0057758,tt0062571"
nm1521717,Michael Slater,\N,\N,actor,"tt0063903,tt0063936,tt0396378,tt0062551"
nm1522929,Dan Desliu,\N,\N,"actor,writer","tt0061416,tt0188390"
nm1522953,Walter Matthias Diggelmann,1927,1979,writer,"tt1039613,tt0783749,tt1748057,tt0060133"
nm1523177,Girolamo Frescobaldi,1583,1643,"soundtrack,composer,music_department","tt0410466,tt3278330,tt0057514,tt4224064"
nm1523349,Krzysztof Gruszczynski,\N,\N,writer,"tt0062146,tt0057346,tt0061945"
nm1524978,Paddy Seale,1934,2003,"camera_department,cinematographer,special_effects","tt0062573,tt0061094,tt0128273,tt0059973"
nm1526206,Mort Ritts,\N,\N,"writer,actor,producer","tt0061114,tt0179610,tt0061687"
nm1526384,June Bland,1931,\N,actress,"tt0159897,tt0056751,tt0163933,tt0059967"
nm1527700,Pamela Greenall,1935,2004,actress,"tt0073958,tt0063953,tt0057741,tt0081831"
nm1528184,Walter Moulder,1932,1967,actor,"tt0055694,tt0058804,tt0240701,tt0061242"
nm1528653,Marilyn Van Derbur,1937,\N,,"tt0055688,tt0048899,tt0052447,tt0053489"
nm1530016,Vladimir Bogomolov,1924,2003,writer,"tt27190804,tt0056111,tt0131659"
nm1531530,Józef Drzewicki,\N,\N,"production_manager,miscellaneous,cinematographer","tt0065908,tt0054004,tt0061415,tt0052036"
nm1532705,Józef Ponitycki,1919,1980,writer,tt0059770
nm1533033,Balbir Singh,\N,\N,"assistant_director,writer,actor","tt0390139,tt0395715,tt0060104,tt0309005"
nm1533642,Bernard Dec,1928,\N,actor,"tt0057234,tt0059892,tt0059770,tt0058469"
nm1534905,Rosemary Day,\N,\N,actress,"tt0050035,tt0052472,tt0052485,tt0056742"
nm1534956,Denzil Ellis,1922,1998,actor,"tt0159897,tt0396378,tt0058853,tt0159858"
nm1535314,Bryden Murdoch,1923,1978,actor,"tt0499613,tt0424416,tt0163930,tt0396301"
nm1537757,Neil Munro,\N,\N,writer,"tt0052523,tt0155450,tt0861749,tt1252368"
nm1537862,Pope John XXIII,1881,1963,writer,"tt0765138,tt0141918,tt7724940,tt0059142"
nm1537957,Manfred Gregor,1929,2018,writer,"tt0052654,tt0055539,tt1119180,tt1397126"
nm1538297,Kaushal Bharati,\N,\N,"writer,director","tt0361505,tt0398320,tt0069871,tt0275363"
nm1539225,A.A. Gill,1954,2016,"actor,director,writer","tt0397794,tt6221366,tt0238283,tt0950342"
nm1540124,Franz Lindlar,\N,\N,"cinematographer,camera_department","tt2506382,tt0821065,tt2580086,tt0765809"
