nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm1499846,Jane Marchwood,\N,\N,writer,tt0383139
nm1499940,Nicholas Mevoli,1982,2013,"art_department,actor,miscellaneous","tt0367714,tt0306597,tt2543336,tt2364841"
nm1500027,Kamalan Narouli,\N,\N,actor,tt0379511
nm15001141,Carmen Gordon,\N,\N,,tt0368477
nm1500167,Noora Peltokukka,\N,\N,actress,"tt2142955,tt0480747,tt0453365,tt10752582"
nm1500348,Jonas Rohr,\N,\N,actor,tt0374882
nm1500502,Milla Siljamäki,\N,\N,actress,tt0377211
nm1500607,Rudolph Straub,\N,\N,"actor,writer","tt0374882,tt0097855"
nm1500658,Ari Taub,1965,\N,"producer,director,editor","tt19856302,tt0460527,tt10328046,tt0464332"
nm1500749,Repekka Uotila,\N,\N,"actress,miscellaneous","tt2192844,tt0456036,tt1016746,tt0377211"
nm1500774,Mirka Varjus,\N,\N,actress,tt0377211
nm1500828,Water Music,\N,\N,composer,tt0379402
nm1500982,Paula del Fierro,\N,\N,"writer,director,cinematographer","tt9138156,tt10593334,tt0410316"
nm1501090,Christopher Coker,\N,\N,,tt0381510
nm1501126,Steve Duggins,\N,\N,actor,tt0378510
nm1501198,Dale Hall,\N,\N,actor,"tt0118480,tt0128886,tt0160277,tt0367088"
nm1501202,Jake Hanover,1977,\N,actor,"tt0381505,tt0446060,tt0958831,tt0435642"
nm1501227,Alan J.,\N,\N,actor,"tt0384012,tt0379750,tt0414978,tt1978574"
nm1501278,Mark Levene,\N,\N,,tt0381510
nm15014664,Abbas Jahangirian,\N,\N,writer,tt1320262
nm1501496,Hugh Warner,1945,2017,actor,tt0367672
nm1501526,Janet Arceo,\N,\N,actress,"tt0242289,tt0279860,tt0169905,tt0279821"
nm1501723,Mibu Minami,\N,\N,actress,"tt0379750,tt0384012"
nm1501939,Claudia Amber,\N,\N,cinematographer,"tt0460748,tt0382721"
nm1501994,Maxwell Smart,\N,\N,"cinematographer,camera_department","tt0486664,tt0476018,tt0445057,tt0432107"
nm1502000,Paul Tomlins,\N,\N,"cinematographer,camera_department","tt28420353,tt0380055,tt2582860,tt0791246"
nm1502149,Kim Halon,\N,\N,"editor,producer","tt0383939,tt0435779"
nm1502160,Jane McCord,\N,\N,"editor,editorial_department,sound_department","tt0346369,tt0098375,tt7878864,tt0423716"
nm1502217,Cora Branley,\N,\N,actress,tt0379142
nm1502449,Kobie Powell,1973,\N,"actor,soundtrack","tt0396991,tt0381757,tt0203259,tt0208614"
nm1502522,Aria Wallace,1996,\N,"actress,miscellaneous,soundtrack","tt1105269,tt0380623,tt0972534,tt0922591"
nm15029259,Jack Houvouras,\N,\N,producer,tt0370560
nm1503135,Lily Papadopoulos,\N,\N,producer,"tt1239401,tt1092002,tt0965367,tt0378897"
nm1503152,Anil Singh,\N,\N,"writer,producer,camera_department","tt5242068,tt12580488,tt0382771,tt2622286"
nm1503432,Catalina Sandino Moreno,1981,\N,"actress,producer,soundtrack","tt2406376,tt2937898,tt0390221,tt0401711"
nm1503539,Rebecca Honig,\N,\N,"actress,director,writer","tt0367413,tt0454943,tt1230475,tt0478074"
nm1503640,David Conley,\N,\N,actor,"tt0407887,tt1355683,tt0407304,tt0986263"
nm1503668,Eddie,\N,\N,actor,"tt0380027,tt0906611,tt0880622,tt0446374"
nm1503779,Jason Peoples,\N,\N,,"tt1302142,tt0380850,tt0094547,tt0058796"
nm1504447,Bill Harris,\N,\N,"miscellaneous,producer,director","tt1785653,tt2056554,tt0092322,tt0390378"
nm1504459,Barbara Klein,\N,\N,producer,"tt1043199,tt0075471"
nm1504597,Jan-Joost Alberts,\N,\N,actor,"tt0247131,tt0382406"
nm1504719,Nasrdin Dchar,1978,\N,actor,"tt1754392,tt1172303,tt2369570,tt6840014"
nm1504747,Tasuku Emoto,1986,\N,"actor,director,writer","tt7488734,tt6515458,tt0381685,tt8708802"
nm1504774,Valentin Fredrickson,\N,\N,actor,tt0373936
nm1504835,Jon Hernandez,1969,1993,actor,"tt5076316,tt1577868,tt0458894,tt0376826"
nm1504997,Sean Ohlendorf,\N,\N,actor,"tt0380893,tt3482416"
nm1505045,Mirza Radonjica,1986,\N,"soundtrack,producer",tt0371456
nm1505234,Melvin van Gennip,\N,\N,actor,"tt5882294,tt0382406"
nm1505383,Jodi Forrest,1956,2017,"actress,miscellaneous","tt0382932,tt0397040,tt0420859,tt0365948"
nm1505390,Kasturba Gandhi,1869,1944,,tt1996314
nm1505444,Brittany Jackson,\N,\N,actress,"tt0405824,tt0378367"
nm1505450,Naqi Jehan,\N,\N,actress,"tt0316529,tt0140784,tt0381157"
nm1505456,Yuliana Kancheva,\N,\N,actress,tt0367670
nm1505550,Nidal Algafari,\N,\N,"director,writer",tt0367670
nm1505557,Eliseo Altunaga,\N,\N,"writer,script_department,miscellaneous","tt2059255,tt0378284,tt5639354,tt2014392"
nm1505572,Carl Sferrazza Anthony,\N,\N,"writer,producer,miscellaneous","tt9778580,tt0094416,tt0383139,tt5533710"
nm1505574,Miguelangel Aponte-Rios,1971,\N,"cinematographer,camera_department,director","tt0439256,tt0823691,tt0384376,tt0464211"
nm1505603,Elemér Balázs,1967,\N,"music_department,composer","tt0373862,tt0357773,tt1310105,tt0168896"
nm1505824,Fausto Dall'Olio,\N,\N,director,"tt4034510,tt0381665,tt2729178,tt0391594"
nm1505880,Lyuben Dilov-Sin,\N,\N,"writer,actor","tt5788218,tt2091066,tt0367670,tt1841034"
nm1505921,Murat Dzhusoyty,1959,\N,"writer,director","tt2365172,tt27694521,tt9466032,tt0381949"
nm1506005,Michelangelo Frammartino,1968,\N,"writer,director,editor","tt0382649,tt11012320,tt1646975,tt1992159"
nm1506143,Sofia Hayat,1984,\N,"actress,producer,director","tt5784860,tt1999930,tt9024430,tt0118363"
nm1506159,Silla Herbst,\N,\N,"camera_department,cinematographer,location_management","tt1024942,tt0342492,tt0425482,tt0378215"
nm1506187,Hurt Honolka,1913,1988,writer,"tt4249084,tt1611035,tt0368934,tt11963808"
nm1506265,Max Kalbeck,1851,1921,writer,"tt0278138,tt0368934"
nm1506432,Atzamaz Makoyev,\N,\N,composer,"tt0381949,tt5638550"
nm1506784,Jacklyn Pezzotta,\N,\N,,tt0378367
nm1506821,Aleksandr Potyomkin,1958,2012,"producer,actor","tt0372400,tt0981316,tt1242457,tt2916762"
nm1506824,Victor Pozas,\N,\N,"music_department,composer,soundtrack","tt0420449,tt0380165,tt2887114,tt1860639"
nm1506907,Richard Rijnvos,\N,\N,composer,tt0382577
nm1507199,Sophie Tabouret,\N,\N,"actress,art_department,production_designer","tt0437473,tt0475204,tt0320886,tt1092019"
nm1507229,Aliki Theofilopoulos,1972,\N,"producer,art_department,writer","tt0230011,tt0119282,tt0133240,tt0852863"
nm1507242,Christine Tille-Niemeyer,\N,\N,production_designer,tt0382000
nm1507561,Dave Arendash,\N,\N,actor,"tt1503159,tt0248119,tt0373605,tt1503158"
nm1507575,Marina Bakopoulou,\N,\N,actress,"tt0224899,tt0373486,tt10585110,tt1411811"
nm1507662,Keith Carr,1982,\N,"miscellaneous,actor","tt0449612,tt1763545,tt0312329,tt0461972"
nm1507716,Mickie Cruise,\N,\N,actor,"tt0369277,tt0469735,tt5104252"
nm1507717,Carlos Cuevas,1995,\N,"actor,soundtrack","tt14881288,tt4194974,tt4136774,tt0450542"
nm1507882,Xiaodong Guo,1974,\N,"actor,producer","tt3469964,tt0913968,tt0390311,tt0794374"
nm1507900,Nathan Hardwick,\N,\N,actor,tt0382406
nm1507955,Scott Jasper,\N,\N,actor,"tt0450320,tt0382477"
nm15080504,Jack Bankston,\N,\N,cinematographer,tt0367492
nm15080505,Bart Chase,\N,\N,cinematographer,tt0367492
nm1508108,Christian Mendoza,\N,\N,soundtrack,tt0371456
nm1508369,Daiki Tanaka,\N,\N,actor,"tt1172112,tt0382406,tt5498576,tt21327000"
nm1508405,Somei Uchida,\N,\N,actor,"tt0376058,tt9844256,tt0096633,tt0994314"
nm1508417,Michael Vitali,\N,\N,"composer,actor","tt1280729,tt0092322"
nm1508539,Jacqueline Bruno,\N,\N,,"tt1179821,tt0378367,tt0409579"
nm1508610,Michelle Duhard,\N,\N,actress,"tt5106172,tt0369277,tt5104252,tt3999756"
nm1508662,Ria Gardner,\N,\N,actress,"tt2316337,tt1241332,tt1672122,tt0448874"
nm1508680,Genevieve Grant,\N,\N,actress,tt0384234
nm1508727,Alicia Jaros,\N,\N,,tt0378367
nm1508755,Kimberly Klaver,1985,\N,actress,"tt0827166,tt1851588,tt2256612,tt5154952"
nm1508787,Sara Lewerth,1980,\N,actress,"tt2265565,tt8019354,tt7116300,tt0268374"
nm1508914,Camille Peraro,\N,\N,,tt0378367
nm1508979,Eriko Satô,1981,\N,"actress,music_department","tt0409860,tt0994017,tt0910888,tt0473064"
nm1508987,Alicia Selby,1986,\N,,tt0378367
nm1509353,Margarita Leonard,\N,\N,"actress,miscellaneous",tt0368475
nm1509412,B.S. Narayan,\N,\N,director,"tt0379769,tt0390510"
nm1509811,Stephen Greaves,\N,\N,"composer,soundtrack,director","tt1488555,tt0965371,tt1424753,tt0476703"
nm1509854,Mitsuhiko Takano,\N,\N,"composer,sound_department,music_department","tt0472614,tt0473298,tt0266750,tt0382262"
nm1509880,Muhammad Ali Adeeb,\N,\N,"director,writer,composer","tt2000426,tt2973806,tt3915352,tt3399800"
nm1509896,Brendan Clarke,\N,\N,"actor,director","tt0495924,tt0382874,tt0120515"
nm1509958,Tony Tonnerre,\N,\N,"director,actor","tt0379566,tt0376485,tt0390274"
nm1509963,Frank Zweers,\N,\N,director,tt0382577
nm1509998,David McCahan,\N,\N,"editor,producer,director","tt1028562,tt0354595,tt0367862,tt1578839"
nm1510057,Samuel Clemens,\N,\N,"actor,writer,director","tt11956822,tt4735992,tt13474198,tt7003180"
nm1510155,Matthew Parris,1949,\N,,"tt7036182,tt2376672,tt0267207,tt0098820"
nm1511052,Jennifer Mischer,\N,\N,"assistant_director,production_manager,writer","tt3860114,tt4969466,tt2262378,tt2931790"
nm1511104,Bryan Domyan,\N,\N,"producer,editorial_department,director","tt0464331,tt0390441,tt0378950"
nm1511131,Omar Jundi,\N,\N,producer,"tt0380165,tt0886487"
nm1511228,Evgeniy Zobov,\N,\N,producer,"tt7853988,tt0372620,tt0824328,tt1138469"
nm1511405,Daniel Botti,\N,\N,"producer,writer,production_manager","tt0414356,tt1372282,tt3963466,tt0382739"
nm1511529,Jeff Lewis,\N,\N,"actor,producer,writer","tt1428410,tt1138475,tt1809071,tt0475290"
nm1511648,Peter Brown,\N,\N,actor,"tt0381340,tt0450506,tt0340110"
nm1511674,Antonio de la Torre,\N,\N,actor,tt0368304
nm1511745,Spencer Anderson,\N,\N,,tt0370125
nm1511795,William Carter,\N,\N,actor,"tt0373833,tt0095593,tt0395225,tt0066771"
nm1511815,Luke Davis,\N,\N,actor,tt0383473
nm1511831,Flash,\N,\N,actor,tt0367639
nm1512294,Jim Connelly,\N,\N,art_department,tt0373529
nm1513066,Aida Angotti,\N,\N,"actress,casting_department,producer","tt0383939,tt0401572,tt1565425,tt1176458"
nm1513131,Noel 'Ungga' Ayala,1971,2006,actor,"tt0466145,tt0466884,tt0466933,tt1663322"
nm1513185,Debra Ballinger,\N,\N,actress,"tt3961778,tt0391541,tt0362655,tt0382039"
nm1513227,Jirka Bartok,\N,\N,actor,"tt0406725,tt0381284,tt0409768,tt0391940"
nm1513260,Bettina Beissert,\N,\N,"editorial_department,editor","tt0479846,tt0898240,tt0103487,tt0989788"
nm1513437,Isabelle Brinkman,1972,\N,actress,"tt0271905,tt0381726,tt0457544,tt0096597"
nm15135216,John Magnusson,\N,\N,,\N
nm1513545,Jaime Cantizano,1973,\N,actor,"tt0381733,tt0401925,tt10916366,tt8944244"
nm1513841,Stephan Slowik,\N,\N,"soundtrack,actor,music_department","tt0465123,tt0424586,tt0377221,tt1257548"
nm1514090,Eva Eugenieva,\N,\N,,tt0367415
nm1514183,Walter Forsyth,\N,\N,"producer,writer,director","tt3044374,tt2830374,tt9458442,tt2803432"
nm1514236,Andrés Gaitán,\N,\N,actor,"tt0382308,tt4078708,tt0449551,tt10064124"
nm15143407,Thelma Fernandez,\N,\N,writer,\N
nm1514461,Aamer Haleem,1968,\N,"actor,producer,director","tt12834378,tt0138959,tt1754468,tt0247120"
nm1514595,Chun Kit Hoi,\N,\N,actor,"tt10147152,tt0391219,tt0381835"
nm1514606,Fredrik Holmström,\N,\N,"producer,composer","tt0497932,tt0378254,tt26746435,tt0472118"
nm1514845,Ramona Katigbak,\N,\N,"actress,producer,production_manager","tt6951870,tt1068948,tt0379717,tt1850578"
nm1514947,Peter Koelewijn,1940,\N,"soundtrack,composer","tt5591666,tt0252795,tt6320628,tt0392523"
nm1515010,Crock Krumbiegel,1955,\N,"actor,miscellaneous,writer","tt0351856,tt1825873,tt0390781,tt0374323"
nm15150416,Igor Aptekman,\N,\N,writer,"tt0111543,tt0101934,tt0091089,tt0119432"
nm1515089,Gwendolyn Lau,\N,\N,actress,"tt0377210,tt1355642,tt0421357,tt0485323"
nm1515186,Shannon Limbach,\N,\N,actress,"tt0491831,tt0379893"
nm1515468,Patrick Micallef,\N,\N,"actor,director,writer","tt1518277,tt1423435,tt0382222,tt1313879"
nm1515537,Nikki Montana,1978,\N,actress,"tt25965252,tt7355200,tt12552432,tt0473893"
nm1515587,Lemeul Muniz,\N,\N,director,"tt0382745,tt7300538"
nm1515865,João Penaguião,\N,\N,"editor,writer,producer","tt1592722,tt0972808,tt0490318,tt0468954"
nm1516019,Massimo McQueen,\N,\N,actor,"tt15772980,tt1305714,tt1753460,tt0379893"
nm1516296,Mara Scherzinger,1989,\N,"actress,miscellaneous,art_department","tt2177771,tt5906562,tt2450186,tt3577664"
nm1516434,Katjanna Philipa Olivia Sjabano,\N,\N,"producer,production_manager","tt0392561,tt0371661,tt1193458"
nm1516555,Bryony Stokes,\N,\N,"director,producer,editor","tt1505795,tt1493859,tt0382222,tt16757800"
nm1516715,Woutrine Theron,\N,\N,actress,"tt2046062,tt2035531,tt2035556,tt2040590"
nm1516741,Tintoy,1934,2018,"actor,director,writer","tt1158325,tt2231513,tt1885200,tt5074690"
nm1516844,Gyda Uldall,\N,\N,"writer,producer","tt0399629,tt0392619,tt0370907,tt18602128"
nm1516856,Jaime Urrutia,1958,\N,"soundtrack,actor","tt0085128,tt0082954,tt0302447,tt0377916"
nm1516918,Rekha Vedavyasa,\N,\N,actress,"tt10682798,tt1094576,tt2914444,tt0392951"
nm1517224,Carlos de la Cadena,\N,\N,"cinematographer,camera_department","tt0391371,tt9247588,tt0369837,tt0318462"
nm1517305,Lowin Allende,\N,\N,actor,tt0382308
nm1517309,Ali Alwan,\N,\N,actor,tt0383540
nm1517335,Chuck Ashworth,\N,\N,"actor,producer","tt3489236,tt2788432,tt2313221,tt4209256"
nm1517353,Karel Bartok,\N,\N,actor,"tt0406725,tt0381284,tt0409768,tt0391940"
nm1517401,Bernhard Brink,1952,\N,"music_artist,actor,soundtrack","tt0479842,tt0114669,tt0178142"
nm1517517,Kirk Durham,\N,\N,"producer,director,writer","tt2690494,tt2336803,tt1152807,tt6666966"
nm1517518,Julián Díaz,\N,\N,actor,"tt0484740,tt2707408,tt12099780,tt0297174"
nm1517587,Stephen Fusci,\N,\N,"actor,producer","tt0173866,tt0376098,tt0395225"
nm1517730,Sam Kivett,\N,\N,,tt0370125
nm1518057,Gene Rupert,1930,1979,actor,"tt0051297,tt0375390,tt0072559,tt0042074"
nm1518139,Mark Sloan,1968,\N,actor,"tt1346921,tt0854679,tt12303046,tt2584546"
nm1518345,Sara Barradas,1990,\N,actress,"tt2692808,tt0391681,tt1920365,tt11297630"
nm1518351,Shannon Beach,\N,\N,"actress,stunts,producer","tt1126591,tt0377471,tt1447479,tt9130508"
nm1518354,Diane Bell,\N,\N,actress,tt0367639
nm1518411,Sandra Celas,1975,\N,"actress,miscellaneous","tt4908368,tt0407400,tt1550323,tt1173928"
nm1518442,Kristan Cunningham,\N,\N,,"tt0197165,tt1459988,tt2097524,tt1433254"
nm1518599,Margo Kennedy,\N,\N,actress,"tt0391259,tt0384741,tt0400242"
nm1518674,Lília Matos,\N,\N,actress,"tt1463140,tt0374586,tt1212991,tt0407400"
nm1518752,Megan Pearson,\N,\N,actress,"tt1419864,tt0498397,tt1616094,tt0367462"
nm1518926,Mango Wong,1980,\N,actress,"tt1194624,tt0874635,tt1188725,tt1718959"
nm1519125,Emanuel Rojas,\N,\N,"camera_department,cinematographer,director","tt4333408,tt4285496,tt5571446,tt6386748"
nm1519188,Andy Lutter,\N,\N,"composer,music_department","tt1169197,tt0400921,tt0896681"
nm1519201,Tim Nackashi,\N,\N,"director,editor,cinematographer","tt0389928,tt6496532,tt4319422"
nm1519284,Gil Green,\N,\N,"director,producer,soundtrack","tt4925292,tt0189192,tt4521500"
nm1519408,Rod Main,\N,\N,"editor,director,writer","tt1601974,tt1753936,tt2336292,tt2781986"
nm1519450,Rebecca Atkinson,1983,\N,actress,"tt0478942,tt0377260,tt0053494,tt0417332"
nm1519534,Amy Freeman,\N,\N,actress,"tt0047707,tt0373101"
nm1519544,Glennis Grace,1978,\N,"actress,soundtrack","tt11411858,tt0300747"
nm1519602,Jari Leppänen,1957,\N,actor,"tt1170962,tt9071510,tt1354462,tt0367204"
nm1519666,Eddie Redmayne,1982,\N,"actor,soundtrack,producer","tt2980516,tt3183660,tt0810819,tt1707386"
nm1519680,Saoirse Ronan,1994,\N,"actress,soundtrack,producer","tt0783233,tt2381111,tt0380510,tt0993842"
nm1519750,Maik de Boer,1960,\N,"actor,costume_designer","tt3004326,tt0356229,tt0096597,tt0098883"
nm1519803,Cynthia Aguirre,\N,\N,"camera_department,production_designer,cinematographer","tt0480791,tt0480408,tt0379560,tt0417950"
nm1519959,Jan Dupree,\N,\N,producer,tt0382222
nm1520041,Adam Harriman,\N,\N,"visual_effects,editor,cinematographer","tt1571234,tt2103281,tt1318514,tt0437086"
nm1520408,Andy Watt,\N,\N,"camera_department,cinematographer,miscellaneous","tt10384514,tt0151239,tt1616543,tt4699462"
nm1520480,Stephen Baggett,\N,\N,"writer,producer","tt0381103,tt0838175"
nm1520581,Charles Marto,\N,\N,producer,"tt0838175,tt0381103"
nm1520583,Robert Marto,\N,\N,producer,tt0381103
nm1521016,Andrew Collins,\N,\N,"director,editor",tt0372615
nm1521035,James Klein,\N,\N,"director,producer,writer","tt0439145,tt2512176,tt1357490,tt0384058"
nm1521047,John Pearson,\N,\N,writer,tt0369848
nm1521063,Linda Larson,\N,\N,"actress,writer,director","tt0452046,tt3457772,tt1316040,tt0380814"
nm1521222,Nick Murray,\N,\N,actor,tt0377690
nm1521359,Elizabeth Lawrence,1977,\N,actress,"tt3308188,tt4389976,tt4636826,tt4636836"
nm1521408,Kathryn Thomas,1979,\N,"actress,miscellaneous","tt0395067,tt0383131,tt0497849,tt5580810"
nm1521502,Brian Grant,\N,\N,cinematographer,tt0374686
nm1521504,David Johnson,\N,\N,actor,"tt0380625,tt27956258"
nm1522222,Moeen Amjad,\N,\N,"assistant_director,director","tt0374046,tt0070935,tt0076167,tt0230993"
nm1522250,Nieves Aparicio,\N,\N,"actress,soundtrack","tt0496209,tt0372709,tt0300872,tt0372649"
nm1522331,Mária Bálintová,1930,2014,actress,"tt0250817,tt0209089,tt0367402,tt0434246"
nm1522416,Cassie Betts,\N,\N,actress,tt0368342
nm1522521,Reginald Boyland,\N,\N,actor,"tt1535989,tt0368342,tt0417535"
nm1522578,Maximilian Brückner,1979,\N,actor,"tt1568911,tt6129760,tt0426578,tt0375911"
nm1522597,Patrick Burleigh,\N,\N,"actor,writer,producer","tt9032400,tt8376234,tt3982576,tt5095030"
nm1522842,Mayblissa Cummings,\N,\N,actress,"tt0309163,tt0384066"
nm1522870,Siraj Darpan,\N,\N,"producer,miscellaneous","tt0367921,tt0381319"
nm1523017,Gitte Dyrberg,\N,\N,,"tt0352066,tt2185258,tt0372080"
nm1523141,Tyson FitzGerald,\N,\N,"editor,producer,editorial_department","tt3336326,tt1252486,tt2815740,tt1910969"
nm1523226,Arun Gandhi,1934,2023,,"tt1433234,tt1313049,tt0346369,tt13727806"
nm1523271,Marita Gerasch,\N,\N,actress,"tt0898240,tt0388214,tt0434710"
nm1523300,Tim Glomb,1974,\N,"producer,writer,miscellaneous","tt0382501,tt2778158,tt1587116,tt1291051"
nm1523309,Suzanne Goldish,\N,\N,"sound_department,miscellaneous,actress","tt19872934,tt14307470,tt6741278,tt16386116"
nm1523410,Harjeet,\N,\N,"actor,special_effects,producer","tt2202481,tt0178181,tt0341458,tt0232081"
nm1523599,Hisato Izaki,1984,\N,actor,"tt1232831,tt1016290,tt3242056,tt0373786"
nm1523600,Yûsuke Izaki,1984,\N,actor,"tt9047846,tt0373786,tt1232831,tt1016290"
nm1523608,Rinku Jaiswal,\N,\N,actress,"tt0373927,tt0230991,tt0087678,tt0230028"
nm1523640,Mari Jitsukawa,\N,\N,actress,tt0374187
nm1523696,Manmohan Kapoor,\N,\N,producer,tt0381989
nm1523826,Ruth Kraft,\N,2015,writer,"tt0368976,tt13286720"
nm1523899,Sara Malakul Lane,1983,\N,actress,"tt6735670,tt3290276,tt3082898,tt6158692"
nm1523948,Pappan,\N,\N,"director,camera_department,writer","tt5461628,tt0378957,tt0448805,tt8073332"
nm1523956,Yaniv Levi,\N,\N,actor,"tt4212124,tt8466044,tt6674356,tt22756220"
nm1524146,Gisela Mattishent,1919,1980,actress,"tt0400855,tt1124279,tt1653862,tt1777565"
nm1524204,Damodaran Menon,\N,\N,"producer,production_manager","tt0381585,tt0089194"
nm1524209,Cyril Merle,1981,\N,"miscellaneous,director,editorial_department","tt0384700,tt2908856,tt1049402,tt0354899"
nm1524231,Damien Midkiff,\N,\N,actor,"tt1337711,tt0368479,tt0425406,tt0321021"
nm1524531,Keith Partridge,\N,\N,"cinematographer,camera_department,director","tt0370263,tt7431740,tt2245871,tt1806234"
nm1524767,K.V.S. Reddy,\N,\N,"camera_department,cinematographer","tt0040067,tt0369272,tt0039322"
nm1524853,Amar Roy,\N,\N,"producer,miscellaneous,actor","tt1454012,tt0271023,tt3737026,tt0381319"
nm1524858,Melissa Ruderman,\N,\N,"producer,manager,miscellaneous","tt3210842,tt0123835,tt0368342,tt3831962"
nm1524950,Dan Schachner,1974,\N,actor,"tt1595859,tt1842530,tt2071645,tt3187578"
nm1525009,V.M. Shah,\N,\N,producer,tt0381585
nm1525010,T.A. Shahid,\N,\N,"writer,music_department","tt1722459,tt0400679,tt3887074,tt1102249"
nm1525067,Wannakit Sirioput,\N,\N,actor,"tt0368909,tt0450996,tt0369039,tt0428725"
nm1525115,Shantilal J. Sopariwala,\N,\N,"actor,producer","tt0374046,tt0378073"
nm1525235,Takenosuke Nishikawa,\N,\N,actor,"tt0438276,tt0374187"
nm1525266,R.G. Thaker,\N,\N,director,tt0382825
nm1525267,Harilal J. Thakkar,\N,\N,producer,tt0381319
nm1525579,Yukinori Yokoyama,\N,\N,"miscellaneous,producer","tt2148915,tt0395265,tt0368968,tt0426569"
nm1525759,Daniel Bruun,\N,\N,music_department,"tt0791629,tt0372080,tt0320961"
nm1525762,Bobby Buckley,\N,\N,,tt0374686
nm1525792,Adam Chapman,\N,\N,actor,"tt0378238,tt0382222,tt0412445,tt0447632"
