nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm3404123,Naoyuki Eto,\N,\N,"producer,writer","tt0230915,tt0184116,tt1304991"
nm3405029,Wolfgang Horstmann,\N,\N,editor,tt0182194
nm3405132,Claude Simeoni,\N,\N,writer,"tt0428948,tt0187090"
nm3405935,Herman Flavor,\N,\N,composer,tt0188803
nm3406186,Phillip Loplan,\N,\N,actor,tt0181499
nm3406383,King Spittune,\N,\N,"camera_department,editor","tt0185321,tt0188803,tt0185765"
nm3406550,Stacy Kay,\N,\N,writer,tt0182142
nm3406936,Edward Hunt,\N,\N,cinematographer,tt0182142
nm3407601,Jules Podell,1899,1973,,tt0183416
nm3408259,Daniel Glasser,\N,\N,"actor,writer",tt0180246
nm3410404,Ray Kingsley,\N,\N,cinematographer,tt0189674
nm3411668,Chuck Lorry,\N,\N,editor,tt0189674
nm3411820,Suzanne Terryer,\N,\N,composer,tt0178877
nm3416869,Xiaoxuan Gong,\N,\N,actress,"tt0184562,tt0338893,tt1312156,tt9548040"
nm3417796,Georgia Spain,\N,\N,actress,tt0191533
nm3419013,China Ruben,\N,\N,editor,tt0188834
nm3419092,Kathy Connelly,\N,\N,actress,"tt0185312,tt0185311"
nm3420257,John Catlin,\N,\N,actor,tt0179199
nm3420413,Dian Chelsea,\N,\N,actress,tt0179199
nm3420452,Wallace Burney,\N,\N,,tt0180545
nm3420652,Byron Brian,\N,\N,composer,tt0181943
nm3420671,Philipp Marlowe,\N,\N,cinematographer,tt0190026
nm3420965,Nina Shechtman,\N,\N,actress,"tt0188995,tt1419622"
nm3421264,Brian Jones,\N,\N,"assistant_director,director","tt0182143,tt0185423,tt0190737"
nm3425400,Mike Cuttles,\N,\N,production_designer,tt0184293
nm3426606,Kathleen Faberje,\N,\N,actress,tt0189719
nm3428348,Gritta Baerlocker,\N,\N,writer,tt0186128
nm3429319,Jerry McCabe,\N,\N,"writer,producer",tt0188213
nm3433699,Yun-min Lee,\N,\N,actor,"tt0187071,tt0071930"
nm3434957,Gene Barrit,\N,\N,editor,tt0188843
nm3435257,Chi-chih Shih,\N,\N,writer,tt0182761
nm3436644,Samantha Hain,\N,\N,"miscellaneous,writer","tt0159599,tt0182143,tt0190737"
nm3436807,Yui Komazuka,\N,\N,actress,"tt1422605,tt12900520,tt0190381,tt10477528"
nm3439082,Sonny Monitors,\N,\N,composer,tt0183385
nm3439613,Aldo Peretti,\N,\N,actor,tt0179297
nm3440129,Wendy Wardell,\N,\N,actress,tt0179297
nm3440228,Rob Dealto,\N,\N,producer,tt0182104
nm3440832,Gary Dartnol,\N,\N,actor,tt0179297
nm3441924,Dale Barphintuna,\N,\N,cinematographer,tt0190733
nm3442162,Liang Chen,\N,\N,actor,"tt0262753,tt2531076,tt0085841,tt0082706"
nm3444786,Mark Spelling,\N,\N,writer,tt0183908
nm3445127,Aladdin's Magic Rub,\N,\N,composer,tt0190633
nm3445387,Jonathan Trimm,\N,\N,editor,tt0190633
nm3445699,Enhe Feng,\N,\N,actor,"tt16744278,tt1430751,tt5855848,tt10833630"
nm3446829,The Last Resort,\N,\N,composer,tt0181345
nm3446976,Jim Shutterson,\N,\N,cinematographer,tt0190633
nm3446989,George Barbour,\N,\N,,tt0180545
nm3447311,Tao Li,\N,\N,actor,"tt0077113,tt1562465,tt0362241,tt0188787"
nm3448266,Peter Arsenoo,\N,\N,writer,tt0190633
nm3448428,Doug Johnson,\N,\N,writer,"tt0381759,tt0187644"
nm3448619,Emma Bernstein,\N,\N,composer,tt0183170
nm3449289,Martin Stevens,\N,\N,editor,tt0181943
nm3449830,Chico Lark,\N,\N,writer,tt0189690
nm3450082,Rolfe Rasmussen,\N,\N,editor,tt0189673
nm3454197,Kai Chen,\N,\N,"actor,miscellaneous","tt0165720,tt1534405,tt0188696,tt1435586"
nm3454927,Yuan-Yao Chang,\N,\N,producer,"tt1435612,tt0187054,tt0314906,tt1587737"
nm3455473,Jaime Delgado Aparicio,\N,\N,composer,tt0193131
nm3460213,Cheryl Goldberg,\N,\N,actress,tt0229528
nm3460996,Fu-Wan Chin,1934,\N,"actor,miscellaneous","tt1437851,tt0188796"
nm3462202,Mike,\N,\N,actor,tt0189684
nm3465520,Antwanette,\N,\N,actress,tt0189684
nm3465745,George,\N,\N,actor,tt0189684
nm3465901,Michael Derrossett,\N,\N,"editorial_department,visual_effects,editor","tt2208216,tt8185098,tt6272384,tt2242176"
nm3466440,Tasha,\N,\N,actress,tt0189684
nm3467511,Janey,\N,\N,actress,tt0189684
nm3470125,J. Essex,\N,\N,producer,tt0183170
nm3472388,Artur Pirolo,\N,\N,composer,"tt0189673,tt0152962"
nm3472641,Pei-Hsin Chang,\N,\N,"actress,miscellaneous","tt14056892,tt5306082,tt0183390,tt3981820"
nm3472949,Chris Stevens,\N,\N,composer,tt0189610
nm3473481,Jen-Lei Chen,1947,1994,actor,"tt0183390,tt2348688,tt2852802,tt5102476"
nm3474290,Gregor Szasz,\N,\N,cinematographer,tt0189673
nm3482103,Ernest D'Aversa,\N,\N,actor,tt0229528
nm3482181,Agadadas Qurbanov,1911,1965,actor,"tt1573789,tt1472161,tt2081193,tt1657426"
nm3485082,Fei Lam,\N,\N,"writer,actor","tt0246131,tt0193206,tt4811538,tt0187903"
nm3487024,Anthony Case,\N,\N,actor,"tt0183157,tt0065349"
nm3489180,Mark Turner,\N,\N,editor,tt0183760
nm3489438,Chaz,\N,\N,composer,tt0189789
nm3491312,George Croder,\N,\N,actor,tt0181323
nm3491481,Bonna Quigley,\N,\N,actress,tt0181323
nm3495458,Jeff March,\N,\N,"writer,producer","tt0090120,tt0182155"
nm3496208,Shirô Ôki,\N,\N,actor,"tt0072511,tt0796087,tt0182616,tt18253244"
nm3496227,Hans Hessel,\N,\N,"cinematographer,camera_department","tt4222716,tt2257778,tt4298234,tt0806910"
nm3498288,Tsai-Wu Shao,\N,\N,producer,"tt1829058,tt0187095"
nm3499065,Tanya Arslan,\N,\N,actress,"tt0183035,tt1463187"
nm3499104,Ramazan Akboga,1958,\N,"actor,production_manager,miscellaneous","tt0278527,tt0392226,tt0182872,tt0271946"
nm3499164,Akif Kilman,\N,\N,actor,"tt0183731,tt0252562,tt0253614,tt2120848"
nm3500564,Christine Linkey,\N,\N,actress,tt0190077
nm3503363,Horst Geisler,\N,\N,producer,"tt0306119,tt0806910"
nm3512607,Warpo Lewis,\N,\N,actor,tt0190079
nm3516658,Kuang-Shun Su,\N,\N,"writer,assistant_director,director","tt1243940,tt2318434,tt0188787,tt3029580"
nm3520936,Gary Lewis,\N,\N,producer,tt0187690
nm3521976,Ka-Wah Ho,\N,\N,"assistant_director,editorial_department,script_department","tt0182920,tt0280210,tt0092266,tt0107544"
nm3522549,Siu-Fung Kwok,\N,\N,"miscellaneous,production_manager,actor","tt6243998,tt0103921,tt0113350,tt2992504"
nm3524180,Yu-Chen Wang,\N,\N,writer,"tt0184621,tt6895798,tt6985020,tt1464592"
nm3524523,Paul Winter,\N,\N,composer,"tt2372247,tt0867216,tt0806910"
nm3529804,Anna-Kaisa Riitijoki,\N,\N,actress,tt0188356
nm3530948,Sampo-Juhani Parikka,\N,\N,actor,tt0188356
nm3531302,Matti Järvenmäki,\N,\N,actor,tt0188356
nm3531625,Lilli Scarpa,\N,\N,editor,"tt0184701,tt0210110,tt0186357"
nm3532808,Chiao-Li Wang,\N,\N,producer,"tt0186720,tt4336938"
nm3533573,Mike Summers,\N,\N,composer,tt0188912
nm3540484,M. Madhusudhana Rao,\N,\N,director,tt0186799
nm3544153,Naoko Koda,\N,\N,actress,"tt1483620,tt1118529,tt0209521,tt1788390"
nm3547013,Justine D'Ore,\N,\N,actress,"tt0128674,tt0257160,tt0325201,tt0064763"
nm3548134,George Cohen,\N,\N,,tt0185048
nm3550121,Peter Polymenakos,\N,\N,"editor,producer,director","tt0186200,tt1180337,tt1493827,tt27790103"
nm3557203,Braun,\N,\N,cinematographer,tt0182855
nm3559475,D. Marks,\N,\N,"editor,miscellaneous","tt0191559,tt0182229"
nm3560549,Rebecca Muskett,\N,\N,,tt0192631
nm3563094,Halid Muslimovic,1961,\N,actor,"tt1483230,tt10909718,tt0191740,tt15679340"
nm3566002,Louis Dana,\N,\N,director,tt0181343
nm3567113,Lee Hardy,\N,\N,producer,tt0189004
nm3567908,Dennis Keats,\N,\N,actor,tt0189610
nm3570961,Gilbert Sigrist,1938,2020,"soundtrack,composer,music_department","tt0448075,tt0127349,tt5688996,tt4669788"
nm3573496,Yumiko Endo,\N,\N,actress,"tt13835220,tt13230700,tt12356416,tt0185984"
nm3576487,Terrell Brown,\N,\N,,"tt0355069,tt0472973,tt1789919,tt6967060"
nm3578927,Thomas Herodt,\N,\N,actor,tt0185799
nm3579147,Claus Bo Andersen,\N,\N,actor,tt0185799
nm3579231,Anton Bielusici,\N,\N,"actor,sound_department","tt0179763,tt0038530"
nm3581697,Walt Rhopser,\N,\N,editor,tt0186972
nm3583450,Denise O'Kelly,\N,\N,writer,tt0192912
nm3588224,Roxy Rockwood,\N,\N,miscellaneous,"tt0065989,tt0065470,tt0181045"
nm3590825,Charlotte Oosthuizen,\N,\N,actress,tt0179724
nm3593016,Rachel Frey,\N,\N,actress,tt0179724
nm3593857,Tom Barlow,\N,\N,writer,tt0192912
nm3599794,Dean Landon,\N,\N,"composer,soundtrack,music_department","tt1092019,tt0218067,tt0284655,tt0186894"
nm3600377,Christian Boesch,\N,\N,"actor,writer,soundtrack","tt1663329,tt2148925,tt1390946,tt0190600"
nm3602115,Ainsley Earhardt,1976,\N,"writer,producer,actress","tt0185065,tt0247094,tt12932534"
nm3604144,Jay See,\N,\N,composer,"tt1148255,tt0189494"
nm3605452,Ljiljana Petrovic,1944,2010,"actress,soundtrack,composer","tt5011816,tt12271314,tt0756185,tt0180811"
nm3617886,Chiang Lu,\N,\N,"assistant_director,director","tt0187015,tt0079315,tt0081794,tt0201353"
nm3618900,Craig Glazer,\N,\N,actor,tt0189394
nm3624408,Satsuki Ariga,\N,\N,actress,"tt1011881,tt15061926,tt2146543,tt0184126"
nm3631821,R. Taraskevic,\N,\N,"editor,miscellaneous","tt1519435,tt0192975,tt2915156"
nm3637791,Gina Divelli,\N,\N,actress,tt0189901
nm3639051,Larry Ray Dunn,\N,\N,cinematographer,tt0188697
nm3640167,Carl Nordquist,\N,\N,editor,tt0192836
nm3641398,Harry Merkle,\N,\N,writer,tt0181892
nm3649145,Lan Lo,\N,\N,writer,tt0186699
nm3649505,Sidney Forman,\N,\N,writer,tt0187524
nm3650038,Allan Charles,\N,\N,editor,"tt0153195,tt0181505"
nm3654614,Christian Klischat,1969,\N,actor,"tt1149362,tt2071466,tt8787284,tt24092544"
nm3655861,Michelle L. Wright,\N,\N,producer,tt0189693
nm3656140,George Ross,\N,\N,actor,tt0187524
nm3665102,Eric Brenner,\N,\N,"producer,actor,soundtrack","tt1263670,tt2205697,tt1435513,tt1645155"
nm3667837,Jun Era,\N,\N,actor,"tt1399140,tt0184647,tt0818110,tt0295258"
nm3668338,Yôko Kiku,\N,\N,actress,"tt2364620,tt0185072,tt0159173,tt1538492"
nm3668398,The Great Unknowns,\N,\N,composer,tt0181423
nm3669040,Gale Finch,\N,\N,editor,tt0189996
nm3670983,Paul Devriès,\N,\N,producer,"tt0196042,tt0238147,tt0194200,tt0199633"
nm3671208,Hidetsugu Akita,\N,\N,cinematographer,"tt1537038,tt0187220,tt4770724"
nm3674597,The Jacques Loussier Trio,\N,\N,"soundtrack,composer,music_department","tt1710542,tt0058365,tt0189758,tt6952298"
nm3679007,Eve Austin,\N,\N,"actress,producer,writer","tt9742936,tt5105998,tt9046896,tt22899346"
nm3684194,Banu Özdemir,\N,\N,actress,"tt0183373,tt1589427,tt0200509,tt1764343"
nm3684723,Kyôji Tôyama,\N,\N,actor,"tt25433880,tt0322935,tt0198603,tt0165869"
nm3694144,Judy Burns,\N,\N,actress,tt0190722
nm3699507,John Ross,\N,\N,actor,tt0182937
nm3704822,Nurettin Alkis,\N,\N,actor,"tt0183345,tt0263776,tt1556105,tt6531902"
nm3709102,Kanji Kume,\N,\N,actor,"tt2093223,tt0287387,tt0287647,tt0183380"
nm3710048,Ilkka Uusivuori,\N,\N,soundtrack,"tt0367357,tt1594901,tt0187671,tt11966998"
nm3710848,Chia-Shan Wu,\N,\N,actress,"tt0077113,tt0188787,tt25187108,tt6953936"
nm3718045,Nurgül Kaya,\N,\N,actress,tt0183754
nm3718528,Hugo Blanco,1940,2015,"soundtrack,composer,music_department","tt0395125,tt0085860,tt0186245,tt0258016"
nm3719908,Lana Howard,\N,\N,actress,"tt0187307,tt0204148,tt0208946,tt0201002"
nm3722890,Filomena Ferronha,\N,\N,actress,"tt0487826,tt0181215"
nm3727852,Louis Klaus,\N,\N,writer,tt0191598
nm3728323,Zhuang Lin,\N,\N,cinematographer,tt0182030
nm3728456,J. Kensington,\N,\N,producer,"tt0181372,tt0170015"
nm3733029,Kai Kassel,\N,\N,actor,tt0182123
nm3738781,J.D. South,\N,\N,cinematographer,tt0191598
nm3739272,Tom Booker,\N,\N,director,tt0191598
nm3739374,Stefan Weigl,1962,\N,writer,"tt0191644,tt3341090,tt0423730,tt2723240"
nm3741478,George Hytower,\N,\N,producer,tt0191598
nm3741951,Johannes Kram,\N,\N,writer,"tt10124342,tt0191644,tt5581766"
nm3742495,Thomas Edward Keith,1941,2010,"director,writer",tt0180590
nm3743289,Guang-qin Ye,\N,\N,writer,"tt0182030,tt1694514"
nm3743341,Algebra,\N,\N,composer,"tt0181372,tt1489660"
nm3743680,Leif Jenericsen,\N,\N,"writer,special_effects","tt0181372,tt0170015"
nm3747656,Lilian Araya,\N,\N,actress,tt0182689
nm3750290,Hammond Gates,\N,\N,writer,tt0191582
nm3750317,Chris Meyer,\N,\N,cinematographer,tt0191582
nm3751223,Dumitry Trucia,\N,\N,cinematographer,tt0181329
nm3752685,Pablo Lira,\N,\N,actor,"tt16252686,tt0190250"
nm3759025,Chin-Hui Yu,\N,\N,"cinematographer,camera_department","tt0187066,tt0165123,tt1427317,tt0201090"
nm3759996,Vittorina Bortoli,\N,\N,writer,tt0183781
nm3760922,Luciano Badín,\N,\N,,tt0189337
nm3763611,Jerry Morrow,\N,\N,actor,tt0192931
nm3764100,Chris Grey,\N,\N,actor,"tt0190266,tt0081739"
nm3765852,Carlos Abel Caso,\N,\N,actor,"tt0181282,tt0181767"
nm3769209,Man-Miao Huang,\N,\N,actress,"tt1584086,tt8907810,tt2033273,tt0186109"
nm3769293,Alexandra Baumrucker,\N,\N,writer,"tt0186278,tt1583325"
nm3773294,Alfonso García,\N,\N,"producer,production_manager,miscellaneous","tt0450532,tt0415421,tt0454739,tt0450527"
nm3775307,Gadowar Singh Sahota,1954,\N,actor,"tt0192931,tt10701822,tt0421463,tt4325502"
nm3779010,Clyde Tolson,1900,1975,actor,tt0052792
nm3781991,H. Wong,\N,\N,producer,tt0190060
nm3783169,Glenn Jones,\N,\N,writer,tt0179710
nm3788916,Jin Chao,\N,\N,"actress,writer","tt0186713,tt2254568,tt0100584"
nm3790017,Sigrun Krokvik,\N,\N,writer,tt0179112
nm3790455,Plain Feather,\N,\N,,tt0186862
nm3790538,Old Badger,\N,\N,,tt0186862
nm3793736,Mami Nakanishi,\N,\N,actress,tt0184159
nm3796480,Bear Claw,\N,\N,,tt0186862
nm3797620,Scratches His Face,\N,\N,,tt0186862
nm3797624,Bird Tail,\N,\N,,tt0186862
nm3802528,Feng-bin Mou,1976,\N,actor,"tt18413900,tt10290198,tt1599268,tt27163192"
nm3806943,Aarti Prabhu,\N,\N,"writer,soundtrack",tt0192566
nm3807074,Bill Hastings,\N,\N,script_department,"tt0207918,tt0297635,tt0191677,tt1447504"
nm3808746,Wai-Man Lee,\N,\N,actor,"tt0185390,tt0113351,tt2157180,tt0284323"
nm3811413,Bosco Llamas Jr.,\N,\N,"camera_department,editor","tt0181333,tt0190757"
nm3811533,M. France,\N,\N,cinematographer,tt0190757
nm3815478,Chûzaburô Wakamiya,\N,\N,actor,"tt2095767,tt0408161,tt3533420,tt1943080"
nm3819706,Mikko Parikka,1988,\N,"actor,soundtrack","tt0185819,tt8463740,tt2343475,tt11025266"
nm3820104,Aubrey Singer,\N,\N,"producer,director","tt5565342,tt5202848,tt0168966,tt0237964"
nm3825814,Egidio Heiss,\N,\N,cinematographer,"tt0188572,tt0191183,tt0144524,tt0189422"
nm3826979,Elma Demetrio,\N,\N,actor,tt0186203
nm3827861,Bridget,\N,\N,actress,tt0190817
nm3828269,Mei-Ying Fung,\N,\N,actress,"tt0058975,tt4360338,tt0187962,tt0208191"
nm3831789,Prospero Bisquert,1881,1959,composer,"tt0181285,tt0186203,tt0195219"
nm3832794,Suzzanne Bizzare,\N,\N,editor,tt0190659
nm3833086,Johnathon Norton,\N,\N,editor,tt0191575
nm3839936,Mark Shaw,\N,\N,editor,tt0191554
nm3842028,J.J. LaFleur,\N,\N,cinematographer,"tt1713542,tt3484788,tt0185595"
nm3842750,Pierre Fabre,\N,\N,producer,tt0193148
nm3842755,William Minnerly,\N,\N,editor,"tt0185595,tt7760674"
nm3846619,Page Turner,\N,\N,"script_department,writer","tt0189900,tt0181372,tt0190784,tt0141172"
nm3846980,T.G. Thyagarajan,\N,\N,producer,"tt6878378,tt0187318,tt0139876,tt0764655"
nm3851205,Brady Halls,\N,\N,,"tt0190177,tt1400602"
nm3852145,Evelyn,\N,\N,actress,"tt1625131,tt0183357,tt13216974,tt3378480"
nm3854068,Maruo Yasui,\N,\N,"art_director,production_designer","tt0170962,tt0188804"
nm3855291,Brian Rogers Dancers,\N,\N,"actor,soundtrack","tt1691888,tt0387751,tt0295098,tt15427986"
nm3855890,Marie Kellier,\N,\N,actress,tt0184371
nm3856974,Vlastimir Nenadic,\N,\N,actor,tt0184760
nm3857484,Bull Ishihara,1952,2018,writer,"tt0360624,tt1442543,tt0190001,tt1466867"
nm3859668,Shelly Dee,\N,\N,"producer,production_manager",tt0183124
nm3859743,Rita S.,\N,\N,"art_department,costume_department,director","tt0153789,tt0133585,tt0183124,tt0182947"
nm3861508,Don Miller,\N,\N,"actor,writer",tt0190012
nm3861544,Jennifer Knight,\N,\N,actress,tt0190012
nm3863800,Kung Liang,\N,\N,editor,"tt0192379,tt0192497,tt1659297"
nm3867961,Srinivasa Rao,\N,\N,producer,tt0187445
nm3868554,Toivo Hiltunen,\N,\N,,"tt0183975,tt1634019"
nm3869986,Al Guerrero Jr.,\N,\N,"cinematographer,art_department,camera_department","tt0190012,tt1745916"
nm3876504,Gustavo Bazterrica,\N,\N,soundtrack,"tt0193029,tt1636434"
nm3890975,Lyudmila Zankovskaya,1917,1952,actress,tt0189945
nm3892355,Cecil D. Magpuri,\N,\N,"director,producer","tt11468930,tt11600760,tt2500638,tt0186643"
nm3893875,S. Barnes,\N,\N,"actor,writer","tt0192512,tt1639843"
nm3897622,Hui-Te Chu,\N,\N,actor,"tt4472094,tt0122001,tt27757700,tt27670397"
nm3900105,Lea Dedrick,\N,\N,actress,tt0191544
nm3903784,Craig Annis,\N,\N,producer,"tt0178952,tt0471157,tt1289608"
nm3904068,Monique Sihanouk,\N,\N,actress,"tt0191594,tt1821591,tt3014390,tt1741666"
nm3904223,Som Sam Al,\N,\N,"cinematographer,director","tt1941577,tt5747844,tt0191594,tt3014390"
nm3905241,Claire Quebedeau,\N,\N,cinematographer,tt0190005
nm3906326,Chiu Cho,\N,\N,actor,tt0184450
nm3906787,David Sternburg,\N,\N,cinematographer,tt0190005
nm3911622,Chris Coaley,\N,\N,actor,"tt0191544,tt0095655"
nm3912098,Michael Chambers,\N,\N,actor,tt0191544
nm3920924,Cor Beurskens,\N,\N,actor,tt0192941
nm3922777,Gilbert Renault-Decker,1904,1984,producer,"tt0189235,tt0170864,tt0187688,tt0206210"
nm3923785,Barbara Johr,\N,\N,"assistant_director,writer,miscellaneous","tt0117460,tt0184255"
nm3929103,Sommer Knight,1979,\N,actress,"tt0220852,tt0190106,tt0203425,tt0486258"
nm3932422,Matt Gutman,1977,\N,"writer,actor","tt9793686,tt0124932,tt5839204,tt6963192"
nm3933039,Tom Denove,\N,\N,"cinematographer,camera_department","tt3294530,tt0180808,tt0086625,tt0438454"
nm3933595,K.J. Wilson,\N,\N,actor,tt0182634
nm3936263,Pury Durante,\N,\N,actress,"tt0239398,tt0189412"
nm3942986,Marc Demeyer,1950,1982,,tt0193171
nm3951616,Emily Smith,\N,\N,,"tt0189248,tt0355069,tt14623180,tt0827948"
nm3951680,Jim Brown,\N,\N,editor,tt0179696
nm3951734,S. Norman,\N,\N,cinematographer,tt0179696
nm3951943,M. Boyer,\N,\N,cinematographer,tt0179696
nm3952617,James Field,\N,\N,"director,assistant_director,producer","tt0185107,tt0075545,tt0143081,tt0143080"
nm3953480,Ombretta Fabbri,\N,\N,"assistant_director,producer,production_manager","tt0183443,tt0187777"
nm3953541,H.-A. Kusters,\N,\N,producer,tt0192449
nm3954936,Gaetano Giuffrida,\N,\N,producer,"tt0187777,tt0183443"
nm3958801,Alicia Rebolledo,\N,\N,actress,tt0189952
nm3960297,Francis Milton,\N,\N,actor,tt0183171
nm3968474,Mario Kramarenco,\N,\N,actor,tt0189952
nm3969420,Alberto Lecaros,\N,\N,actor,tt0189952
nm3969506,Charlotte,\N,\N,actress,tt0250524
nm3969516,Idilio Nelson Soto,\N,\N,actor,tt0189952
nm3970017,Beco Baytelman,\N,\N,actor,"tt0063496,tt0201817,tt0189952"
nm3972027,Frank Kraljic,\N,\N,"producer,director,cinematographer","tt2008701,tt5352334,tt2717058,tt0188101"
nm3972142,Antonio Feliz,\N,\N,actor,tt0180170
nm3972712,Nancy Chapple,\N,\N,,tt0186877
nm3974676,Mariko Fukushima,\N,\N,actress,"tt0183933,tt0183934,tt0809732,tt14650246"
nm3975622,Ivan Katic,\N,\N,actor,"tt0324930,tt0190034"
nm3983532,Jie Cheng,\N,\N,actor,"tt0184625,tt1071812"
nm3985018,Alan Smith,\N,\N,actor,tt0180883
nm3985298,Ennio Mancuso,\N,\N,composer,tt0189551
nm3998231,Gianni Bellandi,\N,\N,actor,"tt0191713,tt0198841"
nm4001637,William Francis,\N,\N,writer,"tt0181055,tt0335600"
nm4003384,Claudia Hutchins,\N,\N,actress,tt0185478
nm4004767,Mario Cantini,\N,\N,"soundtrack,composer,music_department","tt0179906,tt12801262,tt3013610,tt0101460"
nm4006294,Kon Samoeun,1947,1976,actor,"tt0191594,tt3922088,tt13149120,tt14562748"
nm4006386,Visakha Tioulong,\N,\N,actress,"tt0191594,tt3014390"
nm4006538,Yiu-Lam Chan,\N,\N,actor,"tt0164407,tt0187958,tt0187960,tt0204895"
nm4007032,Clyde Burkholder,\N,\N,,tt0094416
nm4007375,Guy Franz Arend,\N,\N,,tt0094416
nm4023302,Shigehisa Ohno,1940,\N,"actor,producer","tt1706101,tt2404976,tt0185071,tt0996534"
nm4028864,Gölge Basar,1954,\N,actress,"tt8862784,tt0182916,tt6045884,tt1957993"
nm4033491,Nobuyoshi Fukuda,\N,\N,actor,"tt0185071,tt1710530,tt2498010"
nm4035407,David Gravelle,\N,\N,actor,"tt0191015,tt0191186,tt1735231"
nm4061356,Sergei Svetlitsky,1965,\N,actor,tt0191375
nm4063955,Hans Bitow,\N,\N,,\N
nm4065456,Carmen Fernandez,\N,\N,actress,"tt0193296,tt0180473,tt28244401,tt1919182"
nm4065626,Elizabeth Raum,\N,\N,composer,tt0192626
nm4065695,Hoi-Fung Ngai,\N,\N,cinematographer,"tt5723608,tt12885900,tt12885766,tt14449810"
nm4069239,Ah-Fung,\N,\N,actor,tt0186714
nm4069746,Yin-Yin Wong,\N,\N,producer,tt0186714
nm4070020,Ah-Chung,\N,\N,"actor,art_department","tt2885360,tt5208660,tt0186714,tt21249222"
nm4070600,Ayfer Idin,\N,\N,actress,"tt0183590,tt0253637,tt0183327,tt0343422"
nm4073969,Sadashi Sano,\N,\N,"camera_department,cinematographer,miscellaneous","tt0454362,tt0091211,tt4926606,tt0159928"
