nconst,primaryname,birthyear,deathyear,primaryprofession,knownfortitles
nm1322929,Troy Glaus,1976,\N,,"tt0454749,tt2327677,tt1020929,tt2132954"
nm1322957,Turquoise Taylor Grant,1966,2012,actress,"tt0353269,tt0462516"
nm1322958,Barbara Grascher,\N,\N,"writer,director","tt0910836,tt0350543,tt2866510"
nm1322961,Simon Greenwood,\N,\N,"editor,producer,editorial_department","tt2203380,tt0408654,tt4198034,tt2369311"
nm1322978,Ville Grönroos,\N,\N,"art_department,cinematographer,miscellaneous","tt1653945,tt5222918,tt4771932,tt4565668"
nm1322979,Teo Guardino,1975,\N,"production_designer,art_department,producer","tt5031102,tt2094914,tt1350492,tt0423521"
nm1322990,Yeni Türkü,\N,\N,"composer,soundtrack","tt6462806,tt0353347,tt1591621,tt0489021"
nm1322991,Sebastian Gutsche,1981,\N,"actor,miscellaneous","tt0417911,tt4622274,tt5653932,tt0354043"
nm1323000,Freedom Hadebe,1983,\N,actor,"tt0353101,tt0375446,tt0352113,tt0323654"
nm1323007,David W. Hale,\N,\N,"cinematographer,actor,camera_department","tt0371022,tt0387460,tt0353269,tt0462250"
nm1323012,Timothy Hamanin,\N,\N,actor,tt0354130
nm1323016,David Hanbury,\N,\N,actor,tt0354063
nm1323017,Amanda Hansen,\N,\N,actress,tt0354034
nm1323028,Harvey,\N,\N,"writer,producer",tt0353373
nm1323030,Belle Hatfield,\N,\N,actress,tt0353669
nm1323035,Lyn Hayvenhurst,\N,\N,producer,tt0353885
nm1323036,Lindzi Hayward,\N,\N,actress,tt0353835
nm1323059,Tobias Henriksson,\N,\N,actor,"tt0353473,tt1119125"
nm1323082,Hso Hkam,\N,\N,"director,editor,producer","tt11656812,tt11657038,tt2908632,tt2699764"
nm1323089,Matt Holcomb,\N,\N,"director,writer,producer","tt0811096,tt1961462,tt2022408,tt4042208"
nm1323107,Bernie Hourihan,\N,\N,actor,"tt0118437,tt2334637,tt0285403,tt0353332"
nm1323108,Shelly L. Houser,\N,\N,"script_department,assistant_director,production_designer","tt0373191,tt0419099,tt0353293"
nm1323111,Dylan Howitt,\N,\N,"director,editor,cinematographer","tt6330514,tt3648662,tt3648672,tt27374831"
nm1323120,Alison Humphrey,\N,\N,"writer,miscellaneous,art_department","tt0361824,tt0134981,tt0362379,tt0288909"
nm1323122,Melissa Hunter,\N,\N,"actress,writer","tt0068120,tt1024167,tt0348949,tt1536749"
nm1323123,Ilir Hunçi,1963,\N,actor,"tt0353547,tt0353334,tt0353924"
nm1323142,Ebizô Ichikawa,1977,\N,actor,"tt0353079,tt2500392,tt5084170,tt1728196"
nm1323147,Illangkannan,\N,\N,director,"tt10409914,tt0353848"
nm1323149,Eugène K. Ilyin,\N,\N,writer,tt0354192
nm1323169,Kol Jakova,\N,\N,writer,"tt0352028,tt0353647"
nm1323176,Alexa Jaques,\N,\N,actress,tt0348744
nm1323191,C.P. Joemon,\N,\N,"assistant_director,director","tt0275778,tt0407273,tt0353596,tt0334137"
nm1323199,Jeanne Johnson-Watkins,\N,\N,,tt0353609
nm1323216,Luisa Justiano,1945,2019,actress,"tt0952653,tt10518666,tt1007249,tt11945296"
nm1323220,Anne Järvinen,\N,\N,actress,"tt0353473,tt0314524"
nm1323228,Romuald Kalson,\N,\N,composer,"tt0353426,tt2396523,tt2396473,tt2395311"
nm1323231,Kai Kamada-Laws,\N,\N,actress,tt0353089
nm1323232,Kosta Kamberi,\N,\N,actor,"tt0353402,tt15446780"
nm1323267,Brian Kendrick,1979,\N,actor,"tt0185103,tt0421463,tt1601141,tt1499703"
nm1323270,Gildas Keraly,\N,\N,"actor,writer","tt1672136,tt0354020,tt0370527,tt10216488"
nm1323271,Imre Kertész,1929,2016,writer,"tt0305398,tt0367082,tt0791070,tt4611908"
nm1323282,De Kift,\N,\N,"composer,actor","tt12015604,tt0352178,tt0481976"
nm1323286,Kwang-rim Kim,\N,\N,writer,tt0353969
nm1323293,Klabund,1890,1928,"writer,soundtrack","tt0015352,tt4280482,tt1139595,tt0082736"
nm1323296,Robert Kletschka,\N,\N,"actor,miscellaneous","tt0354043,tt26653767,tt0965654"
nm1323308,Prakash Koleari,\N,\N,"writer,director","tt0353412,tt0353210"
nm1323312,Sôsuke Komori,1970,\N,actor,"tt0988824,tt2305252,tt1481363,tt3687956"
nm1323318,Peter Konopka,\N,\N,actor,tt0353771
nm1323324,Atanas Kosev,\N,\N,composer,"tt0356398,tt0353116,tt0360412,tt0355247"
nm1323335,Guri Koço,1954,\N,actor,"tt0353457,tt0353334,tt0350505,tt0170258"
nm1323340,Douglas Krause,\N,\N,"composer,soundtrack","tt0353214,tt0115819"
nm1323341,Matthew Krause,\N,\N,"director,writer",tt0353214
nm1323342,Lloyd Kremer,\N,\N,actor,"tt1428574,tt0358809,tt0297607,tt0352602"
nm1323347,Lubos Krticka,\N,\N,"composer,music_department","tt0302566,tt0382049,tt0366291,tt0374333"
nm1323354,Horst Kudritzki,1911,1970,"music_department,writer","tt6774462,tt0331191,tt0354209,tt0124132"
nm1323355,Denny Kuhr,\N,\N,writer,tt0353168
nm1323363,Gjikë Kurtiqi,\N,\N,writer,tt0353402
nm1323370,Neveser Kökdes,1900,1962,composer,"tt0343017,tt0354254,tt11720228,tt0331089"
nm1323372,Stephen Lacoste,\N,\N,actor,"tt0104524,tt0353500"
nm1323377,Jenn Laharty,\N,\N,"actress,writer,producer","tt9625268,tt8846956,tt9683824,tt9646376"
nm1323382,Keith Lam,\N,\N,director,tt0354005
nm1323423,Dicky Lebrianto,\N,\N,actor,tt0353240
nm1323437,Madeleine Lemistre,\N,\N,actress,tt7000188
nm1323460,Daniela Linkiewicz,\N,\N,actress,"tt0353731,tt0456797"
nm1323469,Anita Lo,\N,\N,"actress,producer,production_manager","tt0248645,tt0122182,tt0354005"
nm1323472,Man Lok,\N,\N,actor,"tt0353533,tt5764222,tt0092091,tt0325170"
nm1323488,Vince Keala Lucero,\N,\N,"camera_department,cinematographer,producer","tt2334871,tt1596346,tt2498548,tt3774114"
nm1323494,Kirk Lun,\N,\N,actor,tt0354005
nm1323499,Shay Lynch,\N,\N,"composer,music_department,sound_department","tt0864968,tt5891120,tt12215240,tt1139570"
nm1323507,Addie M.S.,\N,\N,composer,"tt0353240,tt1190120,tt15067972,tt15012826"
nm1323514,Raju Joseph,\N,\N,"director,writer,producer","tt0355832,tt0819942,tt0353371"
nm1323538,Sergej Makeyev,\N,\N,actor,tt0353871
nm1323562,Zana Marjanovic,1983,\N,"actress,producer,writer","tt1441940,tt1714209,tt5725348,tt4061352"
nm1323565,Kiko Marques,\N,\N,"actor,director,writer","tt20871750,tt1233506,tt0317248,tt0293007"
nm1323574,Jean-Paul Masson,\N,\N,"actor,sound_department",tt0353228
nm1323618,Seth McClellan,\N,\N,"producer,director,actor","tt2459362,tt15092558,tt9723258,tt4012602"
nm1323626,Lorenzo Meccoli,\N,\N,"producer,editor,cinematographer","tt0477062,tt0354194,tt0408349"
nm1323639,Paulo de Tarso Disca,\N,\N,"cinematographer,producer,writer","tt3625480,tt2929784,tt0353811,tt3967334"
nm1323640,Jim Mendrinos,\N,\N,"producer,director,writer","tt12019536,tt23320246,tt14344142,tt3920816"
nm1323651,Orlando Mesquita,\N,\N,"editor,director","tt0379242,tt1398399,tt1390945,tt0353218"
nm1323667,Shadow Dragu-Mihai,\N,\N,"director,miscellaneous,editor","tt3279790,tt11608622,tt18294846,tt8970778"
nm1323671,Alex Mikaelian,\N,\N,"director,producer",tt0353463
nm1323697,Yi Hu Mol,\N,\N,composer,tt0353291
nm1323704,Roberto A. Montenegro,\N,\N,producer,tt0353987
nm1323706,Mónica Montáñez,1966,\N,writer,"tt3986282,tt7180378,tt0883301,tt0355087"
nm1323733,Fatmir Mullai,\N,\N,"cinematographer,camera_department","tt7979678,tt0353647"
nm1323737,Marco Mundt,\N,\N,"producer,production_manager,sound_department","tt26493252,tt0404815,tt0353663,tt0428723"
nm1323752,Suzana Muça,\N,\N,composer,"tt0350969,tt0353491"
nm1323760,Juan Carlos Nabal,\N,\N,producer,tt0351278
nm1323763,Venu B. Nair,\N,\N,"assistant_director,director","tt7822558,tt0353308,tt0355645,tt5168344"
nm1323764,Viji P. Nair,\N,\N,"director,actor,writer","tt0354156,tt0356775,tt1594974,tt1680314"
nm1323798,Paul Njarackel,\N,\N,"assistant_director,director","tt0271816,tt0246809,tt0292142,tt0282629"
nm1323805,Wenceslas Noruke,\N,\N,actor,tt0354130
nm1323807,De Nosworthy,\N,\N,"editor,editorial_department","tt0363062,tt1591483,tt1727578,tt0263238"
nm1323822,Adepero Oduye,\N,\N,"actress,writer,director","tt1596363,tt1233334,tt2024544,tt1981128"
nm1323827,Esat Oktrova,1930,2001,actor,tt0354240
nm1323836,Josh Opos,\N,\N,"director,producer",tt0353463
nm1323837,Alev Oraloglu,1954,\N,actress,"tt0389089,tt0371220,tt2118730,tt0845088"
nm1323859,Craig Padilla,\N,\N,"composer,editor","tt2577194,tt0353332,tt15680392,tt0353879"
nm1323869,Milena Panajoti,\N,\N,editor,"tt0353491,tt7979678,tt0353335"
nm1323871,Curran Pang,\N,\N,"editor,writer","tt8165192,tt7183578,tt0338564,tt0369060"
nm1323884,Bronislava Parzhevskaya,\N,\N,writer,"tt3042434,tt0353426"
nm1323899,Paulson,\N,\N,"assistant_director,director","tt0353699,tt0355619,tt0357289,tt0355648"
nm1323911,Andrea Pekkala,\N,\N,actress,"tt0353473,tt1792125"
nm1323917,Tanya Penney,\N,\N,actress,tt0353669
nm1323919,Theresa Peoples,\N,\N,"miscellaneous,producer,actress","tt0436343,tt4585060,tt0353773,tt1504491"
nm1323940,Piem,1923,2020,writer,"tt0353094,tt14074572,tt1570344,tt7000828"
nm1323941,Heinrich Piepson,\N,\N,cinematographer,tt0353426
nm1323944,Jaroslaw Pietraszek,\N,\N,editor,"tt0381637,tt0805580,tt4048942,tt2325538"
nm1323967,Bengt Pohjanen,1944,\N,"writer,director,actor","tt10188728,tt0353473,tt25503358,tt3781288"
nm1323973,Mihal Popi,1909,1979,actor,"tt0172971,tt0353425,tt15267414,tt15407422"
nm1323979,Bénédicte Portal,\N,\N,"director,writer","tt9487246,tt0936464,tt0353344,tt1599911"
nm1323980,Logan S. Porter,\N,\N,writer,tt0353885
nm1323982,Korinne Postma,\N,\N,"make_up_department,producer","tt0246058,tt0348744,tt27327238"
nm1323983,Vladimir Potapov,1957,\N,"director,actor,writer","tt2201165,tt0353899,tt2120022,tt7701776"
nm1323986,Roz Power,\N,\N,"production_manager,editorial_department,editor","tt0353669,tt0461613,tt12980080,tt1715771"
nm1324008,Shpëtim Qatipi,\N,\N,cinematographer,"tt0353647,tt0353723"
nm1324010,Natong Tu Qin,\N,\N,actor,tt0353291
nm1324035,Stéphanie Raphaël,\N,\N,actress,"tt1821489,tt0169458,tt0462993,tt0166423"
nm1324050,Dan Reheuser,\N,\N,"miscellaneous,writer,director","tt4130194,tt0353483,tt0414853,tt4453650"
nm1324087,Ernest Romanovski,\N,\N,actor,tt0353898
nm1324111,Chad Royce,\N,\N,composer,"tt0354105,tt0368218,tt0422135"
nm1324121,David Ruiz-Marquez,\N,\N,"director,actor,writer","tt0353487,tt6504844"
nm1324146,Irving Salberg,\N,\N,"editor,sound_department,art_director","tt0353247,tt2344202,tt3534318,tt3241818"
nm1324151,Viktor Samuilov,1946,\N,"writer,actor,script_department","tt0360854,tt14993778,tt0376956,tt0353480"
nm1324167,Devashish Saxena,\N,\N,"actor,director,writer","tt0398385,tt0351031,tt1401126,tt0381408"
nm1324176,Beatrice Scheyler,\N,\N,actress,tt0354105
nm1324192,Randy Shulman,\N,\N,"director,writer,editor",tt0353340
nm1324203,Derrick Scocchera,\N,\N,"director,editor,producer","tt13158056,tt1177935,tt0444971,tt10472020"
nm1324211,Vitali Segeda,\N,\N,actor,"tt5447782,tt0353871"
nm1324216,Eiji Sekiguchi,\N,\N,actor,"tt0421480,tt0318871,tt3788114,tt0250921"
nm1324219,Elisabeth Seljevold,\N,\N,"actress,miscellaneous","tt0244094,tt0354105"
nm1324239,Afi Shamara,\N,\N,producer,"tt0353240,tt0374506,tt0382111,tt1045814"
nm1324254,Gaspër Shllaku,\N,\N,cinematographer,"tt0353631,tt0353808,tt0353364,tt0354236"
nm1324260,Ralf Siedek,\N,\N,actor,"tt0363942,tt0354043"
nm1324263,Haris Sijaric,1984,\N,actor,"tt1093078,tt0353671"
nm1324264,Josef Rudolf Sills,\N,\N,writer,"tt0354162,tt1960278"
nm1324266,Jeremy Xido,\N,\N,"actor,director,writer","tt1425238,tt0361862,tt1848864,tt2118609"
nm1324280,Ligita Skuinina,\N,\N,actress,"tt0353426,tt4843166,tt0446371,tt3042434"
nm1324305,Jacques Solness,1925,2010,"producer,writer","tt10179406,tt10373746,tt0353100,tt0353068"
nm1324308,Mahesh Soman,\N,\N,director,tt0354067
nm1324312,Kyeong-shik Song,\N,\N,director,"tt0353328,tt0396846"
nm1324325,Leon Spinks,1953,2021,"actor,producer","tt0353917,tt5734086,tt0850709,tt1419318"
nm1324334,Joseph Stachler,1969,\N,"director,camera_department,producer","tt0466452,tt7262420,tt7262552,tt7262606"
nm1324340,Robby Steinhardt,1950,2021,"actor,soundtrack","tt0075519,tt6334354"
nm1324357,Cleiton Stringhini,\N,\N,"director,producer",tt0353811
nm1324358,Rolf Strub,\N,\N,actor,"tt2082384,tt1332133,tt2310150,tt0353430"
nm1324378,Konrad Swinarski,1929,1975,"director,writer,actor","tt0380695,tt0441074,tt0354247,tt15893498"
nm1324400,Emily Taheny,\N,\N,"actress,writer,music_department","tt1396326,tt2155043,tt7909742,tt0891171"
nm1324414,Quan Tao,\N,\N,cinematographer,tt0354173
nm1324424,Toon Tawanna,\N,\N,"actor,cinematographer,producer",tt0353463
nm1324440,Andreas Thatcher,\N,\N,"producer,writer,executive","tt2402127,tt0414487,tt0353455,tt5651150"
nm1324458,Nina Tikkala,1979,\N,actress,"tt0362197,tt0353473"
nm1324459,Spartak Tili,\N,\N,composer,tt0353334
nm1324471,Zdena Tomin,1941,2020,writer,"tt2040116,tt0939822,tt1746418,tt0353403"
nm1324474,Albert Toro,1952,2019,"director,actor,writer",tt0354130
nm1324478,Selda Tosun,\N,\N,actress,"tt1556132,tt1556146,tt0353106"
nm1324496,Chaok Tunaren,\N,\N,writer,tt0353291
nm1324500,Michie Turpin,\N,\N,director,tt0353609
nm1324503,Twine,\N,\N,"actor,composer","tt0353247,tt1130708"
nm1324505,Neal Tyler,1982,\N,"producer,camera_department,miscellaneous","tt12164138,tt15658954,tt15083978,tt13123106"
nm1324525,Jarred Uys,\N,\N,actor,tt0353101
nm1324528,Adoor Vaisakhan,\N,\N,"director,writer",tt0353894
nm1324557,Mira Veli,\N,\N,editor,"tt0366291,tt0302566,tt0374333,tt0984187"
nm1324559,M.A. Venu,\N,\N,"director,assistant_director,writer","tt0353281,tt0965436,tt0481118,tt0271768"
nm1324573,Joe Vida,\N,\N,actor,"tt0353332,tt11280886,tt1322926,tt5620962"
nm1324601,Lec Vuksani,1939,\N,actor,"tt0353821,tt0295463,tt0345126,tt0345829"
nm1324631,Alfred Weitnauer,1905,1974,writer,tt0354182
nm1324637,Jay Wesson,1977,\N,editor,tt0351031
nm1324658,Sylvia Wolff,1967,\N,actress,"tt0353936,tt0121027,tt2396700"
nm1324661,Daren Woolsey,\N,\N,"producer,miscellaneous,director","tt0239195,tt1442553,tt1763335,tt8527842"
nm1324666,Andrew Wroble,1977,\N,"cinematographer,assistant_director",tt0353332
nm1324674,Ren Hua Xu,\N,\N,actor,tt0353291
nm1324679,George Yan,\N,\N,producer,tt0354005
nm1324685,Vitali Yermolayev,\N,\N,production_designer,tt0353501
nm1324689,Greg Yoder,\N,\N,"actor,producer,writer","tt2788432,tt2741602,tt0452046,tt15057532"
nm1324699,Turda Yüksel,\N,\N,actor,"tt0353731,tt0456797"
nm1324702,Scott Zachek,\N,\N,cinematographer,tt0353340
nm1324709,Gabriele Zamparini,\N,\N,"director,producer,writer","tt0408349,tt0354194,tt0477062"
nm1324710,Martin Zandvliet,1971,\N,"editor,director,writer","tt1706596,tt3841424,tt1729226,tt1314269"
nm1324714,Vaçe Zela,1939,2014,actress,"tt0353425,tt0170133"
nm1324732,Dana de Agrella,\N,\N,actress,"tt0353101,tt0402590,tt0314180"
nm1324744,Suso de Toro,1956,\N,writer,"tt0351867,tt14193006,tt0470636,tt5648216"
nm1324748,Eva van Barneveld,\N,\N,"director,actress,cinematographer","tt0353817,tt13157272,tt18305570,tt26008964"
nm1324749,Gerard Willem Van Loon,1911,1980,writer,tt0354192
nm1324753,Robin von Hardenberg,\N,\N,"director,writer,camera_department","tt1442580,tt0353544,tt0888821"
nm1324757,Zija Çela,\N,\N,writer,tt0353823
nm1324763,Tuncay Özinel,\N,\N,actor,"tt6545054,tt6240888,tt2078732,tt0291083"
nm1324772,Garret Anderson,1972,\N,,"tt2327677,tt0428192,tt1020929,tt0439414"
nm1324788,Aleksandr Barsky,\N,\N,actor,"tt0062907,tt0353871"
nm1324801,Thomas Blass,\N,\N,actor,tt0354214
nm1324808,Pierre Bonte,\N,\N,writer,"tt0361188,tt0887983,tt0353094,tt1726805"
nm1324819,Joshua Brennan,\N,\N,"actor,composer","tt1210820,tt5136686,tt3275138,tt4434010"
nm1324826,Ethan Cadoff,\N,\N,"actor,producer,writer","tt5293308,tt3574350,tt0353293,tt3574358"
nm1324827,Ryan Caltagirone,\N,\N,"actor,director,writer","tt3593432,tt1053810,tt3975368,tt5073652"
nm1324831,Geoff Carino,\N,\N,"actor,writer,producer","tt1877797,tt0353666"
nm1324833,Sean Carpenter,\N,\N,"actor,camera_department","tt0796258,tt0353228,tt0491183,tt1424479"
nm13248340,S. Balachandran,\N,\N,writer,tt0353237
nm1324841,Nick Colameo,\N,\N,"actor,producer,sound_department","tt0382102,tt0353879,tt0392703"
nm1324842,Derick Colby,\N,\N,actor,tt0348744
nm1324843,Bryce Coleman,\N,\N,actor,tt0353337
nm1324856,Rafe D'Amico,\N,\N,"actor,producer,miscellaneous","tt0353239,tt0287425"
nm1324860,Jake Daniels,1977,\N,"director,actor,writer","tt0353332,tt0844345,tt1160418,tt1613853"
nm1324864,Jake Donaldson,\N,\N,miscellaneous,tt0353572
nm1324872,Paul O. Dunn,\N,\N,actor,"tt3377882,tt0353483,tt0423140"
nm1324873,David Eckstein,1975,\N,actor,"tt3797570,tt0315064,tt1020929,tt2174968"
nm1324875,Pedro Paulo Eva,\N,\N,actor,"tt1529359,tt0429743,tt3389768,tt24806352"
nm1324901,Mark Gollaher,\N,\N,"actor,animation_department","tt0349159,tt0469827,tt1909270,tt11104916"
nm1324907,Billy Greer,\N,\N,actor,tt11006642
nm1324908,Ron Grossman,\N,\N,,tt0353279
nm1324935,Florian Jahr,1983,\N,actor,"tt0939821,tt0115088,tt0806910,tt0106178"
nm1324936,Scott Janes,\N,\N,"actor,miscellaneous","tt6161168,tt0353794,tt0065272,tt13050908"
nm1324942,Yergan Jones,\N,\N,,tt0353609
nm1324961,Richard Kughn,\N,\N,miscellaneous,tt0353279
nm1324971,Eric Lecomte,\N,\N,actor,tt7000188
nm1324979,Anthony List,\N,\N,actor,"tt2040589,tt0353293,tt0393198,tt0979906"
nm1324982,Simon Lovell,\N,\N,actor,"tt4974692,tt12788198,tt6933206,tt0353247"
nm1324986,Bill Lupo,\N,\N,actor,"tt0353228,tt3499414,tt0089154"
nm1325002,Chi Mason,\N,\N,actor,tt0353835
nm1325062,Troy Percival,1969,\N,,"tt2327677,tt1020929,tt0426843,tt0426844"
nm1325071,Orazio Pulvirenti,\N,\N,actor,tt0353093
nm1325092,Tim Salmon,1968,\N,actor,"tt1020929,tt2327677,tt2132954,tt0115101"
nm1325100,Max Schwartz,1941,2012,,tt0353825
nm1325124,Robert L. Sumner,\N,\N,actor,"tt2700892,tt3143384,tt3169518,tt0349584"
nm1325143,Jonathan Uffelman,\N,\N,actor,tt0353794
nm1325144,Marc Umile,\N,\N,"actor,miscellaneous","tt0120389,tt0353239"
nm1325159,Neville Watson,\N,\N,actor,"tt0078657,tt0259733,tt0354096,tt1232319"
nm1325174,Addison Wong,\N,\N,actor,tt0353533
nm1325188,Viktor Çavo,\N,\N,actor,"tt0353361,tt0295394,tt0353499"
nm1325194,Marisa Andrade,\N,\N,actress,tt0353987
nm1325199,Anastasia Baranova,1989,\N,"actress,miscellaneous,music_department","tt7737786,tt13314558,tt1606378,tt2906216"
nm1325203,Emily Beani,\N,\N,actress,tt0354130
nm1325204,Cindy Beard,\N,\N,,tt0353609
nm1325205,Anna Belle,1981,\N,actress,"tt0411378,tt0410269,tt0409206,tt0410906"
nm1325208,Janelle Bernard,\N,\N,actress,"tt1832328,tt1382408,tt0847219,tt1503778"
nm1325218,Marisa Byer,\N,\N,"actress,camera_department","tt0354194,tt1537412"
nm1325222,Stacey Cadman,1979,\N,actress,"tt0353047,tt0354318,tt0443390,tt0484798"
nm1325240,Julie Davidson,\N,\N,"actress,camera_department","tt0353326,tt1213604"
nm1325265,Elizabeth M. Gillin,\N,\N,"actress,writer","tt0441769,tt1951100,tt0353293,tt0426495"
nm1325267,Bettina Grand,\N,\N,actress,"tt0370127,tt0358839,tt0405589,tt2227061"
nm1325301,Mariana Kondi,1961,\N,actress,"tt5633726,tt27051215,tt1050710,tt0354236"
