tconst,titletype,primarytitle,originaltitle,isadult,startyear,endyear,runtimeminutes,genres
tt0120747,movie,The Very Thought of You,"Martha - Meet Frank, Daniel and Laurence",0,1998,\N,88,"Comedy,Romance"
tt0120748,movie,Matusalem II: le dernier des Beauchesne,Matusalem II: le dernier des Beauchesne,0,1997,\N,98,"Adventure,Family,Fantasy"
tt0120749,movie,Mercury Rising,Mercury Rising,0,1998,\N,111,"Action,Crime,Drama"
tt0120751,movie,Mighty Joe Young,Mighty Joe Young,0,1998,\N,114,"Action,Adventure,Family"
tt0120753,movie,The Million Dollar Hotel,The Million Dollar Hotel,0,2000,\N,122,"Drama,Mystery,Thriller"
tt0120754,movie,The Misadventures of Margaret,The Misadventures of Margaret,0,1998,\N,105,"Comedy,Romance"
tt0120755,movie,Mission: Impossible II,Mission: Impossible II,0,2000,\N,123,"Action,Adventure,Thriller"
tt0120756,tvMiniSeries,Moby Dick,Moby Dick,0,1998,1998,180,"Adventure,Drama,Thriller"
tt0120757,movie,The Mod Squad,The Mod Squad,0,1999,\N,92,"Action,Crime,Thriller"
tt0120760,movie,La mort du Chinois,La mort du Chinois,0,1998,\N,85,Comedy
tt0120762,movie,Mulan,Mulan,0,1998,\N,87,"Adventure,Animation,Comedy"
tt0120763,movie,The Mutants,Os Mutantes,0,1998,\N,113,Drama
tt0120764,movie,My Favorite Martian,My Favorite Martian,0,1999,\N,94,"Comedy,Family,Sci-Fi"
tt0120765,movie,My Giant,My Giant,0,1998,\N,103,"Comedy,Drama"
tt0120766,movie,Isle of Darkness,Mørkets øy,0,1997,\N,83,"Horror,Mystery,Thriller"
tt0120767,movie,The Naked Man,The Naked Man,0,1999,\N,98,"Comedy,Drama,Sport"
tt0120768,movie,The Negotiator,The Negotiator,0,1998,\N,140,"Action,Crime,Drama"
tt0120769,movie,The Newton Boys,The Newton Boys,0,1998,\N,122,"Action,Crime,Drama"
tt0120770,movie,A Night at the Roxbury,A Night at the Roxbury,0,1998,\N,82,"Comedy,Music,Romance"
tt0120771,movie,Divine,El evangelio de las maravillas,0,1998,\N,112,Drama
tt0120772,movie,The Object of My Affection,The Object of My Affection,0,1998,\N,111,"Comedy,Drama,Romance"
tt0120773,movie,The Odd Couple II,The Odd Couple II,0,1998,\N,97,"Adventure,Comedy"
tt0120775,movie,One Man's Hero,One Man's Hero,0,1999,\N,121,"Action,Drama,History"
tt0120776,movie,One True Thing,One True Thing,0,1998,\N,127,Drama
tt0120777,movie,The Opposite of Sex,The Opposite of Sex,0,1998,\N,105,"Comedy,Drama,Romance"
tt0120778,movie,Origin of the Species,Origin of the Species,0,1998,\N,92,"Comedy,Drama"
tt0120779,movie,Out of Control,Out of Control,0,1998,\N,93,Thriller
tt0120780,movie,Out of Sight,Out of Sight,0,1998,\N,123,"Comedy,Crime,Drama"
tt0120782,movie,Palmetto,Palmetto,0,1998,\N,114,"Crime,Drama,Mystery"
tt0120783,movie,The Parent Trap,The Parent Trap,0,1998,\N,128,"Adventure,Comedy,Drama"
tt0120784,movie,Payback,Payback,0,1999,\N,100,"Action,Crime,Drama"
tt0120785,movie,The Ice Rink,La patinoire,0,1998,\N,80,"Comedy,Romance"
tt0120786,movie,The Patriot,The Patriot,0,1998,\N,90,"Action,Thriller"
tt0120787,movie,A Perfect Murder,A Perfect Murder,0,1998,\N,107,"Crime,Drama,Thriller"
tt0120788,movie,Permanent Midnight,Permanent Midnight,0,1998,\N,88,"Biography,Drama,Romance"
tt0120789,movie,Pleasantville,Pleasantville,0,1998,\N,124,"Comedy,Drama,Fantasy"
tt0120790,movie,Jaime,Jaime,0,1999,\N,111,Drama
tt0120791,movie,Practical Magic,Practical Magic,0,1998,\N,104,"Comedy,Drama,Fantasy"
tt0120793,movie,A Price Above Rubies,A Price Above Rubies,0,1998,\N,117,"Drama,Romance"
tt0120794,movie,The Prince of Egypt,The Prince of Egypt,0,1998,\N,99,"Adventure,Animation,Drama"
tt0120797,movie,Pushing Tin,Pushing Tin,0,1999,\N,124,"Comedy,Drama,Romance"
tt0120798,movie,When It Thunders,...Quando Troveja,0,1999,\N,92,"Drama,Mystery"
tt0120799,movie,Let There Be Light,Que la lumière soit,0,1998,\N,110,"Comedy,Fantasy"
tt0120800,movie,Quest for Camelot,Quest for Camelot,0,1998,\N,86,"Adventure,Animation,Comedy"
tt0120801,tvMovie,RKO 281,RKO 281,0,1999,\N,86,"Biography,Drama"
tt0120802,movie,The Red Violin,Le violon rouge,0,1998,\N,130,"Drama,Music,Mystery"
tt0120803,short,Rent,Rent,0,1999,\N,30,"Drama,Short"
tt0120804,movie,Resident Evil,Resident Evil,0,2002,\N,100,"Action,Horror,Sci-Fi"
tt0120805,tvMovie,Modern Vampires,Modern Vampires,0,1998,\N,95,"Comedy,Horror,Romance"
tt0120807,movie,Ricochet River,Ricochet River,0,2001,\N,112,Drama
tt0120809,movie,River of Gold,O Rio do Ouro,0,1998,\N,95,Drama
tt0120812,movie,Rush Hour,Rush Hour,0,1998,\N,98,"Action,Comedy,Crime"
tt0120813,movie,Safe Men,Safe Men,0,1998,\N,88,"Comedy,Crime"
tt0120815,movie,Saving Private Ryan,Saving Private Ryan,0,1998,\N,169,"Drama,War"
tt0120820,movie,Senseless,Senseless,0,1998,\N,93,"Comedy,Romance"
tt0120822,movie,Sherdil,Sherdil,0,1999,\N,97,Family
tt0120823,movie,The Impostors,The Impostors,0,1998,\N,101,Comedy
tt0120824,movie,The Shipping News,The Shipping News,0,2001,\N,111,Drama
tt0120825,movie,Siamese Cop,Siamese Cop,0,1998,\N,\N,\N
tt0120828,movie,Six Days Seven Nights,Six Days Seven Nights,0,1998,\N,102,"Action,Adventure,Comedy"
tt0120829,movie,The Sky Is Falling,The Sky Is Falling,0,1999,\N,105,"Comedy,Drama"
tt0120831,movie,Slums of Beverly Hills,Slums of Beverly Hills,0,1998,\N,91,"Comedy,Drama"
tt0120832,movie,Snake Eyes,Snake Eyes,0,1998,\N,98,"Crime,Mystery,Thriller"
tt0120833,movie,Snide and Prejudice,Snide and Prejudice,0,1997,\N,119,"Comedy,Drama"
tt0120834,movie,Snow Falling on Cedars,Snow Falling on Cedars,0,1999,\N,127,"Drama,Mystery,Romance"
tt0120835,movie,A Soldier's Daughter Never Cries,A Soldier's Daughter Never Cries,0,1998,\N,127,Drama
tt0120836,movie,Lost & Found,Lost & Found,0,1999,\N,100,"Comedy,Romance"
tt0120837,movie,The Sound of One Hand Clapping,The Sound of One Hand Clapping,0,1998,\N,93,Drama
tt0120838,movie,Sour Grapes,Sour Grapes,0,1998,\N,91,Comedy
tt0120841,movie,Species II,Species II,0,1998,\N,93,"Action,Horror,Sci-Fi"
tt0120843,movie,Stamp and Deliver,Stamp and Deliver,0,1998,\N,\N,Crime
tt0120844,movie,Star Trek: Insurrection,Star Trek: Insurrection,0,1998,\N,103,"Action,Adventure,Sci-Fi"
tt0120847,tvMovie,The Substitute 2: School's Out,The Substitute 2: School's Out,0,1998,\N,89,"Action,Crime,Thriller"
tt0120848,movie,Such a Long Journey,Such a Long Journey,0,1998,\N,113,Drama
tt0120851,movie,Sweepers,Sweepers,0,1998,\N,96,"Action,Adventure,Drama"
tt0120852,movie,Sweety Barrett,The Tale of Sweety Barrett,0,1998,\N,92,"Crime,Drama"
tt0120854,movie,La voie est libre,La voie est libre,0,1998,\N,88,Comedy
tt0120855,movie,Tarzan,Tarzan,0,1999,\N,88,"Adventure,Animation,Comedy"
tt0120856,movie,Tarzan and the Lost City,Tarzan and the Lost City,0,1998,\N,83,"Action,Adventure,Family"
tt0120857,movie,Tea with Mussolini,Un tè con Mussolini,0,1999,\N,117,"Comedy,Drama,War"
tt0120859,movie,Telling You,Telling You,0,1998,\N,94,"Comedy,Drama,Romance"
tt0120860,video,From Dusk Till Dawn 2: Texas Blood Money,From Dusk Till Dawn 2: Texas Blood Money,0,1999,\N,88,"Crime,Horror,Thriller"
tt0120861,movie,The Theory of Flight,The Theory of Flight,0,1998,\N,101,"Comedy,Drama,Romance"
tt0120863,movie,The Thin Red Line,The Thin Red Line,0,1998,\N,170,"Drama,History,War"
tt0120865,movie,This Is My Father,This Is My Father,0,1998,\N,119,"Drama,Romance"
tt0120866,movie,Titus,Titus,0,1999,\N,162,"Drama,History,Thriller"
tt0120867,movie,Jerry and Tom,Jerry and Tom,0,1998,\N,107,"Comedy,Crime,Drama"
tt0120868,movie,"Torrente, el brazo tonto de la ley","Torrente, el brazo tonto de la ley",0,1998,\N,97,"Comedy,Crime"
tt0120870,movie,Trance,Trance,0,2002,\N,\N,"Action,Comedy,Horror"
tt0120871,movie,The Treat,The Treat,0,1998,\N,94,"Comedy,Romance"
tt0120872,movie,Fire-Eater,Tulennielijä,0,1998,\N,100,Drama
tt0120873,movie,U.S. Marshals,U.S. Marshals,0,1998,\N,131,"Action,Crime,Thriller"
tt0120875,movie,Under Heaven,Under Heaven,0,1998,\N,\N,"Drama,Romance"
tt0120876,movie,Don't Go Breaking My Heart,Don't Go Breaking My Heart,0,1999,\N,95,"Comedy,Romance,Sport"
tt0120877,movie,Vampires,Vampires,0,1998,\N,108,"Action,Horror,Thriller"
tt0120878,movie,The Velocity of Gary,The Velocity of Gary,0,1998,\N,100,"Comedy,Drama,Romance"
tt0120879,movie,Velvet Goldmine,Velvet Goldmine,0,1998,\N,118,"Drama,Music"
tt0120880,movie,Waiting for the Tenor,Veranda för en tenor,0,1998,\N,97,Drama
tt0120881,movie,Vermin,Vermin,0,1998,\N,80,"Comedy,Drama"
tt0120882,movie,The Visitors II: The Corridors of Time,Les couloirs du temps: Les visiteurs II,0,1998,\N,118,"Comedy,Fantasy"
tt0120883,movie,Full Moon,Vollmond,0,1998,\N,124,"Drama,Mystery,Thriller"
tt0120884,movie,When the Light Comes,When the Light Comes,0,1998,\N,115,"Adventure,Drama,Romance"
tt0120885,movie,Wag the Dog,Wag the Dog,0,1997,\N,97,"Comedy,Drama"
tt0120886,tvMovie,A Tryst with Destiny,A Tryst with Destiny,0,2005,\N,\N,\N
tt0120888,movie,The Wedding Singer,The Wedding Singer,0,1998,\N,97,"Comedy,Music,Romance"
tt0120889,movie,What Dreams May Come,What Dreams May Come,0,1998,\N,113,"Drama,Fantasy,Romance"
tt0120890,movie,Wild Things,Wild Things,0,1998,\N,108,"Crime,Drama,Mystery"
tt0120891,movie,Wild Wild West,Wild Wild West,0,1999,\N,106,"Action,Comedy,Sci-Fi"
tt0120894,movie,Immortality,The Wisdom of Crocodiles,0,1998,\N,98,"Crime,Mystery,Romance"
tt0120896,movie,Widows,"Widows - Erst die Ehe, dann das Vergnügen",0,1998,\N,93,Comedy
tt0120899,movie,My Life So Far,My Life So Far,0,1999,\N,98,"Biography,Comedy,Drama"
tt0120900,movie,The Real Howard Spitz,The Real Howard Spitz,0,1998,\N,102,Comedy
tt0120901,movie,Wrongfully Accused,Wrongfully Accused,0,1998,\N,87,"Action,Comedy,Thriller"
tt0120902,movie,The X Files,The X Files,0,1998,\N,121,"Drama,Mystery,Sci-Fi"
tt0120903,movie,X-Men,X-Men,0,2000,\N,104,"Action,Adventure,Sci-Fi"
tt0120906,movie,Zero Effect,Zero Effect,0,1998,\N,116,"Comedy,Crime,Drama"
tt0120907,movie,eXistenZ,eXistenZ,0,1999,\N,97,"Horror,Mystery,Sci-Fi"
tt0120910,movie,Fantasia 2000,Fantasia 2000,0,1999,\N,75,"Animation,Family,Fantasy"
tt0120912,movie,Men in Black II,Men in Black II,0,2002,\N,88,"Action,Adventure,Comedy"
tt0120913,movie,Titan A.E.,Titan A.E.,0,2000,\N,94,"Action,Adventure,Animation"
tt0120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,0,1999,\N,136,"Action,Adventure,Fantasy"
tt0120917,movie,The Emperor's New Groove,The Emperor's New Groove,0,2000,\N,78,"Adventure,Animation,Comedy"
tt0120919,tvSeries,Almorzando con Mirtha Legrand,Almorzando con Mirtha Legrand,0,1968,\N,\N,Talk-Show
tt0120920,tvSeries,Wonder 3,Wandâ surî,0,1965,1966,25,"Animation,Sci-Fi"
tt0120921,tvMiniSeries,The Aphrodite Inheritance,The Aphrodite Inheritance,0,1979,1979,50,"Adventure,Crime,Drama"
tt0120923,tvSeries,Assaulted Nuts,Assaulted Nuts,0,1984,1985,30,Comedy
tt0120925,tvSeries,La barraca,La barraca,0,1979,1979,540,Drama
tt0120926,tvSeries,Battlefield,Battlefield,0,1995,\N,\N,"Documentary,History,War"
tt0120927,tvSeries,Bei uns zu Haus,Bei uns zu Haus,0,1963,\N,25,\N
tt0120928,tvMiniSeries,The Big Battalions,The Big Battalions,0,1992,1992,360,Drama
tt0120929,tvEpisode,The Bionic Boy,The Bionic Boy,0,1976,\N,60,"Action,Crime,Drama"
tt0120930,tvSeries,Super Bloopers and Practical Jokes,TV's Bloopers & Practical Jokes,0,1984,\N,60,"Comedy,Reality-TV"
tt0120931,tvMiniSeries,Body Surfer,Body Surfer,0,1989,\N,\N,\N
tt0120932,tvSeries,Call Me Mister,Call Me Mister,0,1986,1986,50,"Crime,Drama"
tt0120933,tvSeries,The Canadians,The Canadians,0,1997,\N,46,Biography
tt0120935,tvMiniSeries,Cañas y barro,Cañas y barro,0,1978,1978,360,Drama
tt0120936,tvSeries,Burnt Hearts,Les coeurs brûlés,0,1992,1994,90,Drama
tt0120937,tvMovie,Collector's Item: The Left Fist of David,Collector's Item: The Left Fist of David,0,1957,\N,25,"Adventure,Mystery"
tt0120941,tvSeries,Constable Constable,Constable Constable,0,1985,\N,\N,\N
tt0120942,tvSeries,Cornelius hilft,Cornelius hilft,0,1994,\N,90,\N
tt0120945,tvSeries,Cupido Electrónico,Cupido Electrónico,0,1993,\N,\N,Comedy
tt0120946,tvSeries,Curro Jiménez,Curro Jiménez,0,1976,1979,\N,"Action,Adventure,Comedy"
tt0120947,tvSeries,Czterdziestolatek,Czterdziestolatek,0,1975,\N,50,Comedy
tt0120948,tvSeries,Czterej pancerni i pies,Czterej pancerni i pies,0,1966,\N,55,"Adventure,War"
tt0120949,tvSeries,Dog City,Dog City,0,1992,1994,23,"Animation,Comedy,Family"
tt0120950,tvSeries,Donauprinzessin,Donauprinzessin,0,1992,\N,45,\N
tt0120951,tvSeries,Donnerlippchen - Spiele ohne Gewähr,Donnerlippchen - Spiele ohne Gewähr,0,1986,\N,\N,Game-Show
tt0120955,tvSeries,Erkennen Sie die Melodie?,Erkennen Sie die Melodie?,0,1969,1984,45,"Game-Show,Music"
tt0120956,tvSeries,Family Theatre,Family Theatre,0,1949,1958,60,Drama
tt0120958,tvSeries,For the Record,For the Record,0,1976,1990,\N,Drama
tt0120960,tvSeries,Fortunata y Jacinta,Fortunata y Jacinta,0,1980,1980,600,Drama
tt0120961,tvSeries,Geld oder Liebe,Geld oder Liebe,0,1989,2001,120,"Comedy,Game-Show"
tt0120964,tvSeries,Der grosse Preis,Der grosse Preis,0,1974,1993,80,"Animation,Comedy,Family"
tt0120965,tvSeries,The Great Detective,The Great Detective,0,1979,\N,60,"Crime,Mystery"
tt0120966,tvSeries,Grimm's Fairy Tales and Storybook Series,Grimm's Fairy Tales and Storybook Series,0,1984,\N,\N,"Animation,Family,Fantasy"
tt0120967,tvSeries,Hans im Glück,Hans im Glück,0,1986,\N,45,\N
tt0120972,tvMiniSeries,The Istambul Train,Il treno per Istanbul,0,1980,\N,\N,Drama
tt0120974,tvSeries,The Jerry Springer Show,The Jerry Springer Show,0,1991,2018,60,"Action,Comedy,Talk-Show"
tt0120975,tvSeries,Kate,Kate,0,1970,1972,60,Drama
tt0120976,tvSeries,Käpt'n Blaubär Club,Käpt'n Blaubär Club,0,1993,\N,\N,\N
tt0120977,tvSeries,The Green House,Khane sabz,0,1996,\N,40,"Comedy,Drama,Family"
tt0120978,tvSeries,The Kit Curran Radio Show,The Kit Curran Radio Show,0,1984,1984,24,Comedy
tt0120981,tvSeries,Liberty Street,Liberty Street,0,1994,1996,30,Drama
tt0120982,tvSeries,Little Shop,Little Shop,0,1991,1991,30,"Animation,Comedy,Family"
tt0120986,tvSeries,Maury,The Maury Povich Show,0,1991,2022,60,"Comedy,Drama,Talk-Show"
tt0120988,tvSeries,Os Melhores Anos,Os Melhores Anos,0,1990,1993,\N,Drama
tt0120990,tvSeries,The Mixer,The Mixer,0,1992,\N,52,"Crime,Thriller"
tt0120991,tvSeries,Die Montagsmaler,Die Montagsmaler,0,1974,\N,\N,"Comedy,Family,Game-Show"
tt0120992,tvSeries,The Montel Williams Show,The Montel Williams Show,0,1991,2009,\N,"Drama,Talk-Show"
tt0120994,tvSeries,Moody and Pegg,Moody and Pegg,0,1974,1975,52,"Comedy,Drama"
tt0120998,tvSeries,Nase vorn,Nase vorn,0,1988,1990,120,"Game-Show,Music"
tt0120999,tvSeries,Das Nest,Das Nest,0,1989,1992,25,"Comedy,Drama,Romance"
tt0121001,tvSeries,Nikui Rosh,Nikui Rosh,0,1976,1977,40,Comedy
tt0121002,tvSeries,Noggin the Nog,Noggin the Nog,0,1959,1965,10,"Animation,Family,Fantasy"
tt0121003,tvSeries,Nonni and Manni,Nonni und Manni,0,1988,\N,\N,"Adventure,Family"
tt0121004,tvSeries,Och Joh,Och Joh,0,1990,\N,125,Comedy
tt0121006,tvSeries,Ora Bolas Marina,Ora Bolas Marina,0,1993,\N,\N,Comedy
tt0121008,tvSeries,Out of the Blue,Out of the Blue,0,1995,\N,\N,"Comedy,Music"
tt0121009,tvSeries,Passioni,Passioni,0,1993,\N,50,Drama
tt0121010,tvSeries,Pistruiatul,Pistruiatul,0,1973,1973,350,Adventure
tt0121011,tvMiniSeries,Pós de Bem-Querer,Pós de Bem-Querer,0,1992,1992,\N,\N
tt0121012,tvSeries,Quico,Quico,0,1992,1995,\N,Comedy
tt0121013,tvSeries,The Rag Trade,The Rag Trade,0,1961,1963,30,Comedy
tt0121014,tvSeries,Ricardina e Marta,Ricardina e Marta,0,1989,1990,\N,Drama
tt0121015,tvSeries,Rua Sésamo,Rua Sésamo,0,1989,1994,\N,Family
tt0121016,tvSeries,Die Rudi Carrell Show,Die Rudi Carrell Show,0,1965,1973,45,"Comedy,Family,Game-Show"
tt0121017,tvSeries,Rudis Urlaubsshow,Rudis Urlaubsshow,0,1995,1996,\N,Game-Show
tt0121018,tvEpisode,The Sacco-Vanzetti Story: Part 1,The Sacco-Vanzetti Story: Part 1,0,1960,\N,60,"Biography,Comedy,Drama"
tt0121020,tvSeries,Sam et Sally,Sam et Sally,0,1978,1980,52,"Adventure,Comedy,Thriller"
tt0121022,tvSeries,Screaming,Screaming,0,1992,\N,30,Comedy
tt0121024,tvShort,BBC Future Generations,BBC Future Generations,0,1998,\N,3,"Animation,Family,Short"
tt0121026,tvSeries,Spooner's Patch,Spooner's Patch,0,1979,1982,30,Comedy
tt0121027,tvSeries,Der Staatsanwalt hat das Wort,Der Staatsanwalt hat das Wort,0,1965,1991,75,"Crime,Drama"
tt0121028,tvSeries,"Stick with Me, Kid","Stick with Me, Kid",0,1995,\N,45,"Comedy,Crime,Family"
tt0121029,tvSeries,Sylvania Waters,Sylvania Waters,0,1992,\N,30,"Documentary,Reality-TV"
tt0121030,tvMiniSeries,Tanamera - Lion of Singapore,Tanamera - Lion of Singapore,0,1989,1992,\N,Drama
tt0121032,tvSeries,To Serve and Protect,To Serve and Protect,0,1985,\N,\N,Documentary
tt0121033,tvSeries,Toate pînzele sus,Toate pînzele sus,0,1977,\N,568,"Action,Adventure"
tt0121034,tvSeries,Os Trapalhões em Portugal,Os Trapalhões em Portugal,0,1995,\N,\N,Comedy
tt0121037,tvSeries,Unsere Hagenbecks,Unsere Hagenbecks,0,1991,1994,45,"Comedy,Drama,Family"
tt0121038,tvSeries,Untamed Africa,Untamed Africa,0,1996,2000,\N,Documentary
tt0121039,tvSeries,Die verflixte 7,Die verflixte 7,0,1984,1987,\N,Game-Show
tt0121043,tvSeries,White Fang,White Fang,0,1993,1994,26,"Adventure,Family"
tt0121044,tvSeries,Willo the Wisp,Willo the Wisp,0,1981,1981,5,"Animation,Family"
tt0121045,tvSeries,You and Me Kid,You and Me Kid,0,1983,1983,\N,Family
tt0121046,tvSeries,Zespól adwokacki,Zespól adwokacki,0,1994,1995,571,\N
tt0121049,movie,Onni etsii asuntoa,Onni etsii asuntoa,0,1955,\N,75,"Comedy,Crime,Romance"
tt0121050,short,Acting Our Age,Acting Our Age,0,1992,\N,11,Short
tt0121051,movie,Adak,Adak,0,1980,\N,76,Drama
tt0121052,movie,Adiós Argentina,Adiós Argentina,0,1930,\N,\N,"Drama,Musical"
tt0121053,video,Affairs of the Heart,Affairs of the Heart,0,1992,\N,80,"Drama,Romance"
tt0121054,video,Afro Erotica 24,Afro Erotica 24,1,1988,\N,60,Adult
tt0121056,movie,Ai qing chang pao,Ai qing chang pao,0,1976,\N,90,"Comedy,Romance"
tt0121057,movie,"My Darling, My Goddess",Oi yan nui san,0,1982,\N,85,"Drama,Romance"
tt0121058,movie,Ai zai ming tian,Ai zai ming tian,0,1992,\N,85,"Crime,Drama,Romance"
tt0121063,movie,Ali Setan,Ali Setan,0,1985,\N,110,"Comedy,Drama,Romance"
tt0121065,movie,"Paimen, piika ja emäntä","Paimen, piika ja emäntä",0,1938,\N,89,Drama
tt0121067,movie,Alyas Batman en Robin,Alyas Batman en Robin,0,1991,\N,129,"Action,Comedy,Crime"
tt0121074,movie,Angel on Fire,Die xue rou qing,0,1995,\N,95,Action
tt0121079,movie,Arc Light,Hu guang,0,1989,\N,100,Drama
tt0121080,short,Voilà,Voilà,0,1994,\N,35,Short
tt0121081,tvMovie,Aristides de Sousa Mendes - O Cônsul Injustiçado,Aristides de Sousa Mendes - O Cônsul Injustiçado,0,1992,\N,60,"Biography,Documentary"
tt0121085,tvSeries,Au bon beurre,Au bon beurre,0,1981,1981,182,"Comedy,Drama"
tt0121086,short,Along the Freeway,Au bord de l'autoroute,0,1997,\N,26,Short
tt0121087,tvSeries,Auf der Suche nach Salome,Auf der Suche nach Salome,0,1991,\N,\N,\N
tt0121088,short,Aurora,Aurora,0,1996,\N,8,Short
tt0121089,tvMovie,Austernexpreß,Austernexpreß,0,1995,\N,90,Comedy
tt0121091,short,B.D. Women,B.D. Women,0,1994,\N,20,Short
tt0121092,movie,BSR: The Trash Movie,BSR: The Trash Movie,0,1995,\N,55,"Action,Drama,Fantasy"
tt0121093,movie,Fighting Fist,Ba dao zong heng,0,1992,\N,91,"Action,Adventure,Drama"
tt0121094,video,Badge of Fear,Badge of Fear,0,1997,\N,81,Thriller
tt0121095,movie,Devil Sorcery,Ban xian jiang,0,1988,\N,88,Horror
tt0121097,movie,"Yes, Sir! Part II",Bao gao ban zhang 2,0,1988,\N,120,War
tt0121098,movie,Bao gao dian yu zhang,Bao gao dian yu zhang,0,1988,\N,86,Comedy
tt0121100,short,Battling Sisters,Battling Sisters,0,1929,\N,16,"Comedy,Short"
tt0121101,short,Bazaar Sitaram,Bazaar Sitaram,0,1993,\N,\N,Short
tt0121103,movie,The Beheaded 1000,Qian ren zhan,0,1991,\N,124,Action
tt0121108,movie,Magnificent 72,Bi xue huang hua,0,1980,\N,107,"Drama,History"
tt0121111,movie,The Queen of Spades,Patarouva,0,1959,\N,96,Drama
tt0121113,tvMovie,Black Bart,Black Bart,0,1975,\N,25,"Comedy,Crime,Western"
tt0121114,tvMovie,Blood Royal: William the Conqueror,Blood Royal: William the Conqueror,0,1990,\N,\N,"Drama,History,War"
tt0121116,movie,Killer Wears White,Bo za,0,1980,\N,114,"Action,Comedy"
tt0121118,movie,Boleiros: Era Uma Vez o Futebol...,Boleiros: Era Uma Vez o Futebol...,0,1998,\N,93,"Comedy,Sport"
tt0121119,movie,Les enquiquineurs,Les enquiquineurs,0,1966,\N,90,Comedy
tt0121121,movie,Born of Water,Born of Water,0,1976,\N,\N,Drama
tt0121122,movie,Boxers of Loyalty and Righteousness,Zhong yi men,0,1972,\N,91,"Action,Drama"
tt0121124,movie,Bu wen xiao zhang fu,Bu wen xiao zhang fu,0,1990,\N,86,Fantasy
tt0121125,movie,Different Love,Bu yi yang de ai,0,1976,\N,\N,"Drama,Romance"
tt0121126,movie,Bucharest Identity Card,Buletin de Bucuresti,0,1982,\N,88,Comedy
tt0121128,movie,By Love Possessed,Qing ben,0,1983,\N,\N,"Drama,Romance"
tt0121130,movie,It's Real,C'est vrai,0,1990,\N,60,Documentary
tt0121131,movie,Cabaret Tears,Tai shang tai xia,0,1983,\N,100,Drama
tt0121135,movie,Las canciones unidas,Las canciones unidas,0,1960,\N,65,"Drama,Musical"
tt0121136,movie,Le cantique des créatures: Georges Mathieu ou La fureur d'être,Le cantique des créatures: Georges Mathieu ou La fureur d'être,0,1974,\N,\N,"Biography,Documentary"
tt0121137,short,"Caracol, col, col","Caracol, col, col",0,1996,\N,12,"Animation,Short"
tt0121141,video,Suicide Dolls,Satsu satsu (ayame),0,1999,\N,60,Horror
tt0121143,movie,Chicago 70,Chicago 70,0,1970,\N,93,Drama
tt0121144,movie,China Girls,Jung gong lai yan,0,1993,\N,93,\N
tt0121146,movie,Chou tan qi ge ban,Chou tan qi ge ban,0,1988,\N,\N,Comedy
tt0121148,movie,Night of the Assassin,Ci ke lie zhuan,0,1980,\N,97,Action
tt0121152,movie,The Coroner,The Coroner,0,1999,\N,74,Horror
tt0121153,movie,Crazy Weekend,Sof Shavua Meturaf,0,1986,\N,90,Comedy
tt0121155,movie,Colónia e Vilões,Colónia e Vilões,0,1977,\N,61,Documentary
tt0121159,short,Compliments of the Season,Compliments of the Season,0,1930,\N,13,"Crime,Drama,Short"
tt0121161,movie,Contragolpe,Contragolpe,0,1979,\N,100,"Crime,Drama"
tt0121164,movie,Corpse Bride,Corpse Bride,0,2005,\N,77,"Animation,Drama,Family"
tt0121168,tvMovie,Crime na Pensão Estrelinha,Crime na Pensão Estrelinha,0,1990,\N,150,"Comedy,Crime,Musical"
tt0121171,movie,Cuando la primavera se equivoca,Cuando la primavera se equivoca,0,1944,\N,78,Comedy
tt0121177,movie,The Professional Killer,Da sha xing,0,1971,\N,94,"Action,Adventure,Drama"
tt0121179,movie,Kidnapped,Dai jian de xiao hai,0,1983,\N,\N,Drama
tt0121180,movie,The Big Road,Dalu,0,1935,\N,104,"Comedy,Drama,Musical"
tt0121181,movie,Dame fuego,Dame fuego,0,1995,\N,\N,Thriller
tt0121184,movie,Dar la cara,Dar la cara,0,1962,\N,110,Drama
tt0121186,short,Day of the Dead,Day of the Dead,0,1957,\N,15,"Documentary,Short"
tt0121187,movie,We Are All Naked,Ils sont nus,0,1966,\N,88,Drama
tt0121193,movie,Death by Misadventure: The Mysterious Life of Bruce Lee,Death by Misadventure: The Mysterious Life of Bruce Lee,0,1993,\N,92,"Action,Documentary"
tt0121194,movie,Decaf,Decaf,0,1996,\N,100,"Comedy,Romance"
tt0121199,short,Descente,Descente,0,1994,\N,8,Short
tt0121200,tvSeries,Destiny Ridge,Destiny Ridge,0,1993,\N,60,"Adventure,Drama,Romance"
tt0121205,movie,Diamonds Are for Pleasure,Diamonds Are for Pleasure,0,1996,\N,95,Drama
tt0121207,movie,City on Fire,Die xue cheng shi,0,1993,\N,88,"Action,Crime"
tt0121208,movie,Feng chen shi san yi,Feng chen shi san yi,0,1987,\N,78,Action
tt0121209,movie,The Dignified Killers,Zhi zun sha shou,0,1991,\N,95,Action
tt0121210,tvShort,Dinner for One,Der 90. Geburtstag oder Dinner for One,0,1963,\N,18,"Comedy,Short"
tt0121211,movie,The Direct Line,Cai guo jie: Huang jin bu dui,0,1992,\N,89,"Action,Crime"
tt0121213,movie,Doctor's Heart,Gau ming suen yin,0,1990,\N,84,"Comedy,Drama"
tt0121214,short,Don't Give Up,Don't Give Up,0,1930,\N,19,"Comedy,Short"
