tconst,ordering,nconst,category,job,characters
tt0128044,3,nm0122530,archive_footage,\N,\N
tt0128044,4,nm0143621,archive_footage,\N,\N
tt0128044,5,nm0599021,director,\N,\N
tt0128044,6,nm0152541,actor,\N,\N
tt0128044,7,nm0153852,archive_footage,\N,\N
tt0128044,8,nm0172217,archive_footage,\N,\N
tt0128044,9,nm0245150,archive_footage,\N,\N
tt0128046,10,nm1181653,cinematographer,\N,\N
tt0128046,1,nm0314210,actor,\N,"[""Mesmer""]"
tt0128046,2,nm0900557,actress,\N,"[""Simone""]"
tt0128046,3,nm0417924,actress,\N,"[""Alina""]"
tt0128046,4,nm0221515,actor,\N,"[""Zingaro""]"
tt0128046,5,nm0786218,director,\N,\N
tt0128046,6,nm1104806,writer,written by,\N
tt0128046,7,nm0586467,writer,\N,\N
tt0128046,8,nm1181706,composer,\N,\N
tt0128046,9,nm1182172,composer,\N,\N
tt0128047,1,nm0415070,actor,\N,\N
tt0128047,2,nm0330347,director,\N,\N
tt0128047,3,nm0817447,director,\N,\N
tt0128047,4,nm0011841,producer,producer,\N
tt0128047,5,nm0531535,cinematographer,\N,\N
tt0128047,6,nm0620697,editor,\N,\N
tt0128048,10,nm1473512,cinematographer,\N,\N
tt0128048,1,nm0354497,actor,\N,"[""Manolis Maramenos""]"
tt0128048,2,nm0043247,actor,\N,"[""Aristeidis Babakatsikas""]"
tt0128048,3,nm0890522,actress,\N,"[""Aspasia Babakatsika""]"
tt0128048,4,nm0729806,actor,\N,"[""Manolis Karlatsos""]"
tt0128048,5,nm0853928,director,\N,\N
tt0128048,6,nm1052713,writer,play,\N
tt0128048,7,nm0586130,writer,writer,\N
tt0128048,8,nm0438453,composer,\N,\N
tt0128048,9,nm0025719,cinematographer,\N,\N
tt0128051,1,nm0022786,actor,\N,"[""Arrapaho""]"
tt0128051,2,nm0655121,actor,\N,"[""Palla Pesante""]"
tt0128051,3,nm0820034,actor,\N,\N
tt0128051,4,nm0134450,actress,\N,"[""Scella Pezzata""]"
tt0128051,5,nm0409723,director,\N,\N
tt0128051,6,nm0024365,writer,\N,\N
tt0128051,7,nm0767778,composer,\N,\N
tt0128051,8,nm0076487,cinematographer,\N,\N
tt0128051,9,nm0111189,editor,\N,\N
tt0128059,1,nm0822944,actor,\N,"[""Alexander Todd""]"
tt0128059,2,nm0652913,actor,\N,"[""Matthias""]"
tt0128059,3,nm0858710,actor,\N,"[""Vincent""]"
tt0128059,4,nm0375870,actor,\N,"[""Robert""]"
tt0128059,5,nm0474566,director,\N,\N
tt0128059,6,nm0815352,writer,writer,\N
tt0128059,7,nm0638097,producer,producer,\N
tt0128059,8,nm0577755,composer,\N,\N
tt0128059,9,nm0398553,production_designer,\N,\N
tt0128060,10,nm4558767,editor,\N,\N
tt0128060,1,nm0027559,actress,\N,"[""Cappuccetto Rosso""]"
tt0128060,2,nm0812342,actor,\N,"[""Il Lupo""]"
tt0128060,3,nm0156289,actress,\N,"[""La Madre""]"
tt0128060,4,nm0775810,actress,\N,"[""La Nonna""]"
tt0128060,5,nm0516220,director,\N,\N
tt0128060,6,nm0069167,writer,writer,\N
tt0128060,7,nm4558713,writer,dialogue,\N
tt0128060,8,nm4558753,writer,writer,\N
tt0128060,9,nm0674518,writer,"story ""Le Petit Chaperon Rouge""",\N
tt0128063,1,nm0261352,actor,\N,\N
tt0128063,2,nm0815837,actress,\N,\N
tt0128063,3,nm0955316,actor,\N,\N
tt0128063,4,nm0955871,actress,\N,\N
tt0128063,5,nm0793835,director,\N,\N
tt0128063,6,nm0467215,cinematographer,\N,\N
tt0128063,7,nm0871088,production_designer,\N,\N
tt0128065,10,nm0947960,writer,\N,\N
tt0128065,1,nm0281832,actress,\N,"[""Tamara Braun""]"
tt0128065,2,nm0452361,actress,\N,"[""Christina""]"
tt0128065,3,nm0378929,actor,\N,"[""Staatsanwalt Pflug""]"
tt0128065,4,nm0298515,actor,\N,"[""Peter Gras""]"
tt0128065,5,nm0450661,director,\N,\N
tt0128065,6,nm0367059,writer,\N,\N
tt0128065,7,nm0717029,writer,\N,\N
tt0128065,8,nm0920700,writer,\N,\N
tt0128065,9,nm0933175,writer,\N,\N
tt0128072,10,nm0002377,editor,\N,\N
tt0128072,1,nm0001856,actress,\N,"[""Zora Williams""]"
tt0128072,2,nm0000289,actress,\N,"[""Glory Marie Jackson""]"
tt0128072,3,nm0001499,actress,\N,"[""Avocet Abigail 'Bird' Jackson""]"
tt0128072,4,nm0005466,actress,\N,"[""Phoebe Jackson""]"
tt0128072,5,nm0469601,director,\N,\N
tt0128072,6,nm0288683,writer,written by,\N
tt0128072,7,nm0072527,producer,producer,\N
tt0128072,8,nm0762863,composer,\N,\N
tt0128072,9,nm0179697,cinematographer,\N,\N
tt0128076,10,nm1551948,producer,producer,\N
tt0128076,1,nm0593891,actress,\N,"[""Biancaneve""]"
tt0128076,2,nm0102663,actor,\N,"[""Locandiere""]"
tt0128076,3,nm0759757,actor,\N,"[""Re Agesilao""]"
tt0128076,4,nm1690564,actress,\N,"[""Regina Grimilde Boccasvelta""]"
tt0128076,5,nm0080636,director,\N,\N
tt0128076,6,nm4964340,writer,comic book,\N
tt0128076,7,nm0547825,writer,\N,\N
tt0128076,8,nm0678031,writer,\N,\N
tt0128076,9,nm8853613,producer,producer,\N
tt0128077,10,nm0374956,actor,\N,"[""Seth Marshell""]"
tt0128077,1,nm0616866,actress,\N,"[""Sam""]"
tt0128077,2,nm0130257,actor,\N,"[""Bio-Tech Warrior""]"
tt0128077,3,nm0147226,actor,\N,\N
tt0128077,4,nm0167275,actor,\N,\N
tt0128077,5,nm0566506,director,\N,\N
tt0128077,6,nm0293089,cinematographer,\N,\N
tt0128077,7,nm0184641,actor,\N,\N
tt0128077,8,nm0208321,actor,\N,"[""Alien Hitman""]"
tt0128077,9,nm0289017,actor,\N,"[""Psychic""]"
tt0128078,10,nm0658254,cinematographer,\N,\N
tt0128078,1,nm0940079,actor,\N,"[""Georgie Robinson""]"
tt0128078,2,nm0363452,actress,\N,"[""Mrs. Robinson""]"
tt0128078,3,nm0950145,actress,\N,"[""Winnie""]"
tt0128078,4,nm0387507,actor,\N,"[""The Other Man""]"
tt0128078,5,nm0052217,director,\N,\N
tt0128078,6,nm0447655,writer,scenario,\N
tt0128078,7,nm0496869,writer,"play ""Black Hand George""",\N
tt0128078,8,nm0922560,writer,"play ""Black Hand George""",\N
tt0128078,9,nm0086774,cinematographer,\N,\N
tt0128081,1,nm1423973,actress,\N,"[""Lulu""]"
tt0128081,2,nm0473647,actor,\N,"[""Damon""]"
tt0128081,3,nm1415825,actress,\N,"[""Next door neighbor""]"
tt0128081,4,nm0254134,actor,\N,"[""Mean brother""]"
tt0128081,5,nm0568284,director,\N,\N
tt0128082,10,nm0311071,composer,\N,\N
tt0128082,1,nm0046269,actor,\N,\N
tt0128082,2,nm0312529,actor,\N,\N
tt0128082,3,nm0581717,actor,\N,\N
tt0128082,4,nm0299798,actor,\N,\N
tt0128082,5,nm0844476,director,\N,\N
tt0128082,6,nm0350839,writer,\N,\N
tt0128082,7,nm0879433,writer,\N,\N
tt0128082,8,nm0801446,producer,producer,\N
tt0128082,9,nm0959648,producer,producer,\N
tt0128083,10,nm0954573,composer,\N,\N
tt0128083,1,nm0100120,actor,\N,"[""Jeremy""]"
tt0128083,2,nm0565688,actor,\N,"[""Santa""]"
tt0128083,3,nm0834917,actress,\N,"[""Winona""]"
tt0128083,4,nm0733182,actor,\N,"[""Bob""]"
tt0128083,5,nm0003289,director,\N,\N
tt0128083,6,nm0883135,writer,writer,\N
tt0128083,7,nm0002170,producer,producer,\N
tt0128083,8,nm0002989,producer,producer,\N
tt0128083,9,nm0591012,composer,\N,\N
tt0128086,10,nm0775234,cinematographer,\N,\N
tt0128086,1,nm0083522,self,\N,"[""Self""]"
tt0128086,2,nm1289564,self,\N,"[""Self""]"
tt0128086,3,nm0668861,self,\N,"[""Self""]"
tt0128086,4,nm0734258,self,\N,"[""Self""]"
tt0128086,5,nm0816551,director,\N,\N
tt0128086,6,nm0004032,producer,producer,\N
tt0128086,7,nm0001897,composer,\N,\N
tt0128086,8,nm0254689,composer,\N,\N
tt0128086,9,nm0255041,composer,\N,\N
tt0128089,1,nm0002888,actor,\N,"[""Wrecks Vincent""]"
tt0128089,2,nm0829019,actor,\N,"[""Eddie Vincent""]"
tt0128089,3,nm0484157,actress,\N,"[""Iris Dougherty""]"
tt0128089,4,nm0585741,actor,\N,"[""Greasy""]"
tt0128089,5,nm0811763,director,\N,\N
tt0128089,6,nm0303752,writer,\N,\N
tt0128089,7,nm0352155,producer,producer,\N
tt0128089,8,nm0178164,cinematographer,\N,\N
tt0128089,9,nm0158994,editor,\N,\N
tt0128091,10,nm0360725,production_designer,\N,\N
tt0128091,1,nm0745104,actor,\N,"[""Eigil Asgaard""]"
tt0128091,2,nm0915023,actor,\N,"[""Arne Waile""]"
tt0128091,3,nm0391725,actress,\N,"[""Hjørdis Friis""]"
tt0128091,4,nm0469692,actor,\N,"[""Lektor Bentsen""]"
tt0128091,5,nm0339548,director,\N,\N
tt0128091,6,nm0279027,writer,\N,\N
tt0128091,7,nm0005946,composer,\N,\N
tt0128091,8,nm0159932,cinematographer,\N,\N
tt0128091,9,nm0676781,editor,\N,\N
tt0128102,1,nm0141056,self,\N,"[""Self""]"
tt0128111,10,nm0135571,editor,\N,\N
tt0128111,1,nm0000749,actress,\N,"[""Carrie Fairchild""]"
tt0128111,2,nm0057882,actor,\N,"[""Peter Fairchild""]"
tt0128111,3,nm0259805,actress,\N,"[""Alex Bartoli""]"
tt0128111,4,nm0001381,actress,\N,"[""Linda Fairchild Rush""]"
tt0128111,5,nm0035106,director,\N,\N
tt0128111,6,nm0823015,writer,created by,\N
tt0128111,7,nm0828516,producer,producer,\N
tt0128111,8,nm0874299,composer,\N,\N
tt0128111,9,nm0258625,cinematographer,\N,\N
tt0128113,10,nm0108986,editor,\N,\N
tt0128113,1,nm0087126,actor,\N,"[""Strumberger""]"
tt0128113,2,nm0688497,actor,\N,"[""Bernard Le Gall""]"
tt0128113,3,nm0785664,actor,\N,"[""Gabriel Pelletier""]"
tt0128113,4,nm0946179,actor,\N,"[""Marco Broca""]"
tt0128113,5,nm0029234,director,\N,\N
tt0128113,6,nm0237610,writer,\N,\N
tt0128113,7,nm0184781,composer,\N,\N
tt0128113,8,nm0214456,composer,\N,\N
tt0128113,9,nm0850574,cinematographer,\N,\N
tt0128119,10,nm8548906,editor,\N,\N
tt0128119,1,nm0563413,actress,\N,"[""Tanya Malisheva""]"
tt0128119,2,nm0955543,actress,\N,"[""Svetlana Kropotova""]"
tt0128119,3,nm0946670,actor,\N,"[""trener Tanyi""]"
tt0128119,4,nm0436298,actor,\N,"[""trener Svetlani""]"
tt0128119,5,nm0864504,director,\N,\N
tt0128119,6,nm0487836,writer,\N,\N
tt0128119,7,nm0443651,composer,\N,\N
tt0128119,8,nm0631830,cinematographer,\N,\N
tt0128119,9,nm0631844,cinematographer,\N,\N
tt0128120,10,nm0900523,cinematographer,\N,\N
tt0128120,1,nm0796617,actor,\N,"[""Alyosha Lanskoy""]"
tt0128120,2,nm0434389,actress,\N,"[""Mamenka""]"
tt0128120,3,nm0515103,actor,\N,"[""Papenka""]"
tt0128120,4,nm0277298,actor,\N,"[""Ivan Karlovich""]"
tt0128120,5,nm0340325,director,\N,\N
tt0128120,6,nm0688250,writer,story,\N
tt0128120,7,nm0958577,writer,\N,\N
tt0128120,8,nm0439018,composer,\N,\N
tt0128120,9,nm0826776,cinematographer,\N,\N
tt0128121,10,nm0137559,cinematographer,\N,\N
tt0128121,1,nm0290628,actor,\N,"[""Bix""]"
tt0128121,2,nm0227967,actress,\N,"[""Maddalena""]"
tt0128121,3,nm0080496,actress,\N,"[""Isabella""]"
tt0128121,4,nm0093585,actor,\N,"[""Pietro""]"
tt0128121,5,nm0684175,director,\N,\N
tt0128121,6,nm0144652,writer,\N,\N
tt0128121,7,nm0034025,producer,producer,\N
tt0128121,8,nm0090546,composer,\N,\N
tt0128121,9,nm0340779,composer,\N,\N
tt0128123,10,nm0855254,production_designer,\N,\N
tt0128123,1,nm0889710,actor,\N,"[""Alexandru Romano""]"
tt0128123,2,nm0824956,actor,\N,"[""Pictorul""]"
tt0128123,3,nm0194714,actress,\N,\N
tt0128123,4,nm0218399,actor,\N,\N
tt0128123,5,nm0313695,director,\N,\N
tt0128123,6,nm0191376,writer,writer,\N
tt0128123,7,nm1176021,composer,\N,\N
tt0128123,8,nm0162959,cinematographer,\N,\N
tt0128123,9,nm0241576,production_designer,\N,\N
tt0128125,10,nm0395241,actress,\N,\N
tt0128125,1,nm0017062,actor,\N,\N
tt0128125,2,nm0045949,actor,\N,\N
tt0128125,3,nm1171700,actor,\N,\N
tt0128125,4,nm0174457,actor,\N,"[""Agop""]"
tt0128125,5,nm0849116,director,\N,\N
tt0128125,6,nm0135828,writer,writer,\N
tt0128125,7,nm1866275,cinematographer,\N,\N
tt0128125,8,nm0279233,actor,\N,"[""Plutonierul""]"
tt0128125,9,nm2589545,actor,\N,\N
tt0128126,10,nm0863864,production_designer,\N,\N
tt0128126,1,nm0268838,actress,\N,"[""Nina""]"
tt0128126,2,nm0817170,actor,\N,\N
tt0128126,3,nm0225216,actor,\N,"[""Ganea""]"
tt0128126,4,nm0025714,actress,\N,\N
tt0128126,5,nm0613299,director,\N,\N
tt0128126,6,nm0691048,composer,\N,\N
tt0128126,7,nm0791110,cinematographer,\N,\N
tt0128126,8,nm0270828,editor,\N,\N
tt0128126,9,nm0633051,editor,\N,\N
tt0128127,10,nm0547706,composer,\N,\N
tt0128127,1,nm0855689,actor,\N,"[""Király Sanyi""]"
tt0128127,2,nm0258408,actor,\N,"[""Rendezõ"",""kocsmáros""]"
tt0128127,3,nm0879479,actress,\N,"[""Mostoha""]"
tt0128127,4,nm0654860,actress,\N,"[""A rendezõ segédje"",""erdei hölgy""]"
tt0128127,5,nm0844476,director,\N,\N
tt0128127,6,nm0229724,writer,writer,\N
tt0128127,7,nm0246269,producer,producer,\N
tt0128127,8,nm0246401,composer,\N,\N
tt0128127,9,nm0311071,composer,\N,\N
tt0128133,10,nm0774259,composer,\N,\N
tt0128133,1,nm0065353,actor,\N,"[""Robert Biberti""]"
tt0128133,2,nm0272224,actor,\N,"[""Roman Cycowski""]"
tt0128133,3,nm0633947,actor,\N,"[""Harry Frommermann""]"
tt0128133,4,nm0003492,actor,\N,"[""Erich A. Collin""]"
tt0128133,5,nm0005917,director,\N,\N
tt0128133,6,nm0127321,writer,story,\N
tt0128133,7,nm0250906,writer,\N,\N
tt0128133,8,nm0725305,writer,\N,\N
tt0128133,9,nm0460057,composer,\N,\N
tt0128137,10,nm0002989,producer,producer,\N
tt0128137,1,nm0001426,actor,\N,"[""Harry Fertig""]"
tt0128137,2,nm0001388,actress,\N,"[""Sarah Fertig""]"
tt0128137,3,nm0551300,actor,\N,"[""Stevie Fertig""]"
tt0128137,4,nm0000285,actor,\N,"[""Roy Bleakie""]"
tt0128137,5,nm0427880,director,\N,\N
tt0128137,6,nm0951050,writer,"novel ""Fertig""",\N
tt0128137,7,nm0085242,writer,screenplay,\N
tt0128137,8,nm0542698,producer,producer,\N
tt0128137,9,nm0759627,producer,producer,\N
tt0128138,1,nm1632521,actress,\N,\N
tt0128138,2,nm1423864,actor,\N,\N
tt0128138,3,nm0254134,self,\N,"[""Self""]"
tt0128138,4,nm0473647,actor,\N,\N
tt0128138,5,nm0568284,director,\N,\N
tt0128138,6,nm1423973,actress,\N,\N
tt0128138,7,nm1417031,self,\N,"[""Self""]"
tt0128142,1,nm11043292,actor,\N,"[""The Blacksmith""]"
tt0128142,2,nm11043293,actress,\N,"[""His Wife""]"
tt0128142,3,nm11043294,actor,\N,"[""A Peasant""]"
tt0128142,4,nm11043295,actress,\N,"[""His Wife""]"
tt0128142,5,nm0071165,director,\N,\N
tt0128142,6,nm0005723,cinematographer,\N,\N
tt0128142,7,nm0727978,editor,\N,\N
tt0128142,8,nm11043296,actor,\N,"[""The Gravedigger""]"
tt0128142,9,nm11043297,actress,\N,"[""A Peasant Woman""]"
tt0128145,10,nm0329216,editor,\N,\N
tt0128145,1,nm0541909,actor,\N,"[""Clint Barker""]"
tt0128145,2,nm0338614,actor,\N,"[""Mark""]"
tt0128145,3,nm0341347,actress,\N,"[""Robin""]"
tt0128145,4,nm0614109,actor,\N,"[""Sheriff Madsen""]"
tt0128145,5,nm0191584,director,\N,\N
tt0128145,6,nm0681880,writer,writer,\N
tt0128145,7,nm0279675,producer,producer,\N
tt0128145,8,nm0501999,composer,\N,\N
tt0128145,9,nm0542620,cinematographer,\N,\N
tt0128154,1,nm0236322,actor,\N,"[""Marty""]"
tt0128154,2,nm0847879,actor,\N,"[""Jack""]"
tt0128154,3,nm0572471,actor,\N,"[""Alan""]"
tt0128154,4,nm1537805,actor,\N,"[""Sergio""]"
tt0128154,5,nm0040252,director,\N,\N
tt0128154,6,nm0873828,cinematographer,director of photography,\N
tt0128154,7,nm1132087,editor,\N,\N
tt0128154,8,nm0739052,editor,\N,\N
tt0128157,1,nm0811113,actor,\N,"[""The Dead Father""]"
tt0128157,2,nm0533918,actress,\N,"[""The Widow""]"
tt0128157,3,nm0367765,actor,\N,"[""The Son""]"
tt0128157,4,nm0372995,actress,\N,"[""The Daughter""]"
tt0128157,5,nm0534665,director,\N,\N
tt0128157,6,nm0238029,cinematographer,\N,\N
tt0128157,7,nm0751540,cinematographer,\N,\N
tt0128157,8,nm0811554,cinematographer,\N,\N
tt0128158,1,nm0492561,actor,\N,"[""Stanley""]"
tt0128158,2,nm0500249,actress,\N,"[""Hope""]"
tt0128158,3,nm0522885,actress,\N,"[""Dora""]"
tt0128158,4,nm0278839,actor,\N,"[""Rudy""]"
tt0128158,5,nm0224084,director,\N,\N
tt0128158,6,nm0926006,composer,\N,\N
tt0128158,7,nm0825671,cinematographer,\N,\N
tt0128162,10,nm0049472,production_designer,\N,\N
tt0128162,1,nm0596481,actor,\N,"[""Lt. Mihai Stefanescu""]"
tt0128162,2,nm0017053,actress,\N,"[""Ana""]"
tt0128162,3,nm0173519,actor,\N,"[""Ciungu""]"
tt0128162,4,nm0185504,actor,\N,"[""Seful""]"
tt0128162,5,nm0613299,director,\N,\N
tt0128162,6,nm2255791,producer,producer,\N
tt0128162,7,nm0691048,composer,\N,\N
tt0128162,8,nm0821999,cinematographer,\N,\N
tt0128162,9,nm4355614,editor,\N,\N
tt0128164,10,nm0156138,production_designer,\N,\N
tt0128164,1,nm0687450,actor,\N,"[""Andrey Beloretskiy""]"
tt0128164,2,nm1177938,actress,\N,"[""Nadezhda Yanovskaya""]"
tt0128164,3,nm0277298,actor,\N,"[""Ignatiy Gatsevits""]"
tt0128164,4,nm0277139,actor,\N,"[""pan Dubotovk""]"
tt0128164,5,nm0748194,director,\N,\N
tt0128164,6,nm0466611,writer,writer,\N
tt0128164,7,nm0322381,composer,\N,\N
tt0128164,8,nm0517749,cinematographer,\N,\N
tt0128164,9,nm0586718,editor,\N,\N
tt0128165,10,nm0593059,cinematographer,\N,\N
tt0128165,1,nm0917620,actor,\N,"[""Alex Hunter""]"
tt0128165,2,nm0461355,actress,\N,"[""Samantha""]"
tt0128165,3,nm0553460,actress,\N,"[""Micky""]"
tt0128165,4,nm0744975,actress,\N,"[""Langstrom""]"
tt0128165,5,nm1257937,director,\N,\N
tt0128165,6,nm0520189,writer,\N,\N
tt0128165,7,nm0410426,producer,executive producer,\N
tt0128165,8,nm0592171,producer,producer,\N
tt0128165,9,nm0848841,producer,executive producer,\N
tt0128167,1,nm0851299,actress,\N,"[""Mitsuko Fuji""]"
tt0128167,2,nm0619107,actor,\N,"[""Kazuhiko (Kitô's son)""]"
tt0128167,3,nm0993084,actress,\N,"[""Maya (the maid)""]"
tt0128167,4,nm6642414,actor,\N,"[""Kitô""]"
tt0128167,5,nm0913835,director,\N,\N
tt0128167,6,nm1399328,cinematographer,\N,\N
tt0128167,7,nm0849437,actress,\N,"[""Mariko""]"
tt0128167,8,nm8212460,actress,\N,\N
tt0128170,10,nm0327008,composer,\N,\N
tt0128170,1,nm0173997,actor,\N,"[""Freddy""]"
tt0128170,2,nm0175444,actor,\N,"[""Albert""]"
tt0128170,3,nm0372775,actress,\N,"[""Katherine""]"
tt0128170,4,nm0793942,actor,\N,"[""Caretaker""]"
tt0128170,5,nm0705655,director,\N,\N
tt0128170,6,nm1351359,writer,writer,\N
tt0128170,7,nm0091840,producer,producer,\N
tt0128170,8,nm0717064,producer,producer,\N
tt0128170,9,nm0921134,producer,producer,\N
tt0128172,10,nm0277105,composer,\N,\N
tt0128172,1,nm0482881,actor,\N,"[""Antonio Franco""]"
tt0128172,2,nm0649752,actress,\N,"[""Mara Scurati 'Maruzza'""]"
tt0128172,3,nm0582311,actor,\N,"[""Rocco Gravina""]"
tt0128172,4,nm0148851,actor,\N,"[""Nilo Scurati""]"
tt0128172,5,nm0502391,director,\N,\N
tt0128172,6,nm0002759,writer,\N,\N
tt0128172,7,nm0346097,writer,\N,\N
tt0128172,8,nm0553916,writer,\N,\N
tt0128172,9,nm0366298,producer,producer,\N
tt0128173,10,nm0341903,actress,\N,"[""Oana""]"
tt0128173,1,nm0022508,actor,\N,"[""Inginerul""]"
tt0128173,2,nm0102859,actress,\N,"[""Anca""]"
tt0128173,3,nm0185629,actress,\N,"[""Lucretia""]"
tt0128173,4,nm0228136,actor,\N,"[""Director centru de calcul""]"
tt0128173,5,nm0613299,director,\N,\N
tt0128173,6,nm0047064,writer,\N,\N
tt0128173,7,nm0691048,composer,\N,\N
tt0128173,8,nm1106878,actor,\N,"[""Razvan""]"
tt0128173,9,nm0321366,actor,\N,"[""Pensionar""]"
tt0128174,10,nm0800443,cinematographer,\N,\N
tt0128174,1,nm0381236,actress,\N,"[""Augustine""]"
tt0128174,2,nm0381228,actor,\N,"[""Magician""]"
tt0128174,3,nm0773533,actor,\N,"[""Tamer""]"
tt0128174,4,nm0666769,actor,\N,"[""August""]"
tt0128174,5,nm0696623,writer,book,\N
tt0128174,6,nm0502297,writer,book,\N
tt0128174,7,nm0404941,writer,screenplay,\N
tt0128174,8,nm0773989,producer,producer,\N
tt0128174,9,nm0581521,composer,\N,\N
tt0128176,10,nm3647760,actress,\N,"[""Cat""]"
tt0128176,1,nm1518349,actress,\N,"[""Nora Roelofse Naude (1992-)"",""Nora"",""Nora Naude""]"
tt0128176,2,nm0887808,actress,\N,"[""Louwna Roelofse Vorster Edwards (1992-)"",""Louwna""]"
tt0128176,3,nm0839741,actress,\N,"[""Ester (Nenna) Willemse (1992-2000)""]"
tt0128176,4,nm1944549,actor,\N,"[""Fritz du Plessis""]"
tt0128176,5,nm9651100,actor,\N,"[""Spike""]"
tt0128176,6,nm3213191,actress,\N,"[""Rieke""]"
tt0128176,7,nm7756633,actor,\N,"[""Arno Fourie""]"
tt0128176,8,nm0917156,actor,\N,"[""Roscoe"",""Investigating Officer"",""Reverend""]"
tt0128176,9,nm0584206,actor,\N,"[""Brett"",""Menasse's Disciple""]"
tt0128177,10,nm0477598,editor,\N,\N
tt0128177,1,nm0261975,actress,\N,"[""Éva""]"
tt0128177,2,nm0525773,actor,\N,"[""Feri""]"
tt0128177,3,nm0960236,actor,\N,"[""Béla bácsi""]"
tt0128177,4,nm0423222,actress,\N,"[""Éva anyja""]"
tt0128177,5,nm0350407,director,\N,\N
tt0128177,6,nm0127147,writer,\N,\N
tt0128177,7,nm0439097,writer,\N,\N
tt0128177,8,nm0783477,composer,\N,\N
tt0128177,9,nm0660111,cinematographer,\N,\N
tt0128178,10,nm0047578,actor,\N,"[""Daniel""]"
tt0128178,1,nm0000465,actor,\N,"[""Delfi""]"
tt0128178,2,nm0448266,actress,\N,"[""Ejacula""]"
tt0128178,3,nm0797382,actor,\N,"[""Verdell""]"
tt0128178,4,nm12198685,actress,\N,"[""Vampire""]"
tt0128178,5,nm0069167,director,\N,\N
tt0128178,6,nm0689430,director,\N,\N
tt0128178,7,nm0035280,actor,\N,"[""Ugo""]"
tt0128178,8,nm0016754,actress,\N,"[""Delia""]"
tt0128178,9,nm0044907,actress,\N,"[""Rafaela""]"
tt0128183,10,nm0620926,editor,\N,\N
tt0128183,1,nm0031199,actor,\N,\N
tt0128183,2,nm0174457,actor,\N,\N
tt0128183,3,nm0279233,actor,\N,\N
tt0128183,4,nm0432649,actress,\N,\N
tt0128183,5,nm0849116,director,\N,\N
tt0128183,6,nm0586182,writer,\N,\N
tt0128183,7,nm0148650,composer,\N,\N
