tconst,ordering,nconst,category,job,characters
tt0088967,1,nm0489837,actress,\N,"[""Helene Trend""]"
tt0088967,2,nm0001397,actor,\N,"[""Arthur Coddish""]"
tt0088967,3,nm0809544,actor,\N,"[""Faron Crush""]"
tt0088967,4,nm0934136,actress,\N,"[""Nancy""]"
tt0088967,5,nm0000600,director,\N,\N
tt0088967,6,nm0001053,writer,written by,\N
tt0088967,7,nm0001054,writer,written by,\N
tt0088967,8,nm0849964,producer,producer,\N
tt0088967,9,nm0643201,composer,\N,\N
tt0088968,10,nm0812976,production_designer,\N,\N
tt0088968,1,nm0001952,actor,\N,"[""Rudy Veloz""]"
tt0088968,2,nm0254628,actor,\N,"[""Orlando""]"
tt0088968,3,nm0797529,actor,\N,"[""Lou Rose""]"
tt0088968,4,nm0001615,actress,\N,"[""Liz Garcia""]"
tt0088968,5,nm0406687,director,\N,\N
tt0088968,6,nm0033552,writer,\N,\N
tt0088968,7,nm0809309,composer,\N,\N
tt0088968,8,nm0154730,cinematographer,\N,\N
tt0088968,9,nm0440067,editor,\N,\N
tt0088969,10,nm1237617,production_designer,\N,\N
tt0088969,1,nm0553650,actor,\N,\N
tt0088969,2,nm0681493,actress,\N,\N
tt0088969,3,nm0540885,actor,\N,"[""Colonel""]"
tt0088969,4,nm0952826,actress,\N,\N
tt0088969,5,nm0202995,director,\N,\N
tt0088969,6,nm1237073,writer,novel,\N
tt0088969,7,nm1238139,composer,\N,\N
tt0088969,8,nm0499187,cinematographer,\N,\N
tt0088969,9,nm0144394,editor,\N,\N
tt0088970,10,nm0827876,editor,\N,\N
tt0088970,1,nm0270443,actor,\N,"[""Ivan Pipan""]"
tt0088970,2,nm0834663,actor,\N,"[""Ive Blazina""]"
tt0088970,3,nm0422531,actress,\N,"[""Marija Perbako""]"
tt0088970,4,nm0472431,actor,\N,"[""Francesko Da Giozo""]"
tt0088970,5,nm0586713,director,\N,\N
tt0088970,6,nm0668856,writer,\N,\N
tt0088970,7,nm0438146,producer,producer,\N
tt0088970,8,nm0290775,composer,\N,\N
tt0088970,9,nm0686094,cinematographer,\N,\N
tt0088971,1,nm0350884,actor,\N,"[""José Ramón Urquiza""]"
tt0088971,2,nm0051316,actor,\N,"[""Fernando Iturbide""]"
tt0088971,3,nm0709216,actress,\N,"[""María Iturbide""]"
tt0088971,4,nm0029174,actor,\N,"[""Esteban Urquiza""]"
tt0088971,5,nm0529926,director,\N,\N
tt0088971,6,nm0602233,writer,screenplay,\N
tt0088971,7,nm0869821,writer,screenplay,\N
tt0088971,8,nm14794289,composer,\N,\N
tt0088971,9,nm0740795,cinematographer,\N,\N
tt0088972,10,nm0651860,editor,\N,\N
tt0088972,1,nm0007023,actor,\N,"[""Comisario Méndez""]"
tt0088972,2,nm0785264,actress,\N,"[""Blanca Bassegoda""]"
tt0088972,3,nm0763241,actor,\N,"[""Richard""]"
tt0088972,4,nm0557999,actor,\N,"[""Daniel Ponce""]"
tt0088972,5,nm0746334,director,\N,\N
tt0088972,6,nm2434970,writer,novel,\N
tt0088972,7,nm0430463,writer,\N,\N
tt0088972,8,nm0813689,composer,\N,\N
tt0088972,9,nm0868952,cinematographer,\N,\N
tt0088973,10,nm0885471,actress,\N,"[""Bárbara"",""Model""]"
tt0088973,1,nm0261681,actor,\N,"[""Federico""]"
tt0088973,2,nm0654843,actor,\N,"[""Tío"",""Uncle Ramón""]"
tt0088973,3,nm0038239,actor,\N,"[""Alarico"",""manager""]"
tt0088973,4,nm0891781,actress,\N,"[""Manuela"",""Ramón's wife""]"
tt0088973,5,nm0654839,director,\N,\N
tt0088973,6,nm0305862,composer,\N,\N
tt0088973,7,nm0121453,cinematographer,\N,\N
tt0088973,8,nm0708101,editor,\N,\N
tt0088973,9,nm0869823,actress,\N,"[""Alicia"",""Federico's wife""]"
tt0088975,10,nm1029571,actor,\N,"[""Franti""]"
tt0088975,1,nm0233506,actor,\N,"[""Maestro Perboni""]"
tt0088975,2,nm0211639,actress,\N,"[""Maestrina Penna Rossa""]"
tt0088975,3,nm0088396,actor,\N,"[""Ing. Bottini""]"
tt0088975,4,nm0539399,actor,\N,"[""Enrico Bottini""]"
tt0088975,5,nm0275138,actress,\N,"[""Adriana""]"
tt0088975,6,nm0656474,actor,\N,"[""Maestro di ginnastica""]"
tt0088975,7,nm1028060,actor,\N,"[""Coretti""]"
tt0088975,8,nm1035170,actor,\N,"[""Enrico""]"
tt0088975,9,nm1028700,actor,\N,"[""Garrone""]"
tt0088977,10,nm0381511,composer,\N,\N
tt0088977,1,nm0306977,actor,\N,"[""Doorkeeper"",""Capuchin""]"
tt0088977,2,nm0166678,actor,\N,"[""Cavalryman"",""Gascony Cadet""]"
tt0088977,3,nm0163527,actor,\N,"[""D'Artagnan"",""Gascony Cadet""]"
tt0088977,4,nm0219538,actor,\N,"[""Flunkey"",""Gascony Cadet""]"
tt0088977,5,nm0359656,director,\N,\N
tt0088977,6,nm0801121,director,\N,\N
tt0088977,7,nm0121256,writer,translation,\N
tt0088977,8,nm0744562,writer,play,\N
tt0088977,9,nm0931037,producer,producer,\N
tt0088978,1,nm0148212,actress,\N,"[""Marynia""]"
tt0088978,2,nm0464954,actress,\N,"[""Mother""]"
tt0088978,3,nm0464951,actor,\N,"[""He""]"
tt0088978,4,nm0464952,actor,\N,"[""Father""]"
tt0088978,5,nm1353186,editor,\N,\N
tt0088979,10,nm0006121,composer,\N,\N
tt0088979,1,nm0002148,actress,\N,"[""Joyce Richardson""]"
tt0088979,2,nm0571106,actor,\N,"[""Andy Richardson""]"
tt0088979,3,nm0907923,actress,\N,"[""Ellen Lamb""]"
tt0088979,4,nm0131974,actress,\N,"[""Elaine Fox""]"
tt0088979,5,nm0934578,director,\N,\N
tt0088979,6,nm0024388,writer,written by,\N
tt0088979,7,nm0778819,writer,written by,\N
tt0088979,8,nm1521062,writer,written by,\N
tt0088979,9,nm0382274,producer,producer,\N
tt0088980,10,nm0267026,producer,producer,\N
tt0088980,1,nm0440042,actor,\N,"[""Arto Arsi""]"
tt0088980,2,nm1451438,actor,\N,"[""Arto Arsi as a child""]"
tt0088980,3,nm0543194,actor,\N,"[""Sergei Rippas""]"
tt0088980,4,nm0560972,actress,\N,"[""Suvi Ekman""]"
tt0088980,5,nm0393345,director,\N,\N
tt0088980,6,nm0499939,director,\N,\N
tt0088980,7,nm0756820,writer,dialogue,\N
tt0088980,8,nm0354418,writer,original story,\N
tt0088980,9,nm7355425,writer,original story,\N
tt0088981,1,nm0401207,actor,\N,"[""Yan""]"
tt0088981,2,nm0477108,actor,\N,"[""Hing""]"
tt0088981,3,nm0007139,actor,\N,"[""Sunny""]"
tt0088981,4,nm0939153,actress,\N,"[""Amy""]"
tt0088981,5,nm3064334,writer,screenplay,\N
tt0088981,6,nm0150912,cinematographer,\N,\N
tt0088981,7,nm0398871,editor,\N,\N
tt0088982,10,nm3288001,actor,\N,\N
tt0088982,1,nm0002000,actor,\N,\N
tt0088982,2,nm0150850,actor,\N,\N
tt0088982,3,nm0151827,actress,\N,\N
tt0088982,4,nm0803307,actor,\N,\N
tt0088982,5,nm3116046,director,\N,\N
tt0088982,6,nm3236829,writer,\N,\N
tt0088982,7,nm0849257,producer,producer,\N
tt0088982,8,nm3556563,cinematographer,\N,\N
tt0088982,9,nm14986712,editor,\N,\N
tt0088983,10,nm0370614,composer,\N,\N
tt0088983,1,nm0760796,actor,\N,"[""Jirô""]"
tt0088983,2,nm0468708,actress,\N,"[""Oyuki""]"
tt0088983,3,nm0410937,actor,\N,"[""Tenkai"",""Saigô Takamori""]"
tt0088983,4,nm0945514,actress,\N,"[""Chico"",""Julie Rochelle""]"
tt0088983,5,nm0727336,director,\N,\N
tt0088983,6,nm1723264,writer,novel,\N
tt0088983,7,nm0556048,writer,screenplay,\N
tt0088983,8,nm4079223,producer,producer,\N
tt0088983,9,nm0555470,producer,producer,\N
tt0088985,1,nm0047575,actress,\N,"[""Sister Gertrude""]"
tt0088985,2,nm0092455,actress,\N,"[""Soeur Ste-Anne""]"
tt0088985,3,nm5638943,actor,\N,"[""Cincennes (un patient)""]"
tt0088985,4,nm0240696,actress,\N,"[""Françoise""]"
tt0088985,5,nm0433267,director,\N,\N
tt0088985,6,nm0727516,writer,\N,\N
tt0088985,7,nm0484028,producer,producer,\N
tt0088985,8,nm0904625,cinematographer,\N,\N
tt0088985,9,nm0102021,editor,\N,\N
tt0088986,1,nm0802170,actor,\N,"[""Madho Pandey""]"
tt0088986,2,nm0438465,actor,\N,"[""Sanjeevan Ram""]"
tt0088986,3,nm0538303,actress,\N,"[""Sanjeevan Ram's Wife""]"
tt0088986,4,nm0622732,actress,\N,"[""Mahatmain""]"
tt0088986,5,nm0422552,director,\N,\N
tt0088986,6,nm0786020,composer,\N,\N
tt0088986,7,nm0467683,cinematographer,\N,\N
tt0088986,8,nm0944925,editor,\N,\N
tt0088987,10,nm0041644,editor,\N,\N
tt0088987,1,nm0001669,actress,\N,"[""Ruth Ellis""]"
tt0088987,2,nm0000391,actor,\N,"[""David Blakely""]"
tt0088987,3,nm0000453,actor,\N,"[""Desmond Cussen""]"
tt0088987,4,nm0140930,actor,\N,"[""Andy""]"
tt0088987,5,nm0001565,director,\N,\N
tt0088987,6,nm0216340,writer,\N,\N
tt0088987,7,nm0709721,producer,producer,\N
tt0088987,8,nm0366880,composer,\N,\N
tt0088987,9,nm0360346,cinematographer,\N,\N
tt0088988,10,nm0395579,editor,\N,\N
tt0088988,1,nm0828683,actor,\N,"[""Harry O'Malley""]"
tt0088988,2,nm0911943,actress,\N,"[""Teresa Costello""]"
tt0088988,3,nm0403628,actor,\N,"[""Moir""]"
tt0088988,4,nm0321050,actor,\N,"[""Rossi""]"
tt0088988,5,nm0481910,director,\N,\N
tt0088988,6,nm5624911,writer,written by,\N
tt0088988,7,nm0721691,producer,producer,\N
tt0088988,8,nm0187049,composer,\N,\N
tt0088988,9,nm0041032,cinematographer,\N,\N
tt0088989,1,nm0000783,self,\N,"[""Self""]"
tt0088989,2,nm0016295,self,\N,"[""Self""]"
tt0088989,3,nm0034485,self,\N,"[""Self"",""Vera Grandt""]"
tt0088989,4,nm0000872,self,\N,"[""Self"",""Insp. Rudolf Geiger""]"
tt0088989,5,nm0811714,director,\N,\N
tt0088989,6,nm0088629,producer,producer,\N
tt0088989,7,nm0061295,cinematographer,\N,\N
tt0088989,8,nm0723312,cinematographer,\N,\N
tt0088989,9,nm0102540,editor,\N,\N
tt0088990,10,nm0174618,composer,\N,\N
tt0088990,1,nm0029570,actress,\N,"[""Narrator""]"
tt0088990,2,nm0903985,actor,\N,"[""First Manuscript Reading""]"
tt0088990,3,nm0450335,actress,\N,"[""Translations Spoken By""]"
tt0088990,4,nm0830804,actress,\N,"[""Translations Spoken By""]"
tt0088990,5,nm0624619,director,\N,\N
tt0088990,6,nm0218342,writer,narration written by,\N
tt0088990,7,nm0458674,producer,producer,\N
tt0088990,8,nm0494396,producer,producer,\N
tt0088990,9,nm0067251,composer,\N,\N
tt0088991,1,nm0438465,actor,\N,"[""(1985)""]"
tt0088991,2,nm0451425,actor,\N,"[""(1985)""]"
tt0088991,3,nm14348295,actor,\N,\N
tt0088991,4,nm0706953,actor,\N,"[""(1985)""]"
tt0088991,5,nm0906226,actress,\N,"[""(1985)""]"
tt0088992,10,nm0368372,production_designer,\N,\N
tt0088992,1,nm0632572,actor,\N,"[""Amiro""]"
tt0088992,2,nm0623414,actor,\N,\N
tt0088992,3,nm0868092,actor,\N,\N
tt0088992,4,nm0618881,director,\N,\N
tt0088992,5,nm0315529,writer,writer,\N
tt0088992,6,nm9680632,producer,producer,\N
tt0088992,7,nm0953584,producer,producer,\N
tt0088992,8,nm0539343,cinematographer,\N,\N
tt0088992,9,nm0067323,editor,\N,\N
tt0088993,10,nm0026533,production_designer,\N,\N
tt0088993,1,nm0136440,actress,\N,"[""Sarah""]"
tt0088993,2,nm0018777,actor,\N,"[""John""]"
tt0088993,3,nm0683334,actor,\N,"[""Rhodes""]"
tt0088993,4,nm0175826,actor,\N,"[""McDermott""]"
tt0088993,5,nm0001681,director,\N,\N
tt0088993,6,nm0748283,producer,producer,\N
tt0088993,7,nm0365666,composer,\N,\N
tt0088993,8,nm0331193,cinematographer,director of photography,\N
tt0088993,9,nm0117779,editor,\N,\N
tt0088994,10,nm0305666,cinematographer,\N,\N
tt0088994,1,nm0273178,actor,\N,"[""Silvestre""]"
tt0088994,2,nm0760660,actress,\N,"[""Sra. Luján""]"
tt0088994,3,nm0854177,actor,\N,"[""Carlos""]"
tt0088994,4,nm0814994,actress,\N,"[""Regina""]"
tt0088994,5,nm0273726,director,\N,\N
tt0088994,6,nm0287512,writer,story,\N
tt0088994,7,nm0649875,writer,\N,\N
tt0088994,8,nm0306477,producer,producer,\N
tt0088994,9,nm0655362,composer,\N,\N
tt0088995,10,nm11050828,composer,\N,\N
tt0088995,1,nm0592271,actor,\N,"[""Pedro Quijano (Cero Por Ciento)""]"
tt0088995,2,nm0900465,actress,\N,\N
tt0088995,3,nm1483226,actress,\N,\N
tt0088995,4,nm1120476,actor,\N,\N
tt0088995,5,nm0076600,director,\N,\N
tt0088995,6,nm1055102,writer,\N,\N
tt0088995,7,nm1055386,writer,\N,\N
tt0088995,8,nm1057764,writer,\N,\N
tt0088995,9,nm0959691,producer,producer,\N
tt0088996,10,nm0181255,composer,\N,\N
tt0088996,1,nm0225921,actor,\N,"[""Jaime Vera""]"
tt0088996,2,nm0012476,actress,\N,"[""Rocío""]"
tt0088996,3,nm0273191,actor,\N,"[""El Chirlo""]"
tt0088996,4,nm0553591,actor,\N,"[""El Nene""]"
tt0088996,5,nm0844794,director,\N,\N
tt0088996,6,nm0547605,writer,\N,\N
tt0088996,7,nm5232697,writer,\N,\N
tt0088996,8,nm0874096,writer,\N,\N
tt0088996,9,nm0024040,composer,\N,\N
tt0088997,10,nm0897794,cinematographer,\N,\N
tt0088997,1,nm0000299,actor,\N,"[""Dr. Charles Raynor""]"
tt0088997,2,nm0001750,actress,\N,"[""Katherine Raynor""]"
tt0088997,3,nm0455088,actress,\N,"[""Anna Livanos""]"
tt0088997,4,nm0472816,actor,\N,"[""Alex Livanos""]"
tt0088997,5,nm0085457,director,\N,\N
tt0088997,6,nm0828852,writer,"based on the book ""Deadly Intentions"" by",\N
tt0088997,7,nm0547429,writer,teleplay,\N
tt0088997,8,nm0535561,producer,producer,\N
tt0088997,9,nm0000016,composer,\N,\N
tt0088998,10,nm0072530,editor,\N,\N
tt0088998,1,nm0000898,actress,\N,"[""Laura Daniels""]"
tt0088998,2,nm0104787,actor,\N,"[""Michael Krasnick""]"
tt0088998,3,nm0001240,actor,\N,"[""Detective Max Lucas""]"
tt0088998,4,nm0667182,actor,\N,"[""Dr. Roger Kelton""]"
tt0088998,5,nm0070474,director,\N,\N
tt0088998,6,nm0088185,writer,written by,\N
tt0088998,7,nm0690197,producer,producer,\N
tt0088998,8,nm0006075,composer,\N,\N
tt0088998,9,nm0582701,cinematographer,\N,\N
tt0088999,10,nm0207423,editor,\N,\N
tt0088999,1,nm0400194,actor,\N,"[""Sam Black""]"
tt0088999,2,nm0099588,actress,\N,"[""Martha Greenwood""]"
tt0088999,3,nm0167982,actor,\N,"[""Andy Andrews""]"
tt0088999,4,nm0546366,actress,\N,"[""Marsha""]"
tt0088999,5,nm0489038,director,\N,\N
tt0088999,6,nm0020397,writer,\N,\N
tt0088999,7,nm0802081,producer,producer,\N
tt0088999,8,nm0272471,composer,\N,\N
tt0088999,9,nm0185277,cinematographer,director of photography,\N
tt0089000,10,nm0052179,cinematographer,\N,\N
tt0089000,1,nm0484626,actress,\N,"[""Polly Morrison"",""Ann Morrison (German version)""]"
tt0089000,2,nm0484641,actress,\N,"[""Ruth Morrison""]"
tt0089000,3,nm0270035,actor,\N,"[""Harry Worrbach"",""Harry DeRomeo (Int. Version)""]"
tt0089000,4,nm0938246,actor,\N,"[""Peter Kronsberg""]"
tt0089000,5,nm11274077,director,\N,\N
tt0089000,6,nm0643057,director,\N,\N
tt0089000,7,nm11274349,producer,producer,\N
tt0089000,8,nm11274350,producer,producer,\N
tt0089000,9,nm0276187,composer,\N,\N
tt0089001,1,nm0848355,actor,\N,"[""Lee Kam Lun""]"
tt0089001,2,nm0876603,actor,\N,"[""Inspector Bill""]"
tt0089001,3,nm0219025,actress,\N,"[""Mummy""]"
tt0089001,4,nm0659375,actor,\N,"[""Inspector Pang""]"
tt0089001,5,nm0950553,director,\N,\N
tt0089001,6,nm2260417,writer,screenplay,\N
tt0089001,7,nm0161204,composer,\N,\N
tt0089001,8,nm0150927,cinematographer,\N,\N
tt0089001,9,nm0159472,editor,\N,\N
tt0089002,10,nm0400369,editor,\N,\N
tt0089002,1,nm0403628,actor,\N,"[""Michael Tucker""]"
tt0089002,2,nm0880823,actress,\N,"[""Sandy""]"
tt0089002,3,nm0779633,actress,\N,"[""Jeannie""]"
tt0089002,4,nm0881451,actor,\N,"[""Lucas""]"
tt0089002,5,nm0090013,director,\N,\N
tt0089002,6,nm0372691,writer,screenplay,\N
tt0089002,7,nm0627853,producer,producer,\N
tt0089002,8,nm0629410,composer,\N,\N
tt0089002,9,nm0058754,cinematographer,\N,\N
tt0089003,10,nm0656211,composer,\N,\N
tt0089003,1,nm0000314,actor,\N,"[""Paul Kersey""]"
tt0089003,2,nm0706298,actress,\N,"[""Kathryn Davis""]"
tt0089003,3,nm0491590,actor,\N,"[""Richard Shriker""]"
tt0089003,4,nm0000842,actor,\N,"[""Bennett""]"
tt0089003,5,nm0935382,director,\N,\N
tt0089003,6,nm0415979,writer,written by,\N
tt0089003,7,nm0307257,writer,characters created by,\N
tt0089003,8,nm0322946,producer,producer,\N
tt0089003,9,nm0324875,producer,producer,\N
tt0089004,10,nm0020354,actor,\N,"[""Glenn""]"
tt0089004,1,nm0001440,actress,\N,"[""Hope Masters""]"
tt0089004,2,nm0000385,actor,\N,"[""D. Jordan Williams""]"
tt0089004,3,nm0807252,actress,\N,"[""Honey Niven""]"
tt0089004,4,nm0915851,actor,\N,"[""Van Niven""]"
tt0089004,5,nm0039226,actor,\N,"[""Det. Bob Swalwell""]"
tt0089004,6,nm0179224,actor,\N,"[""Asst. Dist. Atty. Jim Heusdens""]"
tt0089004,7,nm0371579,actor,\N,"[""Dob Fowler""]"
tt0089004,8,nm0443871,actress,\N,"[""Shannon Foley""]"
tt0089004,9,nm0943927,actor,\N,"[""Joe Haley""]"
tt0089005,10,nm0328836,cinematographer,\N,\N
tt0089005,1,nm0130829,actress,\N,"[""Mrs. Heccomb""]"
tt0089005,2,nm0154192,actor,\N,"[""Eddie""]"
tt0089005,3,nm0170618,actress,\N,"[""Portia Quayne""]"
tt0089005,4,nm0204914,actress,\N,"[""Waitress""]"
tt0089005,5,nm0358759,director,\N,\N
tt0089005,6,nm0100837,writer,novel,\N
tt0089005,7,nm0537078,writer,\N,\N
tt0089005,8,nm0943921,producer,producer,\N
tt0089005,9,nm0121431,composer,\N,\N
tt0089006,10,nm0122785,editor,\N,\N
tt0089006,1,nm0000163,actor,\N,"[""William 'Willy' Loman""]"
tt0089006,2,nm0003679,actress,\N,"[""Linda Loman""]"
tt0089006,3,nm0000518,actor,\N,"[""Biff Loman""]"
tt0089006,4,nm0002332,actor,\N,"[""Harold 'Happy' Loman""]"
tt0089006,5,nm0772522,director,\N,\N
tt0089006,6,nm0007186,writer,teleplay,\N
tt0089006,7,nm0171348,producer,producer,\N
tt0089006,8,nm0006218,composer,\N,\N
tt0089006,9,nm0000841,cinematographer,\N,\N
tt0089007,10,nm0669075,production_designer,\N,\N
tt0089007,1,nm0000889,actress,\N,"[""Grace""]"
tt0089007,2,nm0541576,actor,\N,"[""Father Angel""]"
tt0089007,3,nm0525041,actress,\N,"[""Vera""]"
tt0089007,4,nm0173107,actor,\N,"[""Robles""]"
tt0089007,5,nm0691246,director,\N,\N
tt0089007,6,nm0123083,producer,producer,\N
tt0089007,7,nm0272471,composer,\N,\N
tt0089007,8,nm0616832,composer,\N,\N
tt0089007,9,nm0002320,cinematographer,director of photography,\N
tt0089008,10,nm0882853,actress,\N,"[""Helen Adams""]"
tt0089008,1,nm0694619,actress,\N,"[""Sabrina Longworth"",""Stephanie Roberts""]"
tt0089008,2,nm0000960,actor,\N,"[""Grant Roberts""]"
tt0089008,3,nm0107950,actor,\N,"[""Bryan Foxworth""]"
tt0089008,4,nm0269077,actor,\N,"[""Richard Blackwell""]"
tt0089008,5,nm0910737,actor,\N,"[""Jim Nolan""]"
tt0089008,6,nm0601377,actor,\N,"[""Carlo Ferraro""]"
tt0089008,7,nm0940892,actor,\N,"[""Chief Inspector McGrath""]"
tt0089008,8,nm0801330,actress,\N,"[""Mrs. Thirkell""]"
tt0089008,9,nm0000103,actress,\N,"[""Penny Roberts""]"
tt0089009,10,nm0005683,cinematographer,director of photography,\N
tt0089009,1,nm0000321,actor,\N,"[""Nicholas 'Nick' Mullen""]"
tt0089009,2,nm0000627,actress,\N,"[""Nina Beckman""]"
tt0089009,3,nm0001186,actor,\N,"[""Vernon Bayliss""]"
tt0089009,4,nm0000846,actor,\N,"[""Dennis Markham""]"
tt0089009,5,nm0238621,director,\N,\N
tt0089009,6,nm0826369,writer,written by,\N
tt0089009,7,nm0234787,producer,producer,\N
tt0089009,8,nm4405791,producer,producer,\N
tt0089009,9,nm0006124,composer,\N,\N
tt0089010,10,nm0006045,composer,\N,\N
tt0089010,1,nm0001810,actor,\N,"[""Johnny 'Joker' Johnson""]"
tt0089010,2,nm0001835,actor,\N,"[""Cullen Monroe""]"
tt0089010,3,nm0491590,actor,\N,"[""Sheriff Leroy Doyle""]"
tt0089010,4,nm0179224,actor,\N,"[""Floyd Carpenter""]"
tt0089010,5,nm0723629,director,\N,\N
tt0089010,6,nm0057157,writer,screenplay,\N
tt0089010,7,nm0949917,writer,story,\N
tt0089010,8,nm0808414,writer,story,\N
tt0089010,9,nm0522603,producer,producer,\N
tt0089011,1,nm0921713,actor,\N,"[""Terje Svahberg""]"
tt0089011,2,nm0529292,actress,\N,"[""Rigmor""]"
tt0089011,3,nm0391576,actor,\N,"[""Tandvik""]"
tt0089011,4,nm0089877,actor,\N,"[""Hippien""]"
tt0089011,5,nm0246944,director,\N,\N
tt0089011,6,nm0039660,writer,\N,\N
tt0089011,7,nm0960270,cinematographer,\N,\N
tt0089011,8,nm0926966,production_designer,\N,\N
tt0089012,1,nm0002106,actress,\N,"[""Mugsy""]"
tt0089012,2,nm0105104,actress,\N,"[""Monica""]"
tt0089012,3,nm0110900,actress,\N,"[""Magic""]"
tt0089012,4,nm0214430,actor,\N,"[""Lane""]"
tt0089012,5,nm0110903,director,\N,\N
tt0089012,6,nm0788558,producer,producer,\N
tt0089012,7,nm2195747,composer,\N,\N
tt0089012,8,nm0517873,cinematographer,\N,\N
tt0089012,9,nm0227214,editor,\N,\N
tt0089013,10,nm0061295,cinematographer,director of photography,\N
tt0089013,1,nm0053519,actor,\N,"[""George""]"
tt0089013,2,nm0397021,actress,\N,"[""Cheryl""]"
tt0089013,3,nm0226030,actor,\N,"[""Ken""]"
tt0089013,4,nm0034485,actress,\N,"[""Hannah""]"
tt0089013,5,nm0000877,director,\N,\N
tt0089013,6,nm0332417,writer,original story,\N
tt0089013,7,nm0000783,writer,screenplay,\N
tt0089013,8,nm0274853,writer,screenplay,\N
tt0089013,9,nm0006294,composer,\N,\N
tt0089014,10,nm10695558,producer,producer,\N
tt0089014,1,nm0652808,actress,\N,"[""Thérèse Maye""]"
tt0089014,2,nm0672269,actor,\N,"[""Antoine""]"
tt0089014,3,nm0532474,actress,\N,"[""Aline""]"
tt0089014,4,nm0097625,actor,\N,"[""Nendaz""]"
tt0089014,5,nm0720668,director,\N,\N
tt0089014,6,nm0709144,writer,novel,\N
tt0089014,7,nm0063133,writer,story,\N
tt0089014,8,nm4985464,writer,written by,\N
tt0089014,9,nm0376257,producer,producer,\N
tt0089015,10,nm0649223,production_designer,\N,\N
tt0089015,1,nm0001726,actress,\N,"[""Vivian Bell""]"
tt0089015,2,nm0001997,actress,\N,"[""Cay Rivvers""]"
tt0089015,3,nm0511964,actress,\N,"[""Frances Parker""]"
tt0089015,4,nm0015199,actress,\N,"[""Silver""]"
tt0089015,5,nm0215123,director,\N,\N
tt0089015,6,nm0750022,writer,"based on the novel ""Desert of the Heart"" by",\N
tt0089015,7,nm0178276,writer,screenplay by,\N
tt0089015,8,nm0005696,cinematographer,director of photography,\N
tt0089015,9,nm0002333,editor,\N,\N
tt0089016,10,nm0781128,composer,\N,\N
tt0089016,1,nm0000423,actress,\N,"[""Giulia""]"
tt0089016,2,nm0508085,actor,\N,"[""Emilio""]"
tt0089016,3,nm0195799,actress,\N,"[""Amalia""]"
tt0089016,4,nm0748207,actor,\N,"[""Stefano""]"
tt0089016,5,nm0059545,director,\N,\N
tt0089016,6,nm0166405,writer,story,\N
tt0089016,7,nm0559857,writer,screenplay,\N
tt0089016,8,nm0841272,writer,novel,\N
tt0089016,9,nm0893436,producer,producer,\N
tt0089017,10,nm0005767,cinematographer,director of photography,\N
tt0089017,1,nm0000275,actress,\N,"[""Roberta Glass""]"
tt0089017,2,nm0000187,actress,\N,"[""Susan""]"
tt0089017,3,nm0001644,actor,\N,"[""Dez""]"
tt0089017,4,nm0089685,actor,\N,"[""Gary Glass""]"
tt0089017,5,nm0782384,director,\N,\N
tt0089017,6,nm0054713,writer,written by,\N
tt0089017,7,nm0683579,producer,producer,\N
