tconst,ordering,nconst,category,job,characters
tt0096156,3,nm0211408,actress,\N,"[""Sylvia Cacetti""]"
tt0096156,4,nm0587249,actress,\N,"[""Congresswoman""]"
tt0096156,5,nm0607407,director,\N,\N
tt0096156,6,nm0101428,writer,additional dialogue,\N
tt0096156,7,nm0528962,producer,producer,\N
tt0096156,8,nm0918844,producer,producer,\N
tt0096156,9,nm0612734,composer,\N,\N
tt0096158,10,nm0731687,actor,\N,"[""Judge Laker""]"
tt0096158,1,nm0590055,actor,\N,"[""Fyfe MacPhee""]"
tt0096158,2,nm1435684,actor,\N,"[""Spit MacPhee""]"
tt0096158,3,nm0045324,actor,\N,"[""Jack Tree""]"
tt0096158,4,nm0050555,actress,\N,"[""Grace Tree""]"
tt0096158,5,nm0806693,actress,\N,"[""Sadie Tree""]"
tt0096158,6,nm0575114,actor,\N,"[""Frank Arbuckle""]"
tt0096158,7,nm0669138,actor,\N,"[""Ben Arbuckle""]"
tt0096158,8,nm0160945,actor,\N,"[""Sergeant Joe Collins""]"
tt0096158,9,nm0749491,actor,\N,"[""George Collins""]"
tt0096159,10,nm0005758,cinematographer,\N,\N
tt0096159,1,nm0912270,actor,\N,"[""Allen Bauer""]"
tt0096159,2,nm0001865,actress,\N,"[""Madison Bauer""]"
tt0096159,3,nm0779073,actor,\N,"[""Freddie Bauer""]"
tt0096159,4,nm0846525,actress,\N,"[""Fern Hooten""]"
tt0096159,5,nm0031246,director,\N,\N
tt0096159,6,nm0295171,writer,characters,\N
tt0096159,7,nm0801905,writer,written by,\N
tt0096159,8,nm0654024,producer,producer,\N
tt0096159,9,nm0006193,composer,\N,\N
tt0096160,1,nm0000052,actor,\N,"[""Jordan""]"
tt0096160,2,nm0873385,actor,\N,"[""Luigi""]"
tt0096160,3,nm0900557,actress,\N,"[""Chantal Duvivier""]"
tt0096160,4,nm0659333,actor,\N,"[""Signor Paolo""]"
tt0096160,5,nm0778633,director,\N,\N
tt0096160,6,nm0006325,composer,\N,\N
tt0096160,7,nm0005907,cinematographer,director of photography,\N
tt0096160,8,nm0540864,editor,\N,\N
tt0096160,9,nm0723175,production_designer,\N,\N
tt0096161,10,nm0293435,editor,\N,\N
tt0096161,1,nm0000432,actor,\N,"[""Dan McGuinn""]"
tt0096161,2,nm0001729,actor,\N,"[""Eddie McGuinn""]"
tt0096161,3,nm0001194,actor,\N,"[""Ray McGuinn""]"
tt0096161,4,nm0572897,actor,\N,"[""Pop McGuinn""]"
tt0096161,5,nm0238621,director,\N,\N
tt0096161,6,nm0266409,writer,screenplay,\N
tt0096161,7,nm0937208,producer,producer,\N
tt0096161,8,nm0006231,composer,\N,\N
tt0096161,9,nm0005891,cinematographer,director of photography,\N
tt0096163,10,nm0295283,editor,\N,\N
tt0096163,1,nm0232627,actor,\N,"[""Raymond Lemorne""]"
tt0096163,2,nm0078517,actor,\N,"[""Rex Hofman""]"
tt0096163,3,nm0824373,actress,\N,"[""Saskia Wagter""]"
tt0096163,4,nm0248680,actress,\N,"[""Lieneke""]"
tt0096163,5,nm0806293,director,\N,\N
tt0096163,6,nm0469104,writer,"novel ""The Golden Egg""",\N
tt0096163,7,nm0520533,producer,producer,\N
tt0096163,8,nm0904087,composer,\N,\N
tt0096163,9,nm0474131,cinematographer,\N,\N
tt0096164,10,nm0382676,actor,\N,"[""Billy Davis""]"
tt0096164,1,nm0758002,actor,\N,"[""Arthur Hall""]"
tt0096164,2,nm0852543,actress,\N,"[""Mary""]"
tt0096164,3,nm0247189,actress,\N,"[""Louise""]"
tt0096164,4,nm0053250,actor,\N,"[""Dewey""]"
tt0096164,5,nm0917039,director,\N,\N
tt0096164,6,nm0687871,producer,producer,\N
tt0096164,7,nm0030997,cinematographer,\N,\N
tt0096164,8,nm0036651,actress,\N,"[""Evelyn Ruth""]"
tt0096164,9,nm0429149,actor,\N,"[""Joe""]"
tt0096165,10,nm0588694,editor,\N,\N
tt0096165,1,nm0540585,actor,\N,"[""Gary""]"
tt0096165,2,nm0062785,actress,\N,"[""Elizabeth""]"
tt0096165,3,nm0589992,actor,\N,"[""Mr. Wilson""]"
tt0096165,4,nm0236185,actress,\N,"[""Mrs. Wilson""]"
tt0096165,5,nm0923675,director,\N,\N
tt0096165,6,nm0035495,writer,writer,\N
tt0096165,7,nm0717199,producer,producer,\N
tt0096165,8,nm0175389,composer,\N,\N
tt0096165,9,nm0393758,cinematographer,\N,\N
tt0096166,10,nm0103457,editor,\N,\N
tt0096166,1,nm0000358,actor,\N,"[""Henderson Dores""]"
tt0096166,2,nm0001765,actor,\N,"[""Loomis Gage""]"
tt0096166,3,nm0110398,actor,\N,"[""Ben Sereno""]"
tt0096166,4,nm0001999,actor,\N,"[""Freeborn Gage""]"
tt0096166,5,nm0640466,director,\N,\N
tt0096166,6,nm0101956,writer,novel,\N
tt0096166,7,nm0509423,producer,producer,\N
tt0096166,8,nm0004368,composer,\N,\N
tt0096166,9,nm0956195,cinematographer,\N,\N
tt0096167,10,nm1097488,actor,\N,"[""Abbas""]"
tt0096167,1,nm1094804,actor,\N,"[""Kasser""]"
