tconst,ordering,nconst,category,job,characters
tt0105349,6,nm0801621,actor,\N,"[""D.I. Kent""]"
tt0105349,7,nm0022904,actor,\N,"[""Supt. Jellings""]"
tt0105349,8,nm0094297,actor,\N,"[""Tony Laytham""]"
tt0105349,9,nm0409171,actor,\N,"[""Kenny Graham""]"
tt0105350,10,nm0125576,production_designer,\N,\N
tt0105350,1,nm0621863,actor,\N,"[""Kamal""]"
tt0105350,2,nm0951133,actress,\N,"[""Mastura""]"
tt0105350,3,nm0626228,actress,\N,"[""E.J.""]"
tt0105350,4,nm0652870,actress,\N,"[""Dr. Sadar""]"
tt0105350,5,nm0044715,director,\N,\N
tt0105350,6,nm0034801,writer,writer,\N
tt0105350,7,nm0648313,producer,producer,\N
tt0105350,8,nm5176296,cinematographer,\N,\N
tt0105350,9,nm9751617,editor,\N,\N
tt0105351,1,nm0015253,actress,\N,\N
tt0105351,2,nm0218849,actor,\N,\N
tt0105351,3,nm0244296,actor,\N,\N
tt0105351,4,nm0473047,actress,\N,\N
tt0105351,5,nm0947576,director,\N,\N
tt0105351,6,nm0848043,writer,\N,\N
tt0105351,7,nm0625986,actress,\N,\N
tt0105351,8,nm0712462,actor,\N,\N
tt0105351,9,nm0834656,actress,\N,\N
tt0105352,10,nm0539216,editor,\N,\N
tt0105352,1,nm0657004,actor,\N,"[""Maki""]"
tt0105352,2,nm0094625,actor,\N,"[""El Popeye""]"
tt0105352,3,nm0661118,actor,\N,"[""El Moromierda""]"
tt0105352,4,nm0721386,actor,\N,"[""El Pirata""]"
tt0105352,5,nm0840757,director,\N,\N
tt0105352,6,nm0869090,writer,comic strip,\N
tt0105352,7,nm2516282,producer,producer,\N
tt0105352,8,nm0837019,composer,\N,\N
tt0105352,9,nm0115365,cinematographer,\N,\N
tt0105354,10,nm0784362,cinematographer,\N,\N
tt0105354,1,nm0019279,actress,\N,"[""Falci""]"
tt0105354,2,nm1111466,actor,\N,"[""Ishak""]"
tt0105354,3,nm0043595,actor,\N,"[""Eskici""]"
tt0105354,4,nm1758634,actor,\N,\N
tt0105354,5,nm0654783,director,\N,\N
tt0105354,6,nm0816440,writer,"novel ""Tante Rosa""",\N
tt0105354,7,nm0765038,producer,producer,\N
tt0105354,8,nm0960244,producer,producer,\N
tt0105354,9,nm0659130,composer,\N,\N
tt0105355,10,nm0158360,production_designer,\N,\N
tt0105355,1,nm0000980,actor,\N,"[""The Earl of Leete""]"
tt0105355,2,nm0082296,actor,\N,"[""Giddy""]"
tt0105355,3,nm2093266,actress,\N,"[""The Earl's daughter""]"
tt0105355,4,nm2095015,actor,\N,"[""The Earl's son""]"
tt0105355,5,nm0005139,director,\N,\N
tt0105355,6,nm0151925,producer,producer,\N
tt0105355,7,nm0002301,composer,\N,\N
tt0105355,8,nm0005836,cinematographer,\N,\N
tt0105355,9,nm0339856,editor,\N,\N
tt0105356,10,nm0815081,producer,producer,\N
tt0105356,1,nm0758406,actor,\N,"[""Mathias Barillet""]"
tt0105356,2,nm0598857,actor,\N,"[""Jean-Jacques""]"
tt0105356,3,nm0723827,actor,\N,"[""Bleicher""]"
tt0105356,4,nm0238811,actress,\N,"[""Nathalie""]"
tt0105356,5,nm0221611,director,\N,\N
tt0105356,6,nm0273863,writer,adaptation,\N
tt0105356,7,nm0527852,writer,adaptation,\N
tt0105356,8,nm0033382,producer,producer,\N
tt0105356,9,nm0146434,producer,producer,\N
tt0105358,10,nm0069479,actress,\N,\N
tt0105358,1,nm0691776,actress,\N,\N
tt0105358,2,nm0476883,actress,\N,\N
tt0105358,3,nm11606644,actor,\N,"[""Episodic role""]"
tt0105358,4,nm0031451,actor,\N,\N
tt0105358,5,nm0691775,director,\N,\N
tt0105358,6,nm4039055,composer,\N,\N
tt0105358,7,nm0882455,cinematographer,\N,\N
tt0105358,8,nm0700008,production_designer,\N,\N
tt0105358,9,nm0031527,actress,\N,\N
tt0105359,10,nm0092527,cinematographer,\N,\N
tt0105359,1,nm0094620,actor,\N,"[""Gregorio Cisneros""]"
tt0105359,2,nm0102744,actress,\N,"[""Adelaida""]"
tt0105359,3,nm0709204,actress,\N,"[""Valentina""]"
tt0105359,4,nm0004816,actress,\N,"[""Rebeca""]"
tt0105359,5,nm0181518,director,\N,\N
tt0105359,6,nm1740775,writer,\N,\N
tt0105359,7,nm1738744,writer,\N,\N
tt0105359,8,nm0856207,producer,producer,\N
tt0105359,9,nm0025345,composer,\N,\N
tt0105361,10,nm0002226,composer,\N,\N
tt0105361,1,nm0694490,actress,\N,"[""Ronnie""]"
tt0105361,2,nm0159527,actor,\N,"[""Salim""]"
tt0105361,3,nm0000564,actor,\N,"[""Emil Saber""]"
tt0105361,4,nm0722636,actor,\N,"[""Captain Galil""]"
tt0105361,5,nm0814786,director,\N,\N
tt0105361,6,nm0217544,writer,writer,\N
tt0105361,7,nm0507549,writer,writer,\N
tt0105361,8,nm0549507,producer,producer,\N
tt0105361,9,nm0625540,producer,producer,\N
tt0105363,10,nm0327999,editor,\N,\N
tt0105363,1,nm0128062,actor,\N,"[""Juan Romero""]"
tt0105363,2,nm0128061,actor,\N,"[""Benito Arena""]"
tt0105363,3,nm0713999,actor,\N,"[""Don Serafín""]"
tt0105363,4,nm0273368,actor,\N,"[""Comisario Pulido""]"
tt0105363,5,nm0488574,director,\N,\N
tt0105363,6,nm12865411,writer,\N,\N
tt0105363,7,nm0208246,writer,\N,\N
tt0105363,8,nm0854222,composer,\N,\N
tt0105363,9,nm0608320,cinematographer,\N,\N
tt0105364,1,nm0140068,self,\N,"[""Self""]"
tt0105364,2,nm0179016,self,\N,"[""Self""]"
tt0105364,3,nm0411250,self,\N,"[""Self""]"
tt0105364,4,nm0524834,self,\N,"[""Self""]"
tt0105364,5,nm0767022,director,\N,\N
tt0105364,6,nm0495970,producer,producer,\N
tt0105364,7,nm0003900,cinematographer,\N,\N
tt0105364,8,nm0215327,editor,\N,\N
tt0105365,1,nm0011803,actor,\N,"[""Narrator""]"
tt0105365,2,nm0674701,actress,\N,"[""Pascale""]"
tt0105365,3,nm0946179,actor,\N,"[""Polougaievski""]"
tt0105365,4,nm0637050,actor,\N,"[""Pompiste""]"
tt0105365,5,nm0869740,director,\N,\N
tt0105365,6,nm0006994,producer,producer,\N
tt0105365,7,nm0007014,producer,producer,\N
tt0105365,8,nm0732199,cinematographer,\N,\N
tt0105365,9,nm0688481,editor,\N,\N
tt0105366,10,nm0395121,actor,\N,"[""Joe""]"
tt0105366,1,nm0661638,actress,\N,"[""Megan""]"
tt0105366,2,nm0601607,actress,\N,"[""Kimberly""]"
tt0105366,3,nm0144147,actress,\N,"[""Julie""]"
tt0105366,4,nm0234809,actor,\N,"[""Dr. Danson""]"
tt0105366,5,nm0185955,director,\N,\N
tt0105366,6,nm0085398,writer,written by,\N
tt0105366,7,nm0916837,cinematographer,\N,\N
tt0105366,8,nm0249982,editor,\N,\N
tt0105366,9,nm0000561,actor,\N,"[""John""]"
tt0105369,10,nm0582888,cinematographer,\N,\N
tt0105369,1,nm0167388,actor,\N,"[""Sébastien Sébastian""]"
tt0105369,2,nm0501256,actress,\N,"[""Maud La Chesnay""]"
tt0105369,3,nm0932870,actor,\N,"[""Gilles La Chesnay""]"
tt0105369,4,nm0075807,actor,\N,"[""Blott""]"
tt0105369,5,nm0583697,director,\N,\N
tt0105369,6,nm0789274,writer,"novel ""Blott on the Landscape""",\N
tt0105369,7,nm0593049,producer,producer,\N
tt0105369,8,nm0006035,composer,\N,\N
tt0105369,9,nm0352115,cinematographer,\N,\N
tt0105370,10,nm0742708,editor,\N,\N
tt0105370,1,nm0000258,actress,\N,"[""Paula Pratt""]"
tt0105370,2,nm0750916,actor,\N,"[""Jack French""]"
tt0105370,3,nm0642368,actor,\N,"[""Cliff Ripley""]"
tt0105370,4,nm0028837,actor,\N,"[""Soloman Bethune""]"
tt0105370,5,nm0215123,director,\N,\N
tt0105370,6,nm0302801,writer,written by,\N
tt0105370,7,nm0640438,producer,producer,\N
tt0105370,8,nm0002980,composer,\N,\N
tt0105370,9,nm0005859,cinematographer,\N,\N
tt0105371,10,nm0742225,cinematographer,\N,\N
tt0105371,1,nm0000238,actress,\N,"[""Eve Anderson""]"
tt0105371,2,nm0224532,actress,\N,"[""Station Staff""]"
tt0105371,3,nm0005289,actress,\N,"[""Kate""]"
tt0105371,4,nm0506130,actor,\N,"[""Edge""]"
tt0105371,5,nm0948859,director,\N,\N
tt0105371,6,nm0224618,writer,\N,\N
tt0105371,7,nm0606400,writer,\N,\N
tt0105371,8,nm0002170,producer,producer,\N
tt0105371,9,nm0074336,composer,\N,\N
tt0105372,10,nm0498140,actress,\N,"[""Robin""]"
tt0105372,1,nm0014959,actress,\N,"[""Aja""]"
tt0105372,2,nm0018852,actress,\N,"[""Brandy""]"
tt0105372,3,nm0101570,actor,\N,"[""T.T Boy""]"
tt0105372,4,nm0134841,actress,\N,"[""Laurel""]"
tt0105372,5,nm0125452,director,\N,\N
tt0105372,6,nm0143227,actor,\N,"[""Justin""]"
tt0105372,7,nm0145790,actress,\N,"[""Heidi""]"
tt0105372,8,nm0147998,actress,\N,"[""Celeste""]"
tt0105372,9,nm0228636,actress,\N,"[""Teri""]"
tt0105374,1,nm0504947,actress,\N,"[""Kitty""]"
tt0105374,2,nm1204661,actress,\N,"[""Carmen""]"
tt0105374,3,nm0200800,actor,\N,\N
tt0105374,4,nm1149692,actor,\N,\N
tt0105374,5,nm0149216,director,\N,\N
tt0105374,6,nm0161247,writer,\N,\N
tt0105374,7,nm0793930,composer,\N,\N
tt0105374,8,nm1277610,cinematographer,\N,\N
tt0105374,9,nm1385959,editor,\N,\N
tt0105375,1,nm0274994,actor,\N,"[""Flavio""]"
tt0105375,2,nm0267478,actress,\N,"[""Nadia""]"
tt0105375,3,nm0182100,actor,\N,"[""Silvano""]"
tt0105375,4,nm0034068,actor,\N,"[""Ninja Master""]"
tt0105375,5,nm7897629,cinematographer,\N,\N
tt0105375,6,nm0602370,editor,\N,\N
tt0105375,7,nm1126722,actor,\N,"[""Black""]"
tt0105375,8,nm3375413,actor,\N,"[""Giorgio""]"
tt0105375,9,nm8080037,actress,\N,"[""Elisa""]"
tt0105376,10,nm0293081,production_designer,\N,\N
tt0105376,1,nm0759924,actress,\N,"[""Sarah Clinton""]"
tt0105376,2,nm0829017,actor,\N,"[""Ted Clinton""]"
tt0105376,3,nm0247727,actor,\N,"[""Shawn""]"
tt0105376,4,nm0701561,actor,\N,"[""Robert Logan""]"
tt0105376,5,nm0295345,director,\N,\N
tt0105376,6,nm0072510,producer,producer,\N
tt0105376,7,nm0005999,composer,\N,\N
tt0105376,8,nm0153552,cinematographer,\N,\N
tt0105376,9,nm0343401,editor,\N,\N
tt0105377,10,nm0943382,writer,screenplay by,\N
tt0105377,1,nm0001617,actor,\N,"[""Agaguk""]"
tt0105377,2,nm0001536,actor,\N,"[""Kroomak""]"
tt0105377,3,nm0000236,actress,\N,"[""Igiyook""]"
tt0105377,4,nm0232627,actor,\N,"[""Brown""]"
tt0105377,5,nm0233585,director,\N,\N
tt0105377,6,nm0536421,director,\N,\N
tt0105377,7,nm0862402,writer,"novel ""Agaguk""",\N
tt0105377,8,nm0587367,writer,adaptation,\N
tt0105377,9,nm0428056,writer,screenplay by,\N
tt0105378,1,nm0000095,actor,\N,"[""Kleinman""]"
tt0105378,2,nm0001201,actress,\N,"[""Irmy""]"
tt0105378,3,nm0456194,actor,\N,"[""Killer""]"
tt0105378,4,nm0001773,actor,\N,"[""Hacker""]"
tt0105378,5,nm0339086,producer,producer,\N
tt0105378,6,nm0005688,cinematographer,director of photography,\N
tt0105378,7,nm0607673,editor,\N,\N
tt0105378,8,nm0520288,production_designer,\N,\N
tt0105379,10,nm0686394,producer,producer,\N
tt0105379,1,nm0000372,actress,\N,"[""Diana Cadell""]"
tt0105379,2,nm0001777,actor,\N,"[""Tim Curtis""]"
tt0105379,3,nm0310248,actor,\N,"[""Danny Fiske""]"
tt0105379,4,nm0307600,actress,\N,"[""Tina Farrell""]"
tt0105379,5,nm0503598,director,\N,\N
tt0105379,6,nm0087552,writer,earlier screenplay,\N
tt0105379,7,nm0109484,writer,earlier screenplay,\N
tt0105379,8,nm0812590,writer,teleplay,\N
tt0105379,9,nm0533713,producer,producer,\N
tt0105380,10,nm0496742,cinematographer,\N,\N
tt0105380,1,nm0399012,actor,\N,"[""Gu Ming, American grandson""]"
tt0105380,2,nm0490500,actress,\N,"[""Jiao Li""]"
tt0105380,3,nm3974605,actor,\N,"[""Dong Sheng""]"
tt0105380,4,nm0481733,actress,\N,"[""Dong's mother""]"
tt0105380,5,nm0401176,director,\N,\N
tt0105380,6,nm0943150,writer,\N,\N
tt0105380,7,nm0266627,producer,producer,\N
tt0105380,8,nm7544193,producer,producer,\N
tt0105380,9,nm7544205,producer,producer,\N
tt0105381,1,nm0514998,actor,\N,"[""Luk Yu-San""]"
tt0105381,2,nm0155587,actor,\N,"[""Chief Wong""]"
tt0105381,3,nm0490500,actress,\N,"[""Ms. Liu""]"
tt0105381,4,nm0948112,actress,\N,"[""Donna Mang""]"
tt0105381,5,nm0690952,director,\N,\N
tt0105381,6,nm0538332,writer,writer,\N
tt0105381,7,nm0803314,writer,\N,\N
tt0105381,8,nm0159494,producer,producer,\N
tt0105381,9,nm0399069,cinematographer,\N,\N
tt0105382,10,nm0508679,editor,\N,\N
tt0105382,1,nm0151815,actor,\N,"[""The Killer""]"
tt0105382,2,nm0150844,actor,\N,\N
tt0105382,3,nm0304709,actor,\N,\N
tt0105382,4,nm5750366,actor,\N,"[""Crazy Biao""]"
tt0105382,5,nm0398825,director,\N,\N
tt0105382,6,nm2324169,composer,\N,\N
tt0105382,7,nm0047010,composer,\N,\N
tt0105382,8,nm0510533,composer,\N,\N
tt0105382,9,nm0508424,cinematographer,\N,\N
tt0105383,10,nm0228941,editor,\N,\N
tt0105383,1,nm0905993,actress,\N,"[""Claudia Parr""]"
tt0105383,2,nm0241232,actor,\N,"[""Sloane Parr""]"
tt0105383,3,nm0827973,actress,\N,"[""Noelle""]"
tt0105383,4,nm0611087,actress,\N,"[""Alix""]"
tt0105383,5,nm0404014,director,\N,\N
tt0105383,6,nm0479525,writer,written by,\N
tt0105383,7,nm0625778,producer,producer,\N
tt0105383,8,nm0006081,composer,\N,\N
tt0105383,9,nm0824122,cinematographer,\N,\N
tt0105384,10,nm0155598,cinematographer,\N,\N
tt0105384,1,nm0156484,actor,\N,"[""Shin Chin-Chian""]"
tt0105384,2,nm0876600,actor,\N,"[""Chiang Li-Chi""]"
tt0105384,3,nm0497782,actress,\N,"[""Cha Shi""]"
tt0105384,4,nm0156434,actor,\N,"[""Cha Chiang""]"
tt0105384,5,nm0156432,director,\N,\N
tt0105384,6,nm2921652,composer,\N,\N
tt0105384,7,nm2158235,cinematographer,\N,\N
tt0105384,8,nm4193141,cinematographer,\N,\N
tt0105384,9,nm0490486,cinematographer,\N,\N
tt0105385,10,nm3989549,editor,\N,\N
tt0105385,1,nm0159507,actor,\N,"[""Sung Sai-Kit"",""Sung Shih-Chieh""]"
tt0105385,2,nm0611315,actress,\N,"[""Mrs. Sung""]"
tt0105385,3,nm0628806,actor,\N,"[""Guangzhou Magistrate Ho Yue-Da""]"
tt0105385,4,nm0628731,actress,\N,"[""Yeung Sau-Chun"",""Yang Hsiu-Chen""]"
tt0105385,5,nm0864775,director,\N,\N
tt0105385,6,nm0789966,writer,screenplay,\N
tt0105385,7,nm0170504,producer,producer,\N
tt0105385,8,nm0398911,composer,\N,\N
tt0105385,9,nm0666702,cinematographer,\N,\N
tt0105386,1,nm0401201,actor,\N,"[""Feel Bone Hui""]"
tt0105386,2,nm0481709,actor,\N,"[""Yau Ho-Kay""]"
tt0105386,3,nm1318832,actor,\N,"[""Hung Sam""]"
tt0105386,4,nm0401204,actor,\N,"[""Fat""]"
tt0105386,5,nm0938990,writer,\N,\N
tt0105386,6,nm0490624,composer,\N,\N
tt0105386,7,nm0150945,cinematographer,\N,\N
tt0105386,8,nm0946875,cinematographer,\N,\N
tt0105386,9,nm0151125,editor,\N,\N
tt0105387,10,nm0150991,actor,\N,\N
tt0105387,1,nm0939209,actor,\N,"[""Lethal Weapon"",""Mad Bill"",""Fish Ball Vendor""]"
tt0105387,2,nm0497920,actress,\N,"[""May""]"
tt0105387,3,nm0960013,actress,\N,"[""Sim-Lan""]"
tt0105387,4,nm0950757,actor,\N,"[""Tee Tung-Feng"",""The Saint Hero""]"
tt0105387,5,nm0490541,director,\N,\N
tt0105387,6,nm1802673,writer,\N,\N
tt0105387,7,nm3347709,producer,producer,\N
tt0105387,8,nm0398904,actress,\N,"[""Super Canon""]"
tt0105387,9,nm0950604,actor,\N,"[""Che Hai""]"
tt0105388,1,nm0609403,actor,\N,"[""Shuhei Yamamoto""]"
tt0105388,2,nm0793679,actress,\N,"[""Natsuko Kawashima""]"
tt0105388,3,nm0847562,actor,\N,"[""Aoki Tomio""]"
tt0105388,4,nm0256628,actor,\N,"[""Professor Tokichi Anayama""]"
tt0105388,5,nm0839397,director,\N,\N
tt0105388,6,nm0557931,producer,producer,\N
tt0105388,7,nm0839398,composer,\N,\N
tt0105388,8,nm0443235,cinematographer,\N,\N
tt0105388,9,nm0452839,editor,\N,\N
tt0105389,10,nm0837372,editor,\N,\N
tt0105389,1,nm0652718,actress,\N,"[""Nami Tsuchiya""]"
tt0105389,2,nm0619185,actor,\N,"[""Makoto Hirano""]"
tt0105389,3,nm0605712,actor,\N,"[""Hideki Tsuchiya""]"
tt0105389,4,nm0412537,actor,\N,"[""Gay guy in his 40s""]"
tt0105389,5,nm0411027,director,\N,\N
tt0105389,6,nm1461828,writer,novel,\N
tt0105389,7,nm0257958,producer,producer,\N
tt0105389,8,nm0946662,composer,\N,\N
tt0105389,9,nm0757057,cinematographer,\N,\N
tt0105390,1,nm0211208,actor,\N,"[""Billy Hawkins""]"
tt0105390,2,nm0195318,actress,\N,"[""Woman in Charge""]"
tt0105390,3,nm0160689,actor,\N,"[""Dan Rebeaux""]"
tt0105390,4,nm6669527,actor,\N,"[""Dan Rebeaux""]"
tt0105390,5,nm0519432,writer,\N,\N
tt0105390,6,nm0770723,composer,\N,\N
tt0105390,7,nm0518354,cinematographer,\N,\N
tt0105391,10,nm0000957,cinematographer,director of photography,\N
tt0105391,1,nm0000140,actor,\N,"[""Ed Leland""]"
tt0105391,2,nm0000429,actress,\N,"[""Linda Voss""]"
tt0105391,3,nm0000553,actor,\N,"[""Franze-Otto Dietrich""]"
tt0105391,4,nm0000613,actress,\N,"[""Margrete Von Eberstien""]"
tt0105391,5,nm0783544,director,\N,\N
tt0105391,6,nm0410574,writer,novel,\N
tt0105391,7,nm0062071,producer,producer,\N
tt0105391,8,nm0742651,producer,producer,\N
tt0105391,9,nm0004383,composer,\N,\N
tt0105392,10,nm0408045,actor,\N,"[""Visitor4""]"
tt0105392,1,nm0411714,actress,\N,"[""Kyoko"",""Maya"",""Mio""]"
tt0105392,2,nm0038352,actress,\N,"[""Ai""]"
tt0105392,3,nm0620173,actress,\N,"[""Kinue""]"
tt0105392,4,nm0756028,actor,\N,"[""Mr. Takano""]"
tt0105392,5,nm0766211,director,\N,\N
tt0105392,6,nm0950885,writer,play,\N
tt0105392,7,nm0038326,producer,producer,\N
tt0105392,8,nm0408404,cinematographer,\N,\N
tt0105392,9,nm0756966,editor,\N,\N
tt0105394,10,nm0481568,composer,\N,\N
tt0105394,1,nm0332871,actor,\N,"[""Karan""]"
tt0105394,2,nm0080251,actress,\N,"[""Divya Thapa""]"
tt0105394,3,nm0004109,actor,\N,"[""Kali Baba""]"
tt0105394,4,nm0622186,actor,\N,"[""Police Commissioner Yashpal Thapa""]"
tt0105394,5,nm0223522,director,\N,\N
tt0105394,6,nm0442396,writer,story,\N
tt0105394,7,nm0661494,writer,story,\N
tt0105394,8,nm0063357,writer,dialogue,\N
tt0105394,9,nm0631548,producer,producer,\N
tt0105395,10,nm0024851,producer,producer,\N
tt0105395,1,nm0001866,actor,\N,"[""Shingo""]"
tt0105395,2,nm0001881,actress,\N,"[""Cheryl Walker""]"
tt0105395,3,nm0951420,actor,\N,"[""Ruben""]"
tt0105395,4,nm0076523,actor,\N,"[""Nick Walker""]"
tt0105395,5,nm0015941,director,\N,\N
tt0105395,6,nm0528720,writer,written by,\N
tt0105395,7,nm1187854,writer,written by,\N
tt0105395,8,nm0788094,writer,written by,\N
tt0105395,9,nm0320180,writer,\N,\N
tt0105396,10,nm0884925,editor,\N,\N
tt0105396,1,nm0000156,actor,\N,"[""Howard Pigeon""]"
tt0105396,2,nm0000211,actress,\N,"[""Elizabeth Pigeon""]"
tt0105396,3,nm0248364,actor,\N,"[""Charlie the Dentist""]"
tt0105396,4,nm0028487,actor,\N,"[""Angelo""]"
tt0105396,5,nm0852019,director,\N,\N
tt0105396,6,nm0289219,writer,screenplay,\N
tt0105396,7,nm0030288,producer,producer,\N
tt0105396,8,nm0005970,composer,\N,\N
tt0105396,9,nm0005855,cinematographer,director of photography,\N
tt0105398,10,nm0477234,actor,\N,"[""Kuang""]"
tt0105398,1,nm0151145,actress,\N,"[""Hui-hua""]"
tt0105398,2,nm10613676,actress,\N,\N
tt0105398,3,nm5449544,actor,\N,\N
tt0105398,4,nm1658920,actor,\N,\N
tt0105398,5,nm0787933,director,\N,\N
tt0105398,6,nm0505000,writer,\N,\N
tt0105398,7,nm0137448,composer,\N,\N
tt0105398,8,nm0859908,cinematographer,\N,\N
tt0105398,9,nm0156507,editor,\N,\N
tt0105399,10,nm0474373,writer,english adaptation,\N
tt0105399,1,nm0000329,actor,\N,"[""Ma Yau"",""Die Hard""]"
tt0105399,2,nm0001041,actress,\N,"[""Barbara""]"
tt0105399,3,nm0477108,actor,\N,"[""Tarzan (Tyson in US Version)""]"
tt0105399,4,nm0399074,actor,\N,"[""Mr. Ma - Twins' Father""]"
tt0105399,5,nm0482681,director,\N,\N
tt0105399,6,nm0007139,director,\N,\N
tt0105399,7,nm0938944,writer,\N,\N
tt0105399,8,nm0156432,writer,\N,\N
tt0105399,9,nm0939415,writer,\N,\N
tt0105400,10,nm0801507,actor,\N,"[""Kao Junior""]"
tt0105400,1,nm0482708,actor,\N,"[""Lu Chien""]"
tt0105400,2,nm0490513,actor,\N,"[""Tso Wu""]"
tt0105400,3,nm0490614,actor,\N,"[""Kao""]"
tt0105400,4,nm0504899,actor,\N,"[""Lin Chung""]"
tt0105400,5,nm0150807,director,\N,\N
tt0105400,6,nm1471273,writer,screenplay,\N
tt0105400,7,nm2880919,writer,story,\N
tt0105400,8,nm7042284,editor,\N,\N
tt0105400,9,nm3153584,actor,\N,\N
tt0105401,1,nm0537301,actor,\N,\N
tt0105401,2,nm0950459,actor,\N,\N
tt0105401,3,nm1025976,actor,\N,\N
tt0105401,4,nm0061792,director,\N,\N
tt0105402,10,nm0272857,cinematographer,director of photography,\N
tt0105402,1,nm0001569,actor,\N,"[""Chuck Norris""]"
tt0105402,2,nm0000977,actor,\N,"[""Jerry Gabrewski""]"
tt0105402,3,nm0000970,actor,\N,"[""Barry Gabrewski""]"
tt0105402,4,nm0538683,actor,\N,"[""Mr. Lee""]"
tt0105402,5,nm0635760,director,\N,\N
tt0105402,6,nm0407764,writer,story,\N
tt0105402,7,nm0860151,writer,screenplay,\N
tt0105402,8,nm0138502,producer,producer,\N
tt0105402,9,nm0006293,composer,\N,\N
tt0105403,10,nm0206908,composer,\N,\N
tt0105403,1,nm0706298,actress,\N,"[""Sister Megan""]"
tt0105403,2,nm0636694,actor,\N,"[""Jaime Miro""]"
tt0105403,3,nm0001625,actress,\N,"[""Sister Graziella""]"
tt0105403,4,nm0001286,actress,\N,"[""Sister Lucia""]"
tt0105403,5,nm0625379,director,\N,\N
tt0105403,6,nm0791084,writer,novel,\N
tt0105403,7,nm0352378,writer,\N,\N
tt0105403,8,nm0898925,writer,\N,\N
tt0105403,9,nm0098559,composer,\N,\N
tt0105405,10,nm0183791,cinematographer,\N,\N
tt0105405,1,nm0215913,actor,\N,"[""Cucurucho""]"
tt0105405,2,nm0108962,actor,\N,"[""Ramiro""]"
tt0105405,3,nm0826312,actor,\N,\N
tt0105405,4,nm0585956,actor,\N,\N
tt0105405,5,nm0688783,director,\N,\N
tt0105405,6,nm0197534,writer,novel,\N
tt0105405,7,nm1096520,writer,\N,\N
