tconst,ordering,nconst,category,job,characters
tt0061068,8,nm0348383,editor,\N,\N
tt0061069,10,nm0637726,producer,producer,\N
tt0061069,1,nm7198387,actor,\N,"[""Tarô""]"
tt0061069,2,nm0866697,actress,\N,"[""Aya""]"
tt0061069,3,nm1263680,actor,\N,"[""Red Oni""]"
tt0061069,4,nm0457557,actor,\N,"[""Niwatori-chouja""]"
tt0061069,5,nm0881591,director,\N,\N
tt0061069,6,nm0273033,director,\N,\N
tt0061069,7,nm1398586,writer,"novel ""Tatsu no ko Taro""",\N
tt0061069,8,nm0847223,writer,concept,\N
tt0061069,9,nm1398671,writer,screenplay,\N
tt0061070,10,nm0284355,editor,\N,\N
tt0061070,1,nm0176332,actress,\N,"[""Terry""]"
tt0061070,2,nm0301873,actress,\N,"[""Angel""]"
tt0061070,3,nm0226326,actress,\N,"[""Ellie""]"
tt0061070,4,nm2318922,actress,\N,"[""Annie""]"
tt0061070,5,nm0424406,director,\N,\N
tt0061070,6,nm0128700,writer,screen play,\N
tt0061070,7,nm0000636,writer,"play ""Macbeth""",\N
tt0061070,8,nm0218922,producer,producer,\N
tt0061070,9,nm0439766,composer,\N,\N
tt0061071,10,nm0973598,editor,\N,\N
tt0061071,1,nm0112029,actress,\N,"[""Arlene Taylor""]"
tt0061071,2,nm0723291,actor,\N,"[""Duke Markell""]"
tt0061071,3,nm0029418,actress,\N,"[""Erika Petersen""]"
tt0061071,4,nm0494438,actor,\N,"[""Tony Michaels""]"
tt0061071,5,nm0343399,director,\N,\N
tt0061071,6,nm0218433,writer,original story,\N
tt0061071,7,nm0439766,composer,\N,\N
tt0061071,8,nm0112221,cinematographer,director of photography,\N
tt0061071,9,nm0974823,cinematographer,director of photography,\N
tt0061072,10,nm1090097,composer,\N,\N
tt0061072,1,nm0004292,actor,\N,"[""Hiraman"",""Meeta""]"
tt0061072,2,nm0716851,actress,\N,"[""Hira Bai""]"
tt0061072,3,nm0241291,actress,\N,"[""Hiraman's Bhabhi""]"
tt0061072,4,nm0407002,actor,\N,"[""Thakur Vikram Singh""]"
tt0061072,5,nm0080345,director,\N,\N
tt0061072,6,nm1127232,writer,story & dialogue,\N
tt0061072,7,nm0315905,writer,screenplay,\N
tt0061072,8,nm0787589,producer,producer,\N
tt0061072,9,nm0441461,composer,\N,\N
tt0061073,1,nm0004433,actor,\N,"[""Anil Kumar Sona 'Rocky'""]"
tt0061073,2,nm0661239,actress,\N,"[""Sunita""]"
tt0061073,3,nm0576490,actor,\N,"[""Shankardayal - Sunita's Father""]"
tt0061073,4,nm0159159,actor,\N,"[""Ramesh""]"
tt0061073,5,nm0025629,director,\N,\N
tt0061073,6,nm0403826,writer,dialogue,\N
tt0061073,7,nm0005983,composer,\N,\N
tt0061073,8,nm1343556,cinematographer,\N,\N
tt0061074,10,nm0584984,editor,\N,\N
tt0061074,1,nm0626259,actor,\N,"[""Tom Corbett""]"
tt0061074,2,nm0385253,actor,\N,"[""Jeff 'Slim' Corbett""]"
tt0061074,3,nm0790167,actress,\N,"[""Brady""]"
tt0061074,4,nm0011732,actor,\N,"[""Mr. Scott""]"
tt0061074,5,nm0002086,director,\N,\N
tt0061074,6,nm0223964,writer,story,\N
tt0061074,7,nm0217258,writer,screenplay collaborator,\N
tt0061074,8,nm0006110,composer,\N,\N
tt0061074,9,nm0005822,cinematographer,director of photography,\N
tt0061075,10,nm0829101,cinematographer,\N,\N
tt0061075,1,nm0639385,actor,\N,"[""Hugh Lombard""]"
tt0061075,2,nm0247881,actress,\N,"[""Ann Clyde""]"
tt0061075,3,nm0003104,actor,\N,"[""Mike Raven""]"
tt0061075,4,nm0312890,actor,\N,"[""General Mandrake""]"
tt0061075,5,nm0689659,director,\N,\N
tt0061075,6,nm0947343,writer,screenplay,\N
tt0061075,7,nm0869935,writer,screenplay,\N
tt0061075,8,nm0002005,writer,novel,\N
tt0061075,9,nm0517015,composer,\N,\N
tt0061076,10,nm0006166,composer,\N,\N
tt0061076,1,nm0000901,actor,\N,"[""Tony Maréchal""]"
tt0061076,2,nm0863302,actress,\N,"[""Baroness Minna von Strasshofer""]"
tt0061076,3,nm0547339,actor,\N,"[""Bob""]"
tt0061076,4,nm0605923,actor,\N,"[""Lord Swift""]"
tt0061076,5,nm0065449,director,\N,\N
tt0061076,6,nm0002192,writer,dialogue,\N
tt0061076,7,nm0099429,writer,\N,\N
tt0061076,8,nm0800631,writer,screenplay,\N
tt0061076,9,nm0213757,producer,producer,\N
tt0061077,1,nm0856804,director,\N,\N
tt0061077,2,nm0945683,cinematographer,\N,\N
tt0061077,3,nm3809636,cinematographer,\N,\N
tt0061077,4,nm0559676,editor,\N,\N
tt0061078,10,nm0742471,editor,\N,\N
tt0061078,1,nm0335519,actress,\N,"[""Suzy""]"
tt0061078,2,nm0106247,actor,\N,"[""Brill""]"
tt0061078,3,nm0383449,actor,\N,"[""Carl""]"
tt0061078,4,nm0550343,actor,\N,"[""Paco""]"
tt0061078,5,nm0056191,director,\N,\N
tt0061078,6,nm0111053,producer,producer,\N
tt0061078,7,nm0715398,producer,producer,\N
tt0061078,8,nm0581501,composer,\N,\N
tt0061078,9,nm0539776,cinematographer,\N,\N
tt0061079,10,nm0305767,composer,\N,\N
tt0061079,1,nm0593192,actor,\N,"[""Coogan""]"
tt0061079,2,nm0190393,actress,\N,"[""Maroa""]"
tt0061079,3,nm0660841,actress,\N,"[""Lily""]"
tt0061079,4,nm0551716,actor,\N,"[""Taylor Hank""]"
tt0061079,5,nm0255547,director,\N,\N
tt0061079,6,nm6595426,writer,dialogue,\N
tt0061079,7,nm0554904,writer,story,\N
tt0061079,8,nm0622924,writer,story,\N
tt0061079,9,nm0684335,producer,producer,\N
tt0061080,10,nm0445650,producer,producer,\N
tt0061080,1,nm0001509,actor,\N,"[""Sam Hollis""]"
tt0061080,2,nm0001128,actor,\N,"[""Don Andrea Baldasar""]"
tt0061080,3,nm0287071,actress,\N,"[""Phoebe Ann Naylor""]"
tt0061080,4,nm0084086,actor,\N,"[""Kronk""]"
tt0061080,5,nm0330456,director,\N,\N
tt0061080,6,nm0740537,writer,written by,\N
tt0061080,7,nm0338770,writer,written by,\N
tt0061080,8,nm0823465,writer,written by,\N
tt0061080,9,nm0310775,writer,screenplay collaborator,\N
tt0061081,10,nm0555937,cinematographer,director of photography,\N
tt0061081,1,nm0001559,actor,\N,"[""Jess Carlin""]"
tt0061081,2,nm0002024,actor,\N,"[""Luke Starr""]"
tt0061081,3,nm0521224,actress,\N,"[""Kit O'Neal""]"
tt0061081,4,nm0759757,actor,\N,"[""Gil Rio""]"
tt0061081,5,nm0782947,director,\N,\N
tt0061081,6,nm0150712,writer,written by,\N
tt0061081,7,nm0518192,writer,screenplay: Spanish version,\N
tt0061081,8,nm0049306,producer,producer,\N
tt0061081,9,nm0275754,composer,\N,\N
tt0061084,10,nm0347194,cinematographer,\N,\N
tt0061084,1,nm0439466,actress,\N,"[""Despoina""]"
tt0061084,2,nm0224501,actor,\N,"[""Thanos Zekos""]"
tt0061084,3,nm0874708,actor,\N,"[""Yankos""]"
tt0061084,4,nm0944352,actress,\N,"[""Katina""]"
tt0061084,5,nm0660346,director,\N,\N
tt0061084,6,nm0857550,producer,producer,\N
tt0061084,7,nm10938476,producer,producer,\N
tt0061084,8,nm0053289,composer,\N,\N
tt0061084,9,nm0091461,cinematographer,\N,\N
tt0061085,10,nm0006109,composer,\N,\N
tt0061085,1,nm0603449,actor,\N,"[""Eric Simpson""]"
tt0061085,2,nm0936344,actor,\N,"[""Ernie Clarke""]"
tt0061085,3,nm0516148,actress,\N,"[""Claudette Dubois""]"
tt0061085,4,nm0823728,actor,\N,"[""Le Pirate""]"
tt0061085,5,nm0654109,director,\N,\N
tt0061085,6,nm0338313,writer,screenplay,\N
tt0061085,7,nm0385139,writer,screenplay,\N
tt0061085,8,nm0085804,writer,with,\N
tt0061085,9,nm0829435,producer,producer,\N
tt0061086,1,nm0364224,actor,\N,"[""Inspector"",""Sergeant Deux-Deux""]"
tt0061086,2,nm0293659,actor,\N,"[""Commissioner""]"
tt0061086,3,nm0534701,actress,\N,"[""Commissioner's Wife""]"
tt0061086,4,nm0801941,director,\N,\N
tt0061086,5,nm0242637,writer,story,\N
tt0061086,6,nm0220039,producer,producer,\N
tt0061086,7,nm0293989,producer,producer,\N
tt0061086,8,nm0338948,composer,\N,\N
tt0061086,9,nm0348383,editor,\N,\N
tt0061087,10,nm0335264,cinematographer,director of photography,\N
tt0061087,1,nm0157067,actor,\N,"[""Nino Culotta""]"
tt0061087,2,nm0242833,actress,\N,"[""Kay Kelly""]"
tt0061087,3,nm0706256,actor,\N,"[""Harry Kelly""]"
tt0061087,4,nm0155072,actress,\N,"[""Giuliana""]"
tt0061087,5,nm0003836,director,\N,\N
tt0061087,6,nm0641104,writer,novel,\N
tt0061087,7,nm0696247,writer,screenplay,\N
tt0061087,8,nm0100260,composer,\N,\N
tt0061087,9,nm0502683,composer,\N,\N
tt0061089,10,nm0713128,writer,\N,\N
tt0061089,1,nm0000081,actress,\N,"[""Alva""]"
tt0061089,2,nm0000602,actor,\N,"[""Owen""]"
tt0061089,3,nm0000314,actor,\N,"[""J.J.""]"
tt0061089,4,nm0003679,actress,\N,"[""Hazel""]"
tt0061089,5,nm0001628,director,\N,\N
tt0061089,6,nm0931783,writer,suggested by a one act play of,\N
tt0061089,7,nm0000338,writer,screenplay by,\N
tt0061089,8,nm0168641,writer,screenplay by,\N
tt0061089,9,nm0813960,writer,screenplay by,\N
tt0061090,10,nm0317573,composer,\N,\N
tt0061090,1,nm0552328,actor,\N,"[""'Ray' Raymond Alec Thompson""]"
tt0061090,2,nm0762255,actress,\N,"[""Sheila O'Connor""]"
tt0061090,3,nm0126960,actor,\N,"[""Judge Lennox""]"
tt0061090,4,nm0678904,actor,\N,"[""Augustine - Brady's henchman""]"
tt0061090,5,nm0527121,director,\N,\N
tt0061090,6,nm0049621,writer,screenplay,\N
tt0061090,7,nm0317233,writer,story & dialogue,\N
tt0061090,8,nm0049617,producer,producer,\N
tt0061090,9,nm0543462,producer,producer,\N
tt0061092,10,nm0002994,actor,\N,"[""Vershinin""]"
tt0061092,1,nm0656183,actress,\N,"[""Olga""]"
tt0061092,2,nm0001859,actress,\N,"[""Natalya""]"
tt0061092,3,nm0822535,actress,\N,"[""Masha""]"
tt0061092,4,nm0006800,actress,\N,"[""Irina""]"
tt0061092,5,nm0091575,director,\N,\N
tt0061092,6,nm0155009,writer,"play ""Tri sestry""",\N
tt0061092,7,nm0418905,writer,\N,\N
tt0061092,8,nm0484446,producer,producer,\N
tt0061092,9,nm0718069,cinematographer,\N,\N
tt0061093,10,nm0446009,cinematographer,director of photography,\N
tt0061093,1,nm0001471,actor,\N,"[""Christopher Pride"",""Warren"",""Ringo""]"
tt0061093,2,nm0001463,actress,\N,"[""Dr. Elizabeth Acord""]"
tt0061093,3,nm0595039,actress,\N,"[""Susan Manning""]"
tt0061093,4,nm0324871,actress,\N,"[""Anna Jacque""]"
tt0061093,5,nm0743259,writer,screenplay,\N
tt0061093,6,nm0853138,writer,screenplay,\N
tt0061093,7,nm0838441,writer,story,\N
tt0061093,8,nm0941703,writer,story,\N
tt0061093,9,nm0114139,composer,\N,\N
tt0061094,10,nm0910072,editor,\N,\N
tt0061094,1,nm0027487,actress,\N,"[""Lady Penelope Creighton-Ward""]"
tt0061094,2,nm0057254,actor,\N,"[""John Tracy"",""The Hood""]"
tt0061094,3,nm0204095,actor,\N,"[""Space Captain Greg Martin""]"
tt0061094,4,nm0245945,actor,\N,"[""Jeff Tracy""]"
tt0061094,5,nm0485298,director,\N,\N
tt0061094,6,nm0026755,writer,written by,\N
tt0061094,7,nm0336460,composer,composer,\N
tt0061094,8,nm0674955,cinematographer,\N,\N
tt0061094,9,nm1524978,cinematographer,\N,\N
tt0061095,10,nm0301239,editor,\N,\N
tt0061095,1,nm0359894,actor,\N,"[""Louis Rapière, le tigre""]"
tt0061095,2,nm0497810,actress,\N,"[""Pamela Mitchum"",""Patricia Johnson""]"
tt0061095,3,nm0099677,actor,\N,"[""Jacques Vermorel""]"
tt0061095,4,nm0148238,actress,\N,"[""Sarita Sanchez""]"
tt0061095,5,nm0001031,director,\N,\N
tt0061095,6,nm0193170,writer,adaptation,\N
tt0061095,7,nm0332801,producer,producer,\N
tt0061095,8,nm0927484,composer,\N,\N
tt0061095,9,nm0704880,cinematographer,director of photography,\N
tt0061096,10,nm0518452,producer,producer,\N
tt0061096,1,nm0442509,actor,\N,"[""Ti-Koyo""]"
tt0061096,2,nm0025160,actress,\N,"[""Diana""]"
tt0061096,3,nm0693555,actor,\N,"[""Ti-Koyo as a Child""]"
tt0061096,4,nm0760271,actress,\N,"[""Diana as a Child""]"
tt0061096,5,nm0703559,director,\N,\N
tt0061096,6,nm0724886,writer,novel,\N
tt0061096,7,nm0130902,writer,adaptation,\N
tt0061096,8,nm0292295,writer,screenplay,\N
tt0061096,9,nm0018159,writer,screenplay,\N
tt0061097,10,nm0778133,editor,\N,\N
tt0061097,1,nm0424004,actress,\N,"[""Tjorven""]"
tt0061097,2,nm0511925,actor,\N,"[""Pelle""]"
tt0061097,3,nm0433485,actress,\N,"[""Stina""]"
tt0061097,4,nm0199239,actress,\N,"[""Skrållan""]"
tt0061097,5,nm0375224,director,\N,\N
tt0061097,6,nm0511807,writer,a film story by,\N
tt0061097,7,nm0634989,producer,producer,\N
tt0061097,8,nm0084999,composer,\N,\N
tt0061097,9,nm0074612,cinematographer,\N,\N
tt0061098,10,nm0075770,editor,\N,\N
tt0061098,1,nm0001816,archive_footage,\N,"[""Napoleon Solo""]"
tt0061098,2,nm0658885,actress,\N,"[""Angela""]"
tt0061098,3,nm0189774,actress,\N,"[""Elaine May Bender Donaldson""]"
tt0061098,4,nm0915851,actor,\N,"[""Andrew Vulcan""]"
tt0061098,5,nm0575546,director,\N,\N
tt0061098,6,nm0738222,writer,\N,\N
tt0061098,7,nm0271653,producer,producer,\N
tt0061098,8,nm0000025,composer,\N,\N
tt0061098,9,nm0005657,cinematographer,\N,\N
tt0061099,1,nm0860471,actor,\N,"[""Maj. Greg Donahue""]"
tt0061099,2,nm0035159,actor,\N,"[""Brig. Gen. F.W. Ramsgate""]"
tt0061099,3,nm0233876,actor,\N,"[""Dr. Gary Donahue""]"
tt0061099,4,nm0081550,actor,\N,"[""Gunnery Sgt. Bill Gabreski""]"
tt0061099,5,nm0954918,director,\N,\N
tt0061099,6,nm0568705,writer,\N,\N
tt0061099,7,nm1949818,composer,\N,\N
tt0061099,8,nm0728233,cinematographer,\N,\N
tt0061099,9,nm0203009,editor,\N,\N
tt0061101,10,nm0157408,editor,\N,\N
tt0061101,1,nm0913911,actor,\N,"[""Tetsuya 'Phoenix Tetsu' Hondo""]"
tt0061101,2,nm0559385,actress,\N,"[""Chiharu""]"
tt0061101,3,nm0632967,actor,\N,"[""Kenji Aizawa""]"
tt0061101,4,nm0442709,actor,\N,"[""Tatsuzo, The Viper""]"
tt0061101,5,nm0840671,director,\N,\N
tt0061101,6,nm9803391,writer,author,\N
tt0061101,7,nm0973562,producer,producer,\N
tt0061101,8,nm0434120,composer,\N,\N
tt0061101,9,nm0591098,cinematographer,\N,\N
tt0061103,10,nm0800548,writer,screenplay,\N
tt0061103,1,nm0056768,actor,\N,"[""Captain Robert Surcouf""]"
tt0061103,2,nm0523791,actress,\N,"[""Margaret Carruthers"",""lady Blackwood""]"
tt0061103,3,nm0143684,actress,\N,"[""Marie-Catherine Blaise""]"
tt0061103,4,nm0605059,actor,\N,"[""Lord Blackwood""]"
tt0061103,5,nm0074966,director,\N,\N
tt0061103,6,nm0746740,director,\N,\N
tt0061103,7,nm0268227,writer,dialogue,\N
tt0061103,8,nm0478627,writer,screenplay,\N
tt0061103,9,nm0767590,writer,screenplay,\N
tt0061105,10,nm0367349,cinematographer,\N,\N
tt0061105,1,nm0000393,actor,\N,"[""Danny""]"
tt0061105,2,nm0001180,actress,\N,"[""Claudia""]"
tt0061105,3,nm0055645,actress,\N,"[""Katie""]"
tt0061105,4,nm0675490,actor,\N,"[""Georgi""]"
tt0061105,5,nm0080867,director,\N,\N
tt0061105,6,nm0068666,writer,\N,\N
tt0061105,7,nm0671766,producer,producer,\N
tt0061105,8,nm0963391,producer,producer,\N
tt0061105,9,nm0708240,composer,\N,\N
