tconst,directors,writers
tt0517813,"nm0138809,nm1057314,nm1056601","nm0138809,nm1057314,nm1056601"
tt0517814,"nm0138809,nm1057314,nm1056601","nm0138809,nm1057314,nm1056601"
tt0517822,"nm0138809,nm1056601,nm1057314","nm0138809,nm1057314,nm1056601"
tt0517823,\N,\N
tt0517897,"nm0267498,nm1038341","nm0388774,nm1502915"
tt0517898,nm0267498,"nm1228703,nm0810039"
tt0517901,"nm0267498,nm1038341","nm0122745,nm1038341"
tt0517902,"nm0267498,nm1038341",nm1038341
tt0517905,nm0267498,\N
tt0517906,"nm0267498,nm1038341",nm0388774
tt0517908,nm1038341,nm1038341
tt0517914,nm0533559,"nm0593697,nm0567010"
tt0517948,nm0011225,"nm0149498,nm1652146,nm0573121"
tt0517949,nm0600503,"nm0149498,nm1652146,nm0573121,nm0641468"
tt0517950,nm0600503,"nm0123263,nm0149498,nm1652146,nm0573121"
tt0517951,nm1425385,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517952,nm1425385,"nm0149498,nm1652146,nm0573121"
tt0517953,\N,"nm0149498,nm1652146,nm0573121"
tt0517954,\N,"nm0149498,nm1652146,nm0573121"
tt0517955,nm0011225,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0517956,nm1425385,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517957,nm1425385,"nm0149498,nm1652146,nm0573121"
tt0517958,nm0703745,"nm0149498,nm1652146,nm0573121"
tt0517959,nm0703745,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517960,nm0703745,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0517961,nm1471376,"nm0149498,nm1652146,nm0573121"
tt0517962,nm1471376,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517963,\N,"nm0149498,nm1652146,nm0573121"
tt0517964,nm0235196,"nm0149498,nm1652146,nm0573121,nm1003828"
tt0517965,nm1425385,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517966,nm1425385,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517967,\N,"nm0149498,nm1652146,nm0573121"
tt0517968,\N,"nm0149498,nm1652146,nm0573121"
tt0517969,\N,"nm0149498,nm1652146,nm0573121"
tt0517970,\N,"nm0149498,nm1652146,nm0573121"
tt0517971,nm0391905,"nm0149498,nm1652146,nm0573121"
tt0517972,nm0924880,"nm0149498,nm0247783,nm1652146,nm0573121"
tt0517973,nm0924880,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517974,nm0235196,"nm0123263,nm0149498,nm1652146,nm0573121"
tt0517975,nm0391905,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517976,nm0600503,"nm0149498,nm1952342,nm1652146,nm0573121"
tt0517977,nm1398781,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517978,nm1425385,"nm0149498,nm1652146,nm0573121,nm1003828"
tt0517979,nm0404241,"nm0149498,nm1652146,nm0573121,nm1003828"
tt0517980,nm1293104,"nm0149498,nm1952342,nm1652146,nm0573121"
tt0517981,nm1293104,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517982,nm0600503,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517983,nm0600503,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517984,nm1237416,"nm0149498,nm1652146,nm0573121,nm1003828"
tt0517985,nm1237416,"nm0149498,nm1652146,nm0549286,nm0573121"
tt0517986,nm1293104,"nm0149498,nm1652146,nm0573121,nm1003828"
tt0517987,nm1317262,"nm0149498,nm1652146,nm0383505,nm0573121"
tt0517988,nm1310207,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0517989,nm1317262,"nm0149498,nm1652146,nm0573121"
tt0517990,nm0266390,"nm0020814,nm0149498,nm0573121"
tt0517991,nm0011225,"nm0149498,nm1652146,nm0573121"
tt0517992,nm1317262,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0517993,nm1310207,"nm1458164,nm0149498,nm1652146,nm0573121"
tt0517994,nm0425389,"nm0149498,nm1652146,nm1628317,nm0573121,nm1814055"
tt0517995,nm0600503,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0517996,nm0665840,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0517997,nm1317262,"nm0149498,nm1652146,nm1370956,nm0573121"
tt0517998,nm0665840,"nm0149498,nm1652146,nm0573121"
tt0517999,nm0011225,"nm0020814,nm0149498,nm1652146,nm0573121"
tt0518000,nm1317262,"nm0149498,nm1652146,nm0573121"
tt0518001,nm0425389,"nm0149498,nm1652146,nm0573121"
tt0518002,\N,"nm0149498,nm1652146,nm0573121"
tt0518003,nm0600503,"nm0149498,nm1652146,nm0573121"
tt0518004,nm1310207,"nm0149498,nm1652146,nm0573121"
tt0518005,nm0011225,"nm0149498,nm1652146,nm0573121,nm0906550"
tt0518006,nm0600503,"nm0020814,nm0149498,nm1652146,nm0573121"
tt0518007,nm0266390,"nm0149498,nm1652146,nm1628294,nm0573121"
tt0518008,nm0011225,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518009,nm0425389,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0518010,nm0600503,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0518011,nm0665840,"nm1458164,nm0149498,nm1652146,nm0573121"
tt0518012,nm0600503,"nm0149498,nm1652146,nm1370956,nm0573121"
tt0518013,nm1317262,"nm0020814,nm0149498,nm1652146,nm0573121"
tt0518014,nm0011225,"nm0149498,nm1652146,nm0573121"
tt0518015,nm0600503,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518016,nm1317262,"nm0149498,nm1652146,nm1093521,nm0573121"
tt0518017,nm0600503,"nm0149498,nm1652146,nm0573121"
tt0518018,nm0600503,"nm0149498,nm1652146,nm0573121"
tt0518019,nm1310207,"nm0020814,nm0149498,nm1652146,nm0573121"
tt0518020,nm0512647,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518021,nm1317262,"nm0149498,nm1652146,nm0573121"
tt0518022,nm0266390,"nm1370956,nm0573121,nm0149498,nm1652146"
tt0518023,nm0600503,"nm0149498,nm1652146,nm1370956,nm0573121"
tt0518024,nm0011225,"nm0149498,nm1652146,nm0573121"
tt0518025,nm0011225,"nm0020814,nm0149498,nm1652146,nm0573121"
tt0518026,nm0512647,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0518027,nm0600503,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518028,nm0425389,"nm0149498,nm1129740,nm1652146,nm0573121"
tt0518029,nm0011225,"nm0149498,nm1652146,nm1370956,nm0573121"
tt0518030,nm1317262,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518031,nm0011225,"nm0149498,nm1652146,nm1370956,nm0573121"
tt0518032,\N,"nm0149498,nm1652146,nm0573121"
tt0518033,\N,"nm0149498,nm1652146,nm0573121"
tt0518034,nm1317262,"nm0020814,nm0149498,nm1652146,nm0573121"
tt0518035,nm0665840,"nm1458164,nm0149498,nm1652146,nm0573121"
tt0518036,nm0011225,"nm0149498,nm1652146,nm0573121"
tt0518037,nm0425389,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518038,nm0011225,"nm0149498,nm0285828,nm1652146,nm0573121"
tt0518039,nm0600503,"nm0149498,nm1652146,nm0573121,nm0905593"
tt0518105,nm0059106,"nm0432188,nm0607676"
tt0518167,nm0661751,nm0505648
tt0518189,nm0257229,"nm0407834,nm0690168"
tt0518190,nm0617894,"nm0407834,nm0690168"
tt0518191,nm0826409,"nm0407834,nm0690168"
tt0518192,nm0826409,"nm0407834,nm0690168"
tt0518193,nm0774221,"nm0407834,nm0690168"
tt0518194,nm0862821,"nm0407834,nm0690168"
tt0518197,nm0826409,"nm0407834,nm0690168"
tt0518199,nm0415769,"nm0407834,nm0690168"
tt0518201,nm0491547,"nm0407834,nm0690168"
tt0518203,nm0378069,"nm0407834,nm0690168"
tt0518206,nm0415769,"nm0407834,nm0690168"
tt0518210,nm0257229,"nm0407834,nm0690168"
tt0518211,nm0378069,"nm0407834,nm0690168"
tt0518215,nm0472114,"nm0407834,nm0690168"
tt0518221,nm0257229,"nm0407834,nm0690168"
tt0518223,nm0826409,"nm0407834,nm0690168"
tt0518227,nm0415769,"nm0407834,nm0690168"
tt0518229,nm0062463,"nm0407834,nm0690168"
tt0518232,nm0257229,"nm0407834,nm0690168"
tt0518235,nm0378069,"nm0407834,nm0690168"
tt0518238,nm0752313,"nm0407834,nm0690168"
tt0518241,nm0378069,"nm0407834,nm0690168"
tt0518242,nm0378069,"nm0407834,nm0690168"
tt0518243,nm0415769,"nm0407834,nm0690168"
tt0518244,nm0257229,"nm0407834,nm0690168"
tt0518247,nm0752313,"nm0407834,nm0690168"
tt0518248,nm0472114,"nm0407834,nm0690168"
tt0518249,nm0485700,"nm0407834,nm0690168"
tt0518253,nm0826409,"nm0407834,nm0690168"
tt0518254,nm0491547,"nm0407834,nm0690168"
tt0518256,nm0617894,"nm0407834,nm0690168"
tt0518262,nm0862821,"nm0407834,nm0690168"
tt0518265,nm0415769,"nm0407834,nm0690168"
tt0518268,nm0826409,"nm0407834,nm0690168"
tt0518272,nm0415714,"nm0407834,nm0690168"
tt0518274,nm0826409,"nm0407834,nm0690168"
tt0518282,nm0415769,"nm0407834,nm0690168"
tt0518283,nm0415769,"nm0012337,nm0407834,nm0690168"
tt0518288,nm0826409,"nm0407834,nm0690168"
tt0518291,nm0759848,"nm0407834,nm0690168"
tt0518294,nm0239042,"nm0695984,nm0188520"
tt0518295,nm0583628,"nm0695984,nm0429145"
tt0518297,nm0557345,"nm0695984,nm0304488"
tt0518298,nm0101748,"nm0695984,nm0222757"
tt0518299,nm0109952,"nm0695984,nm0304488"
tt0518300,nm0109952,"nm0695984,nm0391340"
tt0518301,nm0557345,"nm0695984,nm0429145"
tt0518302,nm0239042,"nm0695984,nm0188520"
tt0518303,nm0168314,"nm0695984,nm0391340"
tt0518305,nm0101748,"nm0695984,nm0266838"
tt0518306,nm0533988,nm0695984
tt0518307,nm0168314,"nm0695984,nm0388255,nm0391340"
tt0518308,nm0365800,"nm0695984,nm0287161"
tt0518309,nm0365800,nm0695984
tt0518310,nm0533988,nm0695984
tt0518311,nm0168314,"nm0695984,nm0304488"
tt0518312,nm0557345,"nm0695984,nm0304488"
tt0518314,nm0533988,"nm0695984,nm2769825"
tt0518315,nm0365800,"nm0695984,nm0287161"
tt0518316,nm0528001,"nm0695984,nm0222757"
tt0518317,nm0557345,"nm0695984,nm0304488"
tt0518318,nm0365800,nm0695984
tt0518320,nm0557345,"nm0695984,nm0552801,nm0085646"
tt0518321,nm0101748,"nm0695984,nm0266838"
tt0518322,nm0528001,"nm0695984,nm0391340"
tt0518324,nm0101748,"nm0695984,nm0641468"
tt0518326,nm0583628,"nm0695984,nm0304488"
tt0518327,nm0533988,nm0695984
tt0518329,nm0365800,nm0695984
tt0518330,nm0528001,"nm0695984,nm0304488,nm1020911"
tt0518331,nm0365800,nm0695984
tt0518332,nm0101748,"nm0695984,nm0502727"
tt0518333,nm0808233,"nm0695984,nm0281044,nm0567124"
tt0518335,nm0533988,nm0695984
tt0518336,nm0365800,"nm0695984,nm0287161"
tt0518337,nm0557345,"nm0695984,nm0429145"
tt0518339,nm0168314,"nm0695984,nm0167657"
tt0518340,nm0365800,"nm0695984,nm0287161"
tt0518342,nm0822043,nm0695984
tt0518344,nm0822043,nm0695984
tt0518345,nm0168314,"nm0695984,nm0391340"
tt0518346,nm0557345,"nm0695984,nm0304488"
tt0518348,nm0168314,"nm0695984,nm0552801,nm0085646"
tt0518349,nm0229380,\N
tt0518350,nm0229380,\N
tt0518351,nm0229380,nm0538756
tt0518352,nm0229380,\N
tt0518353,nm0229380,\N
tt0518354,nm0229380,\N
tt0518355,nm0229380,\N
tt0518356,nm0229380,\N
tt0518358,nm0468609,"nm0933016,nm0743853"
tt0518359,nm0468609,"nm0933016,nm0515245"
tt0518360,nm0202297,"nm0933016,nm0762727,nm0515245"
tt0518361,nm0468609,"nm0933016,nm0887966"
tt0518362,nm0806915,"nm0933016,nm0718452"
tt0518363,nm0241174,"nm0933016,nm0696189,nm0115006"
tt0518364,nm0373612,"nm0933016,nm1391706,nm0822540,nm0887966,nm0007122"
tt0518365,nm0568535,"nm0933016,nm0731592"
tt0518366,nm0373612,"nm0933016,nm0595537"
tt0518367,nm0572132,"nm0933016,nm0887966"
tt0518368,nm0373612,"nm0933016,nm0687002"
tt0518369,nm0566671,"nm0933016,nm0282291"
tt0518370,nm0572132,"nm0933016,nm0743853,nm0887966,nm0877243"
tt0518371,nm0373612,"nm0933016,nm0743853,nm0376937,nm0276102,nm0089560"
tt0518372,nm0468609,"nm0933016,nm0277643"
tt0518373,nm0031398,"nm0933016,nm0437200"
tt0518392,\N,\N
tt0518393,nm1006692,\N
tt0518397,nm1642615,\N
tt0518400,nm1642615,\N
tt0518406,nm0852416,\N
tt0518407,nm0617042,"nm0716312,nm0607848"
tt0518408,nm0617042,"nm0716312,nm0607848"
tt0518409,nm0617042,"nm0716312,nm0607848"
tt0518410,nm0617042,"nm0716312,nm0607848"
tt0518430,nm0239291,"nm0277643,nm0312479"
tt0518431,nm0784198,nm0312479
tt0518433,nm0229697,"nm0118018,nm0312479"
tt0518434,nm0229697,nm0312479
tt0518435,nm0239291,nm0792042
tt0518436,nm0784198,nm0569423
tt0518437,nm0784198,"nm0312479,nm0928068"
tt0518440,nm0001149,"nm0011482,nm0282291,nm0441328"
tt0518450,\N,\N
tt0518462,nm0377741,"nm0142749,nm0150327,nm0302673,nm0329958,nm0338473,nm0353955,nm0549359,nm0575978,nm0601964,nm0828484"
tt0518473,nm0020765,"nm0363492,nm0067135,nm0928603"
tt0518474,nm0869664,nm0080135
tt0518475,nm0723629,"nm0370152,nm0185297"
tt0518476,nm0926636,"nm0344709,nm0067135"
tt0518477,nm0742341,nm0370152
tt0518479,nm0869664,"nm0820713,nm0483149"
tt0518480,nm0869664,nm0359256
tt0518482,nm0869664,nm0067135
tt0518483,nm0869664,nm0080135
tt0518485,nm0282984,"nm3274127,nm4664101,nm0928603"
tt0518486,nm0723629,"nm0877957,nm0088161"
tt0518487,nm0869664,"nm0280108,nm0911350"
tt0518488,nm0624809,"nm0028826,nm0928603"
tt0518489,nm0575546,"nm1094766,nm0242137"
tt0518491,nm0282984,"nm0344709,nm0928603"
tt0518492,nm0282984,"nm0293480,nm0928603"
tt0518493,nm0869664,nm0080135
tt0518494,nm0723629,nm0464506
tt0518495,nm0723629,"nm0080135,nm0720302"
tt0518496,nm0869664,"nm0168359,nm0168356"
tt0518498,nm0869664,nm0344709
tt0518499,nm0723629,"nm0280108,nm0695292,nm0556893"
tt0518500,nm0926636,nm0695292
tt0518501,nm0869664,nm0359256
tt0518502,nm0869664,nm0067135
tt0518503,nm0926636,"nm0344709,nm0067135"
tt0518505,nm0723629,nm3733256
tt0518508,nm0723629,"nm0080135,nm0340981"
tt0518509,nm0221452,\N
tt0518515,\N,\N
tt0518519,\N,\N
tt0518520,\N,\N
tt0518522,\N,\N
tt0518554,nm0680671,"nm0124452,nm0164420,nm0318412,nm0768646,nm2934645"
tt0518558,nm0909098,"nm0382227,nm1407438,nm0400211,nm1301917,nm1034992"
tt0518559,nm0335883,"nm0382227,nm0388086"
tt0518560,nm0918659,"nm0382227,nm0515245"
tt0518561,nm0918659,nm0382227
tt0518562,nm0568228,"nm0382227,nm0701207"
tt0518563,nm0335883,"nm0382227,nm0515245"
tt0518564,nm0084642,"nm0382227,nm1721802"
tt0518565,nm0909098,"nm0382227,nm0588003"
tt0518566,nm0568228,"nm0382227,nm0007122,nm1034992,nm1301917,nm0940251"
tt0518567,nm0082676,"nm0382227,nm0376468"
tt0518568,nm0282644,"nm0382227,nm0330664,nm0230578"
tt0518569,nm0335883,"nm0382227,nm0330664,nm0230578"
tt0518570,nm0335883,"nm0382227,nm0007122,nm1280925,nm0208417"
tt0518571,nm0579318,nm0725983
tt0518572,\N,nm0725983
tt0518573,nm0926526,"nm0189504,nm0725983"
tt0518574,nm0155117,"nm0725983,nm0926938"
tt0518575,nm0725983,nm0725983
tt0518576,nm0106230,nm0725983
tt0518577,nm0725983,nm0725983
tt0518578,nm0155117,"nm0514735,nm0725983"
tt0518580,nm0579318,nm0725983
tt0518586,nm0336139,"nm0358128,nm0723687"
tt0518690,"nm0001888,nm0375494","nm0004798,nm0417488,nm0536111"
tt0518691,nm0792605,"nm0004798,nm0818649"
tt0518692,nm0450314,"nm0004798,nm0392510"
tt0518693,nm0575546,"nm0004798,nm0089560,nm0276102"
tt0518694,nm0575546,"nm0004798,nm0189610,nm0468609"
tt0518695,nm0822570,"nm0004798,nm0089560,nm0276102"
tt0518696,nm0001888,"nm0004798,nm0003306,nm0669098,nm1531049"
tt0518697,nm0545273,"nm0004798,nm0035392,nm0089560,nm0276102,nm3848683"
tt0518698,nm0450314,"nm0004798,nm0125060,nm0841858"
tt0518699,nm0046172,"nm0004798,nm0003306,nm0777831"
tt0518700,nm0001888,"nm0004798,nm0506841,nm0748111,nm0908620"
tt0518701,nm0001888,"nm0004798,nm0399726,nm0003306,nm0018563"
tt0518702,nm0109455,"nm0004798,nm1388757"
tt0518703,nm0575546,"nm0004798,nm0323951,nm0387546"
tt0518704,nm0844358,"nm0004798,nm0801112,nm0818602,nm0853998"
tt0518705,nm7588827,"nm0004798,nm0255089,nm0442200"
tt0518706,nm0468609,"nm0004798,nm0189610,nm0575546,nm3849040"
tt0518707,nm0776317,"nm0004798,nm0214880,nm0400403"
tt0518709,nm0575546,"nm0004798,nm0089560,nm0276102,nm0395845,nm0791206"
tt0518710,nm0575546,"nm0004798,nm0018389"
tt0518711,nm0468609,"nm0004798,nm3847958,nm0400403"
tt0518712,nm0046172,"nm0004798,nm0186101"
tt0518713,nm0844358,"nm0004798,nm0141776"
tt0518714,nm0822570,"nm0004798,nm0141776,nm1392347"
tt0518715,nm0046172,"nm0004798,nm0021056"
tt0518716,nm0575546,"nm0004798,nm0536111"
tt0518717,nm0792605,"nm0004798,nm0003306,nm0777831"
tt0518718,nm0109455,"nm0004798,nm0991368"
tt0518719,nm0575546,"nm0004798,nm0186101"
tt0518720,nm0364252,"nm0004798,nm0506841"
tt0518721,nm0822570,"nm0004798,nm0018389"
tt0518722,nm0491852,"nm0004798,nm0877243,nm0887966"
tt0518723,nm0109455,"nm0004798,nm0047732"
tt0518724,nm0822570,"nm0004798,nm0003306,nm0484380,nm0777831,nm0880489"
tt0518725,nm0844358,"nm0004798,nm0125060"
tt0518726,nm0046172,"nm0004798,nm0003306,nm0055556"
tt0518727,nm0001888,"nm0004798,nm0102227,nm0334457"
tt0518728,nm0468609,"nm0004798,nm0801112,nm0818602"
tt0518729,nm0575546,"nm0004798,nm2244316"
tt0518730,nm0046172,"nm0004798,nm0684102,nm0991370"
tt0518731,nm0468609,"nm0004798,nm0241795,nm0400403"
tt0518732,nm0001888,"nm0004798,nm0742051"
tt0518733,nm0364252,"nm0004798,nm0125060"
tt0518734,nm0739987,"nm0004798,nm0199270,nm0400403,nm0417488"
tt0518735,nm0732468,"nm0004798,nm0203405,nm0443249,nm0003306"
tt0518736,nm0626872,"nm0004798,nm0203405,nm0504358,nm0860160"
tt0518737,nm0046172,"nm0004798,nm0445396"
tt0518738,nm0792605,"nm0004798,nm0392510,nm0358842"
tt0518739,nm0450314,"nm0004798,nm0003306,nm0830519,nm1531049"
tt0518740,nm0468609,"nm0004798,nm0255089,nm0506938,nm0914073"
tt0518741,nm0109455,"nm0004798,nm0536111,nm0949350"
tt0518742,nm0792605,"nm0004798,nm0275946"
tt0518743,nm0575546,"nm0004798,nm0141776,nm0821099,nm0972452"
tt0518744,nm0575546,"nm0004798,nm0125060,nm0400403"
tt0518745,nm0382227,"nm0004798,nm0177304"
tt0518746,nm0046172,"nm0004798,nm0018389"
tt0518747,nm0692872,"nm0004798,nm0853998"
tt0518748,nm0575546,"nm0004798,nm0279089"
tt0518749,nm0575546,"nm0004798,nm0684102,nm2244316"
tt0518750,nm0844358,"nm0004798,nm0125060"
tt0518751,nm0468609,"nm0004798,nm0536111,nm0931437"
tt0518752,nm0001888,"nm0004798,nm0482303"
tt0518753,nm0468609,"nm0004798,nm0214880"
tt0518754,nm0575546,"nm0004798,nm0018389"
tt0518755,nm0918659,"nm0004798,nm0018563,nm3848266"
tt0518756,nm0575546,"nm0004798,nm0189610,nm0575546,nm3849297"
tt0518757,nm0575546,"nm0004798,nm0089560,nm0276102"
tt0518758,nm0562251,"nm0004798,nm0214880,nm0400403"
tt0518759,nm0575546,"nm0004798,nm0089560,nm0276102"
tt0518760,nm0046172,"nm0004798,nm0445396"
tt0518761,nm0575546,"nm0004798,nm0047732"
tt0518762,nm0738180,"nm0004798,nm0777831,nm0482303,nm0003306"
tt0518763,nm0575546,"nm0004798,nm0089560,nm0205065,nm0276102"
tt0518764,nm0518719,"nm0004798,nm0536111,nm0163974"
tt0518765,nm0092853,"nm0004798,nm0003306,nm0777831"
tt0518766,nm0239291,"nm0004798,nm0125060,nm0926482"
tt0518767,nm0001888,"nm0004798,nm0536111"
tt0518768,nm0001888,"nm0004798,nm0255089,nm0323951,nm0914073"
tt0518769,nm0468609,"nm0004798,nm0186101"
tt0518770,nm0468609,"nm0004798,nm0392510,nm0050937,nm0400403"
tt0518809,nm0523310,"nm0625314,nm0401742"
tt0518810,nm0730265,"nm0427161,nm0401742"
tt0518811,nm0671984,"nm0055556,nm0401742,nm0427161"
tt0518812,nm0336139,"nm0502225,nm0401742"
tt0518813,nm0566671,"nm0111046,nm0401742"
tt0518814,nm0206560,"nm0376937,nm0401742"
tt0518815,nm0336139,"nm0762561,nm0401742"
tt0518816,nm0141715,"nm0502225,nm0401742"
tt0518817,nm0128434,"nm0166186,nm0401742"
tt0518818,nm0336139,"nm0401742,nm0502225"
tt0518819,nm0042500,"nm0035392,nm0364412,nm0427161,nm0401742"
tt0518820,nm0336139,"nm0762561,nm0401742"
tt0518821,nm0336139,"nm0502225,nm0401742"
tt0518822,nm0336139,"nm0279690,nm0401742"
tt0518823,nm0336139,"nm0450896,nm0427161,nm0401742"
tt0518824,nm0336139,"nm1255905,nm0401742"
tt0518825,nm0336139,"nm0401742,nm0625314"
tt0518826,nm0336139,"nm0625314,nm0401742"
tt0518827,nm0001904,"nm0762561,nm0401742"
tt0518828,nm0554169,"nm0792561,nm0401742"
tt0518829,nm0336139,"nm0770886,nm0401742"
tt0518830,nm0128434,"nm0748111,nm0401742"
tt0518831,nm0695779,"nm0502225,nm0401742"
tt0518832,nm0695779,"nm0502225,nm0401742,nm0427161"
tt0518833,nm0336139,"nm0792561,nm0401742"
tt0518834,nm0229697,"nm0761346,nm0401742"
tt0518835,nm0554169,"nm0286734,nm0401742"
tt0518836,nm0458033,"nm0613732,nm0401742"
tt0518837,nm0056191,"nm0392510,nm0401742"
tt0518838,nm0766191,"nm0018563,nm0401742"
tt0518839,nm0684719,"nm0792561,nm0401742"
tt0518840,nm0001904,"nm0761346,nm0401742"
tt0518841,nm0911926,"nm0557223,nm0401742"
tt0518842,nm0625383,"nm0502225,nm0401742"
tt0518843,nm0336139,"nm0625314,nm0401742,nm0427161"
tt0518844,nm0336139,"nm0018563,nm0401742"
tt0518845,nm0336139,"nm0166186,nm0401742"
tt0518846,nm0336139,"nm0502225,nm0401742"
tt0518847,nm0853546,"nm0018563,nm0427161,nm0401742"
tt0518848,nm0541900,"nm0506938,nm0401742"
tt0518849,nm0336139,"nm0401742,nm0625314"
tt0518850,nm0671984,"nm0748111,nm0401742"
tt0518851,nm0128434,"nm0018563,nm0401742"
tt0518852,nm0523310,"nm0185402,nm0401742"
tt0518853,nm0730265,"nm0557223,nm0401742"
tt0518854,nm0450314,"nm0841858,nm0401742,nm0427161"
tt0518855,nm0001888,"nm0816348,nm0401742"
tt0518856,nm0232702,"nm0625314,nm0427161,nm0401742"
