tconst,directors,writers
tt0089527,"nm0197092,nm0259826,nm0459725","nm0084973,nm0265904,nm0474653,nm0536402,nm0826496"
tt0089528,nm0518719,"nm0170426,nm0805320"
tt0089529,nm0778633,"nm0531431,nm0769249,nm0778633"
tt0089530,"nm0004306,nm0644695","nm0371249,nm0004306,nm0447945"
tt0089532,nm0672722,"nm0138561,nm0190840,nm0231746"
tt0089533,"nm0651069,nm0879398","nm0000875,nm0651069"
tt0089535,nm0918452,\N
tt0089536,nm0126864,\N
tt0089537,nm0001814,"nm0193541,nm0001814"
tt0089538,nm0917066,nm0917066
tt0089539,nm0796477,nm0796477
tt0089540,nm0872809,"nm0269940,nm0782436,nm0250516"
tt0089541,nm0273178,nm0069672
tt0089542,nm0515491,"nm0135339,nm0515491"
tt0089543,nm0236769,"nm0891554,nm0002216,nm0458228"
tt0089544,nm0618996,"nm1213655,nm0687851"
tt0089545,nm0659702,nm0659702
tt0089547,nm0001238,nm0001238
tt0089548,nm0126756,"nm1108503,nm0126756,nm0867682"
tt0089549,nm0887814,"nm0192098,nm0354285"
tt0089550,nm0658518,nm0658518
tt0089551,nm0379449,"nm0133426,nm0379449"
tt0089552,nm0220828,"nm0025613,nm2016154,nm2016848,nm1031555,nm0707274,nm0795652"
tt0089553,nm0719800,nm0719800
tt0089554,nm0302546,"nm0031785,nm0302546,nm0903830"
tt0089555,nm0002044,"nm0530995,nm0109300"
tt0089556,nm0916477,"nm2642827,nm0916477"
tt0089557,nm0067915,"nm0465384,nm0711872"
tt0089558,nm0685923,"nm0171836,nm0791949"
tt0089559,nm0899945,"nm0053870,nm1650345"
tt0089560,nm0000953,nm0357703
tt0089561,nm0560489,nm0783802
tt0089562,nm0850212,"nm0850212,nm0332417"
tt0089563,nm0928580,"nm0342492,nm0928580,nm0539278"
tt0089564,nm0512327,nm0297538
tt0089565,nm0364252,nm0957204
tt0089566,nm0002411,"nm0002411,nm0841919"
tt0089567,nm0064394,"nm0064357,nm0501167"
tt0089568,"nm0417708,nm0608084","nm0731602,nm3981119,nm0608084,nm0417708,nm0933214"
tt0089569,nm0007477,"nm0278277,nm0720334"
tt0089570,nm0118778,"nm0859241,nm0100862"
tt0089571,nm0060634,"nm0060634,nm0450072,nm0420471"
tt0089572,nm0097491,"nm0441896,nm0189610"
tt0089574,nm0465954,nm0465954
tt0089575,nm0863633,nm0863633
tt0089576,nm0948523,"nm2312246,nm0948523"
tt0089577,nm0896147,"nm0896147,nm1498622,nm0745604,nm0879406,nm0102722"
tt0089578,nm0644233,"nm1584362,nm0644233"
tt0089579,nm0541224,"nm0541224,nm0948189,nm2973891"
tt0089580,nm0000382,\N
tt0089581,nm0151641,nm5484756
tt0089582,nm1945271,"nm1865933,nm0434318"
tt0089584,nm0604335,"nm0604335,nm0677758"
tt0089585,nm0818405,nm0818405
tt0089586,nm0261826,nm0584897
tt0089587,nm0553941,"nm0134941,nm0553941,nm0684175"
tt0089588,nm0083767,nm0083767
tt0089589,nm1709207,\N
tt0089590,nm0875040,nm0875040
tt0089591,nm0179278,"nm0179278,nm0898812"
tt0089592,nm0872809,"nm0065671,nm0680312"
tt0089593,nm0070474,nm0088185
tt0089594,"nm0239018,nm0766220,nm1252233","nm0311206,nm0464817,nm0508420,nm0648779"
tt0089596,nm0576283,"nm0668252,nm0341707"
tt0089597,nm0743362,"nm0099541,nm0122505"
tt0089598,nm0000972,"nm0000972,nm0325958"
tt0089599,nm0576559,"nm1089924,nm1195250,nm0576559,nm0788925"
tt0089600,nm0934863,nm0513851
tt0089601,nm0198991,nm0085457
tt0089602,nm0663489,nm0663489
tt0089603,nm0001707,"nm0001707,nm0775055,nm0592758"
tt0089604,nm0393678,"nm0082893,nm0506062,nm0798649"
tt0089606,nm0002120,"nm0433653,nm0002120,nm0117530,nm0074719"
tt0089607,nm0607407,"nm0101428,nm0607407"
tt0089608,nm0939147,nm0939147
tt0089609,nm0501471,"nm0501471,nm0499454"
tt0089610,nm0052677,\N
tt0089611,nm0223250,"nm0223250,nm0487254,nm0496312"
tt0089612,nm0113819,"nm0113819,nm0169229,nm0671410"
tt0089613,nm0745603,"nm0174261,nm0745603"
tt0089614,nm0150840,nm1639988
tt0089616,nm0072025,"nm0623761,nm0001294,nm0148859"
tt0089618,nm0947621,"nm0667799,nm0947621,nm0947899"
tt0089619,nm0125111,nm0139111
tt0089620,nm0080580,nm0716701
tt0089621,nm0845282,nm0045502
tt0089622,nm0388198,"nm0722619,nm0809321"
tt0089623,nm0661799,nm1121397
tt0089624,nm0147356,nm0733394
tt0089625,"nm0699738,nm0371313,nm0485239","nm0371313,nm0485239,nm0699738"
tt0089628,nm0038906,nm0001301
tt0089629,nm0411477,"nm0411477,nm0698493,nm0095590,nm0095591"
tt0089630,nm0696414,"nm0397273,nm0614276,nm0696414,nm0856532"
tt0089631,nm0943138,nm5107034
tt0089633,nm0061385,nm0247557
tt0089634,nm0117432,"nm0582280,nm12086900"
tt0089635,nm0126864,\N
tt0089636,nm0538105,"nm0538105,nm0806170"
tt0089637,nm0875291,"nm0875291,nm1356979"
tt0089638,nm0338719,\N
tt0089639,nm0923613,"nm0008936,nm0008981,nm0187994"
tt0089640,nm0523310,"nm0002005,nm0248740"
tt0089641,nm0827854,nm0272635
tt0089642,nm0656108,"nm0326275,nm0841893"
tt0089643,nm0728688,"nm0774945,nm0290809,nm0712419"
tt0089644,nm0089958,"nm0089958,nm0344467"
tt0089645,nm0624477,"nm0045938,nm0624477"
tt0089646,nm0707300,nm0707300
tt0089647,nm0934099,nm0934099
tt0089648,nm0537695,nm0920375
tt0089649,nm0800363,"nm0592911,nm0800363"
tt0089650,nm0160925,nm0939236
tt0089651,nm0150793,nm0150981
tt0089652,nm0079471,nm0079471
tt0089653,nm0852279,"nm0444099,nm0874340,nm0497458,nm0852279,nm0001224"
tt0089656,nm0246903,nm0246903
tt0089657,nm0298114,"nm0298114,nm0703481,nm0707619"
tt0089659,nm0842944,"nm1563053,nm0324473,nm0373905,nm0374325,nm0631346,nm3086127,nm0686817,nm1324207,nm0000636,nm0003471,nm0902535,nm0842944"
tt0089661,nm0748253,"nm0337820,nm0270087,nm0748253"
tt0089662,nm0762773,nm0762773
tt0089663,nm0029161,nm0073488
tt0089664,nm0395786,"nm0190717,nm0395786"
tt0089665,"nm0504065,nm0517475",nm0517475
tt0089666,nm0872954,nm0872954
tt0089667,"nm0050051,nm0049443,nm0785547","nm0785547,nm0957652"
tt0089670,nm0002132,"nm0000455,nm0458228"
tt0089671,nm0879594,nm0257941
tt0089672,nm0314048,"nm0091076,nm0593915"
tt0089673,nm0798548,nm0182041
tt0089675,"nm0018073,nm7657470","nm0548638,nm0754758"
tt0089676,nm0728699,nm0728699
tt0089677,nm0607407,"nm0140649,nm0607407"
tt0089678,"nm2192538,nm0788906",nm0347899
tt0089679,nm0192446,"nm0350455,nm0846532"
tt0089680,nm0201283,"nm0201283,nm2024599"
tt0089682,nm0291270,"nm0119102,nm0291270,nm0992475"
tt0089683,nm0218902,"nm0218902,nm0306991"
tt0089685,nm0298862,"nm0169552,nm0298862"
tt0089686,nm0794791,"nm0153883,nm0000127"
tt0089687,nm0904355,nm0673826
tt0089688,nm0655230,\N
tt0089689,nm0022581,nm0022581
tt0089690,"nm0161071,nm0157709",nm0157709
tt0089691,nm0756854,"nm0644543,nm0945212"
tt0089692,nm0477231,"nm3553577,nm0787810"
tt0089693,nm0849609,nm0849609
tt0089695,nm0477035,"nm0628838,nm0477035,nm0833298"
tt0089696,nm0790616,\N
tt0089697,nm0809575,nm0088062
tt0089699,nm0255546,nm0649875
tt0089700,nm0464398,"nm0456787,nm0529293,nm0594769"
tt0089701,nm0276317,"nm0276317,nm0692188"
tt0089702,nm0266144,"nm0063583,nm0762727,nm0946230"
tt0089703,nm0069548,\N
tt0089704,nm0812657,"nm0294384,nm0812657"
tt0089705,nm0875744,"nm0461347,nm0689848"
tt0089706,nm0765384,"nm0749914,nm0765384,nm0854388"
tt0089707,nm0902339,nm0902339
tt0089708,nm0477102,"nm0158402,nm0481706"
tt0089710,nm0862432,nm0862432
tt0089712,"nm0137345,nm0183272",nm0137345
tt0089713,nm0115370,"nm0115370,nm0490353,nm0653489"
tt0089714,nm0844325,nm0844325
tt0089715,nm0000265,"nm0141012,nm1949279,nm0134711"
tt0089716,nm0843640,"nm0843640,nm0229569,nm0651570"
tt0089717,nm0485889,"nm0131771,nm0796478,nm0811807,nm0682752,nm0747822"
tt0089718,nm0952480,nm0503317
tt0089719,nm0171624,nm0171624
tt0089720,nm0560510,nm0560510
tt0089721,nm0876488,nm0582354
tt0089722,nm0051894,nm0051894
tt0089723,nm0937556,"nm0110242,nm0796210,nm0937556"
tt0089724,nm0126864,\N
tt0089726,nm0220227,"nm0177258,nm0220227,nm0002192"
tt0089727,nm0701773,"nm0612474,nm0056156,nm0701773"
tt0089728,nm0950524,nm0944522
tt0089729,nm0383855,"nm0775671,nm0383855"
tt0089730,nm0832573,"nm0898001,nm0385653,nm0369492,nm0731271"
tt0089731,nm0097491,"nm0576070,nm0097491,nm0372236"
tt0089733,nm0301145,"nm0298983,nm0301145,nm0464037"
tt0089734,nm0537125,"nm2741952,nm0537125,nm0110133,nm3110833,nm0724647"
tt0089735,nm0011897,nm0500111
tt0089736,nm0618391,"nm0127294,nm1002188"
tt0089737,nm0330848,nm0834487
tt0089738,nm0311179,"nm0311179,nm0207701"
tt0089739,nm0868643,"nm0337541,nm0480207,nm2238935,nm0868643"
tt0089740,"nm0813644,nm0170828","nm0365234,nm0584964"
tt0089741,nm0365408,nm0365408
tt0089742,nm0164999,\N
tt0089744,nm0000080,nm0000080
tt0089745,nm0251103,nm0251103
tt0089746,nm0411631,nm0411631
tt0089747,nm0310643,nm0796539
tt0089748,nm0001437,nm0796710
tt0089749,nm0605304,"nm0645441,nm0945293"
tt0089750,nm0589228,"nm0024554,nm0466946,nm0662388,nm0004039"
tt0089751,nm0945282,"nm0945282,nm0038335"
tt0089752,nm0407061,"nm0416556,nm0324770,nm0766051,nm0407061"
tt0089753,"nm0905102,nm0005866","nm0251760,nm0314636,nm0461388,nm0905102"
tt0089754,nm0653458,\N
tt0089755,nm0001628,"nm0227598,nm0862189,nm1429643,nm0525104,nm0713128"
tt0089756,nm0392833,"nm0738083,nm0120189,nm0342841,nm0496465"
tt0089757,nm0852676,nm0177304
tt0089758,nm0783257,"nm0269579,nm0725068,nm0783257"
tt0089759,nm0930489,"nm0413131,nm0890043"
tt0089760,nm0730162,nm0730162
tt0089761,nm0494937,\N
tt0089762,nm0776116,"nm0231207,nm0776116"
tt0089763,nm0062960,"nm0062960,nm0420226,nm0428042"
tt0089764,nm0006620,"nm0006620,nm0003356"
tt0089765,nm0711745,"nm1493315,nm0711745"
tt0089766,nm0596850,"nm0323708,nm0596850"
tt0089767,nm0000142,"nm0125060,nm0795461"
tt0089770,nm0270841,"nm0270841,nm0692021"
tt0089771,nm0106908,"nm0106908,nm0266071"
tt0089772,nm0953130,nm0953130
tt0089774,nm0554556,nm0554556
tt0089775,nm0218840,nm0218840
tt0089776,nm0684226,"nm0785998,nm0001128,nm0684226,nm0265759"
tt0089777,"nm0265853,nm0693625",\N
tt0089778,nm0685625,nm0685625
tt0089781,nm0674751,"nm0000801,nm0674751"
tt0089783,nm0005390,nm0005390
tt0089784,nm0264236,nm0165033
tt0089785,nm0595924,"nm0023551,nm0435245,nm2132864"
tt0089786,nm0663409,"nm0519665,nm0663409,nm0746170"
tt0089787,nm0840779,"nm0349426,nm0661075,nm0725650,nm0840779"
tt0089788,"nm0836777,nm0944559,nm0955809",\N
tt0089789,nm0747808,"nm0747808,nm0419237,nm0671079,nm0671118"
tt0089790,nm0198786,nm0716701
tt0089791,nm0000318,"nm0367005,nm0000607,nm0889962"
tt0089792,nm0617473,"nm1563062,nm0756930"
tt0089793,"nm0321129,nm0489806","nm0461827,nm0469803"
tt0089794,nm0815044,"nm0325529,nm0815044"
tt0089795,nm0831803,"nm0422710,nm0854418"
tt0089796,nm0056904,"nm0031069,nm0056904,nm0805073"
tt0089797,nm0957523,nm0698755
tt0089798,nm0108745,"nm0490061,nm0108745"
tt0089799,nm0625123,nm0743515
tt0089800,nm0416036,"nm1260545,nm0342278,nm0342303,nm0416036"
tt0089801,nm0766191,"nm0362990,nm0306916"
tt0089802,nm0786190,"nm0465529,nm0465612,nm0786190,nm0861141"
tt0089803,nm0458107,nm0391573
tt0089804,nm0903837,nm0903837
tt0089805,nm0253605,"nm0482251,nm0582374"
tt0089806,"nm0485707,nm0041229","nm0061792,nm3274588"
tt0089807,nm0001090,"nm0289576,nm0720421,nm0885309"
tt0089808,nm0215659,"nm0215659,nm0664493"
tt0089809,nm0920862,nm0182850
tt0089810,nm0462390,nm0462390
tt0089811,"nm0132763,nm0531636","nm0318275,nm1370158"
tt0089812,nm0367860,nm0855612
tt0089813,nm0198765,"nm0198765,nm0002759,nm0549592,nm0869125"
tt0089814,nm0320261,"nm0320261,nm0618864,nm0938475"
tt0089815,nm0619475,nm0402930
tt0089816,nm0770961,nm0002376
tt0089817,nm0119041,"nm0082242,nm0119041"
tt0089818,nm0682831,"nm0108969,nm0682831"
tt0089820,nm0253605,nm0870776
tt0089821,nm0681207,"nm0106924,nm0200648,nm0276466,nm0681207"
tt0089822,"nm0661577,nm0797526","nm0411477,nm0698493,nm0087904,nm0790775"
tt0089823,nm0685314,nm0685314
tt0089824,nm0786249,nm0031080
tt0089825,nm0491290,"nm0129201,nm0195293,nm0491290,nm0716701"
tt0089826,nm0464506,"nm0163706,nm0825829"
tt0089827,nm0270413,nm0270413
tt0089828,nm0034934,"nm0034934,nm0538398"
tt0089829,nm0237323,nm0446934
tt0089830,nm0420068,"nm0417591,nm0420068,nm14443562"
tt0089831,nm0951215,"nm0453759,nm0652534"
tt0089832,nm0001031,"nm0745704,nm0001031"
tt0089834,nm0264072,nm0264072
tt0089835,nm0381638,nm0095718
tt0089836,nm0722749,nm0722749
tt0089837,nm0033937,nm0722142
tt0089838,nm0610261,"nm0003141,nm0610261"
tt0089839,nm0101055,"nm0593370,nm0781896,nm0921023"
tt0089840,nm0696309,"nm0783544,nm0859580"
tt0089841,nm0001379,"nm0174410,nm0730027"
tt0089843,nm0085457,"nm0672150,nm0402811"
tt0089844,"nm0130706,nm0098208",nm0411585
tt0089845,nm0682859,"nm0682859,nm0752275,nm0014770"
tt0089846,nm0411178,"nm0411178,nm0411240"
tt0089847,nm0322785,"nm0322785,nm1146362"
tt0089848,nm0493764,"nm0493764,nm0503317"
tt0089849,nm0749914,nm0749914
tt0089850,nm0162013,"nm0090712,nm0162013"
tt0089851,nm0645661,nm0453658
tt0089852,nm1000159,"nm1000159,nm0301310"
tt0089853,nm0000095,nm0000095
tt0089854,nm0939351,nm2860482
tt0089855,nm0791543,"nm0015303,nm0158503,nm0791543"
tt0089856,nm0052677,\N
tt0089857,nm0480649,nm0904583
tt0089860,nm0222545,"nm0068914,nm0222545,nm0222553"
tt0089861,nm0155642,"nm1954311,nm3074670"
tt0089862,nm0723912,"nm3588243,nm0723912,nm1639988"
tt0089863,nm0946878,"nm5535183,nm0874683,nm0906413"
tt0089864,nm0955392,"nm0955388,nm0955392"
tt0089865,nm0950759,"nm1852162,nm3175822,nm3144179"
tt0089866,nm0945981,"nm0160883,nm0396284,nm0945981"
tt0089867,nm0503793,"nm0283109,nm0321003,nm0503793"
tt0089869,nm0614276,"nm0365532,nm0046326,nm0492649,nm0683578"
tt0089870,nm0744185,"nm0208086,nm0744185,nm0769121,nm0797197"
tt0089871,nm0654839,nm0654839
tt0089873,nm0936464,\N
tt0089874,nm0737400,"nm0017956,nm0469893"
tt0089875,nm0069118,"nm0069118,nm0072329,nm1309573,nm0487436"
tt0089876,nm0595752,"nm0211160,nm0595752"
tt0089877,"nm0223403,nm0944760","nm0150058,nm0169438"
tt0089878,nm0736748,"nm0637335,nm0613082,nm0309128,nm0736748"
tt0089879,nm0765904,"nm0324819,nm0765904"
tt0089880,nm0181902,"nm0606251,nm0418883,nm0000230,nm0000116"
tt0089881,nm0000041,"nm0000041,nm0644823,nm0406836,nm0000636"
tt0089882,nm0037790,nm0386487
tt0089883,nm0797854,"nm0295133,nm0514880"
tt0089884,"nm1388188,nm0149877","nm4060826,nm0149877,nm1248673"
tt0089885,nm0002340,"nm0522454,nm0660016,nm0635920,nm0002340"
tt0089886,nm0004838,"nm0411477,nm0698493,nm0868242"
tt0089887,nm0505697,nm0506841
tt0089888,nm0420924,"nm0420924,nm0378507,nm0804440,nm1885165"
tt0089889,nm0366314,nm0351919
tt0089890,nm0654839,"nm0090625,nm0654839"
tt0089891,nm0806293,"nm0469104,nm0806293"
tt0089892,"nm0171720,nm0003204","nm0171720,nm0238470"
tt0089893,nm0281507,"nm0397574,nm0264088,nm0292129,nm0859471,nm0934817"
tt0089894,nm0353448,nm0524172
tt0089895,nm0563146,nm0167902
tt0089896,nm0057003,"nm0057003,nm0244525,nm0326852,nm0423631"
tt0089897,nm0586331,nm0586331
tt0089899,nm0003735,nm0003735
tt0089900,nm0547876,"nm0112316,nm0254727"
tt0089901,nm0357891,"nm0764592,nm0614775,nm0228970,nm0357891"
tt0089902,nm0029242,"nm0029242,nm0000801"
tt0089903,nm0702297,"nm0702297,nm0909767"
tt0089904,nm0001355,nm0242210
tt0089905,nm0798647,"nm1818179,nm0798647"
tt0089907,nm0639321,"nm0723248,nm0751652,nm0834183,nm0639321"
tt0089908,nm0004555,"nm0004555,nm0219456,nm0000875"
tt0089909,nm0203919,nm0203919
tt0089910,nm0936358,nm0747830
tt0089911,nm0518579,"nm1175641,nm0518579"
tt0089912,nm0274488,"nm0274488,nm0509060"
tt0089913,nm0399853,nm0226889
tt0089914,nm0701687,"nm0034999,nm0701687,nm0784139"
tt0089915,nm0555616,"nm0169334,nm0555616"
tt0089916,nm0950465,"nm0134884,nm0910704"
tt0089917,nm0496928,"nm0497412,nm0154257"
tt0089918,nm0089690,nm0001640
tt0089919,nm0449492,"nm0449492,nm0526120"
tt0089920,nm0259589,nm0253544
tt0089921,nm0874761,\N
tt0089922,nm0507036,nm0344049
tt0089923,nm0092543,"nm0092543,nm0379445"
tt0089924,nm0861464,nm0197651
tt0089925,"nm0188589,nm0360324","nm0092809,nm0420924,nm0462981,nm0606179"
tt0089927,nm0000230,nm0000230
tt0089928,nm0749662,nm0897302
tt0089929,nm0956022,"nm0264686,nm0436687,nm0956022"
tt0089930,nm0413459,"nm0413459,nm0289696"
tt0089931,nm0467732,nm0070086
tt0089932,nm0164196,nm0941762
tt0089933,nm0286578,"nm0286578,nm0844634"
tt0089934,nm0512501,"nm0512501,nm0938512"
tt0089935,nm0891580,nm0891580
tt0089936,nm0322894,"nm0322894,nm0435417"
tt0089937,nm0442455,"nm0019604,nm0442454,nm0442455,nm0904901"
tt0089938,nm0958318,"nm0958318,nm0771535"
tt0089939,nm0350168,"nm0350168,nm0494679"
tt0089940,nm1050599,"nm0847186,nm0437498"
tt0089941,nm0464846,"nm0000041,nm0587429,nm0956928,nm0120483,nm0452878,nm0644823"
tt0089942,nm0624317,nm0624317
tt0089943,"nm0840671,nm0948927","nm0700578,nm0881576,nm0649033,nm0258268"
tt0089944,nm0587669,nm0679717
tt0089945,nm0933505,nm0933505
tt0089946,nm0079244,"nm0005639,nm0079244,nm0379586,nm0784139"
tt0089947,nm0126864,\N
tt0089948,nm0008150,nm0008150
tt0089949,nm0541244,nm0945528
tt0089950,nm0001929,"nm0002191,nm0001929"
tt0089951,nm0938352,nm0856912
tt0089952,nm0304356,"nm0080432,nm0430799,nm1661901"
tt0089954,nm0659609,nm0959106
tt0089955,nm0937511,nm0937511
tt0089957,nm0080080,"nm0080080,nm0251893"
tt0089958,nm0443875,"nm0443875,nm0767500"
tt0089959,nm0899649,\N
tt0089960,nm0889513,nm0889513
tt0089961,nm0844358,"nm0628058,nm0628174"
tt0089963,nm0637726,"nm0031301,nm0089205"
tt0089964,nm0138609,"nm0138609,nm0867047,nm0140296,nm0158457,nm0611652"
tt0089966,nm0723629,nm0734911
tt0089967,nm0492006,"nm0492006,nm0315786"
tt0089969,nm0618176,"nm0726219,nm0278895"
tt0089972,nm0542524,"nm0359734,nm0542524,nm0637238"
tt0089973,nm0579954,"nm0121113,nm0293801,nm0908624"
tt0089974,nm0390929,nm0046394
tt0089975,nm0753957,"nm0753957,nm0351439"
tt0089976,nm0007180,nm0007180
tt0089977,nm0432040,"nm0081329,nm0312404,nm0432040"
tt0089980,nm0811345,\N
tt0089981,nm0339264,"nm0467942,nm0339264"
tt0089983,nm0852279,"nm0062136,nm0827839"
tt0089984,"nm0295209,nm0483726,nm0434172,nm0715319,nm0923252","nm0228489,nm0287482"
tt0089986,nm0293197,nm0138706
tt0089987,nm0078233,"nm0078233,nm0148437"
tt0089988,nm0613498,nm0794039
tt0089989,nm0699591,"nm0820011,nm0358353,nm0473252"
tt0089990,nm0755032,\N
tt0089991,nm0072025,"nm0000807,nm0056192,nm0175991"
tt0089992,nm0884547,"nm0315786,nm0547907,nm0738247,nm0884547"
tt0089993,"nm0711392,nm0381295",nm1313042
tt0089994,nm0477129,"nm0312076,nm0294440"
tt0089995,nm0793835,nm0453362
tt0089996,nm0160900,"nm4863266,nm0947318"
tt0089997,nm0270376,"nm0077068,nm0270376"
tt0089998,nm0849648,"nm0047323,nm0849648"
tt0089999,nm0584811,"nm0584811,nm3486554"
tt0090001,nm0950970,nm0009117
tt0090002,nm0954846,"nm0508342,nm0943150"
tt0090003,nm0767697,nm0934154
tt0090004,nm0425540,"nm0118341,nm0425540,nm0004976"
tt0090005,nm0832087,"nm0629933,nm0832087"
tt0090006,nm0607093,"nm0467942,nm0288847,nm0607093,nm0307912,nm0753147"
tt0090007,"nm0061792,nm1172472",\N
tt0090008,nm0410769,"nm0270040,nm0254531,nm0384173"
tt0090009,nm0383605,"nm0383605,nm0353584"
tt0090010,nm0945146,nm0222384
tt0090011,nm0161205,nm0874683
tt0090012,nm0502987,"nm4717480,nm0795511"
tt0090013,nm0514905,"nm1022277,nm0399065"
tt0090015,nm0487351,\N
tt0090016,nm0733133,nm0145781
tt0090018,nm0772018,"nm0433086,nm0772018"
tt0090019,nm0287821,"nm0253652,nm0548903,nm0287821,nm0014104"
tt0090020,nm0588964,nm0111294
tt0090021,nm0003733,nm0000175
tt0090022,nm0001410,"nm0001410,nm0440461"
tt0090023,nm0694411,"nm0690854,nm0694411"
tt0090024,nm0499777,"nm0405350,nm0499777,nm0700376"
tt0090025,nm0921464,"nm8129803,nm0318655"
tt0090026,"nm0743553,nm0743515",nm0743515
tt0090027,nm0418724,\N
tt0090028,nm0004501,"nm0639306,nm0836767,nm0004501"
tt0090029,nm0755075,"nm0556490,nm0866957,nm0755075,nm1388129"
tt0090030,nm0589498,nm0589498
tt0090031,nm0543647,"nm2813720,nm0543647"
