tconst,directors,writers
tt0179029,"nm0539354,nm0567345,nm0564260,nm0512052,nm0528308,nm0448225,nm0003557,nm0567680,nm0685923,nm0907761","nm0017301,nm0082772,nm0796097,nm0125777,nm0359438,nm0875740,nm1163977,nm0611912,nm0856657,nm0777354,nm0622217"
tt0179030,nm0354691,\N
tt0179032,nm0208711,nm0099329
tt0179033,"nm0681739,nm0449871,nm1557603,nm0170728,nm2977398,nm2744919,nm0544340,nm2713770,nm0011225,nm0164645,nm4028940,nm0365602,nm0603277,nm1171086,nm0357906,nm0531997,nm0632373,nm0636290,nm4643957,nm5298631","nm0011718,nm0014896,nm0036349,nm4641113,nm0189838,nm1516030,nm0236462,nm0329587,nm1083021,nm2377878,nm0607721,nm1082425,nm1726535,nm0843391,nm0865785,nm0934360"
tt0179034,"nm0855629,nm0672148,nm0429535,nm0095871,nm0776931,nm0631352,nm0388608,nm0106620,nm0943404,nm0007071,nm0929621,nm0002848,nm0770445,nm0474233,nm0002168,nm0776932,nm1963464,nm0631590","nm0631590,nm0826271,nm0376849,nm0414547,nm1691936,nm0388608,nm0462773,nm0218165,nm1644592,nm0740769,nm0256778,nm1785773,nm3144382,nm3017465,nm0095442,nm3250922,nm0888045,nm0778146,nm0900689,nm1089127,nm2088418,nm3263948,nm0825347,nm2398282,nm1802445,nm0880897"
tt0179035,nm0259474,"nm2526382,nm1287113,nm0259474,nm0311590,nm1646531"
tt0179036,"nm2192191,nm0262598","nm1049468,nm0991355,nm0368614,nm0760498"
tt0179040,nm0074615,nm0754342
tt0179042,"nm0871541,nm0552401,nm0343622,nm0274179,nm1010949,nm0390822,nm0552517","nm0918217,nm0290523,nm0112499,nm2482988,nm0783889,nm0946944,nm0534115,nm7612084,nm0047334,nm0384032,nm0401235,nm1011367,nm0631544,nm0736538,nm1206719,nm0123891,nm2392845,nm7876715,nm1017021,nm4074609,nm0832526,nm6349912,nm0950956"
tt0179044,"nm0144353,nm0543809,nm0068135,nm0332985,nm0512327",\N
tt0179047,nm2945874,nm0386810
tt0179050,"nm0140617,nm0617042,nm0178000,nm0551953,nm0398185,nm0939917",\N
tt0179051,nm0070436,"nm0793455,nm0900327"
tt0179055,"nm0138606,nm2105023,nm0738610,nm2555303,nm1068809,nm2385721,nm0217290,nm0333814,nm0543180","nm0267451,nm0269387,nm1014826,nm1546036,nm1147448,nm0050964,nm1144900,nm0147604,nm1062070,nm1145043,nm1147456,nm1145373,nm0664331,nm1146047,nm1802782,nm0727349"
tt0179056,nm0470168,"nm0969169,nm4526961,nm4526828,nm0753955,nm6599056"
tt0179057,nm0259474,"nm2125601,nm0315181"
tt0179058,nm0375984,nm0375984
tt0179060,nm0513754,"nm0525973,nm0630706"
tt0179061,"nm0604470,nm0687238,nm0456110,nm4550367","nm1121448,nm0727119,nm0529055,nm0256821,nm0593371,nm0841589,nm0278031"
tt0179062,nm1398106,"nm0887484,nm1943830"
tt0179063,nm0114976,"nm0271882,nm0114976,nm0758152"
tt0179064,nm0628757,nm0789966
tt0179065,nm0423660,\N
tt0179066,nm0043622,"nm0647055,nm0321368,nm0302055"
tt0179067,nm0259929,"nm0275492,nm1091785,nm0043959"
tt0179068,nm0137664,nm0762443
tt0179070,nm0860078,"nm0234893,nm0860078"
tt0179071,nm0034681,"nm5254340,nm0034681"
tt0179072,"nm0469739,nm0734231,nm0597689,nm0824471,nm0035630",\N
tt0179073,nm0659670,"nm0280674,nm0659670"
tt0179074,"nm0400436,nm0400441",\N
tt0179075,nm0078016,"nm0058091,nm0078016,nm0245213,nm0634112,nm0888676"
tt0179077,nm1201784,\N
tt0179080,nm0684006,"nm0337249,nm0684006,nm1264071"
tt0179083,nm0888342,nm0888342
tt0179085,nm0239877,"nm0677601,nm0767163"
tt0179086,nm0043622,"nm0043622,nm1203384"
tt0179088,\N,"nm0307803,nm0515908"
tt0179089,nm0239877,"nm0077056,nm0545401,nm1008389"
tt0179091,nm0185063,nm0185063
tt0179092,nm0478303,"nm0321003,nm0767163"
tt0179094,"nm0158986,nm0802563","nm0022495,nm0158986,nm0381557,nm0509510,nm0687402"
tt0179096,nm0693398,"nm0136232,nm0137469,nm0896110"
tt0179097,nm0498877,"nm0498877,nm0660718"
tt0179098,nm0797869,nm0797869
tt0179099,nm0053755,nm0053755
tt0179100,nm0944387,nm0944387
tt0179101,nm1212040,"nm0088137,nm0860700"
tt0179102,nm0065663,nm0065663
tt0179103,\N,\N
tt0179104,nm0674261,"nm8968876,nm0674261"
tt0179105,\N,\N
tt0179106,nm0927916,nm0058558
tt0179107,nm0001845,"nm0332184,nm0507097,nm0587692"
tt0179108,nm0610712,nm0001977
tt0179110,nm0156520,nm0492288
tt0179111,nm0336093,nm0336093
tt0179112,nm0051935,"nm0051935,nm3790017"
tt0179115,nm0216969,nm0216969
tt0179116,nm0044803,"nm0677048,nm0044803"
tt0179117,nm0154891,nm1396571
tt0179120,nm0000465,\N
tt0179121,nm0043622,"nm0043622,nm0900473"
tt0179123,"nm0655230,nm0024658,nm0024659",nm0915188
tt0179128,"nm0167570,nm1329871,nm0003289,nm0024554,nm0470323,nm0872316,nm0913453","nm1509361,nm1656281,nm0798875,nm1723262,nm0470323,nm1844877"
tt0179131,\N,\N
tt0179137,nm0129028,"nm0129028,nm0232931"
tt0179138,nm0320261,"nm0309479,nm0320261"
tt0179140,nm0357816,"nm0357816,nm0811525"
tt0179144,nm0908084,"nm0309882,nm0908084"
tt0179145,nm0191043,nm0191043
tt0179147,nm0342489,"nm0569619,nm0342489,nm0911441"
tt0179148,nm0215123,"nm0948461,nm0043334"
tt0179153,nm0080761,nm0080761
tt0179154,nm0889049,"nm0628285,nm0889049"
tt0179155,nm0700299,"nm0667628,nm0700299,nm1228967"
tt0179157,nm0311057,nm0311057
tt0179161,nm0056334,"nm0320824,nm0051304"
tt0179162,nm0043622,"nm1226972,nm1229350"
tt0179163,nm0073701,\N
tt0179164,nm0655230,\N
tt0179167,nm0545701,nm0545701
tt0179170,nm0000853,"nm0000853,nm0194645,nm0225935,nm0714280,nm0785477"
tt0179171,nm0120759,\N
tt0179174,nm0016263,"nm0016263,nm0148437"
tt0179175,nm0927407,"nm0056015,nm0927407"
tt0179177,nm1986229,nm1986229
tt0179178,nm0286900,\N
tt0179182,nm0001707,nm0001707
tt0179183,nm0614276,"nm0270686,nm0624639,nm0282472,nm0236474"
tt0179184,nm0912238,nm0912238
tt0179185,nm0220274,nm0220274
tt0179186,nm0407941,nm0407941
tt0179189,nm0466793,"nm0094288,nm0466793"
tt0179191,"nm0514057,nm0297141",nm3220563
tt0179193,nm0550892,nm0377958
tt0179196,"nm0691497,nm0593986","nm0593986,nm0691497"
tt0179199,nm0227661,\N
tt0179201,nm0043622,nm0848047
tt0179202,nm0500988,nm0500988
tt0179205,"nm0069986,nm0627295",\N
tt0179206,nm0720668,"nm0140643,nm0709144,nm0720668,nm0211142"
tt0179208,nm0013106,nm0720876
tt0179209,nm0853028,nm1056755
tt0179210,nm0823884,nm0823884
tt0179211,nm0651150,nm0651150
tt0179212,nm0000419,nm0000419
tt0179213,nm0000419,nm0000419
tt0179214,nm0000419,nm0000419
tt0179215,nm0000419,nm0000419
tt0179216,nm0000419,nm0000419
tt0179217,nm0000419,nm0000419
tt0179218,nm0419627,nm0419627
tt0179219,nm0500609,"nm0500609,nm0364468"
tt0179220,"nm0737276,nm0819194",\N
tt0179221,nm0172485,"nm0707213,nm0857332"
tt0179222,\N,\N
tt0179223,nm0340767,nm0034860
tt0179224,nm0249728,"nm0085035,nm0249728,nm0862444"
tt0179225,nm0285610,"nm0285610,nm0580309"
tt0179227,nm0684175,"nm0144652,nm0684175"
tt0179232,nm0346297,"nm0290050,nm0346297,nm0332417"
tt0179236,nm0097738,nm0097738
tt0179237,nm0024836,"nm0024836,nm0000934,nm0141122"
tt0179240,"nm0043622,nm0140241,nm0288408",nm0181217
tt0179242,nm0785968,"nm1341734,nm1114761,nm0785968"
tt0179243,nm0034681,nm0315800
tt0179244,nm0048158,nm0521617
tt0179246,nm0057634,nm0057634
tt0179247,nm0120395,nm0120395
tt0179248,nm0043622,"nm0043622,nm0900473"
tt0179249,nm0285946,"nm0255371,nm0191838,nm0636060"
tt0179250,nm0612244,nm0240952
tt0179251,\N,\N
tt0179252,nm1216028,\N
tt0179254,nm0042887,nm0909767
tt0179271,nm0949722,nm0949722
tt0179272,nm0744575,nm0744575
tt0179274,nm0347728,nm0876561
tt0179275,nm0051935,"nm0051935,nm13301413"
tt0179276,nm0249892,nm0249892
tt0179279,nm0826917,\N
tt0179280,nm0576183,nm0175535
tt0179281,nm1051467,nm1051492
tt0179282,nm0045623,"nm0045623,nm0655849,nm0901780"
tt0179283,nm0249892,\N
tt0179285,nm0184722,nm0193721
tt0179286,nm0511107,\N
tt0179288,nm0397184,\N
tt0179289,nm0397184,nm0938199
tt0179290,nm0044715,nm0044715
tt0179291,nm0094217,\N
tt0179292,nm0289245,nm0193721
tt0179294,nm0289245,nm0193721
tt0179295,nm0446178,\N
tt0179297,nm0718384,\N
tt0179298,nm0745074,nm0745074
tt0179302,nm0511107,nm0722551
tt0179303,nm0185955,nm0919090
tt0179304,nm0690642,nm0690642
tt0179307,nm0629242,nm0669154
tt0179308,nm0682906,nm0682906
tt0179309,nm0408867,nm0408867
tt0179312,\N,nm0193721
tt0179318,nm0861931,\N
tt0179319,nm0249892,nm0249892
tt0179323,nm0787917,nm0739017
tt0179325,nm0755509,"nm0324690,nm0755509"
tt0179327,nm0876499,\N
tt0179328,nm0359870,"nm0190820,nm0359870,nm0389348"
tt0179329,nm0606076,nm0606076
tt0179330,nm0198790,\N
tt0179334,nm0083608,"nm0000590,nm0615181"
tt0179335,nm4623523,\N
tt0179338,nm0043953,nm0043953
tt0179344,nm0411654,"nm0426848,nm0866355"
tt0179345,nm0655230,\N
tt0179346,nm0826917,\N
tt0179347,nm0249982,nm0249982
tt0179348,nm0249982,nm0249982
tt0179350,nm0853374,\N
tt0179354,nm0139418,\N
tt0179358,nm0426452,nm0101557
tt0179359,nm0497961,"nm0414669,nm0497961,nm0870259"
tt0179360,"nm0921931,nm0199027",nm0199027
tt0179363,nm0258007,\N
tt0179364,nm0241636,nm0241636
tt0179365,nm0241636,nm0241636
tt0179369,nm0826533,\N
tt0179371,nm0043622,"nm0043622,nm0321368,nm0647055"
tt0179376,nm0068871,\N
tt0179378,nm0655230,"nm0031080,nm0655230,nm0102027"
tt0179381,nm0576183,nm0175535
tt0179382,nm0367230,nm0367230
tt0179383,nm0217134,\N
tt0179384,nm0842830,nm0496461
tt0179385,nm0017885,nm0017885
tt0179389,nm0889513,nm0889513
tt0179390,nm0289245,nm0193721
tt0179392,"nm0289245,nm0272024","nm0193721,nm0272024"
tt0179393,nm0134536,nm0134536
tt0179396,nm0316462,nm0316462
tt0179398,nm0094217,nm2041514
tt0179400,nm0002278,nm0002278
tt0179405,nm0685515,nm0685515
tt0179407,nm0340533,\N
tt0179408,nm0347086,nm0347086
tt0179409,nm0532160,nm0532160
tt0179410,nm0217134,nm0217134
tt0179411,nm0289245,nm0193721
tt0179412,nm0362065,nm15137831
tt0179417,nm0249892,nm0398850
tt0179418,nm0241636,nm0241636
tt0179421,nm0383872,"nm0383872,nm0778158"
tt0179422,nm0594147,nm0594147
tt0179423,nm2589506,nm2589506
tt0179424,nm0736921,\N
tt0179426,nm8013808,\N
tt0179427,nm0176098,nm1618205
tt0179428,nm0249892,nm0003891
tt0179429,nm0043622,"nm0647055,nm0681984"
tt0179431,nm0289245,nm0193721
tt0179433,nm0258007,\N
tt0179434,nm0655230,nm0655230
tt0179435,nm0301903,nm0403477
tt0179436,nm0005113,\N
tt0179443,nm0858782,nm0369950
tt0179444,nm0008999,nm0225458
tt0179445,nm0038213,"nm0038213,nm0679202"
tt0179446,\N,\N
tt0179452,nm0054219,nm0054219
tt0179453,nm0130706,"nm2661768,nm7212193"
tt0179455,nm0002491,nm0002491
tt0179458,nm0267740,"nm0267740,nm4599207"
tt0179460,nm0077867,nm0077867
tt0179461,nm0259929,"nm0383740,nm0790622"
tt0179462,\N,\N
tt0179463,nm0741128,"nm0116677,nm0700355,nm0741128"
tt0179464,nm0176098,"nm1203486,nm0659205"
tt0179466,nm0137664,nm0975299
tt0179468,nm0043622,nm0895620
tt0179471,nm0143552,nm0143552
tt0179473,nm0948267,"nm0948267,nm0352518,nm0271337,nm0077923"
tt0179475,nm0268513,"nm0268513,nm0364689"
tt0179476,nm0696376,nm0696376
tt0179477,nm0382776,"nm0345593,nm0557737"
tt0179479,nm0572240,\N
tt0179482,nm0341001,nm0399560
tt0179483,nm0917076,nm0921557
tt0179484,\N,\N
tt0179487,nm0002199,\N
tt0179489,nm0163229,\N
tt0179490,"nm0310802,nm0760733","nm0310802,nm0760733"
tt0179491,nm0579780,\N
tt0179492,nm0138893,"nm0138893,nm0797575,nm0799442"
tt0179493,nm0062463,"nm0062463,nm0871785"
tt0179494,nm0901229,"nm0647838,nm0748858"
tt0179495,nm0211108,\N
tt0179496,nm0412649,nm0412649
tt0179498,nm0092220,\N
tt0179500,\N,"nm0916914,nm0375984"
tt0179501,nm0376048,nm0834529
tt0179503,nm0749813,nm0814977
tt0179504,nm0346310,"nm0102664,nm0144689,nm0558239,nm0595063"
tt0179505,nm0655230,nm0036313
tt0179506,nm0414249,nm0434699
tt0179508,nm0845235,"nm0190773,nm0311179,nm0477757"
tt0179509,nm0353592,"nm0242877,nm0353592,nm0392510"
tt0179510,nm0595657,"nm0496883,nm0765485"
tt0179522,nm0730018,"nm0730018,nm0907778"
tt0179524,nm0161152,nm0161152
tt0179526,nm0781268,"nm0781268,nm0279415"
tt0179533,nm0342622,"nm0396876,nm0340719"
tt0179535,nm0617153,nm0617153
tt0179543,nm0259929,"nm0043959,nm1101333"
tt0179544,nm0418697,nm0418697
tt0179545,nm0812150,"nm0025270,nm1209859,nm0350937"
tt0179546,nm0674261,"nm0674261,nm2849361"
tt0179547,nm0016465,nm0016465
tt0179548,nm0514816,"nm0407971,nm0791084,nm0891553"
tt0179551,nm0675068,"nm0001986,nm0675052"
tt0179552,nm0076558,"nm1121858,nm0059551,nm1227012,nm0112542,nm4038217,nm1740517,nm0378960,nm1159731,nm2419540,nm2098374,nm1044464,nm1738750,nm2351178,nm0753651,nm0759128,nm4482043,nm2642239,nm0808523,nm1965374"
tt0179553,\N,"nm9600961,nm0005484"
tt0179555,\N,"nm0084225,nm1104513"
tt0179556,nm0414505,"nm0001402,nm0779170,nm1059532,nm1379817,nm1135023,nm1986243,nm0774927,nm0092736,nm0224851,nm0562007,nm0766558,nm1161923,nm2688290,nm0886456,nm2925521"
tt0179558,"nm0196279,nm0047278,nm0603756,nm0968916,nm1040821","nm2027926,nm0487548,nm0540695,nm1090675,nm0412721,nm1044464,nm1455102,nm1129327,nm0330820,nm2802104,nm1044422,nm1044423,nm1040467,nm2938563,nm0769887,nm0298077,nm2938329,nm1040177,nm0034860,nm0047278,nm0084225,nm1104513,nm2938100,nm0674902,nm1793967,nm1104038,nm0429115,nm0326490,nm0326491,nm1131488,nm1991806,nm0556829,nm0997691,nm1093722,nm1994926,nm2867216"
tt0179560,nm0263152,nm0000402
tt0179561,\N,\N
tt0179562,"nm9898478,nm0263281","nm6255174,nm10614475,nm9898477"
tt0179563,"nm0704716,nm0701687,nm0739298,nm0844794","nm8870440,nm0488613,nm1004771,nm0704716,nm0717589,nm0739298,nm4550509,nm0844794"
tt0179565,nm0287931,nm0896098
tt0179566,"nm0107757,nm0022750",\N
tt0179569,"nm0727141,nm0403597","nm0025726,nm0131698,nm1130314,nm0907929"
tt0179572,nm0539516,"nm1104038,nm0287482,nm2010164,nm0790666,nm0791269,nm0969722,nm0602922"
tt0179573,nm0779641,"nm0011814,nm0099618,nm0968414,nm0277839,nm0288848,nm2197742,nm0366549,nm3534901,nm0670339,nm0748056,nm0771627,nm0818009,nm0887455,nm0918826"
tt0179574,nm0475691,"nm0359584,nm1056287"
tt0179575,"nm0691892,nm0493948","nm0691892,nm0621155,nm0173073,nm0712244,nm0778638,nm1045307,nm0110292,nm0551431,nm0014513,nm1371376"
tt0179576,nm0320592,"nm0264420,nm0320592,nm0549592,nm0869125"
tt0179577,nm0546672,"nm0144677,nm0207772,nm0829044"
tt0179578,\N,\N
tt0179579,\N,\N
tt0179580,nm0377586,"nm0377586,nm0585701"
tt0179581,nm0757258,"nm2345740,nm0299765,nm0757258"
tt0179582,\N,\N
tt0179584,\N,"nm0566332,nm0540134,nm0121702,nm0150140,nm0057642"
tt0179585,nm0095080,"nm0630971,nm0814008"
tt0179588,nm0474290,"nm1114232,nm0543211,nm0558049,nm1311582"
tt0179589,nm0128764,"nm0955056,nm0294697,nm1493052"
tt0179590,"nm0351918,nm0679013,nm0336139,nm0004573,nm0288635,nm0437356,nm0329574","nm0655499,nm0068853,nm0288996,nm0213991,nm0771686,nm0485719,nm0168355,nm0168356,nm0272045,nm0325825,nm0484479,nm0677744,nm0931555,nm1209711,nm0472197,nm0608962,nm0663763,nm0001603,nm0696190,nm0700804,nm0138704,nm0186918,nm0089286,nm0501694,nm0875746"
tt0179592,"nm0368906,nm0214808,nm0923298","nm1129619,nm1130037,nm0677215,nm0880204,nm2284171,nm0465827,nm0558425,nm0609600,nm1009644,nm0744793,nm2551995,nm1115317,nm1147326,nm1096706"
tt0179596,"nm0123746,nm1206521,nm2999898","nm4271759,nm1076632,nm0444395,nm0547850,nm0561041,nm0581689"
tt0179597,nm0104068,"nm0806973,nm0474212,nm0385426,nm1455102,nm1219621,nm1084729,nm1025917,nm0791269,nm2867216,nm1672115,nm1663992,nm0675898"
tt0179598,"nm0863254,nm0569955","nm0411445,nm0277581,nm0613084"
tt0179599,nm0868932,"nm0006872,nm0258714,nm1083852"
tt0179604,nm0088705,"nm3169708,nm1129619,nm2284171,nm2362423,nm0328912,nm0385922,nm0394447,nm1130037,nm5021248,nm1504566,nm0591741,nm0677215,nm1025088,nm0722486,nm1429433,nm2551995,nm1115317"
tt0179609,nm2802968,nm2802968
tt0179610,nm0693376,"nm0171528,nm0693376,nm1526206,nm0795084,nm3098785,nm0326490,nm0135059,nm0186897,nm1040177,nm0429115,nm1129327,nm1003939,nm2419673,nm0034860,nm0480879,nm0728183,nm0840939,nm0923303"
tt0179614,"nm0292545,nm0507563,nm0429033,nm0835786,nm0065701",\N
tt0179615,"nm0273161,nm1640501",nm0611193
tt0179617,\N,"nm0917258,nm0949908"
tt0179618,"nm0492951,nm0595428,nm0676345,nm0623292,nm0776720,nm1692262,nm0688913,nm0824655,nm0188014,nm0074723,nm1134050,nm0058762,nm0732989,nm0893358,nm0793827,nm2926505,nm0790723,nm3190931,nm0828970,nm0446063,nm0585086,nm0696375,nm1503373,nm0895347","nm0582250,nm0649866,nm0074723,nm0647961,nm6910388,nm0595428,nm0262494,nm0492951,nm1134050,nm0446063,nm0676345,nm2463003,nm0623292,nm0776720,nm1692262,nm0688913,nm0688914,nm0824655,nm0188014,nm0058762,nm0462269,nm0732989,nm0893358,nm0793827,nm0189359,nm2926505,nm0450809,nm0790723,nm3190931,nm0828970,nm0842468,nm0585086,nm1046359,nm0696375,nm1503373,nm0895347"
tt0179620,"nm0263281,nm0422484","nm9030609,nm10209326,nm0795971,nm0915590"
tt0179621,"nm7104925,nm1063698,nm7290397,nm1063192,nm1063107,nm0348188,nm0801016,nm1637830","nm12868224,nm7104925,nm9614210,nm6709135,nm0946805,nm1636244,nm0055979,nm0454173,nm0574211"
tt0179622,\N,nm0770158
tt0179623,nm0286394,nm0526453
tt0179624,nm0941457,\N
tt0179626,nm0381273,nm0381273
tt0179630,nm0124571,nm0124571
tt0179631,nm0188547,\N
tt0179632,nm0070262,"nm0070262,nm1223577,nm0195660"
tt0179634,nm0757157,nm0757157
tt0179635,nm0057767,nm0098427
tt0179637,nm0180119,\N
tt0179638,\N,nm0652676
tt0179641,"nm0230695,nm0720297,nm0745541",nm0350722
tt0179646,\N,\N
tt0179647,"nm0268063,nm0458809","nm0268063,nm0458809"
tt0179649,nm0301846,\N
tt0179651,nm0318970,nm2433889
tt0179653,nm0250627,nm0250627
tt0179657,"nm0129658,nm0211129","nm0129658,nm0269282,nm0673037,nm0821411"
tt0179658,nm0812958,"nm0515651,nm0535796,nm0539451,nm0812958"
tt0179659,nm0849416,nm0420538
tt0179661,nm0386570,"nm0354476,nm0608524"
tt0179662,nm0235113,\N
tt0179664,"nm0661038,nm0310449","nm0273217,nm1082002,nm0661038"
tt0179665,nm0009685,nm0009685
tt0179666,nm0012744,"nm0012744,nm1029655"
tt0179667,nm0661038,"nm0649651,nm0350926,nm0661038"
tt0179668,\N,\N
tt0179669,nm2202552,"nm2105829,nm2179179,nm2202552"
tt0179670,nm0636952,"nm0202784,nm0636952,nm0675795"
tt0179672,nm0609571,"nm0598812,nm1082002,nm1187866"
tt0179673,nm0590525,"nm0410666,nm0590525"
tt0179675,nm0620929,nm0620929
tt0179676,nm0766191,"nm0002133,nm0379759"
tt0179677,nm0298862,"nm0036331,nm0298862,nm0907756"
tt0179679,nm0310670,"nm0310670,nm0636952"
tt0179681,nm0315298,nm0004050
tt0179682,nm0143499,"nm2664557,nm1040177,nm0429115"
tt0179684,nm0148182,nm0148182
tt0179685,nm0620929,nm0620929
tt0179686,"nm0080056,nm0084204",nm0799403
tt0179687,nm0198855,"nm8110939,nm0287181,nm0198855,nm0705823"
tt0179689,nm0690894,nm0690894
tt0179694,\N,\N
tt0179696,nm0662717,nm0662717
tt0179699,"nm1208260,nm1369055","nm0127917,nm1145257,nm1437171,nm9509826,nm1345879,nm9509827,nm9509828,nm7298818,nm1091629"
tt0179700,nm0603217,"nm0273217,nm0515651,nm0539451"
tt0179701,nm0831227,nm0229323
tt0179702,nm0602454,"nm0357121,nm0546075"
tt0179705,nm0350947,"nm0017855,nm0350947,nm0747739"
tt0179707,nm0102424,"nm0671776,nm0070262,nm0102424,nm0637183"
tt0179708,nm0757157,nm0757157
tt0179710,nm2668323,nm3783169
tt0179712,nm0057767,nm0057767
tt0179715,"nm0672791,nm0433034,nm0372198,nm0777196,nm0781554","nm0262494,nm0313471,nm0059949,nm0005131"
tt0179719,"nm0616459,nm0548071","nm0145713,nm0260941,nm0273348,nm0616459"
tt0179721,nm0620929,"nm0822384,nm0904235"
tt0179722,nm0335519,nm0454312
tt0179723,nm0083783,"nm0533552,nm14967842"
tt0179724,nm0800077,"nm0800077,nm0329919"
tt0179726,nm0181530,"nm0010144,nm0181530,nm0692180,nm0763126,nm0889588"
