tconst,directors,writers
tt0043158,nm0439290,nm0374057
tt0043159,nm0455839,"nm0455839,nm0457218,nm0633792"
tt0043161,nm0295901,"nm0077943,nm0147778,nm0658071"
tt0043162,nm0952737,"nm0953790,nm0147599,nm0104329,nm0264420,nm0419986,nm0608491"
tt0043163,"nm0671177,nm0260322","nm0032719,nm0328013,nm0674518"
tt0043164,nm0344927,"nm0561067,nm0488435,nm0884152"
tt0043166,nm0627438,nm0627438
tt0043167,"nm0544483,nm0660647",nm0544483
tt0043168,nm0675536,\N
tt0043169,"nm0004573,nm0484645,nm0257638,nm0285831,nm0791097,nm0516093,nm0008999,nm0332330","nm0794088,nm0852338,nm0911698,nm0707213,nm0629237,nm0293955,nm0769653,nm0866572,nm0337914,nm0640784,nm0044831,nm0916956,nm0746473,nm0837145,nm0355963,nm0191885"
tt0043170,"nm0567757,nm0064415,nm0946391,nm0003422,nm0058191,nm0139878,nm0419282,nm0523994","nm0713523,nm0866572,nm0736276,nm0506544,nm0293955,nm0769653,nm0934281,nm0008486,nm1656238,nm1008923,nm0794088,nm0044831,nm0050678,nm0085648,nm2015582,nm0068853,nm0304321,nm0213991,nm2103496,nm0119378,nm0482916,nm0260012,nm0817636,nm0119409,nm0228947"
tt0043175,nm0059106,"nm0180895,nm0331459,nm0743259,nm0777202,nm0175080,nm0608658,nm0814068,nm0380890,nm10818391,nm0507574,nm0437900"
tt0043178,"nm1071916,nm0343431,nm0022750,nm3734660",\N
tt0043181,nm0750818,nm7279847
tt0043182,"nm0204537,nm0004573,nm0553077,nm0128608","nm0029625,nm0068853,nm0102250,nm0155519,nm0177983,nm0186918,nm0204537,nm0223207,nm0219551,nm0227481,nm2478467,nm3799709,nm0260012,nm0340981,nm0344390,nm0358139,nm9765242,nm2478805,nm0449710,nm0526201,nm0991378,nm0700804,nm0707213,nm0724307,nm0765036,nm1008130,nm0911350,nm0925388,nm0934281,nm0938206"
tt0043183,"nm0781751,nm0018354","nm0504358,nm0027173,nm0058129,nm0067103,nm0189405,nm0642156,nm0723418,nm0886668,nm0397608,nm0651585,nm0792845,nm0209149,nm6280731,nm0914245"
tt0043184,"nm0696296,nm0548965,nm1793087,nm1095959","nm0088748,nm0531335,nm0776068"
tt0043186,"nm0176661,nm0001486","nm0146896,nm1190774,nm0764588,nm0323218,nm0432728,nm0606510,nm8336178,nm0251375,nm0371193,nm0408979,nm2664087,nm0475823,nm0721949,nm0789947,nm0152416,nm0317254,nm0185297"
tt0043189,nm0644420,"nm0504054,nm0823131"
tt0043192,"nm0926228,nm0052300,nm0277878,nm0359589,nm0377741,nm0038906,nm0790395,nm0232902,nm0072170,nm0120437,nm0923000,nm0146068,nm0013605,nm0790281,nm0200022,nm0239291","nm0036400,nm0070948,nm0103043,nm4150262,nm0107507,nm3316879,nm1039058,nm3935940,nm0002021,nm0205493,nm0233577,nm0277878,nm0312205,nm0322817,nm0334083,nm0338804,nm0345727,nm0359589,nm1491929,nm0377417,nm0381280,nm0407909,nm0410536,nm0430503,nm0437900,nm0445766,nm1045824,nm0480048,nm0548893,nm0679010,nm0679016,nm0703827,nm0706417,nm0710865,nm0005348,nm0742051,nm7180499,nm0750976,nm0775149,nm0777215,nm0788485,nm0792938,nm0795639,nm0799745,nm0807977,nm0825524,nm0838441,nm0852477,nm0870150,nm0920272,nm0920398,nm1249373,nm0941703"
tt0043194,nm0916131,"nm0916131,nm5042917,nm0608498,nm0732756,nm0186217,nm0463894,nm0018273,nm0119567,nm6480064,nm0524188,nm0818630,nm0177731,nm0414438,nm0213991,nm0771686"
tt0043195,\N,\N
tt0043199,"nm0696662,nm0186622,nm0300818,nm0721949,nm0522123,nm0950253,nm0644983,nm0076817,nm0458030,nm0481240","nm0089169,nm5537131,nm5537135,nm13308870,nm0268716,nm0268717,nm0308379,nm1079502,nm0470332,nm0506215,nm4051368,nm5538028,nm0597574,nm0605204,nm12210504,nm0607676,nm5541165,nm0721949,nm0738222,nm2351392,nm0790718,nm2342067,nm0896122,nm0950252,nm14660047"
tt0043200,nm0557226,\N
tt0043201,"nm2767994,nm0008999,nm0005847","nm0038990,nm0068853,nm0139836,nm0199167,nm0319288,nm0411445,nm0430578,nm0463385,nm0506215,nm0510462,nm0543344,nm0593170,nm0609764,nm1872444,nm0700804,nm0738710,nm0802561,nm12075589,nm0820693,nm0896098,nm0938206,nm0941174,nm0954272"
tt0043204,"nm0542720,nm0671957,nm0232401,nm0612322,nm0822570,nm0240378,nm0386619,nm0001486,nm0806915,nm0677951,nm0091575,nm0181011,nm0370749,nm0926228,nm0271653","nm0789675,nm0608399,nm0015899,nm0254641,nm0900570,nm0842582,nm0621783,nm0455852,nm0743510,nm0154665,nm0285210,nm0681052,nm1154897,nm0386678,nm0371614,nm0085552,nm0579391,nm1066093,nm0677286,nm0062658,nm0582837,nm0748111,nm0827856,nm0027355,nm2468873,nm0152416,nm6076419,nm0416556,nm5918913,nm0601139,nm0788565,nm0908683,nm0923585,nm1027890,nm0624846,nm1427923,nm2503998,nm1664770,nm0972416,nm0750976,nm0039362,nm0296091,nm1398534,nm0669618,nm0696319,nm0740426,nm1068227,nm0741627,nm0764588,nm0000683,nm0002005,nm0178476,nm0310775,nm0569389,nm1068203,nm0414438,nm0447051,nm1068211,nm0542631,nm0661763,nm0685833,nm6071762,nm0712029,nm0724575,nm0776041,nm6057784,nm0854789,nm0907013,nm0908281,nm7523819,nm0245943,nm0315216,nm0326055,nm1051838,nm2934543,nm1068228,nm0841892,nm0886668,nm0908526,nm0104572,nm1066010,nm0781186"
tt0043206,"nm1473029,nm0801000,nm0181011,nm0410320","nm0015399,nm0039362,nm0070511,nm0073393,nm1057726,nm0105965,nm0119567,nm5042917,nm0169665,nm0186918,nm0193466,nm6181681,nm0276045,nm1602149,nm0310775,nm0317254,nm2736106,nm1473029,nm0344631,nm6210285,nm0498979,nm0508895,nm6294064,nm0560857,nm0571450,nm0572876,nm0583345,nm0632873,nm0671957,nm0680461,nm1909767,nm6267109,nm0743510,nm0754581,nm0765490,nm0785245,nm0806915,nm2689204,nm0868974,nm0883884,nm6181110,nm0907013,nm0380890,nm0923735,nm0937289,nm0938206"
tt0043208,"nm0038906,nm0449462,nm0200022,nm0506589","nm0140717,nm0205070,nm0649188,nm0771627,nm0918826"
tt0043210,"nm0308417,nm0248064","nm9598927,nm10484011,nm1447468,nm1793982,nm0425317,nm0602839"
tt0043212,"nm0166836,nm0385227",\N
tt0043214,"nm0041715,nm1793570,nm0221452,nm0778479,nm0384316,nm0616932,nm0851809,nm0938201","nm0934807,nm1180618,nm1183865,nm2477125,nm0909625,nm1299367,nm0541662,nm0996410,nm0479525,nm11645617,nm0908607,nm0220152,nm0546068,nm0773931,nm0773971,nm0881501,nm0925335,nm0925388,nm0381486,nm0085588,nm0505553,nm10793648,nm1709291,nm2641580,nm0262213,nm1554352,nm0028770,nm0812026,nm0642683,nm0647844,nm0156417,nm0432728"
tt0043215,"nm0107854,nm0285946,nm0075562,nm0086251","nm0543344,nm0551869,nm0088784,nm0029625,nm0067676,nm0388554,nm0707213,nm0097848,nm0841892,nm0938206,nm0369519,nm13947367,nm0219551,nm0517216,nm0934281"
tt0043216,\N,\N
tt0043217,nm1777482,\N
tt0043222,"nm1122263,nm0831868",\N
tt0043223,"nm0567757,nm0002179,nm0289297,nm0075318,nm0496505,nm0257638,nm0139878,nm0623401,nm0568228","nm0191885,nm0236980,nm0066321,nm0293955,nm0769653,nm1008923,nm0359034,nm0355963,nm0103084,nm0304321,nm0523046,nm0628257,nm0673988,nm0751500,nm0707213,nm1310569,nm0746473,nm0155519,nm0371907,nm1080563,nm0448985,nm0120762,nm0177509,nm0811033,nm0124987,nm0313876,nm0688853,nm0854278,nm0916956,nm0029625,nm0870052"
tt0043224,"nm0054846,nm0705228,nm0232902,nm0120437,nm0477438,nm1637827,nm1096821,nm0076971,nm0387695,nm1097266","nm0804026,nm0639495,nm0680226,nm0777442,nm0706417,nm1640023,nm0722289,nm0338876,nm0326239,nm0777129,nm0414633,nm0288997,nm1520544,nm0799745,nm0615080,nm0293159,nm0771627,nm0918826,nm0410536,nm2204703,nm0917026,nm0397170,nm0917200,nm0594174,nm3123274,nm0288816,nm0566588,nm0051332,nm2964448,nm0237341,nm0329085,nm1034110,nm3110698,nm0516015,nm0057677,nm0578441,nm0814068,nm0081748,nm0606806,nm2915847,nm0639787,nm0432188,nm0498586,nm0743232,nm2198070,nm0743259,nm0777202,nm0380890,nm0377958,nm1290769,nm0545131,nm0655462,nm3201019,nm0001992,nm0399849,nm0000036"
tt0043225,"nm0908164,nm0568228,nm0554169,nm0086251,nm0638528,nm0257638,nm0172935","nm0191885,nm0707213,nm1318208,nm0218626,nm0515139,nm0044831,nm0097848,nm0177509,nm1809822,nm0794088,nm0337914,nm0551869,nm0852338,nm0225961,nm1228460,nm1320050,nm1080563,nm0546100,nm0740537,nm1318529,nm1318676,nm0628257,nm2825307"
tt0043228,"nm0446053,nm0011727,nm0282984,nm0103975,nm0692872,nm0918659,nm0439776,nm0108571,nm0002134,nm0638528,nm0624809,nm0491852,nm0114436,nm0776838,nm0791027,nm0112939,nm0071657,nm0783116,nm0124877,nm0854358,nm0459627,nm0682734,nm0431395,nm0562388,nm0002179,nm0829038,nm0782682,nm0370821,nm0542737,nm0287931,nm0304681,nm0494110,nm0607612,nm0502766,nm0202297,nm0002137,nm0587277,nm0778513,nm0000736,nm0038906,nm5255343,nm0419265,nm0484645,nm0542720,nm0024120,nm0165493,nm0445650,nm0553077,nm0300818,nm0320637,nm0375712,nm0832254,nm0005898,nm0410320,nm0554169,nm0568228,nm0001537,nm0826873,nm0828594,nm0869664,nm0068691,nm0575546,nm0639529,nm0485647,nm0494903,nm0498614,nm0591142,nm0000071,nm0926636","nm0249805,nm0090840,nm0531878,nm0081126,nm0115482,nm0607487,nm0831694,nm0552202,nm5042917,nm0269623,nm0681052,nm0205065,nm0068853,nm0642543,nm0093430,nm0115689,nm0783328,nm2199275,nm0587743,nm0624846,nm0789947,nm0972377,nm0066614,nm0279795,nm0108163,nm0242326,nm0057489,nm0030018,nm0363492,nm0075344,nm0762556,nm2397221,nm0518711,nm0613732,nm0818649,nm0767232,nm2189647,nm0909884,nm0445934,nm1503327,nm0325825,nm0685957,nm0478263,nm0706993,nm0344246,nm0569950,nm0597574,nm0795229,nm0860775,nm0186918,nm0351444,nm0408979,nm0560857,nm0437189,nm0459627,nm0718466,nm0743510,nm0372677,nm0731187,nm0881501,nm1051838,nm0609764,nm1367958,nm0071657,nm1094789,nm0293480,nm0912766,nm0546140,nm1713441,nm0167011,nm0255742,nm3039685,nm1099687,nm0876564,nm0441328,nm0290809,nm0500494,nm0257669,nm0506215,nm1058903,nm0911350,nm0386928,nm0073882,nm0177731,nm0247439,nm0790654,nm0317254,nm0852313,nm0488956,nm0460711,nm0027355,nm0038479,nm0101511,nm0156726,nm0002021,nm0236546,nm0378947,nm0542531,nm2474236,nm1416713,nm0016534,nm0019346,nm0137999,nm6277811,nm1154897,nm0190175,nm0211315,nm0219551,nm0262213,nm0262368,nm5561425,nm1000906,nm0325106,nm0365661,nm0372942,nm0375446,nm0002133,nm2192042,nm0015801,nm0507760,nm6169025,nm0516797,nm0566333,nm0573937,nm0578479,nm0629862,nm6175673,nm0695292,nm0696189,nm0721655,nm0732456,nm0739884,nm6175674,nm0743232,nm0774441,nm0776068,nm6191528,nm0805340,nm0820700,nm6169024,nm0834553,nm0841702,nm6284721,nm0061510,nm0097848,nm6439291,nm0155009,nm0169665,nm6210969,nm0186118,nm0200366,nm0202264,nm6455544,nm6222942,nm0268716,nm0268717,nm0280234,nm1057735,nm6398204,nm6233170,nm4768462,nm0337914,nm4120897,nm0448985,nm0497804,nm6210956,nm0614246,nm2189750,nm6425698,nm0830937,nm0900570,nm2769856,nm3929498,nm0055909,nm0067801,nm0091200,nm6256619,nm0103627,nm0236279,nm0175676,nm2198593,nm2743977,nm0191885,nm0254124,nm0255457,nm0348924,nm1397143,nm6549268,nm0450504,nm2775409,nm0590316,nm0593170,nm6640312,nm6572052,nm2501835,nm0673988,nm6565299,nm6276883,nm0810998,nm2193283,nm6541235,nm0928068,nm2649550,nm3031099,nm3085990,nm2803228,nm3716656,nm0150217,nm6519775,nm6688688,nm6340752,nm6739117,nm0263346,nm2198188,nm1529947,nm0334370,nm2197573,nm0381280,nm8436792,nm6742662,nm0481248,nm6432875,nm0531792,nm0568060,nm1529971,nm1583677,nm2189585,nm0653862,nm2197208,nm0665875,nm0670019,nm0674468,nm0680474,nm1888719,nm0733501,nm6732942,nm0820713,nm1019658,nm6269389,nm6812938,nm3883301,nm6504438,nm0887428,nm0928496,nm2193697,nm0941556,nm0011482,nm0057308,nm1154683,nm6886081,nm0156261,nm0172628,nm0184107,nm0250891,nm0250930,nm5476724,nm6688728,nm0287931,nm0340719,nm0375712,nm3954365,nm3371665,nm0494312,nm0001465,nm6217651,nm6663759,nm3007324,nm0741214,nm2957507,nm0795851,nm0807654,nm0852864,nm6679336,nm0880449,nm0880497,nm12363658,nm6829335,nm3994525,nm0015399,nm0016363,nm2653065,nm0064579,nm0110958,nm0124918,nm2895454,nm0151452,nm0153698,nm0175028,nm0181205,nm0186427,nm0190185,nm0229671,nm0320824,nm0330003,nm0330390,nm0370152,nm0370252,nm2758996,nm0425913,nm0432188,nm0442456,nm0479107,nm1055756,nm0523365,nm2660366,nm0559370,nm6550308,nm0608498,nm0640320,nm0774217,nm0789100,nm7312044,nm0813584,nm2648614,nm0917783,nm0919925,nm0925265,nm0928444,nm0931117,nm0956592,nm5474677,nm2663820,nm3370700,nm0178102,nm0178785,nm1498862,nm0240123,nm0312479,nm6707525,nm0370697,nm0391318,nm1493117,nm0432728,nm0516810,nm5618632,nm7470315,nm0639676,nm0729694,nm0763071,nm0766665,nm0787033,nm0805748,nm0836318,nm2396829,nm0938170,nm7624394,nm0941280,nm6551741,nm0138835,nm0151949,nm0293388,nm0296091,nm0338456,nm0493446,nm1126101,nm0591142,nm0672362,nm0996167,nm0344709"
tt0043229,"nm0823247,nm0777413,nm0499576,nm0245698,nm10379152,nm0384316,nm0250864,nm1032520,nm0469558,nm0322900,nm0395866,nm0672627,nm0939765,nm0332752,nm0028814,nm3127773,nm2715100,nm0446060,nm0726823,nm0587728,nm0357800,nm8244381,nm0179189,nm0838725,nm0591523,nm0162777,nm0369858,nm0571983,nm0921027,nm0923396,nm0938201","nm0934807,nm0403568,nm0403569,nm0892939,nm1181248,nm1116779,nm0255034,nm1114256,nm1943713,nm0546068,nm0792404,nm1051829,nm0642683,nm0255371,nm1250955,nm0789947,nm0791130,nm0925335,nm0925388,nm3113329,nm1012482,nm0108337,nm0421246,nm0805748,nm8090090,nm0866801,nm0996410,nm0106187,nm11405747,nm0633202,nm1049066,nm0061750,nm11440314,nm0859155,nm0122935,nm10793647,nm2818975,nm0832086,nm2263743,nm8090091,nm1299367,nm10400829,nm1326243,nm1709367,nm6317475,nm4934440,nm2654231,nm0181019,nm0181020,nm11426073,nm1025086,nm8109019,nm11413018,nm2591020,nm1779949,nm1011786,nm0693044,nm0748290,nm0370862,nm0881501,nm1267575,nm0191612,nm0429390,nm0909529,nm1709291,nm0810331,nm0846520,nm0501148,nm0564651,nm0519133,nm0173235,nm0437966,nm0507395,nm0746169"
tt0043232,"nm0607612,nm0178578,nm0569708,nm0668227,nm0004573,nm0936823,nm0390402,nm0236980,nm0434908,nm0834744","nm1008130,nm0919675,nm1000906,nm0783328,nm1008920,nm0821443,nm0691542,nm0448985,nm0488956,nm0791932,nm0340599,nm4360058,nm1008923,nm0359034,nm1008360,nm3098298,nm1008921,nm0504322,nm0629237,nm1007820,nm0485719,nm2869375,nm0846884,nm0934807,nm0259995,nm0340981,nm0640619,nm0765036,nm0859021,nm3097572,nm0044831,nm1006991,nm0439922,nm0520419,nm1007624,nm0920091,nm0515139,nm0523046,nm0798977,nm0089286,nm1080563,nm1007716,nm1010413"
tt0043234,"nm0201328,nm0731933","nm0427161,nm0608520,nm0384509,nm0404137"
tt0043235,"nm1055550,nm0022750,nm12366868,nm0343431,nm1071916",\N
tt0043238,"nm0575546,nm0239291,nm0884037,nm1571378,nm0769874","nm0748111,nm0208342,nm0325267,nm0244407,nm0251375,nm0408979,nm2664087,nm1057726,nm0764588,nm0641979,nm0836318,nm2659833,nm0113582,nm0476565,nm0600987,nm0287559,nm0439922,nm2129717,nm0873101,nm0894523,nm0492982,nm0531792,nm2391648,nm0790533,nm0855034,nm0920229,nm0943804,nm0764945,nm2681486,nm2663569,nm0132168,nm0002009,nm2665834,nm0178785,nm0203286,nm1023688,nm0255371,nm2390253,nm2661704,nm2390744,nm2243422,nm0429078,nm6139636,nm0466426,nm0507282,nm2382139,nm1894008,nm2665858,nm1713431,nm1894542,nm2390137,nm0616730,nm2665433,nm0688333,nm0750976,nm0791217,nm2423965,nm0860775,nm0918093,nm0047143,nm2772343,nm0085662,nm0089858,nm0001969,nm0146896,nm1563054,nm0146902,nm1787471,nm2664489,nm0823551,nm0888202,nm0918485,nm14150498,nm0926182,nm0928492"
tt0043242,"nm0480807,nm0769874,nm0809967","nm0046322,nm0096493,nm0295357,nm0423583,nm0492740,nm2883833,nm0548378,nm0722137,nm2382943,nm0917026"
tt0043244,"nm0655197,nm2968198,nm0041715,nm0455026,nm1054839","nm0378532,nm2112565"
tt0043250,nm0702554,"nm0753611,nm0702554"
tt0043251,nm0695937,"nm0462321,nm0154438"
tt0043252,nm0076746,"nm0076746,nm0410776,nm0677467"
tt0043253,nm0735879,"nm0735879,nm0211993"
tt0043255,nm0006943,"nm0917200,nm0811467,nm0498738,nm0727411,nm0335471,nm0920229"
tt0043257,nm0172485,nm0292134
tt0043258,nm0273477,"nm0273477,nm0553949"
tt0043260,nm0946391,"nm0201405,nm0313937,nm0654172"
tt0043261,nm0515491,"nm0814242,nm0685316,nm0210542,nm0196802,nm0515491,nm0585407,nm0723039,nm0811992"
tt0043262,nm0920074,"nm0421255,nm0147119,nm0222936"
tt0043263,nm0531674,nm0922589
tt0043264,"nm0550777,nm0282984","nm0001224,nm0788356"
tt0043265,nm0001379,"nm0286163,nm0012938,nm0001379,nm0171924,nm0896830"
tt0043266,nm0237836,"nm0237836,nm0733932,nm0753728"
tt0043267,nm0951492,"nm0350623,nm0556430"
tt0043268,nm0849474,"nm0000041,nm1207563,nm0849474"
tt0043269,nm0945428,"nm0644823,nm0945428"
tt0043270,nm0678928,"nm0724307,nm0812026,nm0254754"
tt0043271,nm0793881,nm0793881
tt0043272,nm0623401,"nm0108579,nm0421104,nm0410470"
tt0043273,nm0649563,"nm0091406,nm0649563,nm1565877"
tt0043274,"nm0314671,nm0414144,nm0527217,nm0455741","nm0140902,nm0382548,nm0780799,nm0670328,nm0672093,nm0727370,nm0052520,nm0183183,nm0447039,nm0335469,nm0400056,nm0174974,nm0649603,nm0906929,nm0404717"
tt0043275,nm0165493,"nm0114079,nm0323684,nm0747233"
tt0043276,nm0909825,"nm0232527,nm0578439"
tt0043277,nm0030762,"nm0182249,nm0030762"
tt0043278,nm0591486,nm0503585
