tconst,directors,writers
tt0310275,nm1136398,nm1137065
tt0310279,nm0101149,"nm0101149,nm0300888,nm1872839"
tt0310280,nm0432412,nm0432412
tt0310281,nm0001302,"nm0001302,nm0506405"
tt0310282,nm0424202,nm0424202
tt0310283,nm0424202,\N
tt0310287,\N,nm0399196
tt0310288,nm0589557,nm0589557
tt0310289,nm0589557,nm0589557
tt0310290,nm0557945,"nm1175541,nm0794221"
tt0310292,nm0945169,nm0945169
tt0310293,nm1025527,nm0443429
tt0310295,"nm0007507,nm0574386,nm0504273","nm1511414,nm0989448,nm0716963"
tt0310296,nm1134811,\N
tt0310298,nm1134824,nm0691069
tt0310299,nm7470257,nm7470257
tt0310301,nm0548704,"nm0234502,nm0548704"
tt0310304,nm0561535,nm0561535
tt0310305,nm0016300,\N
tt0310309,nm0950529,\N
tt0310310,nm1089749,\N
tt0310312,nm0524568,"nm0054432,nm0417088"
tt0310313,nm0334930,"nm0334930,nm1138568"
tt0310314,nm0622051,nm0829111
tt0310315,nm1256129,\N
tt0310317,\N,\N
tt0310319,nm0777593,\N
tt0310321,nm0440052,"nm0440052,nm0752377"
tt0310324,"nm1136925,nm0223037","nm0223037,nm1136925"
tt0310327,nm0009536,"nm0015503,nm1137502"
tt0310330,"nm0508876,nm12113021",nm0958577
tt0310331,nm14431201,nm14431201
tt0310333,"nm14431201,nm0242658",nm14431201
tt0310334,nm0871456,"nm0271335,nm0832823"
tt0310335,nm0053041,nm0053041
tt0310336,\N,\N
tt0310337,nm1139698,nm1139698
tt0310338,nm1308638,nm1355523
tt0310339,"nm0552295,nm0326371,nm0164851,nm0860395","nm0164851,nm0704088,nm0860395"
tt0310340,\N,\N
tt0310341,nm0191697,nm0191697
tt0310342,"nm0006009,nm0550708",nm0006009
tt0310343,nm1138184,\N
tt0310345,nm1139742,\N
tt0310346,nm1161933,nm1161933
tt0310348,\N,nm0399196
tt0310352,nm0247050,nm0055700
tt0310353,nm1136339,nm0679683
tt0310354,nm0175126,\N
tt0310357,nm0604688,"nm0604688,nm0707804,nm4781842"
tt0310361,nm0258007,"nm0110112,nm0289448"
tt0310362,"nm0233578,nm2961186",\N
tt0310363,nm0279073,"nm3831638,nm0279073"
tt0310365,"nm0210454,nm1690970,nm0650905",\N
tt0310367,nm0851264,nm0043721
tt0310368,nm0747689,nm0407150
tt0310370,nm0433657,"nm0645138,nm0649320"
tt0310379,nm0290213,nm0290213
tt0310389,\N,\N
tt0310391,"nm0453083,nm0052993","nm1485721,nm0052993,nm0453083,nm7502561"
tt0310393,nm0087470,nm0863620
tt0310398,"nm1071841,nm1070062",nm2710788
tt0310399,nm0319690,\N
tt0310406,nm0034186,\N
tt0310412,nm0488715,"nm0009066,nm0488715,nm0542520"
tt0310415,\N,\N
tt0310416,nm1654124,nm0663789
tt0310419,"nm0667257,nm0618535,nm8763679","nm0130640,nm0708812"
tt0310423,nm1589658,"nm1639950,nm1590756,nm0360212"
tt0310424,nm1023576,"nm0114674,nm1006795,nm0674721"
tt0310425,nm0252484,"nm0300587,nm0742577,nm0515580,nm0797115"
tt0310427,"nm1134803,nm1136536",\N
tt0310429,nm0785498,"nm0016718,nm0954577"
tt0310432,"nm2480212,nm0612379,nm0697130,nm4821379,nm1274585,nm0687648,nm0875992,nm0699441,nm0065746,nm1444310,nm0144353,nm2482188",nm0309056
tt0310433,"nm0172648,nm1002059,nm1722041",\N
tt0310435,"nm0511460,nm0511151,nm0450604,nm1067879,nm0387122,nm0249189,nm2209745","nm0387122,nm0454255,nm0864592,nm0648051,nm0084425,nm0091511"
tt0310442,nm0845625,"nm1415329,nm0845625"
tt0310443,"nm0268685,nm0003941,nm0942869,nm0044524","nm1051830,nm1308632,nm0601881,nm0362379,nm0606688,nm0254872,nm0772123"
tt0310444,"nm0074881,nm1355200","nm1114112,nm1146739,nm1206307,nm1094877,nm0052739,nm1093856,nm1441979,nm1139133,nm1137565,nm1138195,nm1145694,nm1802727"
tt0310445,nm0552401,\N
tt0310450,nm0265898,"nm0084973,nm0406025,nm0511688,nm0536402"
tt0310451,"nm0511933,nm0645038,nm0682694,nm0994537,nm0349008,nm0750275","nm0682694,nm0881077,nm0905535,nm0489262,nm0797115,nm0511933,nm3844590"
tt0310452,nm0747695,nm0747695
tt0310453,nm0747695,nm0747695
tt0310454,\N,\N
tt0310455,"nm0650233,nm0287821,nm0724047,nm0694341,nm0486748,nm0856827,nm1016595,nm0797928,nm0587669","nm0395275,nm0437287,nm0355888,nm0751339,nm0382250,nm1080182"
tt0310456,nm0000568,"nm0643009,nm0430781"
tt0310457,"nm0004597,nm0907761,nm0586198,nm0233002,nm0134591,nm0245538,nm0520440,nm0931426","nm1241294,nm0454307,nm0759149,nm1147563,nm0154964,nm0258420,nm0328912,nm0528480,nm1150421,nm0759128,nm1008217"
tt0310458,nm0195327,"nm0094669,nm0195327,nm0221497,nm0520232,nm0059551"
tt0310460,"nm0463199,nm0148252,nm0769135,nm0446060,nm0155117,nm0169394,nm0000294,nm0327591,nm0520064,nm0128225,nm0258405,nm0005601,nm0533383,nm0005344,nm0664756,nm0874716,nm0000412","nm0096157,nm0375062,nm0520064,nm0394001,nm0503899,nm0604389,nm0638683,nm0438350,nm0868005,nm1335519,nm0135203,nm0957139,nm0842295,nm1792444,nm1871947,nm0804057,nm0329207,nm1864676,nm1863223,nm1102898,nm1294678,nm2169608,nm0110490,nm0655128,nm0881427,nm0463124,nm1296984,nm0327591,nm0396680"
tt0310461,nm0054672,nm0054672
tt0310462,nm0132253,\N
tt0310463,"nm0494389,nm0299396","nm1156864,nm0218022,nm1155516,nm1086956,nm0096084"
tt0310465,\N,\N
tt0310466,"nm1145728,nm0753243","nm0753243,nm0753238,nm1263223,nm0342424,nm1136326"
tt0310471,\N,"nm0058713,nm0283997,nm0993133,nm0553237,nm0746162,nm0992818"
tt0310473,nm1425289,"nm0434716,nm0897168"
tt0310475,\N,\N
tt0310477,"nm0726954,nm0919899","nm1531706,nm1536512"
tt0310481,"nm1118148,nm0735416,nm2427774","nm0085116,nm0302108,nm1010396,nm0729556"
tt0310482,"nm0918999,nm1721407","nm1338254,nm0822457,nm0832164,nm1602448,nm9347141,nm9347010"
tt0310483,nm0818639,"nm0166074,nm0478588,nm0006396,nm0376835"
tt0310487,nm0333823,nm0511807
tt0310488,nm0388901,"nm0503218,nm1139573"
tt0310489,nm0056904,nm0549373
tt0310490,nm0726954,"nm1135352,nm1137662,nm0726954"
tt0310492,"nm0423518,nm0768597",nm0768597
tt0310497,nm1301796,nm0098358
tt0310500,\N,"nm1328630,nm3484561"
tt0310502,nm1134809,"nm0097565,nm1014180,nm1955876,nm0785316"
tt0310503,nm0398596,"nm1135267,nm1052649,nm1053355"
tt0310504,\N,"nm1098485,nm0705771,nm0847758,nm0847760"
tt0310505,nm0180260,nm0526478
tt0310506,\N,\N
tt0310508,\N,nm2146302
tt0310509,"nm0470119,nm1194001,nm1119351","nm1061627,nm6500416,nm0449363,nm1638890,nm0506860,nm10210584,nm4410864"
tt0310511,"nm1967121,nm0901799,nm0544874,nm0615864,nm0729690,nm0346828,nm0765532,nm0126756,nm0598363,nm1526911,nm0382251","nm0712204,nm0722679,nm2558536,nm1802823,nm1076450,nm1757261,nm0557147,nm0310367,nm0680040,nm5420507,nm0217033,nm0815677,nm0506518,nm0547225,nm0239493,nm0252012,nm1909070,nm2754945,nm1424561,nm2920848,nm1228654,nm1749082,nm2970184,nm1973475,nm1715511,nm0598594,nm0043904"
tt0310512,nm0520440,\N
tt0310516,"nm0138034,nm1012778,nm0146109,nm0935210","nm1663219,nm0002954,nm3251415,nm0492783,nm0492784,nm0992633,nm3252065,nm1138106"
tt0310519,"nm1101450,nm1135387,nm0714560","nm1101450,nm1135387,nm0714560"
tt0310520,"nm0332540,nm0755589,nm1646364","nm1646364,nm0500281"
tt0310521,nm0999974,\N
tt0310523,"nm1318214,nm0256357,nm1149322,nm0793207,nm0939917","nm0971746,nm1405818,nm0168325,nm0256357,nm0329166,nm0419924,nm1149322,nm1491938,nm0793207,nm1135035"
tt0310525,"nm0458034,nm0617523,nm0314192,nm0825407,nm0440226","nm0333576,nm0413132,nm1094845,nm0317282,nm1065339,nm0002981,nm0363024,nm1095518,nm0075008,nm0094455,nm1172024,nm0734316,nm0750241,nm1174538,nm0259217,nm1268974"
tt0310526,nm0027733,nm0317866
tt0310530,\N,"nm0122899,nm0310319,nm0312397,nm0367046,nm0455078,nm0667312,nm0829537,nm0950085"
tt0310533,"nm0728607,nm0198207","nm1092222,nm0607241,nm1844035"
tt0310534,"nm4305383,nm4911863,nm3239044,nm3643740,nm8382144,nm1030035,nm6634598,nm4209021,nm1593760,nm3532380,nm1618128,nm2690613,nm1645973,nm2935845,nm4704815","nm3239044,nm4911863,nm2690613,nm6042073,nm13842039,nm13842038,nm1135753,nm1593760,nm1015907"
tt0310536,"nm0019665,nm0006502",\N
tt0310537,"nm0896684,nm0024063","nm0182231,nm0575699,nm2079936"
tt0310539,nm0887452,\N
tt0310542,nm0096450,"nm1135239,nm0096450"
tt0310543,nm0351486,"nm0076637,nm0211761"
tt0310544,"nm0193808,nm0940668,nm0423532","nm4423147,nm0200350"
tt0310546,"nm1646003,nm0138359,nm0348595,nm1628165,nm0510485","nm1139242,nm0030338,nm1326654,nm1505940,nm1136074,nm1628282,nm1136959,nm1132738,nm0742444,nm1212035"
tt0310547,\N,nm0628399
tt0310548,\N,nm0628399
tt0310549,\N,nm0628399
tt0310550,\N,nm0628399
tt0310551,\N,nm0628399
tt0310552,\N,nm0628399
tt0310553,nm0164751,"nm0164751,nm3583818"
tt0310554,nm0622051,\N
tt0310558,nm1396111,\N
tt0310559,nm0461536,\N
tt0310564,nm0918999,"nm0655438,nm0003127"
tt0310565,nm0611243,nm0611243
tt0310566,nm1138404,"nm0352924,nm1138404"
tt0310567,nm0073488,"nm0073488,nm0865557"
tt0310568,\N,\N
tt0310569,nm0143333,\N
tt0310570,\N,\N
tt0310574,nm0649771,"nm0331253,nm0649771,nm1140289"
tt0310575,nm0149670,nm0149670
tt0310578,nm0896892,"nm0014821,nm0896892"
tt0310582,nm0160280,"nm0506575,nm0458379,nm0418913,nm0920465"
tt0310594,nm0650040,nm0650040
tt0310595,"nm1139738,nm0526044",\N
tt0310596,nm0413465,nm0392962
tt0310597,nm0543979,\N
tt0310599,nm0046219,nm0252830
tt0310600,nm0958575,"nm0252757,nm0252830"
tt0310601,nm1138351,nm1138351
tt0310602,\N,nm1502915
tt0310603,nm0665163,\N
tt0310605,nm0173090,"nm0013235,nm0290523"
tt0310606,nm0642926,\N
tt0310608,nm0283752,\N
tt0310609,nm0002910,nm0741124
tt0310610,"nm0086466,nm0244471","nm0273348,nm0305885,nm0907379"
tt0310612,nm0782570,\N
tt0310617,\N,\N
tt0310622,nm1135320,"nm1135320,nm1172244"
tt0310623,nm1139746,nm1139746
tt0310629,nm0769874,nm0541662
tt0310630,nm0622051,\N
tt0310632,nm0052897,"nm0052897,nm0241416,nm0324737,nm10601509"
tt0310637,nm0958573,nm0958573
tt0310638,nm0015648,\N
tt0310641,\N,\N
tt0310643,nm1138029,nm1138029
tt0310645,nm0195327,"nm0094669,nm0195327"
tt0310646,nm0315780,\N
tt0310649,nm0520804,nm0814668
tt0310651,nm1135080,nm1135080
tt0310655,nm0153713,\N
tt0310656,"nm1136590,nm0415779","nm1136590,nm0415779"
tt0310657,nm1135699,"nm2178698,nm1135699"
tt0310659,nm0035502,\N
tt0310660,nm0389109,\N
tt0310661,nm1137680,\N
tt0310662,nm1137680,\N
tt0310666,\N,\N
tt0310671,nm1138538,\N
tt0310673,nm1134808,"nm0076212,nm1134808"
tt0310674,nm1109976,nm1109976
tt0310676,nm0284256,"nm0029223,nm0139015"
tt0310683,nm0595783,nm0595783
tt0310685,nm0943605,nm0943605
tt0310686,\N,\N
tt0310687,\N,\N
tt0310690,nm0050048,"nm0432466,nm0649650,nm0757667"
tt0310692,"nm0535957,nm0264683","nm1253016,nm1253655"
tt0310693,nm0906234,nm0906234
tt0310697,nm0868263,nm0868263
tt0310700,nm0632993,\N
tt0310702,nm0326176,"nm0326176,nm1332303"
tt0310703,nm0735009,nm0735009
tt0310704,nm0350987,"nm2037313,nm0883817,nm0350987"
tt0310708,nm0928316,\N
tt0310711,nm0706350,\N
tt0310712,nm0802377,"nm0593953,nm0802377"
tt0310714,nm0766166,"nm1253550,nm13509696,nm0796503,nm0952067"
tt0310715,nm1096835,nm1137568
tt0310717,nm0140337,nm0140337
tt0310718,\N,\N
tt0310719,\N,\N
tt0310720,\N,\N
tt0310721,\N,\N
tt0310722,nm0763453,\N
tt0310727,nm1135918,\N
tt0310729,nm0557712,\N
tt0310730,"nm0008331,nm0008332","nm0008331,nm0008332"
tt0310733,nm0287821,nm0931388
tt0310736,"nm0797526,nm0933259,nm0918660","nm0000101,nm0000004,nm0064186,nm0000331,nm0205569,nm0235999,nm0236519,nm0291253,nm0506561,nm0566234,nm0584427,nm0588897,nm0637038,nm0640874,nm0765109,nm0771680,nm0776874,nm0931906,nm0958993"
tt0310741,nm0791316,"nm1290775,nm0710850"
tt0310742,\N,\N
tt0310745,nm0279043,"nm0012337,nm0279043,nm0294614"
tt0310747,nm0332985,"nm0000345,nm0881759"
tt0310750,nm0453756,nm1140277
tt0310761,\N,\N
tt0310767,"nm0228588,nm0257237","nm0228588,nm0257237"
tt0310775,nm0661791,"nm5371819,nm0497929,nm0661791,nm1136985,nm1155681"
tt0310776,\N,\N
tt0310777,nm0201438,nm0789698
tt0310778,nm0710919,"nm0710919,nm0595272,nm0867374,nm0545382,nm1272853"
tt0310779,nm1138528,nm0029223
tt0310787,nm0223543,"nm0704519,nm0755982"
tt0310790,"nm0209216,nm1134802","nm0273273,nm0209216"
tt0310792,nm0430047,\N
tt0310793,nm0601619,nm0601619
tt0310794,nm0327790,\N
tt0310795,nm0065226,nm0570821
tt0310798,nm0705838,nm0958708
tt0310803,nm0429634,nm0429634
tt0310805,nm0213983,"nm0909770,nm0213983"
tt0310811,\N,"nm0000813,nm0163332,nm0293989,nm0005062,nm0571781,nm0850895"
tt0310812,\N,\N
tt0310813,\N,\N
tt0310814,\N,\N
tt0310815,\N,\N
tt0310816,\N,\N
tt0310817,\N,\N
tt0310824,nm0576008,nm1989249
tt0310825,nm0676649,nm1138798
tt0310826,nm2089344,nm1136984
tt0310827,nm0025870,"nm0025874,nm0643582"
tt0310833,nm1135811,"nm1135811,nm1148364,nm1936138"
tt0310834,\N,\N
tt0310837,nm0781907,"nm0017550,nm0055634,nm2902023"
tt0310840,nm0138251,\N
tt0310844,nm0946756,"nm0498738,nm0727411"
tt0310847,nm0222545,nm0198597
tt0310849,nm1175550,"nm1175550,nm1176110"
tt0310850,nm0307209,nm0016386
tt0310851,nm0316592,"nm0236279,nm0316592"
tt0310853,nm0112939,"nm0001220,nm0254700,nm0071657"
tt0310854,nm0918659,nm0391318
tt0310855,nm0777593,\N
tt0310858,\N,\N
tt0310859,nm1138243,nm1138243
tt0310861,nm0120526,"nm0120526,nm0719115"
tt0310863,nm0546407,"nm1132469,nm1132483,nm0546407,nm1137602"
tt0310865,nm0158339,"nm1397944,nm2354324,nm12891761,nm2352673,nm1371686"
tt0310866,nm0173953,nm0173953
tt0310867,"nm0158557,nm0417448,nm0625080,nm0631791,nm1230158,nm1156570,nm0904707",\N
tt0310870,nm1137104,nm1137104
tt0310875,nm0216866,nm0216866
tt0310880,nm0824348,\N
tt0310887,nm1136956,nm1136956
tt0310890,nm0162550,\N
tt0310891,nm0674600,\N
tt0310893,nm0664988,nm1488488
tt0310894,nm1100866,nm1100866
tt0310895,nm0529923,\N
tt0310896,nm0275998,\N
tt0310898,nm0161056,\N
tt0310900,nm0327950,"nm0758379,nm1167408,nm0829044"
tt0310904,nm0214243,\N
tt0310906,nm0811764,nm0811764
tt0310907,nm0192463,"nm0083590,nm0192463"
tt0310909,nm0028798,nm0028798
tt0310910,nm0001226,nm1136647
tt0310911,nm1139731,\N
tt0310916,nm1137388,nm1137388
tt0310917,nm0642684,nm0642684
tt0310923,\N,\N
tt0310924,nm0592436,nm0592436
tt0310932,nm0203472,\N
tt0310933,nm0237236,nm0680780
tt0310934,nm0650040,\N
tt0310937,"nm0417922,nm3462947,nm0260773,nm3462041","nm3462041,nm0260773,nm0417922,nm0497742,nm3462947,nm0737144"
tt0310938,\N,\N
tt0310940,nm1136887,\N
tt0310943,"nm1137714,nm1096987,nm1138523",\N
tt0310945,nm1077135,nm1077135
tt0310946,nm0467025,"nm1140263,nm0854917"
tt0310951,nm0501387,\N
tt0310952,nm0804556,"nm1178457,nm0371955"
tt0310953,nm1042408,nm1042408
tt0310956,"nm0629905,nm0838648,nm1137260",\N
tt0310960,nm0555005,nm0555005
tt0310962,nm0418747,\N
tt0310967,nm1135249,nm1141709
tt0310970,nm0490594,"nm0384594,nm0802167"
tt0310973,nm1142205,nm1142205
tt0310975,nm1405841,"nm0038261,nm1450724,nm5179656"
tt0310979,nm0156417,nm0156417
tt0310980,nm0192062,"nm0192062,nm1132074"
tt0310981,nm0514796,nm0514796
tt0310985,nm1110545,nm1110545
tt0310986,nm0763453,\N
tt0310988,nm0777593,nm0399279
tt0310991,nm0744985,"nm1420958,nm1154104,nm0744985"
tt0310992,nm1066081,\N
tt0310993,\N,\N
tt0310994,nm0904427,nm0904427
tt0310995,nm0059633,nm0059633
tt0310998,nm0555005,nm0555005
tt0310999,nm0136579,"nm0136579,nm0883040"
tt0311004,nm0501001,nm0501001
tt0311005,nm0758687,"nm0161619,nm0758687"
tt0311008,nm0875715,nm0875715
tt0311010,nm1141831,"nm1401329,nm1141831"
tt0311011,nm0658379,\N
tt0311016,nm1141083,nm1141083
tt0311018,nm0459268,nm0459268
tt0311021,nm0849195,nm0849195
tt0311022,nm0768631,nm0768631
tt0311024,nm0941685,"nm0941685,nm6753257,nm0183194"
tt0311025,nm0914923,nm0695456
tt0311026,\N,nm0594427
tt0311027,nm0897216,\N
tt0311029,nm1160075,\N
tt0311030,nm0861931,nm1140531
tt0311032,nm0821244,\N
tt0311035,\N,nm0394684
tt0311041,nm0003419,nm0003419
tt0311046,nm0610750,"nm0099683,nm0610750"
tt0311047,nm1459972,"nm0349923,nm0349930"
tt0311048,nm0346598,"nm0346598,nm0770052"
tt0311049,nm0684762,nm0684762
tt0311050,nm0770052,nm0770052
tt0311051,\N,\N
tt0311052,"nm1144215,nm1142981",\N
tt0311053,nm0200738,\N
tt0311054,nm0200738,\N
tt0311055,"nm0519354,nm0930857",\N
tt0311060,nm0954143,\N
tt0311062,nm0032911,"nm0032911,nm1014933"
tt0311064,nm0277959,nm0277959
tt0311065,nm1125802,nm1125802
tt0311066,nm0975333,nm0528855
tt0311067,"nm0499777,nm0487844","nm0487844,nm0499777"
tt0311069,nm0477637,nm0477637
tt0311070,\N,nm0642156
tt0311072,nm0379872,"nm0379872,nm0105502"
tt0311075,nm1142513,"nm3269179,nm1142513"
tt0311077,nm0257138,nm0681318
tt0311079,nm0043665,"nm0043665,nm1142330"
tt0311080,nm0765700,\N
tt0311081,nm0098086,"nm1140864,nm0098086,nm0003319"
tt0311086,nm0045256,nm0045256
tt0311087,nm0457038,nm0457038
tt0311088,nm1124286,"nm0017702,nm1124286,nm1184662,nm1185106"
tt0311089,nm1140512,\N
tt0311090,nm0172293,"nm0401076,nm0588341"
tt0311093,nm0904937,"nm0525456,nm0904937"
tt0311095,nm1135067,nm1135067
tt0311096,nm0682150,"nm0447260,nm12082419,nm0675344"
tt0311098,nm1143944,\N
tt0311101,nm0381015,"nm0918336,nm0460542"
tt0311108,nm1013669,"nm1142057,nm0256852"
tt0311109,"nm0131048,nm0471421",\N
tt0311110,nm0770961,nm0927889
tt0311112,nm0186622,"nm0404062,nm0928492"
tt0311113,nm0001837,"nm1140640,nm0001837,nm0171722"
tt0311114,nm0003577,nm0003577
tt0311118,nm0218525,nm1142854
tt0311120,\N,\N
tt0311124,"nm0436521,nm6382668",nm0436521
tt0311127,nm0751459,nm1141995
tt0311129,nm0530946,\N
tt0311137,nm0579297,"nm0093938,nm0579297"
tt0311138,nm0749484,"nm0103024,nm0183278,nm0242288,nm0480673,nm0687741"
tt0311140,nm0777593,\N
tt0311141,nm0927718,"nm0684897,nm0117929,nm0716966,nm0477696,nm1141856"
tt0311143,nm1141196,nm1141506
tt0311144,nm0653320,nm1140735
tt0311146,nm0003620,nm0003620
tt0311149,nm0289565,nm0289565
tt0311154,nm0096141,nm0096141
tt0311155,nm1086501,"nm0017403,nm0197951,nm0498080"
tt0311157,"nm0680629,nm0166357",\N
tt0311159,nm0109455,"nm0549393,nm0648006,nm0791217"
tt0311161,nm0152782,\N
tt0311163,nm1141981,nm1141981
tt0311164,nm0124491,"nm1526902,nm0124491"
tt0311170,"nm0242658,nm14431201","nm14431201,nm0273968,nm0751746"
tt0311172,nm0031329,"nm0031329,nm0353166"
tt0311173,nm1140505,\N
tt0311174,nm1141673,nm1141673
tt0311175,nm0261398,nm0261398
tt0311183,nm0147837,\N
tt0311184,nm0029607,\N
tt0311186,nm0539519,\N
tt0311193,"nm1142130,nm1143935",\N
tt0311205,\N,\N
tt0311206,nm0046275,nm0046275
tt0311207,nm0695445,nm0695445
tt0311210,nm0765121,"nm1142382,nm0580559"
tt0311212,nm0669542,"nm1140364,nm0669542"
tt0311213,nm1042954,"nm2323540,nm1042954"
tt0311214,nm0509755,"nm0477702,nm0780107"
tt0311218,\N,\N
tt0311228,nm0401366,"nm0198068,nm0691193"
tt0311231,"nm1140358,nm1497562,nm0636313","nm1140358,nm1140647"
tt0311233,nm0252437,"nm1095342,nm0252437,nm0349052,nm1141690,nm1142841"
tt0311234,"nm0471489,nm1141820",\N
tt0311237,nm0410392,nm0410392
tt0311238,nm0462322,nm0818630
tt0311239,nm1140661,nm1140661
tt0311240,nm1027882,\N
tt0311241,nm0674600,nm0674600
tt0311265,nm0842611,"nm0416556,nm0908526"
tt0311270,nm1141046,nm1141046
tt0311272,nm0082420,\N
tt0311273,\N,\N
tt0311278,"nm0291180,nm0517285","nm0291180,nm0517285"
tt0311279,nm0613124,\N
tt0311281,nm0002699,"nm0002699,nm0886549"
tt0311282,"nm0545580,nm0882059",nm0545570
tt0311284,nm0922949,nm0922949
tt0311286,nm0752313,nm1171035
tt0311289,nm0001112,nm1144337
tt0311292,nm0218752,nm0281299
tt0311294,nm0002137,"nm0919925,nm0154183"
tt0311298,\N,\N
tt0311300,nm0912238,nm0851681
tt0311301,nm0905980,nm0827975
tt0311302,nm0158545,\N
tt0311305,nm0497379,nm1142856
tt0311310,nm1120030,nm1120030
tt0311312,nm0790058,\N
tt0311314,nm0770018,nm0770018
tt0311317,\N,\N
tt0311318,nm0918640,"nm0687521,nm0918640"
tt0311319,nm1089605,nm1089605
tt0311320,"nm0772761,nm0375267","nm0375267,nm0772761"
tt0311321,nm0229914,nm0936523
tt0311326,nm0022979,\N
tt0311328,nm0621956,nm0621956
tt0311331,"nm1141025,nm0815761","nm1141025,nm0815761"
tt0311332,nm0834166,\N
tt0311333,nm0548071,"nm0525214,nm0643582"
tt0311335,nm0280534,nm0280534
tt0311336,nm0029607,\N
tt0311337,nm1142729,\N
tt0311338,nm0411469,\N
tt0311339,"nm1038341,nm0411469",nm1038341
tt0311340,nm0081568,nm0035272
tt0311344,nm0084864,\N
tt0311346,nm0611313,"nm0218525,nm1181102,nm1110832"
tt0311348,\N,\N
